"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Ballari","3096512",2021-08-09,217,0.107442352031222,1,360,415,453
