"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Chikkaballapur","1364310",2021-08-09,117,0.0671687199484719,1," "," "," "
