"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Dharwad","2099469",2021-08-09,132,0.0926618250363856,1," "," "," "
