"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Raichur","2187486",2021-08-09,29,0.138578011849901,37,116,126,134
