"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Ramanagar","1140574",2021-08-09,94,0.109791304014497,1,258,299,329
