"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Bengaluru Rural","1139694",2021-08-09,350,0.072456521664355,1," "," "," "
