"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Bengaluru Urban","13626081",2021-08-09,8379,0.10066510450776,1,733,1343,1775
