"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Chamarajanagar","1076085",2021-08-09,313,0.112807687518218,1,99,130,153
