"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Kalaburagi","2976434",2021-08-09,97,0.0872154932176513," "," "," "," "
