"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Yadgir","1412445",2021-08-09,13,0.0817927170868347," "," "," "," "
