"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Haveri","1759087",2021-08-09,18,-0.0155075600727775," "," "," "," "
