"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Uttara Kannada","1516250",2021-08-09,556,0.120982059716225,1,50,69,83
