"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Bagalkot","2141784",2021-08-09,40,0.116139861999408,64,250,275,293
