"District","Population","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases"
"Mysuru","3374961",2021-08-09,1318,0.0910487152228522,1," "," "," "
