DISTRICTCODE,Date,TINF,TREC,TDEC
31,02-06-2020,34,24,1
1,03-06-2020,90,71,1
2,03-06-2020,52,30,1
3,03-06-2020,211,124,1
4,03-06-2020,19,9,1
5,03-06-2020,417,256,11
6,03-06-2020,175,41,5
7,03-06-2020,0,0,0
8,03-06-2020,143,52,3
9,03-06-2020,18,8,0
10,03-06-2020,39,9,0
11,03-06-2020,131,57,6
12,03-06-2020,166,134,5
13,03-06-2020,50,27,0
14,03-06-2020,35,17,1
15,03-06-2020,183,58,0
16,03-06-2020,16,6,0
17,03-06-2020,510,128,7
18,03-06-2020,3,1,0
19,03-06-2020,27,9,0
20,03-06-2020,4,3,0
21,03-06-2020,302,81,0
22,03-06-2020,96,90,0
23,03-06-2020,268,37,1
24,03-06-2020,2,0,0
25,03-06-2020,53,30,0
26,03-06-2020,33,12,2
27,03-06-2020,472,63,1
28,03-06-2020,82,49,0
29,03-06-2020,133,61,5
30,03-06-2020,299,27,1
31,03-06-2020,34,24,1
1,04-06-2020,90,71,1
2,04-06-2020,53,35,1
3,04-06-2020,222,124,1
4,04-06-2020,19,11,1
5,04-06-2020,424,262,13
6,04-06-2020,175,41,5
7,04-06-2020,0,0,0
8,04-06-2020,145,52,3
9,04-06-2020,18,13,0
10,04-06-2020,40,9,0
11,04-06-2020,135,57,6
12,04-06-2020,179,141,6
13,04-06-2020,51,27,0
14,04-06-2020,37,17,2
15,04-06-2020,197,57,0
16,04-06-2020,17,3,0
17,04-06-2020,510,128,7
18,04-06-2020,3,1,0
19,04-06-2020,28,9,0
20,04-06-2020,4,3,0
21,04-06-2020,317,133,0
22,04-06-2020,97,91,0
23,04-06-2020,356,37,1
24,04-06-2020,2,0,0
25,04-06-2020,53,28,0
26,04-06-2020,33,15,2
27,04-06-2020,564,82,1
28,04-06-2020,85,49,0
29,04-06-2020,134,62,5
30,04-06-2020,299,27,1
31,04-06-2020,34,25,1
1,05-06-2020,91,71,1
2,05-06-2020,54,35,1
3,05-06-2020,258,124,1
4,05-06-2020,31,11,1
5,05-06-2020,434,271,13
6,05-06-2020,214,41,5
7,05-06-2020,0,0,0
8,05-06-2020,148,55,3
9,05-06-2020,18,13,0
10,05-06-2020,40,12,0
11,05-06-2020,143,57,6
12,05-06-2020,180,147,6
13,05-06-2020,54,27,0
14,05-06-2020,37,26,2
15,05-06-2020,200,89,0
16,05-06-2020,19,3,0
17,05-06-2020,552,128,7
18,05-06-2020,3,1,0
19,05-06-2020,29,9,0
20,05-06-2020,4,3,0
21,05-06-2020,330,146,0
22,05-06-2020,97,91,0
23,05-06-2020,356,37,1
24,05-06-2020,4,0,0
25,05-06-2020,53,28,0
26,05-06-2020,33,15,2
27,05-06-2020,768,82,1
28,05-06-2020,92,49,0
29,05-06-2020,187,65,5
30,05-06-2020,373,27,1
31,05-06-2020,34,25,1
1,06-06-2020,91,74,1
2,06-06-2020,54,43,1
3,06-06-2020,263,124,1
4,06-06-2020,31,11,1
5,06-06-2020,452,276,13
6,06-06-2020,215,74,6
7,06-06-2020,0,0,0
8,06-06-2020,150,74,3
9,06-06-2020,18,18,0
10,06-06-2020,40,23,0
11,06-06-2020,167,72,6
12,06-06-2020,186,149,6
13,06-06-2020,57,31,0
14,06-06-2020,41,26,2
15,06-06-2020,203,105,0
16,06-06-2020,22,3,0
17,06-06-2020,621,166,7
18,06-06-2020,3,1,0
19,06-06-2020,30,16,0
20,06-06-2020,5,3,0
21,06-06-2020,333,170,0
22,06-06-2020,97,91,0
23,06-06-2020,358,37,1
24,06-06-2020,4,1,0
25,06-06-2020,53,28,0
26,06-06-2020,33,22,2
27,06-06-2020,889,103,1
28,06-06-2020,94,58,0
29,06-06-2020,193,76,6
30,06-06-2020,476,68,1
31,06-06-2020,34,25,1
1,07-06-2020,91,76,1
2,07-06-2020,60,43,1
3,07-06-2020,301,151,1
4,07-06-2020,36,11,1
5,07-06-2020,475,298,15
6,07-06-2020,222,97,6
7,07-06-2020,0,0,0
8,07-06-2020,150,91,3
9,07-06-2020,18,18,0
10,07-06-2020,40,23,0
11,07-06-2020,184,76,6
12,07-06-2020,203,150,6
13,07-06-2020,60,31,0
14,07-06-2020,43,33,2
15,07-06-2020,208,105,0
16,07-06-2020,22,6,0
17,07-06-2020,660,166,7
18,07-06-2020,3,1,0
19,07-06-2020,30,16,0
20,07-06-2020,5,3,0
21,07-06-2020,334,211,0
22,07-06-2020,97,91,0
23,07-06-2020,359,53,1
24,07-06-2020,4,1,0
25,07-06-2020,65,28,0
26,07-06-2020,33,22,2
27,07-06-2020,902,103,1
28,07-06-2020,96,64,0
29,07-06-2020,202,68,6
30,07-06-2020,515,69,1
31,07-06-2020,34,27,1
1,08-06-2020,93,76,1
2,08-06-2020,68,43,1
3,08-06-2020,301,151,1
4,08-06-2020,36,11,1
5,08-06-2020,493,298,18
6,08-06-2020,270,97,6
7,08-06-2020,0,0,0
8,08-06-2020,150,91,3
9,08-06-2020,18,18,0
10,08-06-2020,40,23,0
11,08-06-2020,187,76,6
12,08-06-2020,203,150,6
13,08-06-2020,64,37,0
14,08-06-2020,49,33,2
15,08-06-2020,211,121,0
16,08-06-2020,22,11,0
17,08-06-2020,759,213,7
18,08-06-2020,3,1,0
19,08-06-2020,30,16,0
20,08-06-2020,6,3,0
21,08-06-2020,334,222,0
22,08-06-2020,97,91,0
23,08-06-2020,359,82,1
24,08-06-2020,5,1,0
25,08-06-2020,69,28,0
26,08-06-2020,33,28,2
27,08-06-2020,947,318,1
28,08-06-2020,96,64,0
29,08-06-2020,202,97,6
30,08-06-2020,581,92,1
31,08-06-2020,34,27,1
1,09-06-2020,94,82,1
2,09-06-2020,68,43,1
3,09-06-2020,301,151,1
4,09-06-2020,36,11,1
5,09-06-2020,522,298,19
6,09-06-2020,279,132,6
7,09-06-2020,1,0,0
8,09-06-2020,152,109,3
9,09-06-2020,18,18,0
10,09-06-2020,40,23,0
11,09-06-2020,210,85,6
12,09-06-2020,211,157,6
13,09-06-2020,66,39,0
14,09-06-2020,49,33,2
15,09-06-2020,211,150,0
16,09-06-2020,22,11,0
17,09-06-2020,769,213,8
18,09-06-2020,3,1,0
19,09-06-2020,30,18,0
20,09-06-2020,12,4,0
21,09-06-2020,334,236,0
22,09-06-2020,99,94,0
23,09-06-2020,359,82,1
24,09-06-2020,5,1,0
25,09-06-2020,73,31,0
26,09-06-2020,34,28,2
27,09-06-2020,947,234,1
28,09-06-2020,96,72,0
29,09-06-2020,204,131,6
30,09-06-2020,642,91,1
31,09-06-2020,34,27,1
1,10-06-2020,96,83,1
2,10-06-2020,71,43,1
3,10-06-2020,302,155,1
4,10-06-2020,36,11,1
5,10-06-2020,564,298,21
6,10-06-2020,284,151,6
7,10-06-2020,1,0,0
8,10-06-2020,152,109,3
9,10-06-2020,18,18,0
10,10-06-2020,40,23,0
11,10-06-2020,214,95,6
12,10-06-2020,214,165,6
13,10-06-2020,70,45,1
14,10-06-2020,49,34,2
15,10-06-2020,214,150,0
16,10-06-2020,22,14,0
17,10-06-2020,780,279,8
18,10-06-2020,3,1,0
19,10-06-2020,30,26,0
20,10-06-2020,12,4,0
21,10-06-2020,334,247,0
22,10-06-2020,99,94,0
23,10-06-2020,359,82,1
24,10-06-2020,7,1,0
25,10-06-2020,73,31,0
26,10-06-2020,34,28,2
27,10-06-2020,947,327,1
28,10-06-2020,96,82,0
29,10-06-2020,217,131,6
30,10-06-2020,669,108,1
31,10-06-2020,34,27,1
1,11-06-2020,99,83,1
2,11-06-2020,71,43,1
3,11-06-2020,302,155,1
4,11-06-2020,37,11,1
5,11-06-2020,581,299,23
6,11-06-2020,298,181,6
7,11-06-2020,1,0,0
8,11-06-2020,152,124,3
9,11-06-2020,19,18,0
10,11-06-2020,40,23,0
11,11-06-2020,216,96,6
12,11-06-2020,223,168,6
13,11-06-2020,72,46,1
14,11-06-2020,49,35,2
15,11-06-2020,216,160,0
16,11-06-2020,22,14,0
17,11-06-2020,796,285,8
18,11-06-2020,3,1,0
19,11-06-2020,36,26,0
20,11-06-2020,13,4,0
21,11-06-2020,334,255,0
22,11-06-2020,104,94,0
23,11-06-2020,374,82,2
24,11-06-2020,12,1,0
25,11-06-2020,83,31,0
26,11-06-2020,34,28,2
27,11-06-2020,969,349,1
28,11-06-2020,99,82,0
29,11-06-2020,221,147,6
30,11-06-2020,735,108,1
31,11-06-2020,34,27,1
1,12-06-2020,99,88,1
2,12-06-2020,168,43,1
3,12-06-2020,303,217,1
4,12-06-2020,37,11,1
5,12-06-2020,617,299,27
6,12-06-2020,308,203,6
7,12-06-2020,1,0,0
8,12-06-2020,152,126,3
9,12-06-2020,19,18,0
10,12-06-2020,43,39,0
11,12-06-2020,233,113,6
12,12-06-2020,223,171,6
13,12-06-2020,91,46,1
14,12-06-2020,49,36,2
15,12-06-2020,225,160,1
16,12-06-2020,22,21,0
17,12-06-2020,816,345,10
18,12-06-2020,3,1,0
19,12-06-2020,37,26,0
20,12-06-2020,13,4,0
21,12-06-2020,336,255,0
22,12-06-2020,113,94,0
23,12-06-2020,378,82,2
24,12-06-2020,15,1,0
25,12-06-2020,89,43,0
26,12-06-2020,41,28,2
27,12-06-2020,991,474,1
28,12-06-2020,103,85,0
29,12-06-2020,222,147,6
30,12-06-2020,735,237,1
31,12-06-2020,34,27,1
1,13-06-2020,100,88,1
2,13-06-2020,179,49,1
3,13-06-2020,303,217,1
4,13-06-2020,37,11,1
5,13-06-2020,648,299,29
6,13-06-2020,350,203,6
7,13-06-2020,1,0,0
8,13-06-2020,152,126,2
9,13-06-2020,19,18,0
10,13-06-2020,43,38,0
11,13-06-2020,263,117,6
12,13-06-2020,226,184,6
13,13-06-2020,111,48,2
14,13-06-2020,49,39,2
15,13-06-2020,236,174,1
16,13-06-2020,24,21,0
17,13-06-2020,883,377,10
18,13-06-2020,3,1,0
19,13-06-2020,41,26,0
20,13-06-2020,13,4,0
21,13-06-2020,338,261,0
22,13-06-2020,114,94,0
23,13-06-2020,383,96,2
24,13-06-2020,16,1,0
25,13-06-2020,89,43,0
26,13-06-2020,41,28,2
27,13-06-2020,1005,584,1
28,13-06-2020,108,85,0
29,13-06-2020,228,152,6
30,13-06-2020,787,237,1
31,13-06-2020,34,27,1
1,14-06-2020,104,89,1
2,14-06-2020,187,55,1
3,14-06-2020,304,223,1
4,14-06-2020,38,11,1
5,14-06-2020,690,327,32
6,14-06-2020,370,203,6
7,14-06-2020,1,0,0
8,14-06-2020,152,126,2
9,14-06-2020,19,18,0
10,14-06-2020,43,38,0
11,14-06-2020,268,128,7
12,14-06-2020,226,194,6
13,14-06-2020,121,50,2
14,14-06-2020,49,39,2
15,14-06-2020,237,183,1
16,14-06-2020,25,21,0
17,14-06-2020,896,427,10
18,14-06-2020,3,1,0
19,14-06-2020,48,26,0
20,14-06-2020,13,9,0
21,14-06-2020,343,261,0
22,14-06-2020,114,94,0
23,14-06-2020,385,91,2
24,14-06-2020,19,1,0
25,14-06-2020,91,44,0
26,14-06-2020,41,28,2
27,14-06-2020,1026,713,1
28,14-06-2020,114,93,0
29,14-06-2020,229,162,6
30,14-06-2020,809,272,1
31,14-06-2020,35,28,2
1,15-06-2020,107,89,1
2,15-06-2020,197,55,1
3,15-06-2020,304,245,1
4,15-06-2020,38,11,1
5,15-06-2020,725,329,33
6,15-06-2020,381,239,6
7,15-06-2020,1,0,0
8,15-06-2020,152,133,2
9,15-06-2020,19,18,0
10,15-06-2020,43,38,0
11,15-06-2020,291,134,7
12,15-06-2020,227,195,6
13,15-06-2020,155,50,3
14,15-06-2020,49,39,2
15,15-06-2020,238,189,1
16,15-06-2020,27,21,0
17,15-06-2020,944,459,10
18,15-06-2020,3,1,0
19,15-06-2020,48,26,0
20,15-06-2020,17,9,0
21,15-06-2020,343,261,0
22,15-06-2020,114,94,0
23,15-06-2020,403,91,2
24,15-06-2020,21,1,0
25,15-06-2020,94,54,0
26,15-06-2020,41,28,2
27,15-06-2020,1028,736,1
28,15-06-2020,114,93,0
29,15-06-2020,232,164,6
30,15-06-2020,822,305,1
31,15-06-2020,35,28,2
1,16-06-2020,107,91,1
2,16-06-2020,250,55,1
3,16-06-2020,307,254,1
4,16-06-2020,38,11,1
5,16-06-2020,772,361,38
6,16-06-2020,383,239,7
7,16-06-2020,1,0,0
8,16-06-2020,152,141,2
9,16-06-2020,23,18,0
10,16-06-2020,43,38,0
11,16-06-2020,370,145,6
12,16-06-2020,227,205,6
13,16-06-2020,163,50,3
14,16-06-2020,53,41,2
15,16-06-2020,243,191,1
16,16-06-2020,27,21,0
17,16-06-2020,1007,474,10
18,16-06-2020,3,1,0
19,16-06-2020,48,27,0
20,16-06-2020,21,9,0
21,16-06-2020,343,282,0
22,16-06-2020,118,104,0
23,16-06-2020,409,137,2
24,16-06-2020,25,1,1
25,16-06-2020,101,54,0
26,16-06-2020,42,31,2
27,16-06-2020,1035,817,1
28,16-06-2020,120,93,0
29,16-06-2020,236,182,6
30,16-06-2020,828,355,1
31,16-06-2020,35,28,2
1,17-06-2020,111,91,1
2,17-06-2020,279,55,2
3,17-06-2020,307,254,1
4,17-06-2020,39,11,1
5,17-06-2020,827,370,43
6,17-06-2020,395,239,8
7,17-06-2020,1,0,0
8,17-06-2020,155,141,2
9,17-06-2020,23,19,0
10,17-06-2020,43,38,0
11,17-06-2020,378,145,6
12,17-06-2020,230,207,6
13,17-06-2020,171,50,3
14,17-06-2020,53,41,2
15,17-06-2020,248,191,1
16,17-06-2020,27,21,0
17,17-06-2020,1026,574,10
18,17-06-2020,3,1,0
19,17-06-2020,48,27,0
20,17-06-2020,21,11,0
21,17-06-2020,350,288,0
22,17-06-2020,119,104,0
23,17-06-2020,410,137,2
24,17-06-2020,25,1,1
25,17-06-2020,105,69,1
26,17-06-2020,42,31,2
27,17-06-2020,1039,904,1
28,17-06-2020,123,93,0
29,17-06-2020,236,196,6
30,17-06-2020,865,467,1
31,17-06-2020,35,28,2
1,18-06-2020,112,91,1
2,18-06-2020,327,92,2
3,18-06-2020,307,254,1
4,18-06-2020,39,11,1
5,18-06-2020,844,384,51
6,18-06-2020,401,251,9
7,18-06-2020,1,0,0
8,18-06-2020,155,146,2
9,18-06-2020,26,19,0
10,18-06-2020,43,38,0
11,18-06-2020,401,151,6
12,18-06-2020,233,215,6
13,18-06-2020,175,50,3
14,18-06-2020,58,41,2
15,18-06-2020,252,195,1
16,18-06-2020,27,21,0
17,18-06-2020,1074,606,11
18,18-06-2020,3,1,0
19,18-06-2020,48,27,0
20,18-06-2020,22,11,1
21,18-06-2020,357,303,0
22,18-06-2020,121,110,0
23,18-06-2020,414,137,2
24,18-06-2020,46,3,1
25,18-06-2020,106,69,1
26,18-06-2020,42,31,2
27,18-06-2020,1039,942,1
28,18-06-2020,125,93,0
29,18-06-2020,238,196,7
30,18-06-2020,873,467,1
31,18-06-2020,35,28,2
1,19-06-2020,115,93,1
2,19-06-2020,364,90,2
3,19-06-2020,308,279,1
4,19-06-2020,43,11,1
5,19-06-2020,1126,646,58
6,19-06-2020,411,254,11
7,19-06-2020,1,0,0
8,19-06-2020,158,146,2
9,19-06-2020,28,19,0
10,19-06-2020,43,38,0
11,19-06-2020,414,197,6
12,19-06-2020,245,215,6
13,19-06-2020,178,52,3
14,19-06-2020,58,39,2
15,19-06-2020,270,195,1
16,19-06-2020,27,21,0
17,19-06-2020,1126,646,11
18,19-06-2020,3,1,0
19,19-06-2020,52,29,0
20,19-06-2020,28,11,1
21,19-06-2020,360,318,0
22,19-06-2020,127,110,0
23,19-06-2020,414,198,2
24,19-06-2020,49,6,1
25,19-06-2020,107,68,1
26,19-06-2020,44,31,2
27,19-06-2020,1050,944,1
28,19-06-2020,126,93,0
29,19-06-2020,238,205,8
30,19-06-2020,877,477,1
31,19-06-2020,35,32,2
1,20-06-2020,117,94,1
2,20-06-2020,402,98,2
3,20-06-2020,309,279,1
4,20-06-2020,47,11,1
5,20-06-2020,1076,393,61
6,20-06-2020,484,266,13
7,20-06-2020,2,1,0
8,20-06-2020,163,146,2
9,20-06-2020,36,19,1
10,20-06-2020,43,38,0
11,20-06-2020,418,201,6
12,20-06-2020,248,220,7
13,20-06-2020,183,62,3
14,20-06-2020,60,39,2
15,20-06-2020,286,195,1
16,20-06-2020,39,21,0
17,20-06-2020,1160,688,11
18,20-06-2020,3,1,0
19,20-06-2020,56,32,0
20,20-06-2020,28,11,1
21,20-06-2020,364,321,0
22,20-06-2020,149,110,0
23,20-06-2020,429,237,2
24,20-06-2020,87,6,1
25,20-06-2020,109,85,1
26,20-06-2020,46,31,2
27,20-06-2020,1063,953,2
28,20-06-2020,130,93,0
29,20-06-2020,247,211,7
30,20-06-2020,877,497,1
31,20-06-2020,36,32,3
1,21-06-2020,131,100,1
2,21-06-2020,442,110,2
3,21-06-2020,309,282,1
4,21-06-2020,47,11,1
5,21-06-2020,1272,411,64
6,21-06-2020,497,324,15
7,21-06-2020,2,1,0
8,21-06-2020,166,146,2
9,21-06-2020,37,19,1
10,21-06-2020,43,41,0
11,21-06-2020,425,227,6
12,21-06-2020,256,220,7
13,21-06-2020,198,75,3
14,21-06-2020,78,42,2
15,21-06-2020,291,202,1
16,21-06-2020,42,21,0
17,21-06-2020,1199,697,11
18,21-06-2020,3,1,0
19,21-06-2020,64,32,0
20,21-06-2020,28,12,1
21,21-06-2020,369,321,0
22,21-06-2020,167,110,0
23,21-06-2020,431,271,2
24,21-06-2020,89,6,1
25,21-06-2020,111,85,1
26,21-06-2020,50,31,2
27,21-06-2020,1063,959,2
28,21-06-2020,138,99,0
29,21-06-2020,286,217,7
30,21-06-2020,880,513,1
31,21-06-2020,36,32,3
1,22-06-2020,137,100,1
2,22-06-2020,442,112,3
3,22-06-2020,309,282,1
4,22-06-2020,51,11,1
5,22-06-2020,1398,411,67
6,22-06-2020,502,324,15
7,22-06-2020,2,1,0
8,22-06-2020,167,147,2
9,22-06-2020,42,19,1
10,22-06-2020,45,41,0
11,22-06-2020,437,244,6
12,22-06-2020,265,220,7
13,22-06-2020,202,77,3
14,22-06-2020,79,42,2
15,22-06-2020,291,207,1
16,22-06-2020,42,24,0
17,22-06-2020,1226,731,11
18,22-06-2020,5,1,0
19,22-06-2020,66,32,0
20,22-06-2020,29,16,1
21,22-06-2020,369,321,0
22,22-06-2020,168,110,0
23,22-06-2020,431,271,2
24,22-06-2020,92,6,2
25,22-06-2020,111,85,1
26,22-06-2020,52,39,2
27,22-06-2020,1077,961,2
28,22-06-2020,144,106,0
29,22-06-2020,301,220,7
30,22-06-2020,881,537,1
31,22-06-2020,36,32,3
1,23-06-2020,137,100,1
2,23-06-2020,495,145,4
3,23-06-2020,311,282,1
4,23-06-2020,51,11,1
5,23-06-2020,1505,435,73
6,23-06-2020,524,366,15
7,23-06-2020,6,1,0
8,23-06-2020,172,147,2
9,23-06-2020,42,19,1
10,23-06-2020,45,41,0
11,23-06-2020,445,246,7
12,23-06-2020,267,226,7
13,23-06-2020,206,91,3
14,23-06-2020,88,42,2
15,23-06-2020,298,213,1
16,23-06-2020,44,25,0
17,23-06-2020,1232,779,11
18,23-06-2020,6,1,0
19,23-06-2020,74,32,0
20,23-06-2020,33,16,1
21,23-06-2020,371,334,0
22,23-06-2020,189,110,0
23,23-06-2020,434,307,2
24,23-06-2020,92,6,2
25,23-06-2020,116,88,1
26,23-06-2020,56,39,2
27,23-06-2020,1088,969,2
28,23-06-2020,147,112,0
29,23-06-2020,317,222,7
30,23-06-2020,894,567,1
31,23-06-2020,36,32,3
1,24-06-2020,137,100,1
2,24-06-2020,529,145,8
3,24-06-2020,312,289,1
4,24-06-2020,58,11,1
5,24-06-2020,1678,475,78
6,24-06-2020,529,378,15
7,24-06-2020,8,1,0
8,24-06-2020,180,147,2
9,24-06-2020,43,23,1
10,24-06-2020,47,41,0
11,24-06-2020,457,246,7
12,24-06-2020,275,227,7
13,24-06-2020,218,97,3
14,24-06-2020,94,42,2
15,24-06-2020,299,213,1
16,24-06-2020,44,25,0
17,24-06-2020,1254,829,13
18,24-06-2020,8,3,0
19,24-06-2020,80,36,0
20,24-06-2020,44,18,1
21,24-06-2020,373,334,0
22,24-06-2020,196,110,0
23,24-06-2020,443,307,2
24,24-06-2020,114,6,4
25,24-06-2020,119,88,1
26,24-06-2020,57,39,3
27,24-06-2020,1102,978,2
28,24-06-2020,156,112,0
29,24-06-2020,321,232,7
30,24-06-2020,907,567,1
31,24-06-2020,36,32,3
1,25-06-2020,155,100,1
2,25-06-2020,555,194,8
3,25-06-2020,316,295,1
4,25-06-2020,70,14,4
5,25-06-2020,1791,505,78
6,25-06-2020,537,396,15
7,25-06-2020,9,1,0
8,25-06-2020,182,147,2
9,25-06-2020,44,23,1
10,25-06-2020,47,41,0
11,25-06-2020,486,334,8
12,25-06-2020,282,227,7
13,25-06-2020,244,140,3
14,25-06-2020,104,45,2
15,25-06-2020,311,230,1
16,25-06-2020,54,25,0
17,25-06-2020,1289,860,14
18,25-06-2020,26,3,0
19,25-06-2020,84,36,0
20,25-06-2020,44,20,1
21,25-06-2020,382,334,0
22,25-06-2020,218,125,1
23,25-06-2020,443,355,2
24,25-06-2020,147,6,4
25,25-06-2020,123,93,1
26,25-06-2020,58,39,3
27,25-06-2020,1116,1011,2
28,25-06-2020,167,122,0
29,25-06-2020,331,232,7
30,25-06-2020,909,685,1
31,25-06-2020,36,32,3
1,26-06-2020,161,113,2
2,26-06-2020,602,232,9
3,26-06-2020,317,296,1
4,26-06-2020,73,14,4
5,26-06-2020,1935,526,81
6,26-06-2020,538,396,16
7,26-06-2020,20,1,0
8,26-06-2020,182,152,2
9,26-06-2020,48,23,1
10,26-06-2020,48,41,0
11,26-06-2020,519,366,8
12,26-06-2020,283,237,7
13,26-06-2020,274,153,4
14,26-06-2020,116,45,2
15,26-06-2020,314,230,1
16,26-06-2020,56,25,0
17,26-06-2020,1331,935,15
18,26-06-2020,30,3,0
19,26-06-2020,90,42,1
20,26-06-2020,80,20,1
21,26-06-2020,388,334,0
22,26-06-2020,223,126,1
23,26-06-2020,457,355,2
24,26-06-2020,148,17,4
25,26-06-2020,129,96,2
26,26-06-2020,60,39,3
27,26-06-2020,1125,1028,2
28,26-06-2020,173,122,0
29,26-06-2020,333,232,7
30,26-06-2020,916,685,1
31,26-06-2020,36,32,3
1,27-06-2020,163,113,2
2,27-06-2020,626,292,10
3,27-06-2020,318,296,1
4,27-06-2020,78,14,4
5,27-06-2020,2531,533,84
6,27-06-2020,555,456,19
7,27-06-2020,33,1,0
8,27-06-2020,183,158,2
9,27-06-2020,50,27,1
10,27-06-2020,50,41,0
11,27-06-2020,568,374,8
12,27-06-2020,289,240,7
13,27-06-2020,293,157,5
14,27-06-2020,140,47,3
15,27-06-2020,328,236,1
16,27-06-2020,57,25,0
17,27-06-2020,1364,959,17
18,27-06-2020,39,3,0
19,27-06-2020,104,46,1
20,27-06-2020,81,21,1
21,27-06-2020,400,338,0
22,27-06-2020,235,130,1
23,27-06-2020,463,396,2
24,27-06-2020,148,21,4
25,27-06-2020,142,104,2
26,27-06-2020,73,39,3
27,27-06-2020,1139,1038,2
28,27-06-2020,175,131,0
29,27-06-2020,333,232,7
30,27-06-2020,929,787,1
31,27-06-2020,36,32,3
1,28-06-2020,180,113,4
2,28-06-2020,697,313,11
3,28-06-2020,326,300,1
4,28-06-2020,105,14,4
5,28-06-2020,3314,533,88
6,28-06-2020,562,456,19
7,28-06-2020,33,1,0
8,28-06-2020,186,158,2
9,28-06-2020,53,27,1
10,28-06-2020,57,41,0
11,28-06-2020,665,380,11
12,28-06-2020,295,246,7
13,28-06-2020,311,164,6
14,28-06-2020,170,53,3
15,28-06-2020,359,236,2
16,28-06-2020,69,25,0
17,28-06-2020,1398,1009,18
18,28-06-2020,42,3,0
19,28-06-2020,115,52,1
20,28-06-2020,84,21,1
21,28-06-2020,406,338,0
22,28-06-2020,253,162,2
23,28-06-2020,469,397,2
24,28-06-2020,148,21,4
25,28-06-2020,146,104,2
26,28-06-2020,75,39,5
27,28-06-2020,1179,1042,2
28,28-06-2020,189,142,0
29,28-06-2020,338,286,7
30,28-06-2020,930,799,1
31,28-06-2020,36,32,3
1,29-06-2020,184,117,5
2,29-06-2020,773,313,23
3,29-06-2020,326,300,1
4,29-06-2020,108,14,4
5,29-06-2020,4052,533,91
6,29-06-2020,590,466,19
7,29-06-2020,33,1,0
8,29-06-2020,201,158,2
9,29-06-2020,70,35,1
10,29-06-2020,59,41,0
11,29-06-2020,697,384,12
12,29-06-2020,297,257,7
13,29-06-2020,328,175,6
14,29-06-2020,174,53,3
15,29-06-2020,381,238,3
16,29-06-2020,70,25,0
17,29-06-2020,1421,1048,18
18,29-06-2020,43,3,0
19,29-06-2020,119,52,1
20,29-06-2020,84,21,1
21,29-06-2020,414,338,0
22,29-06-2020,259,162,2
23,29-06-2020,473,397,2
24,29-06-2020,150,72,5
25,29-06-2020,151,109,2
26,29-06-2020,93,39,5
27,29-06-2020,1197,1045,2
28,29-06-2020,213,143,0
29,29-06-2020,360,290,7
30,29-06-2020,939,822,1
31,29-06-2020,36,32,3
1,30-06-2020,188,117,5
2,30-06-2020,834,405,29
3,30-06-2020,328,303,2
4,30-06-2020,129,14,4
5,30-06-2020,4555,543,95
6,30-06-2020,607,477,19
7,30-06-2020,33,1,0
8,30-06-2020,214,158,2
9,30-06-2020,80,36,1
10,30-06-2020,62,43,0
11,30-06-2020,741,385,12
12,30-06-2020,309,265,8
13,30-06-2020,345,180,8
14,30-06-2020,176,53,3
15,30-06-2020,397,244,3
16,30-06-2020,119,25,2
17,30-06-2020,1436,1095,18
18,30-06-2020,47,3,0
19,30-06-2020,122,53,2
20,30-06-2020,84,27,1
21,30-06-2020,416,338,0
22,30-06-2020,268,176,3
23,30-06-2020,488,397,2
24,30-06-2020,162,72,5
25,30-06-2020,173,109,2
26,30-06-2020,94,39,5
27,30-06-2020,1206,1056,2
28,30-06-2020,253,143,0
29,30-06-2020,399,305,9
30,30-06-2020,941,824,1
31,30-06-2020,36,32,3
1,01-07-2020,208,123,5
2,01-07-2020,919,405,29
3,01-07-2020,336,303,3
4,01-07-2020,158,14,4
5,01-07-2020,5290,543,97
6,01-07-2020,615,500,21
7,01-07-2020,54,1,0
8,01-07-2020,229,164,2
9,01-07-2020,81,41,1
10,01-07-2020,74,43,0
11,01-07-2020,825,402,13
12,01-07-2020,325,266,8
13,01-07-2020,380,180,8
14,01-07-2020,178,60,3
15,01-07-2020,425,244,4
16,01-07-2020,119,25,2
17,01-07-2020,1450,1103,18
18,01-07-2020,54,3,0
19,01-07-2020,127,57,2
20,01-07-2020,97,41,1
21,01-07-2020,421,340,0
22,01-07-2020,268,189,3
23,01-07-2020,500,403,2
24,01-07-2020,176,76,5
25,01-07-2020,176,109,2
26,01-07-2020,113,49,5
27,01-07-2020,1228,1058,2
28,01-07-2020,276,143,0
29,01-07-2020,427,308,9
30,01-07-2020,949,838,1
31,01-07-2020,36,32,3
1,02-07-2020,218,123,5
2,02-07-2020,984,467,33
3,02-07-2020,343,303,4
4,02-07-2020,163,46,4
5,02-07-2020,6179,573,100
6,02-07-2020,647,500,21
7,02-07-2020,54,1,0
8,02-07-2020,230,165,2
9,02-07-2020,82,43,1
10,02-07-2020,77,43,0
11,02-07-2020,915,436,16
12,02-07-2020,333,272,8
13,02-07-2020,427,180,8
14,02-07-2020,180,69,4
15,02-07-2020,440,244,5
16,02-07-2020,123,33,2
17,02-07-2020,1488,1126,19
18,02-07-2020,60,3,0
19,02-07-2020,139,57,2
20,02-07-2020,101,41,2
21,02-07-2020,440,352,0
22,02-07-2020,336,197,4
23,02-07-2020,511,404,2
24,02-07-2020,215,76,5
25,02-07-2020,199,117,2
26,02-07-2020,139,49,6
27,02-07-2020,1242,1079,3
