DISTRICTCODE,Date,TINF,TREC,TDEC
7,06-01-2021,6828,6630,119
8,06-01-2021,13139,12864,117
9,06-01-2021,13751,13477,139
10,06-01-2021,14376,14118,68
11,06-01-2021,33080,32018,734
12,06-01-2021,22073,21728,264
13,06-01-2021,21932,21225,610
14,06-01-2021,10933,10763,141
15,06-01-2021,28135,27532,393
16,06-01-2021,10974,10764,190
17,06-01-2021,21188,20681,325
18,06-01-2021,5797,5651,71
19,06-01-2021,9784,9501,176
20,06-01-2021,13895,13583,279
21,06-01-2021,19501,19238,147
22,06-01-2021,52640,51305,1017
23,06-01-2021,14183,13985,158
24,06-01-2021,7385,7295,77
25,06-01-2021,22101,21571,348
26,06-01-2021,24653,24050,380
27,06-01-2021,23149,22850,189
28,06-01-2021,14315,14060,177
29,06-01-2021,14268,13989,206
30,06-01-2021,10613,10513,61
31,06-01-2021,36,33,3
1,07-01-2021,13705,13532,136
2,07-01-2021,38949,38220,597
3,07-01-2021,26352,25854,342
4,07-01-2021,18380,18010,153
5,07-01-2021,391184,381220,4341
6,07-01-2021,7291,7077,171
7,07-01-2021,6833,6639,119
8,07-01-2021,13159,12888,117
9,07-01-2021,13756,13481,139
10,07-01-2021,14380,14132,68
11,07-01-2021,33117,32025,734
12,07-01-2021,22086,21742,264
13,07-01-2021,21948,21238,610
14,07-01-2021,10933,10778,141
15,07-01-2021,28160,27555,393
16,07-01-2021,10977,10768,190
17,07-01-2021,21205,20697,325
18,07-01-2021,5805,5666,71
19,07-01-2021,9800,9504,177
20,07-01-2021,13897,13585,279
21,07-01-2021,19508,19261,147
22,07-01-2021,52685,51339,1017
23,07-01-2021,14185,13988,158
24,07-01-2021,7387,7297,77
25,07-01-2021,22124,21574,348
26,07-01-2021,24678,24067,381
27,07-01-2021,23153,22870,189
28,07-01-2021,14327,14073,177
29,07-01-2021,14283,14002,206
30,07-01-2021,10615,10514,61
31,07-01-2021,36,33,3
1,08-01-2021,13710,13535,136
2,08-01-2021,38970,38229,597
3,08-01-2021,26379,25870,342
4,08-01-2021,18406,18029,153
5,08-01-2021,391663,381460,4343
6,08-01-2021,7298,7082,171
7,08-01-2021,6839,6650,119
8,08-01-2021,13167,12912,117
9,08-01-2021,13770,13487,139
10,08-01-2021,14390,14154,68
11,08-01-2021,33179,32063,734
12,08-01-2021,22102,21747,264
13,08-01-2021,21962,21248,610
14,08-01-2021,10939,10780,141
15,08-01-2021,28175,27582,393
16,08-01-2021,10977,10770,190
17,08-01-2021,21240,20712,325
18,08-01-2021,5819,5674,71
19,08-01-2021,9818,9523,177
20,08-01-2021,13902,13587,279
21,08-01-2021,19534,19273,147
22,08-01-2021,52730,51400,1017
23,08-01-2021,14192,13989,158
24,08-01-2021,7392,7299,77
25,08-01-2021,22141,21584,349
26,08-01-2021,24717,24110,381
27,08-01-2021,23169,22885,189
28,08-01-2021,14345,14083,177
29,08-01-2021,14289,14021,206
30,08-01-2021,10618,10515,61
31,08-01-2021,36,33,3
1,09-01-2021,13712,13545,136
2,09-01-2021,38979,38239,597
3,09-01-2021,26402,25893,342
4,09-01-2021,18421,18059,153
5,09-01-2021,392128,381905,4346
6,09-01-2021,7300,7085,171
7,09-01-2021,6844,6661,119
8,09-01-2021,13198,12929,117
9,09-01-2021,13789,13495,139
10,09-01-2021,14410,14192,68
11,09-01-2021,33216,32091,734
12,09-01-2021,22115,21762,264
13,09-01-2021,21971,21258,610
14,09-01-2021,10943,10784,141
15,09-01-2021,28206,27608,393
16,09-01-2021,10977,10772,190
17,09-01-2021,21252,20724,325
18,09-01-2021,5822,5686,71
19,09-01-2021,9870,9542,177
20,09-01-2021,13906,13589,279
21,09-01-2021,19540,19291,147
22,09-01-2021,52772,51443,1018
23,09-01-2021,14207,13991,158
24,09-01-2021,7392,7301,77
25,09-01-2021,22160,21602,349
26,09-01-2021,24732,24132,381
27,09-01-2021,23189,22897,189
28,09-01-2021,14356,14099,177
29,09-01-2021,14304,14032,206
30,09-01-2021,10618,10518,61
31,09-01-2021,36,33,3
1,10-01-2021,13712,13549,136
2,10-01-2021,38997,38251,597
3,10-01-2021,26414,25908,342
4,10-01-2021,18443,18080,153
5,10-01-2021,392581,382166,4346
6,10-01-2021,7310,7091,171
7,10-01-2021,6851,6669,119
8,10-01-2021,13225,12942,117
9,10-01-2021,13802,13501,139
10,10-01-2021,14415,14198,68
11,10-01-2021,33255,32123,734
12,10-01-2021,22134,21774,264
13,10-01-2021,21980,21263,610
14,10-01-2021,10944,10785,141
15,10-01-2021,28229,27615,393
16,10-01-2021,10978,10774,190
17,10-01-2021,21270,20742,325
18,10-01-2021,5837,5692,71
19,10-01-2021,9883,9556,177
20,10-01-2021,13909,13590,279
21,10-01-2021,19543,19308,147
22,10-01-2021,52792,51481,1019
23,10-01-2021,14214,13991,158
24,10-01-2021,7393,7303,77
25,10-01-2021,22165,21620,349
26,10-01-2021,24748,24161,382
27,10-01-2021,23195,22906,189
28,10-01-2021,14369,14114,177
29,10-01-2021,14310,14041,206
30,10-01-2021,10625,10524,61
31,10-01-2021,36,33,3
1,11-01-2021,13713,13551,136
2,11-01-2021,38999,38266,597
3,11-01-2021,26420,25920,342
4,11-01-2021,18449,18095,153
5,11-01-2021,392863,382540,4348
6,11-01-2021,7315,7095,172
7,11-01-2021,6853,6685,119
8,11-01-2021,13234,12961,117
9,11-01-2021,13807,13564,139
10,11-01-2021,14429,14205,68
11,11-01-2021,33265,32152,734
12,11-01-2021,22138,21777,264
13,11-01-2021,21999,21276,610
14,11-01-2021,10947,10789,141
15,11-01-2021,28245,27631,393
16,11-01-2021,10980,10776,190
17,11-01-2021,21284,20756,325
18,11-01-2021,5849,5701,71
19,11-01-2021,9887,9566,177
20,11-01-2021,13913,13599,279
21,11-01-2021,19547,19323,147
22,11-01-2021,52828,51519,1020
23,11-01-2021,14219,13998,158
24,11-01-2021,7393,7305,77
25,11-01-2021,22169,21636,349
26,11-01-2021,24760,24198,382
27,11-01-2021,23196,22926,189
28,11-01-2021,14376,14130,177
29,11-01-2021,14315,14046,206
30,11-01-2021,10627,10529,61
31,11-01-2021,36,33,3
1,12-01-2021,13716,13552,136
2,12-01-2021,39013,38282,597
3,12-01-2021,26432,25948,342
4,12-01-2021,18466,18109,154
5,12-01-2021,393247,383257,4350
6,12-01-2021,7319,7098,172
7,12-01-2021,6854,6690,119
8,12-01-2021,13287,12988,117
9,12-01-2021,13817,13582,139
10,12-01-2021,14446,14243,68
11,12-01-2021,33289,32195,734
12,12-01-2021,22154,21793,264
13,12-01-2021,22012,21291,610
14,12-01-2021,10947,10790,141
15,12-01-2021,28277,27656,393
16,12-01-2021,10982,10780,190
17,12-01-2021,21304,20770,326
18,12-01-2021,5853,5705,71
19,12-01-2021,9896,9580,177
20,12-01-2021,13914,13602,279
21,12-01-2021,19560,19335,147
22,12-01-2021,52863,51542,1020
23,12-01-2021,14226,14003,158
24,12-01-2021,7395,7307,77
25,12-01-2021,22181,21710,349
26,12-01-2021,24780,24218,383
27,12-01-2021,23199,22950,189
28,12-01-2021,14386,14136,177
29,12-01-2021,14324,14053,206
30,12-01-2021,10631,10531,61
31,12-01-2021,36,33,3
1,13-01-2021,13723,13559,136
2,13-01-2021,39030,38294,597
3,13-01-2021,26450,25964,342
4,13-01-2021,18484,18126,154
5,13-01-2021,393673,383642,4352
6,13-01-2021,7319,7106,172
7,13-01-2021,6859,6697,119
8,13-01-2021,13326,13005,117
9,13-01-2021,13827,13607,139
10,13-01-2021,14470,14248,68
11,13-01-2021,33309,32230,734
12,13-01-2021,22178,21797,264
13,13-01-2021,22017,21297,610
14,13-01-2021,10950,10794,141
15,13-01-2021,28295,27713,393
16,13-01-2021,10982,10784,190
17,13-01-2021,21320,20785,326
18,13-01-2021,5862,5709,71
19,13-01-2021,9901,9595,177
20,13-01-2021,13914,13606,279
21,13-01-2021,19562,19338,147
22,13-01-2021,52894,51596,1020
23,13-01-2021,14230,14003,158
24,13-01-2021,7400,7309,77
25,13-01-2021,22196,21723,349
26,13-01-2021,24792,24240,383
27,13-01-2021,23203,22960,189
28,13-01-2021,14391,14144,178
29,13-01-2021,14327,14057,206
30,13-01-2021,10632,10533,61
31,13-01-2021,36,33,3
1,14-01-2021,13724,13566,136
2,14-01-2021,39042,38308,597
3,14-01-2021,26458,25977,342
4,14-01-2021,18503,18141,154
5,14-01-2021,393814,383897,4355
6,14-01-2021,7326,7107,172
7,14-01-2021,6866,6702,119
8,14-01-2021,13334,13026,117
9,14-01-2021,13839,13612,139
10,14-01-2021,14489,14259,68
11,14-01-2021,33337,32247,734
12,14-01-2021,22188,21800,264
13,14-01-2021,22037,21312,610
14,14-01-2021,10953,10797,141
15,14-01-2021,28307,27736,393
16,14-01-2021,10983,10786,190
17,14-01-2021,21333,20800,326
18,14-01-2021,5878,5714,71
19,14-01-2021,9907,9612,177
20,14-01-2021,13916,13611,279
21,14-01-2021,19564,19350,147
22,14-01-2021,52917,51619,1020
23,14-01-2021,14233,14016,158
24,14-01-2021,7400,7309,77
25,14-01-2021,22203,21730,349
26,14-01-2021,24800,24264,383
27,14-01-2021,23205,22963,189
28,14-01-2021,14403,14154,178
29,14-01-2021,14331,14069,206
30,14-01-2021,10634,10541,61
31,14-01-2021,36,33,3
1,15-01-2021,13725,13569,136
2,15-01-2021,39054,38320,597
3,15-01-2021,26479,25985,342
4,15-01-2021,18508,18157,154
5,15-01-2021,394213,384145,4357
6,15-01-2021,7335,7114,172
7,15-01-2021,6872,6709,119
8,15-01-2021,13351,13095,117
9,15-01-2021,13853,13617,139
10,15-01-2021,14492,14263,68
11,15-01-2021,33374,32290,734
12,15-01-2021,22194,21811,264
13,15-01-2021,22048,21318,610
14,15-01-2021,10953,10802,141
15,15-01-2021,28312,27761,393
16,15-01-2021,10984,10787,190
17,15-01-2021,21357,20822,327
18,15-01-2021,5887,5722,71
19,15-01-2021,9915,9624,177
20,15-01-2021,13917,13612,279
21,15-01-2021,19571,19368,147
22,15-01-2021,52954,51654,1020
23,15-01-2021,14234,14021,158
24,15-01-2021,7400,7310,77
25,15-01-2021,22218,21746,349
26,15-01-2021,24829,24274,383
27,15-01-2021,23213,22982,189
28,15-01-2021,14418,14167,178
29,15-01-2021,14338,14078,206
30,15-01-2021,10634,10545,61
31,15-01-2021,36,33,3
1,16-01-2021,13731,13572,136
2,16-01-2021,39062,38338,597
3,16-01-2021,26514,25997,342
4,16-01-2021,18518,18171,154
5,16-01-2021,394495,384437,4359
6,16-01-2021,7340,7124,172
7,16-01-2021,6876,6715,119
8,16-01-2021,13369,13123,117
9,16-01-2021,13864,13631,139
10,16-01-2021,14500,14271,68
11,16-01-2021,33394,32331,735
12,16-01-2021,22203,21823,264
13,16-01-2021,22053,21328,610
14,16-01-2021,10957,10804,141
15,16-01-2021,28323,27776,393
16,16-01-2021,10986,10788,190
17,16-01-2021,21369,20848,327
18,16-01-2021,5891,5727,71
19,16-01-2021,9921,9636,177
20,16-01-2021,13917,13613,279
21,16-01-2021,19581,19387,148
22,16-01-2021,52990,51696,1020
23,16-01-2021,14237,14026,158
24,16-01-2021,7401,7310,77
25,16-01-2021,22221,21750,349
26,16-01-2021,24864,24307,383
27,16-01-2021,23218,23001,189
28,16-01-2021,14434,14176,178
29,16-01-2021,14353,14085,206
30,16-01-2021,10634,10553,61
31,16-01-2021,36,33,3
1,17-01-2021,13739,13575,136
2,17-01-2021,39072,38351,597
3,17-01-2021,26538,26014,342
4,17-01-2021,18535,18199,155
5,17-01-2021,394959,384895,4360
6,17-01-2021,7347,7128,172
7,17-01-2021,6880,6720,119
8,17-01-2021,13373,13144,117
9,17-01-2021,13872,13651,139
10,17-01-2021,14513,14281,68
11,17-01-2021,33425,32377,735
12,17-01-2021,22216,21838,264
13,17-01-2021,22065,21341,610
14,17-01-2021,10962,10806,141
15,17-01-2021,28331,27807,393
16,17-01-2021,10986,10788,190
17,17-01-2021,21390,20864,327
18,17-01-2021,5898,5734,71
19,17-01-2021,9923,9648,177
20,17-01-2021,13918,13617,279
21,17-01-2021,19586,19394,148
22,17-01-2021,53004,51740,1022
23,17-01-2021,14240,14028,158
24,17-01-2021,7402,7313,77
25,17-01-2021,22230,21773,349
26,17-01-2021,24890,24334,383
27,17-01-2021,23222,23006,189
28,17-01-2021,14441,14188,178
29,17-01-2021,14364,14090,206
30,17-01-2021,10640,10555,61
31,17-01-2021,36,33,3
1,18-01-2021,13747,13585,136
2,18-01-2021,39090,38396,597
3,18-01-2021,26585,26071,342
4,18-01-2021,18564,18254,156
5,18-01-2021,395769,386260,4372
6,18-01-2021,7358,7145,172
7,18-01-2021,6888,6728,119
8,18-01-2021,13439,13210,117
9,18-01-2021,13882,13679,139
10,18-01-2021,14565,14318,69
11,18-01-2021,33479,32500,735
12,18-01-2021,22239,21876,264
13,18-01-2021,22086,21389,610
14,18-01-2021,10965,10810,141
15,18-01-2021,28358,27881,394
16,18-01-2021,10988,10791,190
17,18-01-2021,21416,20927,327
18,18-01-2021,5922,5768,72
19,18-01-2021,9957,9692,177
20,18-01-2021,13922,13627,279
21,18-01-2021,19613,19409,150
22,18-01-2021,53097,51852,1022
23,18-01-2021,14253,14054,158
24,18-01-2021,7406,7316,77
25,18-01-2021,22265,21819,349
26,18-01-2021,24960,24378,384
27,18-01-2021,23234,23015,189
28,18-01-2021,14469,14216,178
29,18-01-2021,14380,14113,206
30,18-01-2021,10646,10565,61
31,18-01-2021,36,33,3
1,19-01-2021,13747,13592,136
2,19-01-2021,39097,38404,597
3,19-01-2021,26598,26077,342
4,19-01-2021,18577,18269,156
5,19-01-2021,396140,386769,4373
6,19-01-2021,7360,7153,172
7,19-01-2021,6889,6731,119
8,19-01-2021,13457,13220,117
9,19-01-2021,13887,13689,139
10,19-01-2021,14571,14337,69
11,19-01-2021,33518,32512,735
12,19-01-2021,22246,21893,264
13,19-01-2021,22095,21407,611
14,19-01-2021,10966,10813,141
15,19-01-2021,28374,27896,394
16,19-01-2021,10991,10793,190
17,19-01-2021,21456,20948,327
18,19-01-2021,5927,5778,72
19,19-01-2021,9967,9706,177
20,19-01-2021,13923,13628,279
21,19-01-2021,19619,19417,150
22,19-01-2021,53132,51883,1022
23,19-01-2021,14254,14057,158
24,19-01-2021,7408,7321,77
25,19-01-2021,22282,21824,349
26,19-01-2021,24986,24397,384
27,19-01-2021,23241,23025,189
28,19-01-2021,14477,14221,178
29,19-01-2021,14382,14131,206
30,19-01-2021,10649,10568,61
31,19-01-2021,36,33,3
1,20-01-2021,13750,13595,136
2,20-01-2021,39104,38413,597
3,20-01-2021,26610,26089,342
4,20-01-2021,18585,18292,156
5,20-01-2021,396300,387326,4375
6,20-01-2021,7361,7155,172
7,20-01-2021,6892,6739,119
8,20-01-2021,13471,13238,117
9,20-01-2021,13896,13702,139
10,20-01-2021,14579,14353,69
11,20-01-2021,33530,32540,736
12,20-01-2021,22251,21915,264
13,20-01-2021,22097,21426,611
14,20-01-2021,10970,10815,141
15,20-01-2021,28380,27908,394
16,20-01-2021,10991,10793,190
17,20-01-2021,21465,20964,327
18,20-01-2021,5932,5789,72
19,20-01-2021,9970,9715,177
20,20-01-2021,13923,13635,279
21,20-01-2021,19622,19424,150
22,20-01-2021,53151,51924,1022
23,20-01-2021,14254,14064,158
24,20-01-2021,7409,7322,77
25,20-01-2021,22283,21836,349
26,20-01-2021,25004,24406,384
27,20-01-2021,23244,23028,189
28,20-01-2021,14480,14235,178
29,20-01-2021,14385,14137,206
30,20-01-2021,10651,10571,61
31,20-01-2021,36,33,3
1,21-01-2021,13752,13597,136
2,21-01-2021,39115,38430,597
3,21-01-2021,26633,26108,342
4,21-01-2021,18596,18308,156
5,21-01-2021,396827,387600,4376
6,21-01-2021,7369,7157,172
7,21-01-2021,6896,6743,119
8,21-01-2021,13490,13258,117
9,21-01-2021,13898,13714,139
10,21-01-2021,14602,14360,69
11,21-01-2021,33561,32558,736
12,21-01-2021,22264,21925,264
13,21-01-2021,22112,21436,611
14,21-01-2021,10971,10816,141
15,21-01-2021,28399,27924,394
16,21-01-2021,10993,10795,190
17,21-01-2021,21504,20977,328
18,21-01-2021,5941,5798,72
19,21-01-2021,9974,9728,177
20,21-01-2021,13924,13636,279
21,21-01-2021,19631,19430,150
22,21-01-2021,53202,51942,1022
23,21-01-2021,14255,14066,158
24,21-01-2021,7409,7322,77
25,21-01-2021,22302,21850,349
26,21-01-2021,25028,24417,385
27,21-01-2021,23254,23035,189
28,21-01-2021,14495,14241,178
29,21-01-2021,14392,14147,206
30,21-01-2021,10653,10573,61
31,21-01-2021,36,33,3
1,22-01-2021,13752,13597,136
2,22-01-2021,39121,38443,597
3,22-01-2021,26651,26115,342
4,22-01-2021,18605,18323,156
5,22-01-2021,397133,387763,4378
6,22-01-2021,7371,7165,172
7,22-01-2021,6898,6748,119
8,22-01-2021,13509,13273,117
9,22-01-2021,13902,13725,139
10,22-01-2021,14609,14370,69
11,22-01-2021,33603,32584,737
12,22-01-2021,22274,21931,264
13,22-01-2021,22119,21442,611
14,22-01-2021,10976,10819,141
15,22-01-2021,28414,27932,394
16,22-01-2021,10996,10795,190
17,22-01-2021,21520,20990,328
18,22-01-2021,5946,5805,72
19,22-01-2021,9975,9732,177
20,22-01-2021,13924,13638,279
21,22-01-2021,19636,19435,150
22,22-01-2021,53229,51974,1023
23,22-01-2021,14256,14069,158
24,22-01-2021,7409,7322,77
25,22-01-2021,22307,21859,349
26,22-01-2021,25059,24430,385
27,22-01-2021,23271,23039,189
28,22-01-2021,14503,14248,178
29,22-01-2021,14394,14153,206
30,22-01-2021,10653,10573,61
31,22-01-2021,36,33,3
1,23-01-2021,13753,13599,136
2,23-01-2021,39122,38456,597
3,23-01-2021,26656,26136,342
4,23-01-2021,18612,18333,156
5,23-01-2021,397333,388510,4380
6,23-01-2021,7376,7170,172
7,23-01-2021,6903,6751,119
8,23-01-2021,13510,13296,117
9,23-01-2021,13906,13733,139
10,23-01-2021,14619,14380,69
11,23-01-2021,33634,32618,737
12,23-01-2021,22279,21937,264
13,23-01-2021,22123,21453,611
14,23-01-2021,10977,10825,141
15,23-01-2021,28424,27939,394
16,23-01-2021,10996,10796,190
17,23-01-2021,21540,21005,328
18,23-01-2021,5949,5812,72
19,23-01-2021,9977,9736,177
20,23-01-2021,13924,13638,279
21,23-01-2021,19639,19444,150
22,23-01-2021,53256,52002,1024
23,23-01-2021,14262,14075,158
24,23-01-2021,7409,7323,77
25,23-01-2021,22311,21868,349
26,23-01-2021,25062,24442,385
27,23-01-2021,23275,23046,189
28,23-01-2021,14510,14270,178
29,23-01-2021,14399,14162,206
30,23-01-2021,10654,10573,61
31,23-01-2021,36,33,3
1,24-01-2021,13753,13605,136
2,24-01-2021,39125,38464,597
3,24-01-2021,26669,26172,342
4,24-01-2021,18623,18342,156
5,24-01-2021,397609,388962,4382
6,24-01-2021,7377,7171,172
7,24-01-2021,6904,6752,119
8,24-01-2021,13543,13330,117
9,24-01-2021,13911,13740,139
10,24-01-2021,14630,14396,69
11,24-01-2021,33653,32640,737
12,24-01-2021,22284,21953,264
13,24-01-2021,22128,21459,611
14,24-01-2021,10977,10825,141
15,24-01-2021,28438,27949,394
16,24-01-2021,10998,10796,190
17,24-01-2021,21555,21026,328
18,24-01-2021,5955,5822,72
19,24-01-2021,9979,9741,177
20,24-01-2021,13924,13640,279
21,24-01-2021,19647,19448,150
22,24-01-2021,53282,52027,1026
23,24-01-2021,14264,14077,158
24,24-01-2021,7410,7323,77
25,24-01-2021,22316,21876,349
26,24-01-2021,25098,24454,385
27,24-01-2021,23282,23053,189
28,24-01-2021,14526,14277,178
29,24-01-2021,14401,14173,206
30,24-01-2021,10658,10573,61
31,24-01-2021,36,33,3
1,25-01-2021,13753,13607,136
2,25-01-2021,39129,38474,597
3,25-01-2021,26678,26198,342
4,25-01-2021,18630,18358,157
5,25-01-2021,397836,389440,4383
6,25-01-2021,7379,7177,172
7,25-01-2021,6907,6757,119
8,25-01-2021,13546,13354,117
9,25-01-2021,13917,13742,139
10,25-01-2021,14643,14415,69
11,25-01-2021,33667,32670,737
12,25-01-2021,22298,21961,264
13,25-01-2021,22144,21465,612
14,25-01-2021,10978,10826,141
15,25-01-2021,28453,27958,394
16,25-01-2021,10998,10796,190
17,25-01-2021,21567,21045,328
18,25-01-2021,5969,5830,72
19,25-01-2021,9983,9751,177
20,25-01-2021,13924,13640,279
21,25-01-2021,19655,19450,150
22,25-01-2021,53299,52054,1026
23,25-01-2021,14265,14080,158
24,25-01-2021,7410,7324,77
25,25-01-2021,22320,21886,349
26,25-01-2021,25108,24468,385
27,25-01-2021,23288,23061,189
28,25-01-2021,14540,14284,178
29,25-01-2021,14403,14176,206
30,25-01-2021,10660,10579,61
31,25-01-2021,36,33,3
1,26-01-2021,13753,13605,136
2,26-01-2021,39125,38464,597
3,26-01-2021,26669,26172,342
4,26-01-2021,18623,18342,156
5,26-01-2021,397609,388962,4382
6,26-01-2021,7377,7171,172
7,26-01-2021,6904,6752,119
8,26-01-2021,13543,13330,117
9,26-01-2021,13911,13740,139
10,26-01-2021,14630,14396,69
11,26-01-2021,33653,32640,737
12,26-01-2021,22284,21953,264
13,26-01-2021,22128,21459,611
14,26-01-2021,10977,10825,141
15,26-01-2021,28438,27949,394
16,26-01-2021,10998,10796,190
17,26-01-2021,21555,21026,328
18,26-01-2021,5955,5822,72
19,26-01-2021,9979,9741,177
20,26-01-2021,13924,13640,279
21,26-01-2021,19647,19448,150
22,26-01-2021,53282,52027,1026
23,26-01-2021,14264,14077,158
24,26-01-2021,7410,7323,77
25,26-01-2021,22316,21876,349
26,26-01-2021,25098,24454,385
27,26-01-2021,23282,23053,189
28,26-01-2021,14526,14277,178
29,26-01-2021,14401,14173,206
30,26-01-2021,10658,10573,61
31,26-01-2021,36,33,3
1,27-01-2021,13753,13607,136
2,27-01-2021,39129,38474,597
3,27-01-2021,26678,26198,342
4,27-01-2021,18630,18358,157
5,27-01-2021,397836,389440,4383
6,27-01-2021,7379,7177,172
7,27-01-2021,6907,6757,119
8,27-01-2021,13546,13354,117
9,27-01-2021,13917,13742,139
10,27-01-2021,14643,14415,69
11,27-01-2021,33667,32670,737
12,27-01-2021,22298,21961,264
13,27-01-2021,22144,21465,612
14,27-01-2021,10978,10826,141
15,27-01-2021,28453,27958,394
16,27-01-2021,10998,10796,190
17,27-01-2021,21567,21045,328
18,27-01-2021,5969,5830,72
19,27-01-2021,9983,9751,177
20,27-01-2021,13924,13640,279
21,27-01-2021,19655,19450,150
22,27-01-2021,53299,52054,1026
23,27-01-2021,14265,14080,158
24,27-01-2021,7410,7324,77
25,27-01-2021,22320,21886,349
26,27-01-2021,25108,24468,385
27,27-01-2021,23288,23061,189
28,27-01-2021,14540,14284,178
29,27-01-2021,14403,14176,206
30,27-01-2021,10660,10579,61
31,27-01-2021,36,33,3
1,28-01-2021,13757,13609,136
2,28-01-2021,39131,38481,597
3,28-01-2021,26681,26201,342
4,28-01-2021,18637,18386,157
5,28-01-2021,398147,389829,4385
6,28-01-2021,7384,7180,172
7,28-01-2021,6912,6758,119
8,28-01-2021,13561,13370,117
9,28-01-2021,13919,13743,139
10,28-01-2021,14658,14432,69
11,28-01-2021,33701,32681,737
12,28-01-2021,22301,21966,264
13,28-01-2021,22149,21474,612
14,28-01-2021,10978,10827,141
15,28-01-2021,28465,27980,394
16,28-01-2021,10999,10796,190
17,28-01-2021,21583,21064,328
18,28-01-2021,5991,5838,72
19,28-01-2021,9992,9760,177
20,28-01-2021,13924,13640,279
21,28-01-2021,19659,19460,150
22,28-01-2021,53318,52080,1026
23,28-01-2021,14265,14085,158
24,28-01-2021,7412,7326,77
25,28-01-2021,22330,21894,349
26,28-01-2021,25126,24485,385
27,28-01-2021,23301,23066,189
28,28-01-2021,14549,14298,178
29,28-01-2021,14405,14178,206
30,28-01-2021,10662,10583,61
31,28-01-2021,36,33,3
1,29-01-2021,13757,13610,136
2,29-01-2021,39134,38491,597
3,29-01-2021,26684,26219,342
4,29-01-2021,18646,18404,157
5,29-01-2021,398411,390147,4386
6,29-01-2021,7385,7184,172
7,29-01-2021,6916,6764,119
8,29-01-2021,13567,13383,117
9,29-01-2021,13920,13748,139
10,29-01-2021,14678,14439,69
11,29-01-2021,33727,32710,737
12,29-01-2021,22309,21975,264
13,29-01-2021,22162,21485,612
14,29-01-2021,10981,10831,141
15,29-01-2021,28472,27987,394
16,29-01-2021,11000,10798,190
17,29-01-2021,21595,21082,328
18,29-01-2021,5998,5848,72
19,29-01-2021,9993,9764,177
20,29-01-2021,13924,13640,279
21,29-01-2021,19660,19467,151
22,29-01-2021,53348,52109,1026
23,29-01-2021,14267,14092,158
24,29-01-2021,7412,7327,77
25,29-01-2021,22334,21911,349
26,29-01-2021,25156,24505,385
27,29-01-2021,23306,23084,189
28,29-01-2021,14555,14307,178
29,29-01-2021,14406,14181,206
30,29-01-2021,10662,10585,61
31,29-01-2021,36,33,3
1,30-01-2021,13759,13612,136
2,30-01-2021,39138,38499,597
3,30-01-2021,26695,26240,342
4,30-01-2021,18656,18416,157
5,30-01-2021,398644,390455,4388
6,30-01-2021,7386,7185,172
7,30-01-2021,6918,6765,119
8,30-01-2021,13587,13400,117
9,30-01-2021,13930,13757,139
10,30-01-2021,14689,14458,69
11,30-01-2021,33755,32727,737
12,30-01-2021,22322,21983,264
13,30-01-2021,22166,21493,612
14,30-01-2021,10981,10832,141
15,30-01-2021,28481,27998,394
16,30-01-2021,11000,10801,190
17,30-01-2021,21607,21095,328
18,30-01-2021,6001,5854,72
19,30-01-2021,9995,9770,177
20,30-01-2021,13927,13641,279
21,30-01-2021,19661,19473,151
22,30-01-2021,53382,52143,1026
23,30-01-2021,14267,14093,158
24,30-01-2021,7412,7329,77
25,30-01-2021,22342,21914,349
26,30-01-2021,25180,24515,385
27,30-01-2021,23319,23087,189
28,30-01-2021,14557,14318,178
29,30-01-2021,14409,14186,206
30,30-01-2021,10663,10585,61
31,30-01-2021,36,33,3
1,31-01-2021,13760,13612,136
2,31-01-2021,39143,38505,597
3,31-01-2021,26704,26250,342
4,31-01-2021,18666,18425,157
5,31-01-2021,398886,390667,4391
6,31-01-2021,7389,7187,172
7,31-01-2021,6920,6767,119
8,31-01-2021,13604,13413,117
9,31-01-2021,13940,13759,139
10,31-01-2021,14703,14467,69
11,31-01-2021,33788,32760,737
12,31-01-2021,22330,21991,264
13,31-01-2021,22173,21501,613
14,31-01-2021,10986,10834,141
15,31-01-2021,28494,28013,394
16,31-01-2021,11000,10801,190
17,31-01-2021,21625,21109,328
18,31-01-2021,6008,5860,72
19,31-01-2021,9999,9777,177
20,31-01-2021,13927,13641,279
21,31-01-2021,19664,19478,151
22,31-01-2021,53435,52180,1026
23,31-01-2021,14269,14094,158
24,31-01-2021,7413,7330,77
25,31-01-2021,22343,21929,349
26,31-01-2021,25203,24532,385
27,31-01-2021,23328,23095,189
28,31-01-2021,14574,14332,178
29,31-01-2021,14413,14192,206
30,31-01-2021,10664,10588,61
31,31-01-2021,36,33,3
1,01-02-2021,13761,13613,136
2,01-02-2021,39147,38510,597
3,01-02-2021,26706,26266,342
4,01-02-2021,18673,18431,157
5,01-02-2021,399087,390913,4393
6,01-02-2021,7397,7196,172
7,01-02-2021,6924,6772,119
8,01-02-2021,13605,13425,117
9,01-02-2021,13948,13763,139
10,01-02-2021,14708,14473,69
11,01-02-2021,33804,32778,738
12,01-02-2021,22330,22000,264
13,01-02-2021,22173,21511,613
14,01-02-2021,10986,10834,141
15,01-02-2021,28507,28023,394
16,01-02-2021,11000,10802,190
17,01-02-2021,21635,21127,328
18,01-02-2021,6035,5864,72
19,01-02-2021,10005,9783,177
20,01-02-2021,13928,13641,279
21,01-02-2021,19670,19483,151
