"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
14,89,2020-06-18,58,41,2,0,-2,0
14,115,2020-07-14,331,178,10,39,16,-1
14,310,2021-01-25,10978,10826,141,-1,-1,0
