"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
7,147,2020-08-15,1548,1073,29,36,70,-8
7,155,2020-08-23,2046,1503,27,29,25,-1
7,178,2020-09-15,3114,2589,56,65,0,-1
7,310,2021-01-25,6907,6757,119,-3,-5,0
