"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
11,23,2020-04-13,12,7,0,-1,0,0
11,37,2020-04-27,20,11,2,-5,-5,0
11,66,2020-05-26,62,15,7,11,0,-1
11,86,2020-06-15,291,134,7,79,11,-1
11,178,2020-09-15,18092,13608,450,466,0,-1
11,310,2021-01-25,33667,32670,737,-14,-30,0
