"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
18,21,2020-04-11,1,1,0,-1,-1,0
18,169,2020-09-06,1702,1357,22,11,-10,1
18,276,2020-12-22,5649,5442,71,1,25,-1
18,310,2021-01-25,5969,5830,72,-14,-8,0
