"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
30,79,2020-06-08,581,92,1,61,-1,0
30,310,2021-01-25,10660,10579,61,-2,-6,0
