"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
3,37,2020-04-27,54,6,1,-2,0,0
3,50,2020-05-10,113,37,1,0,-1,0
3,310,2021-01-25,26678,26198,342,-9,-26,0
