"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
29,47,2020-05-07,48,26,3,0,-1,0
29,77,2020-06-06,193,76,6,9,-8,0
29,90,2020-06-19,238,205,8,9,6,-1
29,310,2021-01-25,14403,14176,206,-2,-3,0
