"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
24,214,2020-10-21,6617,6517,65,16,-283,1
24,310,2021-01-25,7410,7324,77,0,-1,0
