"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
22,37,2020-04-27,89,43,0,-2,5,0
22,310,2021-01-25,53299,52054,1026,-17,-27,0
