"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
4,19,2020-04-09,3,1,0,1,-1,0
4,37,2020-04-27,12,8,0,-6,-2,0
4,57,2020-05-17,6,6,0,0,-6,0
4,163,2020-08-31,6582,4014,30,-1644,38,2
4,169,2020-09-06,5665,4617,46,77,-57,1
4,310,2021-01-25,18630,18358,157,-7,-16,-1
