"State","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases","Population as on 2011","Projected Population-2020","Population-50 per million","Population-1000 per million","Population-1500 per million","0.2% of population"
"Manipur",2021-08-09,7951,0.0627586855887254,1,1,1,1,"2855794","3284163","164","3284","4926","6568"
