"State","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases","Population as on 2011","Projected Population-2020","Population-50 per million","Population-1000 per million","Population-1500 per million","0.2% of population"
"Dadra and Nagar Haveli",2021-08-09,8,-0.150963718820862," "," "," "," ","25545198","343709","19","395","592","790"
