"State","Date","Current Active Cases","Rate(lamda-t)","Days to 50 per million cases","Days to 1000 per million cases","Days to 1500 per million cases","Days to 0.2% of population cases","Population as on 2011","Projected Population-2020","Population-50 per million","Population-1000 per million","Population-1500 per million","0.2% of population"
"Goa",2021-08-09,987,0.0906064294058432,1," "," "," ","1458545","1677326","83","1677","2515","3354"
