"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
29,185,2020-12-15,54172,50456,1731,-622,155,4
29,187,2020-12-17,53637,50684,1741,237,322,-5
