"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
34,23,2020-06-19,67,11,3,3,6,-1
34,187,2020-12-17,6626,6232,149,33,52,-1
34,315,2021-07-27,41621,40863,635,3,7,-19
34,316,2021-07-28,41624,40870,616,-37,9,1
