"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
22,23,2020-06-19,166,125,8,3,1,-2
22,181,2020-12-11,16631,15527,541,20,0,-13
22,185,2020-12-15,16713,15556,531,-130,21,1
22,233,2021-02-09,17645,16730,557,25,195,-2
22,260,2021-04-27,36750,27266,877,784,332,-9
