"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
31,23,2020-06-19,2113,953,185,65,47,-13
31,181,2020-12-11,51471,48266,1709,146,0,-15
31,185,2020-12-15,51943,48635,1709,-59,324,9
31,233,2021-02-09,56535,54060,1831,94,111,-7
