"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
12,29,2020-06-26,266,232,1,-4,6,0
12,168,2020-11-27,3894,3320,76,12,4,-1
12,233,2021-02-09,4469,4268,98,-16,18,2
12,310,2021-07-19,18332,17792,472,-4,3,15
