"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
10,74,2020-08-15,513,382,2,27,54,-1
10,233,2021-02-09,8878,8721,97,-1,9,2
10,315,2021-07-27,30219,29438,694,7,6,-22
10,316,2021-07-28,30226,29444,672,-62,2,0
