"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
26,128,2020-10-16,56932,49433,1373,258,140,-21
26,168,2020-11-27,62819,58023,1449,168,74,-5
