"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
3,23,2020-06-19,405,273,27,11,5,-6
3,145,2020-11-02,17078,15855,354,24,0,-3
3,168,2020-11-27,18328,16954,357,82,123,-5
3,185,2020-12-15,19401,18187,369,-259,47,0
