"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
4,23,2020-06-19,3164,1713,176,109,74,-3
4,185,2020-12-15,46443,44782,1097,254,-54,14
