"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
6,185,2020-12-15,12121,11039,250,-59,91,1
6,233,2021-02-09,13640,13127,309,-15,16,1
6,310,2021-07-19,60075,58643,1116,1,0,-8
6,316,2021-07-28,60083,58643,1113,-49,0,0
