"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
27,23,2020-06-19,474,327,18,8,3,-1
27,134,2020-10-22,9790,8103,378,35,42,-11
27,145,2020-11-02,10023,8398,376,2,131,-3
27,158,2020-11-16,10081,9134,377,-1,0,0
27,168,2020-11-27,10803,9592,377,7,50,-10
27,185,2020-12-15,11088,10023,371,-115,90,0
27,199,2021-01-02,11193,10426,379,-16,35,0
