"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
16,23,2020-06-19,209,130,13,3,6,-2
16,168,2020-11-27,22102,20412,651,66,31,-1
16,185,2020-12-15,22889,21631,671,-111,43,2
16,233,2021-02-09,24761,23435,694,60,59,-4
16,271,2021-05-18,85771,77204,1524,975,2427,-1
16,280,2021-06-03,89651,84489,1876,261,747,-38
16,287,2021-06-14,90399,85718,2027,-1046,245,53
