"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
20,23,2020-06-19,83,36,6,0,0,-1
20,185,2020-12-15,7665,6876,163,-82,73,2
20,287,2021-06-14,38981,37573,935,-22,13,4
20,315,2021-07-27,40073,39008,953,2,2,-5
20,316,2021-07-28,40075,39010,948,-112,-7,0
