"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
28,23,2020-06-19,274,152,11,8,4,-4
28,33,2020-07-01,396,228,11,-20,11,0
28,168,2020-11-27,48521,45848,1716,51,54,-6
28,181,2020-12-11,49114,46960,1740,42,0,-1
28,233,2021-02-09,51000,48508,1785,21,12,-2
