"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
32,128,2020-10-16,210431,174836,5314,1175,1508,-117
32,145,2020-11-02,224300,201628,5352,523,1037,-144
32,168,2020-11-27,238754,217642,5455,844,530,-152
32,233,2021-02-09,271202,258922,5783,454,2626,-23
32,234,2021-02-11,271656,261548,5760,329,137,-10
32,271,2021-05-18,551823,515683,7852,2042,2710,-15
32,287,2021-06-14,570541,545075,9749,-1264,302,88
32,316,2021-07-28,591683,571058,11004,-2355,925,38
