"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
7,181,2020-12-11,12496,11569,214,59,175,-5
7,271,2021-05-18,69980,64562,442,2174,2058,-1
