"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
9,23,2020-06-19,479,318,54,4,3,-8
9,128,2020-10-16,13654,12490,339,74,205,-1
9,145,2020-11-02,14228,13667,340,7,0,-6
9,168,2020-11-27,14693,14215,339,7,0,-3
9,233,2021-02-09,16206,15723,344,36,43,-7
9,260,2021-04-27,36879,30636,435,355,1385,-2
