"District","No.","Date","Total infected","Total Recovered","Total deceased","diff_TINF","diff_TREC","diff_TDEC"
5,185,2020-12-15,16843,15589,513,-301,49,1
5,233,2021-02-09,18396,17317,551,50,30,-5
5,315,2021-07-27,97691,92500,2605,244,160,-23
5,316,2021-07-28,97935,92660,2582,-168,667,20
