Date,District,Infected,Recovered,Deceased
22-03-2020,Bagalakote,0,0,0
23-03-2020,Bagalakote,0,0,0
24-03-2020,Bagalakote,0,0,0
25-03-2020,Bagalakote,0,0,0
26-03-2020,Bagalakote,0,0,0
27-03-2020,Bagalakote,0,0,0
28-03-2020,Bagalakote,0,0,0
29-03-2020,Bagalakote,0,0,0
30-03-2020,Bagalakote,0,0,0
31-03-2020,Bagalakote,0,0,0
01-04-2020,Bagalakote,0,0,0
02-04-2020,Bagalakote,0,0,0
03-04-2020,Bagalakote,1,0,0
04-04-2020,Bagalakote,1,0,1
05-04-2020,Bagalakote,1,0,1
06-04-2020,Bagalakote,3,0,1
07-04-2020,Bagalakote,5,0,1
08-04-2020,Bagalakote,5,0,1
09-04-2020,Bagalakote,8,0,1
10-04-2020,Bagalakote,8,0,1
11-04-2020,Bagalakote,8,0,1
12-04-2020,Bagalakote,8,0,1
13-04-2020,Bagalakote,9,0,1
14-04-2020,Bagalakote,12,0,1
15-04-2020,Bagalakote,14,0,1
16-04-2020,Bagalakote,14,0,1
17-04-2020,Bagalakote,14,0,1
18-04-2020,Bagalakote,21,0,1
19-04-2020,Bagalakote,21,0,1
20-04-2020,Bagalakote,21,0,1
21-04-2020,Bagalakote,21,2,1
22-04-2020,Bagalakote,21,2,1
23-04-2020,Bagalakote,21,2,1
24-04-2020,Bagalakote,24,2,1
25-04-2020,Bagalakote,24,2,1
26-04-2020,Bagalakote,24,6,1
27-04-2020,Bagalakote,26,6,1
28-04-2020,Bagalakote,29,6,1
29-04-2020,Bagalakote,29,6,1
30-04-2020,Bagalakote,29,6,1
01-05-2020,Bagalakote,29,6,1
02-05-2020,Bagalakote,30,6,1
03-05-2020,Bagalakote,33,10,1
04-05-2020,Bagalakote,33,10,1
05-05-2020,Bagalakote,35,13,1
06-05-2020,Bagalakote,48,17,1
07-05-2020,Bagalakote,51,18,1
08-05-2020,Bagalakote,51,18,1
09-05-2020,Bagalakote,51,18,1
10-05-2020,Bagalakote,51,21,1
11-05-2020,Bagalakote,53,21,1
12-05-2020,Bagalakote,68,27,1
13-05-2020,Bagalakote,68,27,1
14-05-2020,Bagalakote,69,27,1
15-05-2020,Bagalakote,70,27,1
16-05-2020,Bagalakote,71,27,1
17-05-2020,Bagalakote,71,27,1
18-05-2020,Bagalakote,71,31,1
19-05-2020,Bagalakote,76,31,1
20-05-2020,Bagalakote,76,31,1
21-05-2020,Bagalakote,76,37,1
22-05-2020,Bagalakote,77,39,1
23-05-2020,Bagalakote,77,39,1
24-05-2020,Bagalakote,77,42,1
25-05-2020,Bagalakote,77,45,1
26-05-2020,Bagalakote,77,62,1
27-05-2020,Bagalakote,77,62,1
28-05-2020,Bagalakote,77,63,1
29-05-2020,Bagalakote,77,63,1
30-05-2020,Bagalakote,77,66,1
31-05-2020,Bagalakote,77,66,1
01-06-2020,Bagalakote,79,66,1
02-06-2020,Bagalakote,88,66,1
03-06-2020,Bagalakote,90,71,1
04-06-2020,Bagalakote,90,71,1
05-06-2020,Bagalakote,91,71,1
06-06-2020,Bagalakote,91,74,1
07-06-2020,Bagalakote,91,76,1
08-06-2020,Bagalakote,93,76,1
09-06-2020,Bagalakote,94,82,1
10-06-2020,Bagalakote,96,83,1
11-06-2020,Bagalakote,99,83,1
12-06-2020,Bagalakote,99,88,1
13-06-2020,Bagalakote,100,88,1
14-06-2020,Bagalakote,104,89,1
15-06-2020,Bagalakote,107,89,1
16-06-2020,Bagalakote,107,91,1
17-06-2020,Bagalakote,111,91,1
18-06-2020,Bagalakote,112,91,1
19-06-2020,Bagalakote,115,93,1
20-06-2020,Bagalakote,117,94,1
21-06-2020,Bagalakote,131,100,1
22-06-2020,Bagalakote,137,100,1
23-06-2020,Bagalakote,137,100,1
24-06-2020,Bagalakote,137,100,1
25-06-2020,Bagalakote,155,100,1
26-06-2020,Bagalakote,161,113,2
27-06-2020,Bagalakote,163,113,2
28-06-2020,Bagalakote,180,113,4
29-06-2020,Bagalakote,184,117,5
30-06-2020,Bagalakote,188,117,5
01-07-2020,Bagalakote,208,123,5
02-07-2020,Bagalakote,218,123,5
03-07-2020,Bagalakote,226,123,5
04-07-2020,Bagalakote,226,123,5
05-07-2020,Bagalakote,230,137,5
06-07-2020,Bagalakote,263,137,6
07-07-2020,Bagalakote,289,141,7
08-07-2020,Bagalakote,313,150,7
09-07-2020,Bagalakote,349,150,7
10-07-2020,Bagalakote,355,150,7
11-07-2020,Bagalakote,392,150,9
12-07-2020,Bagalakote,399,178,11
13-07-2020,Bagalakote,436,209,13
14-07-2020,Bagalakote,514,209,17
15-07-2020,Bagalakote,548,209,20
16-07-2020,Bagalakote,587,216,25
17-07-2020,Bagalakote,616,216,26
18-07-2020,Bagalakote,629,243,29
19-07-2020,Bagalakote,689,264,31
20-07-2020,Bagalakote,743,264,34
21-07-2020,Bagalakote,808,318,34
22-07-2020,Bagalakote,878,318,36
23-07-2020,Bagalakote,984,318,36
24-07-2020,Bagalakote,1168,318,36
25-07-2020,Bagalakote,1225,477,36
26-07-2020,Bagalakote,1266,630,38
27-07-2020,Bagalakote,1293,643,40
28-07-2020,Bagalakote,1408,730,42
29-07-2020,Bagalakote,1465,751,44
30-07-2020,Bagalakote,1591,806,46
31-07-2020,Bagalakote,1679,806,47
01-08-2020,Bagalakote,1813,907,47
02-08-2020,Bagalakote,1944,967,49
03-08-2020,Bagalakote,2153,1031,49
04-08-2020,Bagalakote,2297,1059,50
05-08-2020,Bagalakote,2446,1101,50
06-08-2020,Bagalakote,2614,1134,51
07-08-2020,Bagalakote,2762,1218,51
08-08-2020,Bagalakote,2911,1594,51
09-08-2020,Bagalakote,3060,1642,51
10-08-2020,Bagalakote,3207,1975,52
11-08-2020,Bagalakote,3342,2133,53
12-08-2020,Bagalakote,3512,2345,53
13-08-2020,Bagalakote,3655,2507,54
14-08-2020,Bagalakote,3826,2803,54
15-08-2020,Bagalakote,3994,2941,54
16-08-2020,Bagalakote,4150,2985,54
17-08-2020,Bagalakote,4314,3086,55
18-08-2020,Bagalakote,4485,3350,56
19-08-2020,Bagalakote,4648,3651,56
20-08-2020,Bagalakote,4807,3948,56
21-08-2020,Bagalakote,4922,4029,56
22-08-2020,Bagalakote,5060,4151,57
23-08-2020,Bagalakote,5199,4291,58
24-08-2020,Bagalakote,5252,4421,61
25-08-2020,Bagalakote,5335,4498,61
26-08-2020,Bagalakote,5489,4593,66
27-08-2020,Bagalakote,5610,4712,69
28-08-2020,Bagalakote,5758,4853,72
29-08-2020,Bagalakote,5910,4991,73
30-08-2020,Bagalakote,6042,5175,73
31-08-2020,Bagalakote,6214,5384,74
01-09-2020,Bagalakote,6350,5465,76
02-09-2020,Bagalakote,6516,5552,76
03-09-2020,Bagalakote,6639,5631,77
04-09-2020,Bagalakote,6737,5730,78
05-09-2020,Bagalakote,6881,5794,80
06-09-2020,Bagalakote,7061,5937,80
07-09-2020,Bagalakote,7187,6062,81
08-09-2020,Bagalakote,7399,6227,81
09-09-2020,Bagalakote,7618,6396,83
10-09-2020,Bagalakote,7695,6504,84
11-09-2020,Bagalakote,7883,6633,85
12-09-2020,Bagalakote,8058,6750,85
13-09-2020,Bagalakote,8223,6802,85
14-09-2020,Bagalakote,8389,6948,88
15-09-2020,Bagalakote,8389,6948,88
16-09-2020,Bagalakote,8547,6948,89
17-09-2020,Bagalakote,8781,7619,93
18-09-2020,Bagalakote,8987,7731,96
19-09-2020,Bagalakote,9139,7785,97
20-09-2020,Bagalakote,9229,7891,98
21-09-2020,Bagalakote,9352,8045,100
22-09-2020,Bagalakote,9429,8360,102
23-09-2020,Bagalakote,9479,8408,102
24-09-2020,Bagalakote,9539,8451,102
25-09-2020,Bagalakote,9674,8499,103
26-09-2020,Bagalakote,9821,8541,104
27-09-2020,Bagalakote,9867,8658,105
28-09-2020,Bagalakote,10058,8729,105
29-09-2020,Bagalakote,10186,8817,105
30-09-2020,Bagalakote,10237,9285,106
01-10-2020,Bagalakote,10573,9354,107
02-10-2020,Bagalakote,10641,9425,109
03-10-2020,Bagalakote,10729,9632,109
04-10-2020,Bagalakote,10826,9777,110
05-10-2020,Bagalakote,10985,9925,110
06-10-2020,Bagalakote,11069,10017,110
07-10-2020,Bagalakote,11190,10167,113
08-10-2020,Bagalakote,11288,10501,116
09-10-2020,Bagalakote,11364,10609,116
10-10-2020,Bagalakote,11488,10754,117
11-10-2020,Bagalakote,11617,10833,117
12-10-2020,Bagalakote,11778,10902,119
13-10-2020,Bagalakote,11866,10994,120
14-10-2020,Bagalakote,12024,11089,122
15-10-2020,Bagalakote,12157,11137,123
16-10-2020,Bagalakote,12233,11248,124
17-10-2020,Bagalakote,12385,11391,125
18-10-2020,Bagalakote,12523,11470,126
19-10-2020,Bagalakote,12617,11535,127
20-10-2020,Bagalakote,12644,11572,128
21-10-2020,Bagalakote,12758,11757,128
22-10-2020,Bagalakote,12817,12015,129
23-10-2020,Bagalakote,12834,12190,130
24-10-2020,Bagalakote,12891,12340,131
25-10-2020,Bagalakote,12932,12452,131
26-10-2020,Bagalakote,12983,12524,131
27-10-2020,Bagalakote,13017,12601,131
28-10-2020,Bagalakote,13043,12647,131
29-10-2020,Bagalakote,13062,12696,131
30-10-2020,Bagalakote,13082,12746,131
31-10-2020,Bagalakote,13106,12800,131
01-11-2020,Bagalakote,13126,12848,131
02-11-2020,Bagalakote,13130,12865,131
03-11-2020,Bagalakote,13152,12900,131
04-11-2020,Bagalakote,13199,12914,131
05-11-2020,Bagalakote,13214,12933,131
06-11-2020,Bagalakote,13239,12957,131
07-11-2020,Bagalakote,13263,12978,131
08-11-2020,Bagalakote,13270,13005,131
09-11-2020,Bagalakote,13292,13035,131
10-11-2020,Bagalakote,13303,13069,131
11-11-2020,Bagalakote,13317,13074,131
12-11-2020,Bagalakote,13331,13084,131
13-11-2020,Bagalakote,13340,13098,131
14-11-2020,Bagalakote,13348,13111,131
15-11-2020,Bagalakote,13356,13127,132
16-11-2020,Bagalakote,13362,13144,132
17-11-2020,Bagalakote,13386,13150,132
18-11-2020,Bagalakote,13400,13157,132
19-11-2020,Bagalakote,13408,13162,132
20-11-2020,Bagalakote,13431,13171,132
21-11-2020,Bagalakote,13441,13177,132
22-11-2020,Bagalakote,13445,13189,132
23-11-2020,Bagalakote,13462,13196,133
24-11-2020,Bagalakote,13464,13205,134
25-11-2020,Bagalakote,13469,13211,134
26-11-2020,Bagalakote,13476,13232,134
27-11-2020,Bagalakote,13481,13243,134
28-11-2020,Bagalakote,13498,13246,135
29-11-2020,Bagalakote,13502,13254,135
30-11-2020,Bagalakote,13505,13256,136
01-12-2020,Bagalakote,13516,13265,136
02-12-2020,Bagalakote,13528,13292,136
03-12-2020,Bagalakote,13535,13302,136
04-12-2020,Bagalakote,13538,13325,136
05-12-2020,Bagalakote,13550,13332,136
06-12-2020,Bagalakote,13555,13340,136
07-12-2020,Bagalakote,13568,13348,136
08-12-2020,Bagalakote,13572,13355,136
09-12-2020,Bagalakote,13581,13369,136
10-12-2020,Bagalakote,13588,13379,136
11-12-2020,Bagalakote,13596,13391,136
12-12-2020,Bagalakote,13604,13397,136
13-12-2020,Bagalakote,13607,13408,136
14-12-2020,Bagalakote,13611,13416,136
15-12-2020,Bagalakote,13617,13420,136
16-12-2020,Bagalakote,13622,13429,136
17-12-2020,Bagalakote,13625,13439,136
18-12-2020,Bagalakote,13626,13443,136
19-12-2020,Bagalakote,13638,13453,136
20-12-2020,Bagalakote,13645,13458,136
21-12-2020,Bagalakote,13645,13461,136
22-12-2020,Bagalakote,13646,13474,136
23-12-2020,Bagalakote,13647,13475,136
24-12-2020,Bagalakote,13648,13481,136
25-12-2020,Bagalakote,13650,13486,136
26-12-2020,Bagalakote,13652,13490,136
27-12-2020,Bagalakote,13656,13495,136
28-12-2020,Bagalakote,13656,13502,136
29-12-2020,Bagalakote,13658,13507,136
30-12-2020,Bagalakote,13666,13508,136
31-12-2020,Bagalakote,13675,13510,136
01-01-2021,Bagalakote,13691,13516,136
02-01-2021,Bagalakote,13695,13520,136
03-01-2021,Bagalakote,13699,13520,136
04-01-2021,Bagalakote,13700,13526,136
05-01-2021,Bagalakote,13701,13532,136
06-01-2021,Bagalakote,13705,13532,136
07-01-2021,Bagalakote,13705,13532,136
08-01-2021,Bagalakote,13710,13535,136
09-01-2021,Bagalakote,13712,13545,136
10-01-2021,Bagalakote,13712,13549,136
11-01-2021,Bagalakote,13713,13551,136
12-01-2021,Bagalakote,13716,13552,136
13-01-2021,Bagalakote,13723,13559,136
14-01-2021,Bagalakote,13724,13566,136
15-01-2021,Bagalakote,13725,13569,136
16-01-2021,Bagalakote,13731,13572,136
17-01-2021,Bagalakote,13739,13575,136
18-01-2021,Bagalakote,13742,13579,136
19-01-2021,Bagalakote,13745,13583,136
20-01-2021,Bagalakote,13747,13585,136
21-01-2021,Bagalakote,13747,13592,136
22-01-2021,Bagalakote,13750,13595,136
23-01-2021,Bagalakote,13752,13597,136
24-01-2021,Bagalakote,13752,13597,136
25-01-2021,Bagalakote,13753,13599,136
26-01-2021,Bagalakote,13753,13605,136
27-01-2021,Bagalakote,13753,13607,136
28-01-2021,Bagalakote,13757,13609,136
29-01-2021,Bagalakote,13757,13610,136
30-01-2021,Bagalakote,13759,13612,136
31-01-2021,Bagalakote,13760,13612,136
01-02-2021,Bagalakote,13761,13613,136
02-02-2021,Bagalakote,13761,13615,136
03-02-2021,Bagalakote,13762,13615,136
04-02-2021,Bagalakote,13764,13615,136
05-02-2021,Bagalakote,13765,13620,136
06-02-2021,Bagalakote,13765,13620,136
07-02-2021,Bagalakote,13765,13620,136
08-02-2021,Bagalakote,13765,13621,136
09-02-2021,Bagalakote,13765,13622,136
10-02-2021,Bagalakote,13765,13623,136
11-02-2021,Bagalakote,13765,13623,136
12-02-2021,Bagalakote,13766,13625,136
13-02-2021,Bagalakote,13766,13625,136
14-02-2021,Bagalakote,13766,13625,136
15-02-2021,Bagalakote,13767,13625,136
16-02-2021,Bagalakote,13767,13626,136
17-02-2021,Bagalakote,13767,13627,136
18-02-2021,Bagalakote,13767,13627,136
19-02-2021,Bagalakote,13770,13627,136
20-02-2021,Bagalakote,13771,13627,136
21-02-2021,Bagalakote,13774,13628,136
22-02-2021,Bagalakote,13775,13628,136
23-02-2021,Bagalakote,13775,13628,136
24-02-2021,Bagalakote,13776,13629,136
25-02-2021,Bagalakote,13779,13630,136
26-02-2021,Bagalakote,13779,13633,136
27-02-2021,Bagalakote,13779,13633,136
28-02-2021,Bagalakote,13779,13635,136
01-03-2021,Bagalakote,13779,13636,136
02-03-2021,Bagalakote,13779,13637,136
03-03-2021,Bagalakote,13779,13638,136
04-03-2021,Bagalakote,13779,13639,136
05-03-2021,Bagalakote,13781,13642,136
06-03-2021,Bagalakote,13781,13642,136
07-03-2021,Bagalakote,13781,13642,136
08-03-2021,Bagalakote,13781,13642,136
09-03-2021,Bagalakote,13784,13642,136
10-03-2021,Bagalakote,13786,13642,136
11-03-2021,Bagalakote,13791,13642,136
12-03-2021,Bagalakote,13799,13643,136
13-03-2021,Bagalakote,13801,13643,136
14-03-2021,Bagalakote,13803,13646,136
15-03-2021,Bagalakote,13803,13647,136
16-03-2021,Bagalakote,13809,13648,136
17-03-2021,Bagalakote,13810,13651,136
18-03-2021,Bagalakote,13811,13656,136
19-03-2021,Bagalakote,13811,13658,136
20-03-2021,Bagalakote,13826,13660,136
21-03-2021,Bagalakote,13827,13662,136
22-03-2021,Bagalakote,13834,13664,136
23-03-2021,Bagalakote,13840,13666,136
24-03-2021,Bagalakote,13860,13669,136
25-03-2021,Bagalakote,13867,13674,136
26-03-2021,Bagalakote,13876,13676,136
27-03-2021,Bagalakote,13887,13678,136
28-03-2021,Bagalakote,13888,13680,136
29-03-2021,Bagalakote,13900,13686,136
30-03-2021,Bagalakote,13904,13692,136
31-03-2021,Bagalakote,13912,13712,136
01-04-2021,Bagalakote,13931,13714,136
02-04-2021,Bagalakote,13944,13727,136
03-04-2021,Bagalakote,13952,13735,136
04-04-2021,Bagalakote,13972,13744,136
05-04-2021,Bagalakote,13994,13752,136
06-04-2021,Bagalakote,14012,13755,136
07-04-2021,Bagalakote,14025,13760,136
08-04-2021,Bagalakote,14046,13764,136
09-04-2021,Bagalakote,14083,13770,136
10-04-2021,Bagalakote,14127,13815,136
11-04-2021,Bagalakote,14173,13841,137
12-04-2021,Bagalakote,14228,13868,138
13-04-2021,Bagalakote,14301,13904,138
14-04-2021,Bagalakote,14369,13948,138
15-04-2021,Bagalakote,14398,14030,138
16-04-2021,Bagalakote,14469,14043,138
17-04-2021,Bagalakote,14519,14099,138
18-04-2021,Bagalakote,14623,14158,138
19-04-2021,Bagalakote,14720,14233,138
20-04-2021,Bagalakote,14845,14245,138
21-04-2021,Bagalakote,14998,14274,139
22-04-2021,Bagalakote,15132,14389,141
23-04-2021,Bagalakote,15220,14414,141
24-04-2021,Bagalakote,15325,14466,141
25-04-2021,Bagalakote,15715,14534,141
26-04-2021,Bagalakote,16133,14623,142
27-04-2021,Bagalakote,16416,14702,143
28-04-2021,Bagalakote,16749,14732,145
29-04-2021,Bagalakote,17051,14921,146
30-04-2021,Bagalakote,17285,15122,149
01-05-2021,Bagalakote,17604,15422,152
02-05-2021,Bagalakote,18295,15661,153
03-05-2021,Bagalakote,18864,15891,158
04-05-2021,Bagalakote,19540,16087,166
05-05-2021,Bagalakote,20259,16329,169
06-05-2021,Bagalakote,20914,16731,176
07-05-2021,Bagalakote,21575,16930,183
08-05-2021,Bagalakote,23138,17266,186
09-05-2021,Bagalakote,24453,17528,191
10-05-2021,Bagalakote,25421,17989,206
11-05-2021,Bagalakote,26097,18909,209
12-05-2021,Bagalakote,26707,19740,211
13-05-2021,Bagalakote,27227,19954,211
14-05-2021,Bagalakote,28000,20545,225
15-05-2021,Bagalakote,28584,21592,239
16-05-2021,Bagalakote,29015,22081,241
17-05-2021,Bagalakote,29320,22771,245
18-05-2021,Bagalakote,29615,23834,246
19-05-2021,Bagalakote,29977,23961,247
20-05-2021,Bagalakote,30428,24336,247
21-05-2021,Bagalakote,30703,25221,248
22-05-2021,Bagalakote,30988,25849,253
23-05-2021,Bagalakote,31206,26474,257
24-05-2021,Bagalakote,31489,27300,264
25-05-2021,Bagalakote,31700,27726,265
26-05-2021,Bagalakote,31945,28274,268
27-05-2021,Bagalakote,32159,28586,270
28-05-2021,Bagalakote,32411,29041,273
29-05-2021,Bagalakote,32577,29270,275
30-05-2021,Bagalakote,32770,30241,277
31-05-2021,Bagalakote,32964,30457,281
01-06-2021,Bagalakote,33181,31059,281
02-06-2021,Bagalakote,33443,31284,282
03-06-2021,Bagalakote,33637,31417,285
04-06-2021,Bagalakote,33845,31579,286
05-06-2021,Bagalakote,34020,31705,286
06-06-2021,Bagalakote,34186,31833,286
07-06-2021,Bagalakote,34298,32026,289
08-06-2021,Bagalakote,34344,32117,294
09-06-2021,Bagalakote,34440,32260,295
10-06-2021,Bagalakote,34512,32307,298
11-06-2021,Bagalakote,34585,32403,302
12-06-2021,Bagalakote,34655,32604,302
13-06-2021,Bagalakote,34717,32725,302
14-06-2021,Bagalakote,34774,33038,304
15-06-2021,Bagalakote,34797,33256,304
16-06-2021,Bagalakote,34844,33399,304
17-06-2021,Bagalakote,34866,33483,304
18-06-2021,Bagalakote,34873,33643,307
19-06-2021,Bagalakote,34884,33877,307
20-06-2021,Bagalakote,34894,33947,308
21-06-2021,Bagalakote,34917,33995,308
22-06-2021,Bagalakote,34924,34039,309
23-06-2021,Bagalakote,34933,34077,309
24-06-2021,Bagalakote,34940,34111,310
25-06-2021,Bagalakote,34948,34135,313
26-06-2021,Bagalakote,34951,34161,314
27-06-2021,Bagalakote,34958,34178,314
28-06-2021,Bagalakote,34966,34204,314
29-06-2021,Bagalakote,34974,34246,314
30-06-2021,Bagalakote,34997,34308,315
01-07-2021,Bagalakote,35001,34327,315
02-07-2021,Bagalakote,35013,34337,317
03-07-2021,Bagalakote,35018,34347,317
04-07-2021,Bagalakote,35018,34496,317
05-07-2021,Bagalakote,35020,34526,317
06-07-2021,Bagalakote,35025,34569,317
07-07-2021,Bagalakote,35027,34584,317
08-07-2021,Bagalakote,35030,34621,317
09-07-2021,Bagalakote,35030,34630,319
10-07-2021,Bagalakote,35031,34630,320
11-07-2021,Bagalakote,35031,34669,321
12-07-2021,Bagalakote,35034,34677,322
13-07-2021,Bagalakote,35038,34681,323
14-07-2021,Bagalakote,35042,34682,323
15-07-2021,Bagalakote,35046,34686,323
16-07-2021,Bagalakote,35052,34688,323
17-07-2021,Bagalakote,35056,34695,323
18-07-2021,Bagalakote,35060,34697,323
19-07-2021,Bagalakote,35061,34699,324
20-07-2021,Bagalakote,35062,34702,324
21-07-2021,Bagalakote,35065,34703,325
22-07-2021,Bagalakote,35068,34705,327
23-07-2021,Bagalakote,35076,34707,327
24-07-2021,Bagalakote,35077,34711,327
25-07-2021,Bagalakote,35077,34714,327
26-07-2021,Bagalakote,35077,34717,327
27-07-2021,Bagalakote,35080,34719,327
28-07-2021,Bagalakote,35083,34720,327
29-07-2021,Bagalakote,35090,34723,327
30-07-2021,Bagalakote,35092,34725,327
31-07-2021,Bagalakote,35096,34730,327
01-08-2021,Bagalakote,35096,34732,327
02-08-2021,Bagalakote,35102,34734,327
03-08-2021,Bagalakote,35103,34736,327
04-08-2021,Bagalakote,35109,34738,327
05-08-2021,Bagalakote,35115,34741,327
06-08-2021,Bagalakote,35115,34744,327
07-08-2021,Bagalakote,35115,34745,327
08-08-2021,Bagalakote,35117,34748,327
09-08-2021,Bagalakote,35117,34750,327
10-08-2021,Bagalakote,35118,34752,327
11-08-2021,Bagalakote,35121,34755,327
12-08-2021,Bagalakote,35132,34758,327
13-08-2021,Bagalakote,35134,34762,327
14-08-2021,Bagalakote,35136,34764,327
15-08-2021,Bagalakote,35138,34768,327
16-08-2021,Bagalakote,35139,34770,327
17-08-2021,Bagalakote,35139,34771,327
18-08-2021,Bagalakote,35141,34773,327
19-08-2021,Bagalakote,35141,34778,327
20-08-2021,Bagalakote,35144,34780,327
21-08-2021,Bagalakote,35145,34780,327
22-08-2021,Bagalakote,35149,34783,328
23-08-2021,Bagalakote,35149,34786,328
24-08-2021,Bagalakote,35152,34791,328
25-08-2021,Bagalakote,35154,34793,329
26-08-2021,Bagalakote,35154,34794,329
27-08-2021,Bagalakote,35155,34796,329
28-08-2021,Bagalakote,35155,34797,329
29-08-2021,Bagalakote,35156,34797,329
30-08-2021,Bagalakote,35156,34799,329
31-08-2021,Bagalakote,35156,34800,329
01-09-2021,Bagalakote,35158,34800,329
02-09-2021,Bagalakote,35159,34800,329
03-09-2021,Bagalakote,35160,34802,329
04-09-2021,Bagalakote,35161,34802,329
05-09-2021,Bagalakote,35161,34803,329
06-09-2021,Bagalakote,35161,34804,330
07-09-2021,Bagalakote,35161,34804,330
08-09-2021,Bagalakote,35161,34805,330
09-09-2021,Bagalakote,35161,34806,330
10-09-2021,Bagalakote,35162,34806,330
11-09-2021,Bagalakote,35164,34806,330
12-09-2021,Bagalakote,35164,34807,330
13-09-2021,Bagalakote,35164,34808,330
14-09-2021,Bagalakote,35164,34808,330
15-09-2021,Bagalakote,35165,34809,330
16-09-2021,Bagalakote,35165,34809,330
17-09-2021,Bagalakote,35168,34809,330
18-09-2021,Bagalakote,35168,34809,330
19-09-2021,Bagalakote,35168,34819,330
20-09-2021,Bagalakote,35168,34819,330
21-09-2021,Bagalakote,35168,34828,330
22-09-2021,Bagalakote,35169,34831,331
23-09-2021,Bagalakote,35169,34831,331
24-09-2021,Bagalakote,35169,34831,331
25-09-2021,Bagalakote,35172,34831,331
26-09-2021,Bagalakote,35172,34831,331
27-09-2021,Bagalakote,35172,34833,332
28-09-2021,Bagalakote,35173,34833,332
29-09-2021,Bagalakote,35174,34833,332
30-09-2021,Bagalakote,35174,34833,332
01-10-2021,Bagalakote,35174,34833,333
02-10-2021,Bagalakote,35174,34833,333
03-10-2021,Bagalakote,35174,34833,333
04-10-2021,Bagalakote,35174,34833,333
05-10-2021,Bagalakote,35174,34837,333
06-10-2021,Bagalakote,35175,34837,333
07-10-2021,Bagalakote,35175,34838,333
08-10-2021,Bagalakote,35175,34838,333
09-10-2021,Bagalakote,35175,34838,333
10-10-2021,Bagalakote,35177,34838,333
11-10-2021,Bagalakote,35177,34838,333
12-10-2021,Bagalakote,35177,34838,333
13-10-2021,Bagalakote,35177,34838,333
14-10-2021,Bagalakote,35177,34838,333
15-10-2021,Bagalakote,35178,34838,333
16-10-2021,Bagalakote,35178,34839,333
17-10-2021,Bagalakote,35178,34839,333
18-10-2021,Bagalakote,35178,34839,333
19-10-2021,Bagalakote,35178,34839,333
20-10-2021,Bagalakote,35178,34839,333
21-10-2021,Bagalakote,35178,34839,333
22-10-2021,Bagalakote,35178,34839,333
23-10-2021,Bagalakote,35178,34843,333
24-10-2021,Bagalakote,35178,34843,333
25-10-2021,Bagalakote,35178,34843,333
26-10-2021,Bagalakote,35178,34843,333
27-10-2021,Bagalakote,35178,34843,333
28-10-2021,Bagalakote,35178,34843,333
29-10-2021,Bagalakote,35178,34843,333
30-10-2021,Bagalakote,35178,34843,333
31-10-2021,Bagalakote,35178,34843,333
01-11-2021,Bagalakote,35178,34843,333
02-11-2021,Bagalakote,35178,34843,333
03-11-2021,Bagalakote,35178,34843,333
04-11-2021,Bagalakote,35178,34842,333
05-11-2021,Bagalakote,35180,34842,333
06-11-2021,Bagalakote,35180,34842,333
07-11-2021,Bagalakote,35180,34842,333
08-11-2021,Bagalakote,35180,34842,333
09-11-2021,Bagalakote,35180,34842,333
10-11-2021,Bagalakote,35180,34842,333
11-11-2021,Bagalakote,35180,34842,333
12-11-2021,Bagalakote,35180,34842,333
13-11-2021,Bagalakote,35180,34842,333
14-11-2021,Bagalakote,35180,34842,333
15-11-2021,Bagalakote,35180,34842,333
16-11-2021,Bagalakote,35180,34844,333
17-11-2021,Bagalakote,35180,34844,333
18-11-2021,Bagalakote,35180,34844,333
19-11-2021,Bagalakote,35180,34844,333
20-11-2021,Bagalakote,35180,34844,333
21-11-2021,Bagalakote,35180,34844,333
22-11-2021,Bagalakote,35180,34844,333
23-11-2021,Bagalakote,35180,34844,333
24-11-2021,Bagalakote,35180,34844,333
25-11-2021,Bagalakote,35180,34844,333
26-11-2021,Bagalakote,35181,34845,333
27-11-2021,Bagalakote,35181,34845,333
28-11-2021,Bagalakote,35181,34845,333
29-11-2021,Bagalakote,35181,34845,333
30-11-2021,Bagalakote,35182,34845,333
01-12-2021,Bagalakote,35182,34845,333
02-12-2021,Bagalakote,35184,34845,333
03-12-2021,Bagalakote,35184,34845,333
04-12-2021,Bagalakote,35184,34845,333
05-12-2021,Bagalakote,35184,34845,333
06-12-2021,Bagalakote,35184,34845,333
07-12-2021,Bagalakote,35184,34845,333
08-12-2021,Bagalakote,35184,34846,333
09-12-2021,Bagalakote,35185,34846,333
10-12-2021,Bagalakote,35185,34846,333
11-12-2021,Bagalakote,35185,34846,333
12-12-2021,Bagalakote,35185,34846,333
13-12-2021,Bagalakote,35185,34848,333
14-12-2021,Bagalakote,35185,34848,333
15-12-2021,Bagalakote,35185,34848,333
16-12-2021,Bagalakote,35186,34848,333
17-12-2021,Bagalakote,35186,34848,333
18-12-2021,Bagalakote,35186,34848,333
19-12-2021,Bagalakote,35186,34848,333
20-12-2021,Bagalakote,35186,34848,333
21-12-2021,Bagalakote,35186,34849,333
22-12-2021,Bagalakote,35186,34849,333
23-12-2021,Bagalakote,35186,34850,333
24-12-2021,Bagalakote,35186,34850,333
25-12-2021,Bagalakote,35186,34850,333
26-12-2021,Bagalakote,35186,34850,333
27-12-2021,Bagalakote,35186,34850,333
28-12-2021,Bagalakote,35187,34850,333
