Date,District,Infected,Recovered,Deceased
10-12-2022,Davanagere,137189,135326,1852
11-12-2022,Davanagere,137189,135326,1852
12-12-2022,Davanagere,137189,135327,1852
13-12-2022,Davanagere,137189,135327,1852
14-12-2022,Davanagere,137189,135327,1852
15-12-2022,Davanagere,137189,135327,1852
16-12-2022,Davanagere,137191,135327,1852
17-12-2022,Davanagere,137191,135327,1852
18-12-2022,Davanagere,137191,135327,1852
19-12-2022,Davanagere,137191,135327,1852
20-12-2022,Davanagere,137191,135327,1852
21-12-2022,Davanagere,137191,135327,1852
22-12-2022,Davanagere,137191,135329,1852
23-12-2022,Davanagere,137191,135329,1852
24-12-2022,Davanagere,137191,135329,1852
25-12-2022,Davanagere,137191,135329,1852
26-12-2022,Davanagere,137191,135329,1852
27-12-2022,Davanagere,137192,135329,1852
28-12-2022,Davanagere,137192,135329,1852
29-12-2022,Davanagere,137192,135329,1852
30-12-2022,Davanagere,137192,135329,1852
31-12-2022,Davanagere,137192,135329,1852
01-01-2023,Davanagere,137193,135329,1852
02-01-2023,Davanagere,137193,135329,1852
03-01-2023,Davanagere,137193,135330,1852
04-01-2023,Davanagere,137193,135330,1852
05-01-2023,Davanagere,137193,135330,1852
06-01-2023,Davanagere,137193,135330,1852
07-01-2023,Davanagere,137191,135329,1852
08-01-2023,Davanagere,137193,135331,1852
09-01-2023,Davanagere,137194,135331,1852
10-01-2023,Davanagere,137194,135331,1852
11-01-2023,Davanagere,137194,135331,1852
12-01-2023,Davanagere,137194,135331,1852
13-01-2023,Davanagere,137194,135331,1852
14-01-2023,Davanagere,137194,135331,1852
15-01-2023,Davanagere,137194,135331,1852
16-01-2023,Davanagere,137194,135332,1852
17-01-2023,Davanagere,137194,135332,1852
18-01-2023,Davanagere,137194,135332,1852
19-01-2023,Davanagere,137194,135332,1852
20-01-2023,Davanagere,137194,135332,1852
21-01-2023,Davanagere,137194,135332,1852
22-01-2023,Davanagere,137194,135332,1852
23-01-2023,Davanagere,137195,135332,1852
24-01-2023,Davanagere,137195,135332,1852
25-01-2023,Davanagere,137195,135332,1852
26-01-2023,Davanagere,137195,135332,1852
27-01-2023,Davanagere,137195,135332,1852
28-01-2023,Davanagere,137195,135332,1852
29-01-2023,Davanagere,137195,135332,1852
30-01-2023,Davanagere,137195,135333,1852
31-01-2023,Davanagere,137195,135333,1852
01-02-2023,Davanagere,137195,135333,1852
22-03-2020,Dharwad,1,0,0
23-03-2020,Dharwad,1,0,0
24-03-2020,Dharwad,1,0,0
25-03-2020,Dharwad,1,0,0
26-03-2020,Dharwad,1,0,0
27-03-2020,Dharwad,1,0,0
28-03-2020,Dharwad,1,0,0
29-03-2020,Dharwad,1,0,0
30-03-2020,Dharwad,1,0,0
31-03-2020,Dharwad,1,0,0
01-04-2020,Dharwad,1,0,0
02-04-2020,Dharwad,1,0,0
03-04-2020,Dharwad,1,0,0
04-04-2020,Dharwad,1,0,0
05-04-2020,Dharwad,1,0,0
06-04-2020,Dharwad,1,0,0
07-04-2020,Dharwad,1,0,0
08-04-2020,Dharwad,1,0,0
09-04-2020,Dharwad,2,0,0
10-04-2020,Dharwad,2,1,0
11-04-2020,Dharwad,2,1,0
12-04-2020,Dharwad,2,1,0
13-04-2020,Dharwad,6,1,0
14-04-2020,Dharwad,6,1,0
15-04-2020,Dharwad,6,1,0
16-04-2020,Dharwad,6,1,0
17-04-2020,Dharwad,6,1,0
18-04-2020,Dharwad,7,1,0
19-04-2020,Dharwad,7,1,0
20-04-2020,Dharwad,7,1,0
21-04-2020,Dharwad,7,1,0
22-04-2020,Dharwad,7,1,0
23-04-2020,Dharwad,9,1,0
24-04-2020,Dharwad,9,2,0
25-04-2020,Dharwad,9,2,0
26-04-2020,Dharwad,9,2,0
27-04-2020,Dharwad,9,2,0
28-04-2020,Dharwad,9,2,0
29-04-2020,Dharwad,9,2,0
30-04-2020,Dharwad,9,2,0
01-05-2020,Dharwad,10,2,0
02-05-2020,Dharwad,10,4,0
03-05-2020,Dharwad,10,4,0
04-05-2020,Dharwad,10,6,0
05-05-2020,Dharwad,11,6,0
06-05-2020,Dharwad,11,6,0
07-05-2020,Dharwad,12,6,0
08-05-2020,Dharwad,12,7,0
09-05-2020,Dharwad,12,7,0
10-05-2020,Dharwad,12,7,0
11-05-2020,Dharwad,12,7,0
12-05-2020,Dharwad,21,7,0
13-05-2020,Dharwad,21,7,0
14-05-2020,Dharwad,21,7,0
15-05-2020,Dharwad,21,7,0
16-05-2020,Dharwad,22,7,0
17-05-2020,Dharwad,26,7,0
18-05-2020,Dharwad,26,7,0
19-05-2020,Dharwad,26,7,0
20-05-2020,Dharwad,26,9,0
21-05-2020,Dharwad,31,9,0
22-05-2020,Dharwad,33,9,0
23-05-2020,Dharwad,38,10,0
24-05-2020,Dharwad,39,10,0
25-05-2020,Dharwad,43,10,0
26-05-2020,Dharwad,43,10,0
27-05-2020,Dharwad,42,11,0
28-05-2020,Dharwad,42,11,0
29-05-2020,Dharwad,43,11,0
30-05-2020,Dharwad,45,11,0
31-05-2020,Dharwad,45,11,0
01-06-2020,Dharwad,47,11,0
02-06-2020,Dharwad,49,26,0
03-06-2020,Dharwad,50,27,0
04-06-2020,Dharwad,51,27,0
05-06-2020,Dharwad,54,27,0
06-06-2020,Dharwad,57,31,0
07-06-2020,Dharwad,60,31,0
08-06-2020,Dharwad,64,37,0
09-06-2020,Dharwad,66,39,0
10-06-2020,Dharwad,70,45,1
11-06-2020,Dharwad,72,46,1
12-06-2020,Dharwad,91,46,1
13-06-2020,Dharwad,111,48,2
14-06-2020,Dharwad,121,50,2
15-06-2020,Dharwad,155,50,3
16-06-2020,Dharwad,163,50,3
17-06-2020,Dharwad,171,50,3
18-06-2020,Dharwad,175,50,3
19-06-2020,Dharwad,178,52,3
20-06-2020,Dharwad,183,62,3
21-06-2020,Dharwad,198,75,3
22-06-2020,Dharwad,202,77,3
23-06-2020,Dharwad,206,91,3
24-06-2020,Dharwad,218,97,3
25-06-2020,Dharwad,244,140,3
26-06-2020,Dharwad,274,153,4
27-06-2020,Dharwad,293,157,5
28-06-2020,Dharwad,311,164,6
29-06-2020,Dharwad,328,175,6
30-06-2020,Dharwad,345,180,8
01-07-2020,Dharwad,380,180,8
02-07-2020,Dharwad,427,180,8
03-07-2020,Dharwad,465,200,8
04-07-2020,Dharwad,510,209,11
05-07-2020,Dharwad,555,231,12
06-07-2020,Dharwad,611,253,12
07-07-2020,Dharwad,668,253,13
08-07-2020,Dharwad,757,276,20
09-07-2020,Dharwad,832,293,27
10-07-2020,Dharwad,882,306,29
11-07-2020,Dharwad,959,318,32
12-07-2020,Dharwad,1088,382,33
13-07-2020,Dharwad,1159,418,38
14-07-2020,Dharwad,1259,450,39
15-07-2020,Dharwad,1398,482,44
16-07-2020,Dharwad,1574,524,44
17-07-2020,Dharwad,1731,593,52
18-07-2020,Dharwad,1917,643,58
19-07-2020,Dharwad,2043,677,62
20-07-2020,Dharwad,2243,710,68
21-07-2020,Dharwad,2327,710,73
22-07-2020,Dharwad,2485,845,78
23-07-2020,Dharwad,2668,921,80
24-07-2020,Dharwad,2842,973,85
25-07-2020,Dharwad,3025,1166,89
26-07-2020,Dharwad,3190,1222,95
27-07-2020,Dharwad,3383,1277,103
28-07-2020,Dharwad,3556,1333,109
29-07-2020,Dharwad,3731,1513,116
30-07-2020,Dharwad,3911,1665,124
31-07-2020,Dharwad,4091,1729,131
01-08-2020,Dharwad,4275,1779,139
02-08-2020,Dharwad,4456,1846,147
03-08-2020,Dharwad,4647,1934,155
04-08-2020,Dharwad,4835,2226,163
05-08-2020,Dharwad,5034,2505,164
06-08-2020,Dharwad,5246,2846,172
07-08-2020,Dharwad,5512,2967,181
08-08-2020,Dharwad,5773,3150,187
09-08-2020,Dharwad,5969,3241,193
10-08-2020,Dharwad,6126,3516,197
11-08-2020,Dharwad,6402,3952,206
12-08-2020,Dharwad,6671,4186,208
13-08-2020,Dharwad,6928,4325,214
14-08-2020,Dharwad,7147,4524,222
15-08-2020,Dharwad,7386,4634,229
16-08-2020,Dharwad,7654,4834,234
17-08-2020,Dharwad,7855,5014,239
18-08-2020,Dharwad,8134,5365,249
19-08-2020,Dharwad,8387,5716,258
20-08-2020,Dharwad,8546,6046,258
21-08-2020,Dharwad,8798,6262,261
22-08-2020,Dharwad,9051,6355,268
23-08-2020,Dharwad,9245,6525,271
24-08-2020,Dharwad,9466,6758,273
25-08-2020,Dharwad,9670,6971,281
26-08-2020,Dharwad,9925,7106,289
27-08-2020,Dharwad,10159,7236,289
28-08-2020,Dharwad,10458,7801,298
29-08-2020,Dharwad,10748,8120,307
30-08-2020,Dharwad,11048,8369,316
31-08-2020,Dharwad,11327,8665,325
01-09-2020,Dharwad,11526,8900,327
02-09-2020,Dharwad,11853,9019,337
03-09-2020,Dharwad,12195,9222,346
04-09-2020,Dharwad,12492,9378,356
05-09-2020,Dharwad,12719,9675,364
06-09-2020,Dharwad,13030,9927,370
07-09-2020,Dharwad,13059,10210,380
08-09-2020,Dharwad,13377,10484,388
09-09-2020,Dharwad,13603,10796,389
10-09-2020,Dharwad,13867,11013,397
11-09-2020,Dharwad,14070,11279,406
12-09-2020,Dharwad,14309,11545,415
13-09-2020,Dharwad,14508,11704,422
14-09-2020,Dharwad,14625,11952,431
15-09-2020,Dharwad,14681,11952,431
16-09-2020,Dharwad,14927,11952,433
17-09-2020,Dharwad,15174,12448,439
18-09-2020,Dharwad,15309,12582,448
19-09-2020,Dharwad,15573,12859,453
20-09-2020,Dharwad,15878,13075,459
21-09-2020,Dharwad,16008,13312,466
22-09-2020,Dharwad,16045,13312,466
23-09-2020,Dharwad,16165,13312,466
24-09-2020,Dharwad,16429,13515,470
25-09-2020,Dharwad,16685,13729,475
26-09-2020,Dharwad,16917,13847,479
27-09-2020,Dharwad,17056,14018,481
28-09-2020,Dharwad,17201,14254,482
29-09-2020,Dharwad,17346,14377,486
30-09-2020,Dharwad,17474,14449,488
01-10-2020,Dharwad,17627,14487,493
02-10-2020,Dharwad,17725,14557,499
03-10-2020,Dharwad,17823,14699,504
04-10-2020,Dharwad,17913,14834,505
05-10-2020,Dharwad,17992,14962,506
06-10-2020,Dharwad,18118,15063,508
07-10-2020,Dharwad,18272,15137,510
08-10-2020,Dharwad,18393,15251,512
09-10-2020,Dharwad,18543,15412,515
10-10-2020,Dharwad,18684,16094,518
11-10-2020,Dharwad,18872,16299,521
12-10-2020,Dharwad,18981,16592,524
13-10-2020,Dharwad,19135,16728,526
14-10-2020,Dharwad,19271,16995,529
15-10-2020,Dharwad,19435,17249,531
16-10-2020,Dharwad,19556,17642,534
17-10-2020,Dharwad,19655,17803,537
18-10-2020,Dharwad,19790,17938,539
19-10-2020,Dharwad,19874,18160,541
20-10-2020,Dharwad,19978,18354,542
21-10-2020,Dharwad,20112,18470,544
22-10-2020,Dharwad,20245,18628,547
23-10-2020,Dharwad,20337,18770,549
24-10-2020,Dharwad,20430,18873,551
25-10-2020,Dharwad,20495,18936,551
26-10-2020,Dharwad,20539,19075,554
27-10-2020,Dharwad,20584,19166,557
28-10-2020,Dharwad,20598,19270,559
29-10-2020,Dharwad,20674,19433,562
30-10-2020,Dharwad,20717,19535,564
31-10-2020,Dharwad,20744,19636,565
01-11-2020,Dharwad,20784,19704,566
02-11-2020,Dharwad,20802,19808,567
03-11-2020,Dharwad,20826,19898,569
04-11-2020,Dharwad,20865,19948,571
05-11-2020,Dharwad,20923,20032,573
06-11-2020,Dharwad,20956,20075,574
07-11-2020,Dharwad,20968,20129,575
08-11-2020,Dharwad,21028,20161,577
09-11-2020,Dharwad,21061,20210,579
10-11-2020,Dharwad,21079,20225,580
11-11-2020,Dharwad,21101,20265,582
12-11-2020,Dharwad,21119,20309,584
13-11-2020,Dharwad,21135,20352,585
14-11-2020,Dharwad,21147,20375,586
15-11-2020,Dharwad,21163,20398,587
16-11-2020,Dharwad,21168,20442,588
17-11-2020,Dharwad,21173,20465,589
18-11-2020,Dharwad,21187,20495,591
19-11-2020,Dharwad,21210,20517,593
20-11-2020,Dharwad,21239,20546,595
21-11-2020,Dharwad,21251,20552,596
22-11-2020,Dharwad,21263,20561,597
23-11-2020,Dharwad,21275,20566,598
24-11-2020,Dharwad,21290,20574,598
25-11-2020,Dharwad,21314,20590,600
26-11-2020,Dharwad,21334,20610,600
27-11-2020,Dharwad,21345,20631,600
28-11-2020,Dharwad,21367,20653,600
29-11-2020,Dharwad,21383,20677,600
30-11-2020,Dharwad,21391,20683,600
01-12-2020,Dharwad,21401,20692,600
02-12-2020,Dharwad,21427,20701,601
03-12-2020,Dharwad,21443,20709,602
04-12-2020,Dharwad,21475,20728,603
05-12-2020,Dharwad,21500,20743,603
06-12-2020,Dharwad,21520,20760,603
07-12-2020,Dharwad,21539,20781,603
08-12-2020,Dharwad,21550,20798,603
09-12-2020,Dharwad,21564,20811,604
10-12-2020,Dharwad,21573,20841,605
11-12-2020,Dharwad,21591,20854,606
12-12-2020,Dharwad,21601,20881,606
13-12-2020,Dharwad,21610,20894,606
14-12-2020,Dharwad,21624,20920,606
15-12-2020,Dharwad,21631,20933,606
16-12-2020,Dharwad,21646,20943,606
17-12-2020,Dharwad,21659,20959,606
18-12-2020,Dharwad,21674,20969,606
19-12-2020,Dharwad,21699,20988,606
20-12-2020,Dharwad,21716,21005,606
21-12-2020,Dharwad,21731,21013,606
22-12-2020,Dharwad,21755,21019,606
23-12-2020,Dharwad,21767,21032,606
24-12-2020,Dharwad,21782,21049,606
25-12-2020,Dharwad,21795,21058,607
26-12-2020,Dharwad,21801,21069,607
27-12-2020,Dharwad,21818,21088,607
28-12-2020,Dharwad,21830,21105,607
29-12-2020,Dharwad,21840,21132,607
30-12-2020,Dharwad,21859,21140,608
31-12-2020,Dharwad,21866,21150,608
01-01-2021,Dharwad,21871,21164,608
02-01-2021,Dharwad,21882,21183,609
03-01-2021,Dharwad,21887,21193,609
04-01-2021,Dharwad,21902,21203,609
05-01-2021,Dharwad,21918,21213,609
06-01-2021,Dharwad,21932,21225,610
07-01-2021,Dharwad,21948,21238,610
08-01-2021,Dharwad,21962,21248,610
09-01-2021,Dharwad,21971,21258,610
10-01-2021,Dharwad,21980,21263,610
11-01-2021,Dharwad,21999,21276,610
12-01-2021,Dharwad,22012,21291,610
13-01-2021,Dharwad,22017,21297,610
14-01-2021,Dharwad,22037,21312,610
15-01-2021,Dharwad,22048,21318,610
16-01-2021,Dharwad,22053,21328,610
17-01-2021,Dharwad,22065,21341,610
18-01-2021,Dharwad,22071,21359,610
19-01-2021,Dharwad,22079,21372,610
20-01-2021,Dharwad,22086,21389,610
21-01-2021,Dharwad,22095,21407,611
22-01-2021,Dharwad,22097,21426,611
23-01-2021,Dharwad,22112,21436,611
24-01-2021,Dharwad,22119,21442,611
25-01-2021,Dharwad,22123,21453,611
26-01-2021,Dharwad,22128,21459,611
27-01-2021,Dharwad,22144,21465,612
28-01-2021,Dharwad,22149,21474,612
29-01-2021,Dharwad,22162,21485,612
30-01-2021,Dharwad,22166,21493,612
31-01-2021,Dharwad,22173,21501,613
01-02-2021,Dharwad,22173,21511,613
02-02-2021,Dharwad,22181,21519,613
03-02-2021,Dharwad,22184,21529,613
04-02-2021,Dharwad,22195,21536,613
05-02-2021,Dharwad,22199,21543,614
06-02-2021,Dharwad,22214,21550,614
07-02-2021,Dharwad,22223,21557,614
08-02-2021,Dharwad,22226,21563,614
09-02-2021,Dharwad,22229,21568,614
10-02-2021,Dharwad,22231,21579,614
11-02-2021,Dharwad,22237,21585,614
12-02-2021,Dharwad,22245,21595,615
13-02-2021,Dharwad,22253,21599,615
14-02-2021,Dharwad,22267,21604,615
15-02-2021,Dharwad,22275,21609,615
16-02-2021,Dharwad,22277,21614,615
17-02-2021,Dharwad,22282,21616,615
18-02-2021,Dharwad,22288,21620,616
19-02-2021,Dharwad,22290,21628,616
20-02-2021,Dharwad,22294,21640,616
21-02-2021,Dharwad,22302,21645,616
22-02-2021,Dharwad,22309,21651,617
23-02-2021,Dharwad,22312,21653,617
24-02-2021,Dharwad,22319,21657,617
25-02-2021,Dharwad,22325,21665,617
26-02-2021,Dharwad,22329,21666,617
27-02-2021,Dharwad,22333,21671,618
28-02-2021,Dharwad,22339,21674,618
01-03-2021,Dharwad,22350,21678,618
02-03-2021,Dharwad,22351,21682,618
03-03-2021,Dharwad,22367,21685,618
04-03-2021,Dharwad,22372,21694,619
05-03-2021,Dharwad,22382,21707,619
06-03-2021,Dharwad,22389,21718,619
07-03-2021,Dharwad,22405,21730,619
08-03-2021,Dharwad,22414,21736,619
09-03-2021,Dharwad,22421,21740,620
10-03-2021,Dharwad,22446,21744,620
11-03-2021,Dharwad,22461,21751,620
12-03-2021,Dharwad,22467,21756,621
13-03-2021,Dharwad,22477,21766,621
14-03-2021,Dharwad,22497,21776,621
15-03-2021,Dharwad,22508,21786,621
16-03-2021,Dharwad,22515,21794,622
17-03-2021,Dharwad,22527,21806,622
18-03-2021,Dharwad,22545,21821,622
19-03-2021,Dharwad,22571,21837,623
20-03-2021,Dharwad,22587,21847,623
21-03-2021,Dharwad,22611,21854,623
22-03-2021,Dharwad,22627,21864,624
23-03-2021,Dharwad,22644,21878,624
24-03-2021,Dharwad,22682,21892,625
25-03-2021,Dharwad,22706,21905,625
26-03-2021,Dharwad,22737,21917,625
27-03-2021,Dharwad,22778,21944,626
28-03-2021,Dharwad,22838,21969,626
29-03-2021,Dharwad,22893,21990,626
30-03-2021,Dharwad,22917,22011,626
31-03-2021,Dharwad,22979,22024,626
01-04-2021,Dharwad,23036,22060,628
02-04-2021,Dharwad,23098,22095,628
03-04-2021,Dharwad,23137,22134,628
04-04-2021,Dharwad,23237,22190,630
05-04-2021,Dharwad,23292,22233,630
06-04-2021,Dharwad,23335,22275,633
07-04-2021,Dharwad,23423,22298,633
08-04-2021,Dharwad,23519,22351,634
09-04-2021,Dharwad,23605,22408,635
10-04-2021,Dharwad,23693,22450,637
11-04-2021,Dharwad,23843,22525,637
12-04-2021,Dharwad,23934,22596,637
13-04-2021,Dharwad,24066,22671,638
14-04-2021,Dharwad,24193,22716,641
15-04-2021,Dharwad,24372,22800,644
16-04-2021,Dharwad,24548,22893,644
17-04-2021,Dharwad,24820,23008,646
18-04-2021,Dharwad,25085,23089,649
19-04-2021,Dharwad,25368,23214,652
20-04-2021,Dharwad,25656,23374,656
21-04-2021,Dharwad,26035,23470,656
22-04-2021,Dharwad,26396,23655,661
23-04-2021,Dharwad,26868,23798,666
24-04-2021,Dharwad,27253,24036,671
25-04-2021,Dharwad,27799,24311,677
26-04-2021,Dharwad,28232,24608,682
27-04-2021,Dharwad,28655,24948,687
28-04-2021,Dharwad,29309,25130,691
29-04-2021,Dharwad,29736,25561,696
30-04-2021,Dharwad,30439,25985,703
01-05-2021,Dharwad,30979,26443,707
02-05-2021,Dharwad,31720,26938,710
03-05-2021,Dharwad,32741,27496,714
04-05-2021,Dharwad,33388,27954,718
05-05-2021,Dharwad,34418,28246,726
06-05-2021,Dharwad,35242,28990,732
07-05-2021,Dharwad,36184,29902,739
08-05-2021,Dharwad,37149,30714,741
09-05-2021,Dharwad,37926,31540,745
10-05-2021,Dharwad,38932,32431,753
11-05-2021,Dharwad,39672,33447,759
12-05-2021,Dharwad,40576,34087,767
13-05-2021,Dharwad,41313,34944,776
14-05-2021,Dharwad,42142,35620,781
15-05-2021,Dharwad,43043,36554,789
16-05-2021,Dharwad,43980,37441,798
17-05-2021,Dharwad,44952,38122,803
18-05-2021,Dharwad,45921,38915,806
19-05-2021,Dharwad,46792,39497,816
20-05-2021,Dharwad,47747,40451,826
21-05-2021,Dharwad,48556,40980,835
22-05-2021,Dharwad,49529,41703,844
23-05-2021,Dharwad,50387,42527,853
24-05-2021,Dharwad,51445,43349,868
25-05-2021,Dharwad,52154,44082,880
26-05-2021,Dharwad,53007,44800,892
27-05-2021,Dharwad,53685,45668,907
28-05-2021,Dharwad,54385,46584,921
29-05-2021,Dharwad,54904,47190,940
30-05-2021,Dharwad,55429,48200,959
31-05-2021,Dharwad,55720,48992,969
01-06-2021,Dharwad,55987,49647,978
02-06-2021,Dharwad,56232,50428,983
03-06-2021,Dharwad,56453,51079,987
04-06-2021,Dharwad,56688,51731,991
05-06-2021,Dharwad,56935,52364,999
06-06-2021,Dharwad,57197,52992,1008
07-06-2021,Dharwad,57510,53552,1016
08-06-2021,Dharwad,57785,53998,1025
09-06-2021,Dharwad,58060,54383,1034
10-06-2021,Dharwad,58321,54630,1042
11-06-2021,Dharwad,58538,55100,1051
12-06-2021,Dharwad,58750,55601,1061
13-06-2021,Dharwad,58898,56031,1070
14-06-2021,Dharwad,59001,56251,1080
15-06-2021,Dharwad,59066,56536,1088
16-06-2021,Dharwad,59178,56762,1097
17-06-2021,Dharwad,59264,56948,1106
18-06-2021,Dharwad,59329,57098,1115
19-06-2021,Dharwad,59412,57267,1123
20-06-2021,Dharwad,59489,57377,1134
21-06-2021,Dharwad,59544,57442,1142
22-06-2021,Dharwad,59574,57555,1149
23-06-2021,Dharwad,59664,57727,1158
24-06-2021,Dharwad,59726,57799,1168
25-06-2021,Dharwad,59760,57878,1177
26-06-2021,Dharwad,59820,57959,1184
27-06-2021,Dharwad,59866,58017,1190
28-06-2021,Dharwad,59894,58104,1195
29-06-2021,Dharwad,59924,58162,1200
30-06-2021,Dharwad,59959,58197,1206
01-07-2021,Dharwad,59986,58260,1213
02-07-2021,Dharwad,60019,58297,1220
03-07-2021,Dharwad,60062,58327,1226
04-07-2021,Dharwad,60070,58363,1231
05-07-2021,Dharwad,60082,58407,1235
06-07-2021,Dharwad,60111,58492,1242
07-07-2021,Dharwad,60131,58550,1248
08-07-2021,Dharwad,60150,58594,1253
09-07-2021,Dharwad,60177,58633,1258
10-07-2021,Dharwad,60202,58658,1258
11-07-2021,Dharwad,60232,58687,1262
12-07-2021,Dharwad,60248,58718,1263
13-07-2021,Dharwad,60257,58741,1264
14-07-2021,Dharwad,60275,58769,1264
15-07-2021,Dharwad,60287,58782,1266
16-07-2021,Dharwad,60298,58806,1267
17-07-2021,Dharwad,60322,58822,1268
18-07-2021,Dharwad,60343,58845,1268
19-07-2021,Dharwad,60356,58870,1268
20-07-2021,Dharwad,60370,58891,1269
21-07-2021,Dharwad,60389,58920,1271
22-07-2021,Dharwad,60403,58926,1273
23-07-2021,Dharwad,60409,58942,1275
24-07-2021,Dharwad,60416,58943,1276
25-07-2021,Dharwad,60422,58957,1276
26-07-2021,Dharwad,60430,58982,1276
27-07-2021,Dharwad,60441,58998,1276
28-07-2021,Dharwad,60444,59003,1276
29-07-2021,Dharwad,60454,59013,1277
30-07-2021,Dharwad,60463,59026,1278
31-07-2021,Dharwad,60482,59041,1278
01-08-2021,Dharwad,60505,59069,1278
02-08-2021,Dharwad,60513,59074,1278
03-08-2021,Dharwad,60522,59079,1280
04-08-2021,Dharwad,60530,59093,1280
05-08-2021,Dharwad,60540,59098,1280
06-08-2021,Dharwad,60548,59117,1282
07-08-2021,Dharwad,60559,59121,1284
08-08-2021,Dharwad,60566,59132,1286
09-08-2021,Dharwad,60567,59147,1288
10-08-2021,Dharwad,60583,59160,1289
11-08-2021,Dharwad,60600,59176,1289
12-08-2021,Dharwad,60609,59185,1290
13-08-2021,Dharwad,60617,59189,1290
14-08-2021,Dharwad,60620,59200,1291
15-08-2021,Dharwad,60635,59211,1291
16-08-2021,Dharwad,60642,59219,1291
17-08-2021,Dharwad,60647,59227,1291
18-08-2021,Dharwad,60657,59240,1291
19-08-2021,Dharwad,60664,59258,1292
20-08-2021,Dharwad,60668,59264,1293
21-08-2021,Dharwad,60673,59288,1293
22-08-2021,Dharwad,60677,59291,1295
23-08-2021,Dharwad,60677,59299,1295
24-08-2021,Dharwad,60680,59318,1295
25-08-2021,Dharwad,60691,59332,1295
26-08-2021,Dharwad,60703,59337,1297
27-08-2021,Dharwad,60709,59352,1298
28-08-2021,Dharwad,60716,59356,1298
29-08-2021,Dharwad,60722,59361,1298
30-08-2021,Dharwad,60728,59364,1298
31-08-2021,Dharwad,60737,59368,1298
01-09-2021,Dharwad,60745,59373,1298
02-09-2021,Dharwad,60762,59376,1298
03-09-2021,Dharwad,60771,59380,1299
04-09-2021,Dharwad,60776,59387,1300
05-09-2021,Dharwad,60781,59400,1300
06-09-2021,Dharwad,60787,59405,1300
07-09-2021,Dharwad,60787,59413,1300
08-09-2021,Dharwad,60792,59420,1300
09-09-2021,Dharwad,60799,59422,1300
10-09-2021,Dharwad,60804,59429,1300
11-09-2021,Dharwad,60814,59445,1301
12-09-2021,Dharwad,60814,59450,1301
13-09-2021,Dharwad,60815,59468,1301
14-09-2021,Dharwad,60819,59475,1301
15-09-2021,Dharwad,60825,59481,1301
16-09-2021,Dharwad,60834,59486,1302
17-09-2021,Dharwad,60841,59491,1302
18-09-2021,Dharwad,60843,59498,1302
19-09-2021,Dharwad,60848,59503,1303
20-09-2021,Dharwad,60854,59505,1303
21-09-2021,Dharwad,60858,59508,1303
22-09-2021,Dharwad,60861,59512,1304
23-09-2021,Dharwad,60866,59517,1304
24-09-2021,Dharwad,60872,59520,1304
25-09-2021,Dharwad,60874,59527,1304
26-09-2021,Dharwad,60874,59527,1304
27-09-2021,Dharwad,60874,59536,1304
28-09-2021,Dharwad,60881,59538,1304
29-09-2021,Dharwad,60886,59543,1305
30-09-2021,Dharwad,60893,59545,1305
01-10-2021,Dharwad,60897,59549,1305
02-10-2021,Dharwad,60900,59553,1305
03-10-2021,Dharwad,60909,59554,1305
04-10-2021,Dharwad,60909,59562,1305
05-10-2021,Dharwad,60914,59564,1305
06-10-2021,Dharwad,60918,59568,1305
07-10-2021,Dharwad,60920,59572,1305
08-10-2021,Dharwad,60926,59575,1305
09-10-2021,Dharwad,60931,59579,1306
10-10-2021,Dharwad,60938,59581,1306
11-10-2021,Dharwad,60940,59583,1307
12-10-2021,Dharwad,60944,59590,1307
13-10-2021,Dharwad,60946,59592,1307
14-10-2021,Dharwad,60947,59594,1307
15-10-2021,Dharwad,60949,59597,1307
16-10-2021,Dharwad,60949,59600,1307
17-10-2021,Dharwad,60953,59605,1308
18-10-2021,Dharwad,60953,59612,1308
19-10-2021,Dharwad,60955,59618,1309
20-10-2021,Dharwad,60957,59619,1310
21-10-2021,Dharwad,60958,59623,1311
22-10-2021,Dharwad,60963,59625,1312
23-10-2021,Dharwad,60964,59629,1312
24-10-2021,Dharwad,60966,59629,1312
25-10-2021,Dharwad,60968,59631,1313
26-10-2021,Dharwad,60968,59632,1313
27-10-2021,Dharwad,60969,59632,1313
28-10-2021,Dharwad,60969,59634,1313
29-10-2021,Dharwad,60969,59635,1314
30-10-2021,Dharwad,60970,59636,1314
31-10-2021,Dharwad,60970,59639,1315
01-11-2021,Dharwad,60970,59639,1315
02-11-2021,Dharwad,60974,59645,1315
03-11-2021,Dharwad,60975,59647,1315
04-11-2021,Dharwad,60981,59647,1316
05-11-2021,Dharwad,60984,59647,1317
06-11-2021,Dharwad,60984,59648,1317
07-11-2021,Dharwad,60990,59648,1317
08-11-2021,Dharwad,60997,59648,1317
09-11-2021,Dharwad,61000,59648,1317
10-11-2021,Dharwad,61000,59650,1317
11-11-2021,Dharwad,61002,59651,1317
12-11-2021,Dharwad,61006,59652,1317
13-11-2021,Dharwad,61011,59656,1317
14-11-2021,Dharwad,61013,59660,1317
15-11-2021,Dharwad,61013,59663,1317
16-11-2021,Dharwad,61014,59669,1318
17-11-2021,Dharwad,61014,59674,1318
18-11-2021,Dharwad,61015,59676,1318
19-11-2021,Dharwad,61022,59676,1318
20-11-2021,Dharwad,61024,59679,1318
21-11-2021,Dharwad,61026,59681,1318
22-11-2021,Dharwad,61028,59683,1319
23-11-2021,Dharwad,61032,59684,1319
