DISTRICTCODE,Date,ICU
13,28-08-2020,74
14,28-08-2020,17
15,28-08-2020,82
16,28-08-2020,5
17,28-08-2020,30
18,28-08-2020,5
19,28-08-2020,0
20,28-08-2020,18
21,28-08-2020,4
22,28-08-2020,9
23,28-08-2020,16
24,28-08-2020,2
25,28-08-2020,7
26,28-08-2020,9
27,28-08-2020,4
28,28-08-2020,13
29,28-08-2020,1
30,28-08-2020,8
1,29-08-2020,4
2,29-08-2020,21
3,29-08-2020,7
4,29-08-2020,0
5,29-08-2020,285
6,29-08-2020,32
7,29-08-2020,13
8,29-08-2020,7
9,29-08-2020,9
10,29-08-2020,17
11,29-08-2020,16
12,29-08-2020,7
13,29-08-2020,74
14,29-08-2020,17
15,29-08-2020,82
16,29-08-2020,5
17,29-08-2020,30
18,29-08-2020,5
19,29-08-2020,0
20,29-08-2020,18
21,29-08-2020,4
22,29-08-2020,9
23,29-08-2020,16
24,29-08-2020,2
25,29-08-2020,7
26,29-08-2020,9
27,29-08-2020,4
28,29-08-2020,13
29,29-08-2020,1
30,29-08-2020,7
1,30-08-2020,4
2,30-08-2020,21
3,30-08-2020,7
4,30-08-2020,0
5,30-08-2020,285
6,30-08-2020,32
7,30-08-2020,15
8,30-08-2020,7
9,30-08-2020,9
10,30-08-2020,17
11,30-08-2020,16
12,30-08-2020,7
13,30-08-2020,74
14,30-08-2020,17
15,30-08-2020,82
16,30-08-2020,5
17,30-08-2020,30
18,30-08-2020,11
19,30-08-2020,0
20,30-08-2020,18
21,30-08-2020,4
22,30-08-2020,9
23,30-08-2020,16
24,30-08-2020,2
25,30-08-2020,7
26,30-08-2020,9
27,30-08-2020,4
28,30-08-2020,13
29,30-08-2020,1
30,30-08-2020,8
1,31-08-2020,12
2,31-08-2020,21
3,31-08-2020,7
4,31-08-2020,0
5,31-08-2020,284
6,31-08-2020,32
7,31-08-2020,15
8,31-08-2020,7
9,31-08-2020,9
10,31-08-2020,17
11,31-08-2020,16
12,31-08-2020,7
13,31-08-2020,74
14,31-08-2020,17
15,31-08-2020,92
16,31-08-2020,5
17,31-08-2020,30
18,31-08-2020,11
19,31-08-2020,0
20,31-08-2020,18
21,31-08-2020,4
22,31-08-2020,9
23,31-08-2020,16
24,31-08-2020,2
25,31-08-2020,7
26,31-08-2020,9
27,31-08-2020,4
28,31-08-2020,13
29,31-08-2020,1
30,31-08-2020,8
1,01-09-2020,12
2,01-09-2020,21
3,01-09-2020,21
4,01-09-2020,0
5,01-09-2020,284
6,01-09-2020,32
7,01-09-2020,15
8,01-09-2020,7
9,01-09-2020,9
10,01-09-2020,17
11,01-09-2020,16
12,01-09-2020,7
13,01-09-2020,74
14,01-09-2020,17
15,01-09-2020,92
16,01-09-2020,5
17,01-09-2020,30
18,01-09-2020,12
19,01-09-2020,0
20,01-09-2020,18
21,01-09-2020,4
22,01-09-2020,9
23,01-09-2020,16
24,01-09-2020,2
25,01-09-2020,7
26,01-09-2020,9
27,01-09-2020,4
28,01-09-2020,13
29,01-09-2020,1
30,01-09-2020,8
1,02-09-2020,12
2,02-09-2020,18
3,02-09-2020,21
4,02-09-2020,0
5,02-09-2020,282
6,02-09-2020,32
7,02-09-2020,15
8,02-09-2020,7
9,02-09-2020,9
10,02-09-2020,17
11,02-09-2020,16
12,02-09-2020,7
13,02-09-2020,74
14,02-09-2020,17
15,02-09-2020,92
16,02-09-2020,5
17,02-09-2020,30
18,02-09-2020,12
19,02-09-2020,0
20,02-09-2020,18
21,02-09-2020,4
22,02-09-2020,9
23,02-09-2020,16
24,02-09-2020,2
25,02-09-2020,7
26,02-09-2020,9
27,02-09-2020,4
28,02-09-2020,7
29,02-09-2020,1
30,02-09-2020,8
1,03-09-2020,12
2,03-09-2020,18
3,03-09-2020,21
4,03-09-2020,0
5,03-09-2020,276
6,03-09-2020,32
7,03-09-2020,15
8,03-09-2020,7
9,03-09-2020,9
10,03-09-2020,17
11,03-09-2020,16
12,03-09-2020,7
13,03-09-2020,74
14,03-09-2020,17
15,03-09-2020,92
16,03-09-2020,4
17,03-09-2020,30
18,03-09-2020,12
19,03-09-2020,0
20,03-09-2020,18
21,03-09-2020,4
22,03-09-2020,6
23,03-09-2020,11
24,03-09-2020,2
25,03-09-2020,7
26,03-09-2020,9
27,03-09-2020,3
28,03-09-2020,7
29,03-09-2020,1
30,03-09-2020,8
1,04-09-2020,12
2,04-09-2020,61
3,04-09-2020,21
4,04-09-2020,0
5,04-09-2020,276
6,04-09-2020,32
7,04-09-2020,15
8,04-09-2020,7
9,04-09-2020,9
10,04-09-2020,17
11,04-09-2020,16
12,04-09-2020,7
13,04-09-2020,72
14,04-09-2020,17
15,04-09-2020,80
16,04-09-2020,4
17,04-09-2020,30
18,04-09-2020,18
19,04-09-2020,0
20,04-09-2020,17
21,04-09-2020,4
22,04-09-2020,6
23,04-09-2020,11
24,04-09-2020,2
25,04-09-2020,23
26,04-09-2020,9
27,04-09-2020,3
28,04-09-2020,7
29,04-09-2020,1
30,04-09-2020,8
1,05-09-2020,12
2,05-09-2020,57
3,05-09-2020,21
4,05-09-2020,0
5,05-09-2020,275
6,05-09-2020,25
7,05-09-2020,15
8,05-09-2020,7
9,05-09-2020,9
10,05-09-2020,17
11,05-09-2020,16
12,05-09-2020,7
13,05-09-2020,68
14,05-09-2020,17
15,05-09-2020,80
16,05-09-2020,4
17,05-09-2020,30
18,05-09-2020,18
19,05-09-2020,0
20,05-09-2020,17
21,05-09-2020,4
22,05-09-2020,6
23,05-09-2020,11
24,05-09-2020,2
25,05-09-2020,23
26,05-09-2020,9
27,05-09-2020,3
28,05-09-2020,7
29,05-09-2020,1
30,05-09-2020,8
1,06-09-2020,13
2,06-09-2020,57
3,06-09-2020,21
4,06-09-2020,0
5,06-09-2020,267
6,06-09-2020,25
7,06-09-2020,15
8,06-09-2020,7
9,06-09-2020,9
10,06-09-2020,17
11,06-09-2020,16
12,06-09-2020,7
13,06-09-2020,68
14,06-09-2020,17
15,06-09-2020,80
16,06-09-2020,4
17,06-09-2020,34
18,06-09-2020,18
19,06-09-2020,5
20,06-09-2020,17
21,06-09-2020,4
22,06-09-2020,6
23,06-09-2020,11
24,06-09-2020,2
25,06-09-2020,23
26,06-09-2020,9
27,06-09-2020,7
28,06-09-2020,7
29,06-09-2020,1
30,06-09-2020,8
1,07-09-2020,13
2,07-09-2020,57
3,07-09-2020,21
4,07-09-2020,0
5,07-09-2020,265
6,07-09-2020,25
7,07-09-2020,15
8,07-09-2020,6
9,07-09-2020,9
10,07-09-2020,17
11,07-09-2020,16
12,07-09-2020,7
13,07-09-2020,68
14,07-09-2020,17
15,07-09-2020,107
16,07-09-2020,4
17,07-09-2020,34
18,07-09-2020,13
19,07-09-2020,5
20,07-09-2020,17
21,07-09-2020,4
22,07-09-2020,6
23,07-09-2020,11
24,07-09-2020,2
25,07-09-2020,23
26,07-09-2020,9
27,07-09-2020,7
28,07-09-2020,7
29,07-09-2020,1
30,07-09-2020,8
1,08-09-2020,13
2,08-09-2020,50
3,08-09-2020,21
4,08-09-2020,0
5,08-09-2020,265
6,08-09-2020,25
7,08-09-2020,15
8,08-09-2020,6
9,08-09-2020,9
10,08-09-2020,17
11,08-09-2020,16
12,08-09-2020,7
13,08-09-2020,68
14,08-09-2020,17
15,08-09-2020,107
16,08-09-2020,4
17,08-09-2020,34
18,08-09-2020,13
19,08-09-2020,5
20,08-09-2020,15
21,08-09-2020,4
22,08-09-2020,6
23,08-09-2020,11
24,08-09-2020,2
25,08-09-2020,22
26,08-09-2020,9
27,08-09-2020,7
28,08-09-2020,7
29,08-09-2020,1
30,08-09-2020,8
1,09-09-2020,13
2,09-09-2020,50
3,09-09-2020,21
4,09-09-2020,0
5,09-09-2020,262
6,09-09-2020,23
7,09-09-2020,15
8,09-09-2020,6
9,09-09-2020,9
10,09-09-2020,17
11,09-09-2020,16
12,09-09-2020,7
13,09-09-2020,67
14,09-09-2020,17
15,09-09-2020,106
16,09-09-2020,4
17,09-09-2020,34
18,09-09-2020,13
19,09-09-2020,5
20,09-09-2020,14
21,09-09-2020,4
22,09-09-2020,6
23,09-09-2020,11
24,09-09-2020,2
25,09-09-2020,22
26,09-09-2020,9
27,09-09-2020,7
28,09-09-2020,7
29,09-09-2020,1
30,09-09-2020,8
1,10-09-2020,13
2,10-09-2020,50
3,10-09-2020,21
4,10-09-2020,0
5,10-09-2020,258
6,10-09-2020,23
7,10-09-2020,15
8,10-09-2020,6
9,10-09-2020,9
10,10-09-2020,17
11,10-09-2020,16
12,10-09-2020,7
13,10-09-2020,67
14,10-09-2020,17
15,10-09-2020,106
16,10-09-2020,4
17,10-09-2020,32
18,10-09-2020,12
19,10-09-2020,5
20,10-09-2020,13
21,10-09-2020,4
22,10-09-2020,6
23,10-09-2020,11
24,10-09-2020,2
25,10-09-2020,22
26,10-09-2020,9
27,10-09-2020,7
28,10-09-2020,7
29,10-09-2020,1
30,10-09-2020,8
1,11-09-2020,13
2,11-09-2020,50
3,11-09-2020,21
4,11-09-2020,0
5,11-09-2020,260
6,11-09-2020,23
7,11-09-2020,15
8,11-09-2020,6
9,11-09-2020,9
10,11-09-2020,17
11,11-09-2020,16
12,11-09-2020,7
13,11-09-2020,67
14,11-09-2020,17
15,11-09-2020,106
16,11-09-2020,4
17,11-09-2020,32
18,11-09-2020,12
19,11-09-2020,5
20,11-09-2020,13
21,11-09-2020,4
22,11-09-2020,6
23,11-09-2020,11
24,11-09-2020,2
25,11-09-2020,22
26,11-09-2020,9
27,11-09-2020,7
28,11-09-2020,7
29,11-09-2020,1
30,11-09-2020,8
1,12-09-2020,0
2,12-09-2020,45
3,12-09-2020,21
4,12-09-2020,0
5,12-09-2020,278
6,12-09-2020,23
7,12-09-2020,15
8,12-09-2020,6
9,12-09-2020,9
10,12-09-2020,17
11,12-09-2020,16
12,12-09-2020,7
13,12-09-2020,67
14,12-09-2020,17
15,12-09-2020,106
16,12-09-2020,4
17,12-09-2020,40
18,12-09-2020,24
19,12-09-2020,4
20,12-09-2020,19
21,12-09-2020,4
22,12-09-2020,6
23,12-09-2020,11
24,12-09-2020,2
25,12-09-2020,22
26,12-09-2020,9
27,12-09-2020,7
28,12-09-2020,7
29,12-09-2020,1
30,12-09-2020,8
1,13-09-2020,27
2,13-09-2020,46
3,13-09-2020,21
4,13-09-2020,0
5,13-09-2020,268
6,13-09-2020,23
7,13-09-2020,15
8,13-09-2020,6
9,13-09-2020,9
10,13-09-2020,17
11,13-09-2020,16
12,13-09-2020,7
13,13-09-2020,67
14,13-09-2020,17
15,13-09-2020,106
16,13-09-2020,4
17,13-09-2020,40
18,13-09-2020,15
19,13-09-2020,4
20,13-09-2020,21
21,13-09-2020,4
22,13-09-2020,6
23,13-09-2020,11
24,13-09-2020,2
25,13-09-2020,22
26,13-09-2020,9
27,13-09-2020,8
28,13-09-2020,7
29,13-09-2020,1
30,13-09-2020,8
1,14-09-2020,27
2,14-09-2020,44
3,14-09-2020,21
4,14-09-2020,0
5,14-09-2020,263
6,14-09-2020,23
7,14-09-2020,15
8,14-09-2020,6
9,14-09-2020,9
10,14-09-2020,17
11,14-09-2020,16
12,14-09-2020,7
13,14-09-2020,67
14,14-09-2020,17
15,14-09-2020,106
16,14-09-2020,4
17,14-09-2020,40
18,14-09-2020,15
19,14-09-2020,4
20,14-09-2020,21
21,14-09-2020,4
22,14-09-2020,6
23,14-09-2020,11
24,14-09-2020,2
25,14-09-2020,22
26,14-09-2020,9
27,14-09-2020,8
28,14-09-2020,7
29,14-09-2020,1
30,14-09-2020,8
1,15-09-2020,27
2,15-09-2020,44
3,15-09-2020,20
4,15-09-2020,0
5,15-09-2020,263
6,15-09-2020,23
7,15-09-2020,15
8,15-09-2020,6
9,15-09-2020,9
10,15-09-2020,17
11,15-09-2020,16
12,15-09-2020,7
13,15-09-2020,67
14,15-09-2020,17
15,15-09-2020,102
16,15-09-2020,4
17,15-09-2020,39
18,15-09-2020,15
19,15-09-2020,4
20,15-09-2020,21
21,15-09-2020,4
22,15-09-2020,6
23,15-09-2020,11
24,15-09-2020,2
25,15-09-2020,22
26,15-09-2020,9
27,15-09-2020,8
28,15-09-2020,7
29,15-09-2020,1
30,15-09-2020,8
1,16-09-2020,25
2,16-09-2020,61
3,16-09-2020,20
4,16-09-2020,0
5,16-09-2020,267
6,16-09-2020,23
7,16-09-2020,15
8,16-09-2020,6
9,16-09-2020,9
10,16-09-2020,17
11,16-09-2020,16
12,16-09-2020,7
13,16-09-2020,67
14,16-09-2020,17
15,16-09-2020,102
16,16-09-2020,4
17,16-09-2020,39
18,16-09-2020,15
19,16-09-2020,5
20,16-09-2020,19
21,16-09-2020,4
22,16-09-2020,6
23,16-09-2020,11
24,16-09-2020,2
25,16-09-2020,22
26,16-09-2020,13
27,16-09-2020,10
28,16-09-2020,7
29,16-09-2020,1
30,16-09-2020,8
1,17-09-2020,29
2,17-09-2020,67
3,17-09-2020,20
4,17-09-2020,0
5,17-09-2020,271
6,17-09-2020,23
7,17-09-2020,15
8,17-09-2020,6
9,17-09-2020,9
10,17-09-2020,17
11,17-09-2020,16
12,17-09-2020,7
13,17-09-2020,67
14,17-09-2020,17
15,17-09-2020,62
16,17-09-2020,4
17,17-09-2020,38
18,17-09-2020,25
19,17-09-2020,5
20,17-09-2020,20
21,17-09-2020,4
22,17-09-2020,6
23,17-09-2020,11
24,17-09-2020,2
25,17-09-2020,22
26,17-09-2020,16
27,17-09-2020,10
28,17-09-2020,7
29,17-09-2020,1
30,17-09-2020,8
1,18-09-2020,29
2,18-09-2020,67
3,18-09-2020,20
4,18-09-2020,0
5,18-09-2020,271
6,18-09-2020,23
7,18-09-2020,15
8,18-09-2020,7
9,18-09-2020,9
10,18-09-2020,17
11,18-09-2020,16
12,18-09-2020,7
13,18-09-2020,74
14,18-09-2020,17
15,18-09-2020,62
16,18-09-2020,4
17,18-09-2020,38
18,18-09-2020,25
19,18-09-2020,6
20,18-09-2020,20
21,18-09-2020,4
22,18-09-2020,6
23,18-09-2020,11
24,18-09-2020,2
25,18-09-2020,22
26,18-09-2020,16
27,18-09-2020,10
28,18-09-2020,7
29,18-09-2020,1
30,18-09-2020,8
1,19-09-2020,29
2,19-09-2020,70
3,19-09-2020,20
4,19-09-2020,0
5,19-09-2020,255
6,19-09-2020,23
7,19-09-2020,15
8,19-09-2020,7
9,19-09-2020,9
10,19-09-2020,17
11,19-09-2020,16
12,19-09-2020,7
13,19-09-2020,91
14,19-09-2020,17
15,19-09-2020,62
16,19-09-2020,4
17,19-09-2020,39
18,19-09-2020,25
19,19-09-2020,4
20,19-09-2020,23
21,19-09-2020,4
22,19-09-2020,6
23,19-09-2020,11
24,19-09-2020,2
25,19-09-2020,22
26,19-09-2020,18
27,19-09-2020,10
28,19-09-2020,7
29,19-09-2020,1
30,19-09-2020,8
1,20-09-2020,24
2,20-09-2020,70
3,20-09-2020,20
4,20-09-2020,0
5,20-09-2020,258
6,20-09-2020,23
7,20-09-2020,15
8,20-09-2020,7
9,20-09-2020,9
10,20-09-2020,17
11,20-09-2020,16
12,20-09-2020,7
13,20-09-2020,91
14,20-09-2020,17
15,20-09-2020,62
16,20-09-2020,4
17,20-09-2020,39
18,20-09-2020,21
19,20-09-2020,2
20,20-09-2020,21
21,20-09-2020,4
22,20-09-2020,5
23,20-09-2020,11
24,20-09-2020,2
25,20-09-2020,22
26,20-09-2020,18
27,20-09-2020,10
28,20-09-2020,7
29,20-09-2020,1
30,20-09-2020,8
1,21-09-2020,24
2,21-09-2020,70
3,21-09-2020,20
4,21-09-2020,0
5,21-09-2020,259
6,21-09-2020,23
7,21-09-2020,15
8,21-09-2020,7
9,21-09-2020,9
10,21-09-2020,17
11,21-09-2020,16
12,21-09-2020,7
13,21-09-2020,93
14,21-09-2020,17
15,21-09-2020,62
16,21-09-2020,4
17,21-09-2020,39
18,21-09-2020,21
19,21-09-2020,2
20,21-09-2020,21
21,21-09-2020,4
22,21-09-2020,5
23,21-09-2020,11
24,21-09-2020,2
25,21-09-2020,22
26,21-09-2020,13
27,21-09-2020,10
28,21-09-2020,7
29,21-09-2020,1
30,21-09-2020,8
1,22-09-2020,25
2,22-09-2020,82
3,22-09-2020,20
4,22-09-2020,0
5,22-09-2020,259
6,22-09-2020,23
7,22-09-2020,15
8,22-09-2020,7
9,22-09-2020,9
10,22-09-2020,17
11,22-09-2020,16
12,22-09-2020,7
13,22-09-2020,93
14,22-09-2020,17
15,22-09-2020,62
16,22-09-2020,4
17,22-09-2020,39
18,22-09-2020,21
19,22-09-2020,2
20,22-09-2020,21
21,22-09-2020,4
22,22-09-2020,5
23,22-09-2020,11
24,22-09-2020,2
25,22-09-2020,22
26,22-09-2020,13
27,22-09-2020,10
28,22-09-2020,7
29,22-09-2020,1
30,22-09-2020,8
1,23-09-2020,26
2,23-09-2020,74
3,23-09-2020,20
4,23-09-2020,0
5,23-09-2020,259
6,23-09-2020,23
7,23-09-2020,15
8,23-09-2020,7
9,23-09-2020,9
10,23-09-2020,17
11,23-09-2020,16
12,23-09-2020,7
13,23-09-2020,93
14,23-09-2020,17
15,23-09-2020,62
16,23-09-2020,4
17,23-09-2020,39
18,23-09-2020,21
19,23-09-2020,6
20,23-09-2020,20
21,23-09-2020,4
22,23-09-2020,5
23,23-09-2020,11
24,23-09-2020,2
25,23-09-2020,22
26,23-09-2020,15
27,23-09-2020,6
28,23-09-2020,7
29,23-09-2020,1
30,23-09-2020,8
1,24-09-2020,29
2,24-09-2020,75
3,24-09-2020,20
4,24-09-2020,0
5,24-09-2020,260
6,24-09-2020,23
7,24-09-2020,15
8,24-09-2020,7
9,24-09-2020,9
10,24-09-2020,17
11,24-09-2020,16
12,24-09-2020,7
13,24-09-2020,93
14,24-09-2020,17
15,24-09-2020,62
16,24-09-2020,4
17,24-09-2020,43
18,24-09-2020,21
19,24-09-2020,7
20,24-09-2020,21
21,24-09-2020,4
22,24-09-2020,5
23,24-09-2020,11
24,24-09-2020,2
25,24-09-2020,22
26,24-09-2020,15
27,24-09-2020,6
28,24-09-2020,7
29,24-09-2020,1
30,24-09-2020,8
1,25-09-2020,28
2,25-09-2020,76
3,25-09-2020,20
4,25-09-2020,0
5,25-09-2020,261
6,25-09-2020,23
7,25-09-2020,15
8,25-09-2020,7
9,25-09-2020,9
10,25-09-2020,17
11,25-09-2020,16
12,25-09-2020,7
13,25-09-2020,93
14,25-09-2020,17
15,25-09-2020,62
16,25-09-2020,4
17,25-09-2020,43
18,25-09-2020,21
19,25-09-2020,7
20,25-09-2020,21
21,25-09-2020,4
22,25-09-2020,5
23,25-09-2020,9
24,25-09-2020,2
25,25-09-2020,22
26,25-09-2020,14
27,25-09-2020,4
28,25-09-2020,7
29,25-09-2020,1
30,25-09-2020,8
1,26-09-2020,28
2,26-09-2020,80
3,26-09-2020,20
4,26-09-2020,0
5,26-09-2020,264
6,26-09-2020,23
7,26-09-2020,15
8,26-09-2020,7
9,26-09-2020,9
10,26-09-2020,17
11,26-09-2020,16
12,26-09-2020,7
13,26-09-2020,93
14,26-09-2020,17
15,26-09-2020,62
16,26-09-2020,4
17,26-09-2020,43
18,26-09-2020,21
19,26-09-2020,7
20,26-09-2020,21
21,26-09-2020,4
22,26-09-2020,5
23,26-09-2020,9
24,26-09-2020,2
25,26-09-2020,22
26,26-09-2020,15
27,26-09-2020,5
28,26-09-2020,7
29,26-09-2020,1
30,26-09-2020,8
1,27-09-2020,26
2,27-09-2020,80
3,27-09-2020,20
4,27-09-2020,0
5,27-09-2020,264
6,27-09-2020,23
7,27-09-2020,15
8,27-09-2020,7
9,27-09-2020,9
10,27-09-2020,17
11,27-09-2020,16
12,27-09-2020,7
13,27-09-2020,93
14,27-09-2020,17
15,27-09-2020,62
16,27-09-2020,4
17,27-09-2020,47
18,27-09-2020,21
19,27-09-2020,7
20,27-09-2020,21
21,27-09-2020,4
22,27-09-2020,5
23,27-09-2020,9
24,27-09-2020,2
25,27-09-2020,22
26,27-09-2020,15
27,27-09-2020,6
28,27-09-2020,7
29,27-09-2020,1
30,27-09-2020,8
1,28-09-2020,27
2,28-09-2020,80
3,28-09-2020,20
4,28-09-2020,0
5,28-09-2020,252
6,28-09-2020,23
7,28-09-2020,15
8,28-09-2020,7
9,28-09-2020,9
10,28-09-2020,17
11,28-09-2020,16
12,28-09-2020,7
13,28-09-2020,93
14,28-09-2020,17
15,28-09-2020,62
16,28-09-2020,4
17,28-09-2020,47
18,28-09-2020,21
19,28-09-2020,7
20,28-09-2020,21
21,28-09-2020,4
22,28-09-2020,5
23,28-09-2020,9
24,28-09-2020,2
25,28-09-2020,22
26,28-09-2020,13
27,28-09-2020,6
28,28-09-2020,7
29,28-09-2020,1
30,28-09-2020,8
1,29-09-2020,27
2,29-09-2020,80
3,29-09-2020,20
4,29-09-2020,0
5,29-09-2020,261
6,29-09-2020,23
7,29-09-2020,15
8,29-09-2020,7
9,29-09-2020,9
10,29-09-2020,17
11,29-09-2020,16
12,29-09-2020,7
13,29-09-2020,93
14,29-09-2020,17
15,29-09-2020,62
16,29-09-2020,4
17,29-09-2020,40
18,29-09-2020,16
19,29-09-2020,7
20,29-09-2020,21
21,29-09-2020,4
22,29-09-2020,5
23,29-09-2020,9
24,29-09-2020,2
25,29-09-2020,22
26,29-09-2020,13
27,29-09-2020,2
28,29-09-2020,7
29,29-09-2020,1
30,29-09-2020,8
1,30-09-2020,26
2,30-09-2020,80
3,30-09-2020,20
4,30-09-2020,0
5,30-09-2020,273
6,30-09-2020,23
7,30-09-2020,15
8,30-09-2020,7
9,30-09-2020,9
10,30-09-2020,17
11,30-09-2020,16
12,30-09-2020,7
13,30-09-2020,93
14,30-09-2020,17
15,30-09-2020,62
16,30-09-2020,4
17,30-09-2020,36
18,30-09-2020,16
19,30-09-2020,7
20,30-09-2020,21
21,30-09-2020,4
22,30-09-2020,5
23,30-09-2020,9
24,30-09-2020,2
25,30-09-2020,22
26,30-09-2020,13
27,30-09-2020,1
28,30-09-2020,7
29,30-09-2020,1
30,30-09-2020,8
1,01-10-2020,26
2,01-10-2020,75
3,01-10-2020,20
4,01-10-2020,0
5,01-10-2020,268
6,01-10-2020,23
7,01-10-2020,15
8,01-10-2020,7
9,01-10-2020,9
10,01-10-2020,17
11,01-10-2020,16
12,01-10-2020,7
13,01-10-2020,93
14,01-10-2020,17
15,01-10-2020,62
16,01-10-2020,4
17,01-10-2020,36
18,01-10-2020,16
19,01-10-2020,7
20,01-10-2020,21
21,01-10-2020,4
22,01-10-2020,5
23,01-10-2020,9
24,01-10-2020,2
25,01-10-2020,22
26,01-10-2020,13
27,01-10-2020,1
28,01-10-2020,7
29,01-10-2020,1
30,01-10-2020,8
1,02-10-2020,26
2,02-10-2020,75
3,02-10-2020,20
4,02-10-2020,0
5,02-10-2020,285
6,02-10-2020,23
7,02-10-2020,15
8,02-10-2020,7
9,02-10-2020,9
10,02-10-2020,17
11,02-10-2020,16
12,02-10-2020,7
13,02-10-2020,93
14,02-10-2020,17
15,02-10-2020,62
16,02-10-2020,4
17,02-10-2020,36
18,02-10-2020,15
19,02-10-2020,7
20,02-10-2020,21
21,02-10-2020,4
22,02-10-2020,5
23,02-10-2020,9
24,02-10-2020,2
25,02-10-2020,22
26,02-10-2020,13
27,02-10-2020,1
28,02-10-2020,7
29,02-10-2020,1
30,02-10-2020,8
1,03-10-2020,24
2,03-10-2020,80
3,03-10-2020,20
4,03-10-2020,0
5,03-10-2020,291
6,03-10-2020,23
7,03-10-2020,15
8,03-10-2020,7
9,03-10-2020,9
10,03-10-2020,17
11,03-10-2020,16
12,03-10-2020,7
13,03-10-2020,93
14,03-10-2020,17
15,03-10-2020,62
16,03-10-2020,4
17,03-10-2020,40
18,03-10-2020,15
19,03-10-2020,7
20,03-10-2020,21
21,03-10-2020,4
22,03-10-2020,5
23,03-10-2020,9
24,03-10-2020,2
25,03-10-2020,22
26,03-10-2020,13
27,03-10-2020,2
28,03-10-2020,7
29,03-10-2020,1
30,03-10-2020,8
1,04-10-2020,24
2,04-10-2020,80
3,04-10-2020,20
4,04-10-2020,0
5,04-10-2020,293
6,04-10-2020,23
7,04-10-2020,15
8,04-10-2020,7
9,04-10-2020,9
10,04-10-2020,17
11,04-10-2020,16
12,04-10-2020,7
13,04-10-2020,93
14,04-10-2020,17
15,04-10-2020,54
16,04-10-2020,4
17,04-10-2020,40
18,04-10-2020,15
19,04-10-2020,7
20,04-10-2020,21
21,04-10-2020,4
22,04-10-2020,10
23,04-10-2020,9
24,04-10-2020,2
25,04-10-2020,22
26,04-10-2020,14
27,04-10-2020,2
28,04-10-2020,13
29,04-10-2020,1
30,04-10-2020,8
1,05-10-2020,27
2,05-10-2020,80
3,05-10-2020,20
4,05-10-2020,0
5,05-10-2020,299
6,05-10-2020,23
7,05-10-2020,15
8,05-10-2020,7
9,05-10-2020,9
10,05-10-2020,17
11,05-10-2020,16
12,05-10-2020,7
13,05-10-2020,93
14,05-10-2020,17
15,05-10-2020,54
16,05-10-2020,4
17,05-10-2020,37
18,05-10-2020,15
19,05-10-2020,7
20,05-10-2020,13
21,05-10-2020,4
22,05-10-2020,10
23,05-10-2020,9
24,05-10-2020,2
25,05-10-2020,22
26,05-10-2020,14
27,05-10-2020,1
28,05-10-2020,10
29,05-10-2020,1
30,05-10-2020,8
1,06-10-2020,27
2,06-10-2020,80
3,06-10-2020,20
4,06-10-2020,0
5,06-10-2020,302
6,06-10-2020,23
7,06-10-2020,15
8,06-10-2020,7
9,06-10-2020,9
10,06-10-2020,17
11,06-10-2020,16
12,06-10-2020,7
13,06-10-2020,93
14,06-10-2020,17
15,06-10-2020,54
16,06-10-2020,4
17,06-10-2020,37
18,06-10-2020,15
19,06-10-2020,7
20,06-10-2020,17
21,06-10-2020,4
22,06-10-2020,10
23,06-10-2020,9
24,06-10-2020,2
25,06-10-2020,22
26,06-10-2020,13
27,06-10-2020,2
28,06-10-2020,10
29,06-10-2020,1
30,06-10-2020,8
1,07-10-2020,27
2,07-10-2020,80
3,07-10-2020,20
4,07-10-2020,0
5,07-10-2020,303
6,07-10-2020,23
7,07-10-2020,15
8,07-10-2020,7
9,07-10-2020,9
10,07-10-2020,17
11,07-10-2020,16
12,07-10-2020,7
13,07-10-2020,93
14,07-10-2020,17
15,07-10-2020,54
16,07-10-2020,4
17,07-10-2020,29
18,07-10-2020,15
19,07-10-2020,7
20,07-10-2020,15
21,07-10-2020,4
22,07-10-2020,9
23,07-10-2020,9
24,07-10-2020,2
25,07-10-2020,22
26,07-10-2020,13
27,07-10-2020,5
28,07-10-2020,10
29,07-10-2020,1
30,07-10-2020,8
1,08-10-2020,27
2,08-10-2020,80
3,08-10-2020,20
4,08-10-2020,0
5,08-10-2020,303
6,08-10-2020,23
7,08-10-2020,15
8,08-10-2020,7
9,08-10-2020,9
10,08-10-2020,17
11,08-10-2020,16
12,08-10-2020,7
13,08-10-2020,93
14,08-10-2020,17
15,08-10-2020,54
16,08-10-2020,4
17,08-10-2020,29
18,08-10-2020,15
19,08-10-2020,7
20,08-10-2020,15
21,08-10-2020,4
22,08-10-2020,9
23,08-10-2020,9
24,08-10-2020,2
25,08-10-2020,22
26,08-10-2020,13
27,08-10-2020,5
28,08-10-2020,10
29,08-10-2020,1
30,08-10-2020,8
1,09-10-2020,23
2,09-10-2020,80
3,09-10-2020,20
4,09-10-2020,0
5,09-10-2020,335
6,09-10-2020,23
7,09-10-2020,15
8,09-10-2020,7
9,09-10-2020,9
10,09-10-2020,17
11,09-10-2020,16
12,09-10-2020,7
13,09-10-2020,93
14,09-10-2020,17
15,09-10-2020,48
16,09-10-2020,4
17,09-10-2020,29
18,09-10-2020,15
19,09-10-2020,7
20,09-10-2020,12
21,09-10-2020,4
22,09-10-2020,9
23,09-10-2020,14
