DISTRICTCODE,Date,ICU
2,17-07-2020,16
3,17-07-2020,9
4,17-07-2020,0
5,17-07-2020,333
6,17-07-2020,11
7,17-07-2020,8
8,17-07-2020,3
9,17-07-2020,1
10,17-07-2020,4
11,17-07-2020,7
12,17-07-2020,4
13,17-07-2020,24
14,17-07-2020,8
15,17-07-2020,15
16,17-07-2020,2
17,17-07-2020,33
18,17-07-2020,2
19,17-07-2020,0
20,17-07-2020,10
21,17-07-2020,16
22,17-07-2020,12
23,17-07-2020,17
24,17-07-2020,1
25,17-07-2020,6
26,17-07-2020,14
27,17-07-2020,5
28,17-07-2020,3
29,17-07-2020,1
30,17-07-2020,0
1,18-07-2020,3
2,18-07-2020,21
3,18-07-2020,9
4,18-07-2020,0
5,18-07-2020,332
6,18-07-2020,11
7,18-07-2020,8
8,18-07-2020,3
9,18-07-2020,1
10,18-07-2020,5
11,18-07-2020,7
12,18-07-2020,8
13,18-07-2020,26
14,18-07-2020,15
15,18-07-2020,16
16,18-07-2020,2
17,18-07-2020,36
18,18-07-2020,2
19,18-07-2020,0
20,18-07-2020,7
21,18-07-2020,15
22,18-07-2020,12
23,18-07-2020,17
24,18-07-2020,0
25,18-07-2020,6
26,18-07-2020,9
27,18-07-2020,5
28,18-07-2020,3
29,18-07-2020,1
30,18-07-2020,0
1,19-07-2020,2
2,19-07-2020,19
3,19-07-2020,9
4,19-07-2020,0
5,19-07-2020,332
6,19-07-2020,11
7,19-07-2020,8
8,19-07-2020,2
9,19-07-2020,1
10,19-07-2020,5
11,19-07-2020,7
12,19-07-2020,8
13,19-07-2020,26
14,19-07-2020,16
15,19-07-2020,16
16,19-07-2020,3
17,19-07-2020,32
18,19-07-2020,4
19,19-07-2020,0
20,19-07-2020,8
21,19-07-2020,15
22,19-07-2020,12
23,19-07-2020,17
24,19-07-2020,0
25,19-07-2020,5
26,19-07-2020,12
27,19-07-2020,5
28,19-07-2020,3
29,19-07-2020,1
30,19-07-2020,0
1,20-07-2020,2
2,20-07-2020,18
3,20-07-2020,9
4,20-07-2020,0
5,20-07-2020,336
6,20-07-2020,11
7,20-07-2020,8
8,20-07-2020,2
9,20-07-2020,1
10,20-07-2020,5
11,20-07-2020,7
12,20-07-2020,8
13,20-07-2020,26
14,20-07-2020,16
15,20-07-2020,12
16,20-07-2020,3
17,20-07-2020,32
18,20-07-2020,2
19,20-07-2020,0
20,20-07-2020,8
21,20-07-2020,15
22,20-07-2020,12
23,20-07-2020,17
24,20-07-2020,0
25,20-07-2020,7
26,20-07-2020,14
27,20-07-2020,5
28,20-07-2020,3
29,20-07-2020,1
30,20-07-2020,0
1,21-07-2020,2
2,21-07-2020,19
3,21-07-2020,9
4,21-07-2020,0
5,21-07-2020,336
6,21-07-2020,11
7,21-07-2020,8
8,21-07-2020,4
9,21-07-2020,1
10,21-07-2020,5
11,21-07-2020,7
12,21-07-2020,8
13,21-07-2020,23
14,21-07-2020,16
15,21-07-2020,12
16,21-07-2020,6
17,21-07-2020,32
18,21-07-2020,5
19,21-07-2020,0
20,21-07-2020,7
21,21-07-2020,17
22,21-07-2020,12
23,21-07-2020,17
24,21-07-2020,0
25,21-07-2020,6
26,21-07-2020,11
27,21-07-2020,5
28,21-07-2020,3
29,21-07-2020,1
30,21-07-2020,0
1,22-07-2020,3
2,22-07-2020,21
3,22-07-2020,9
4,22-07-2020,0
5,22-07-2020,336
6,22-07-2020,11
7,22-07-2020,4
8,22-07-2020,8
9,22-07-2020,1
10,22-07-2020,4
11,22-07-2020,7
12,22-07-2020,7
13,22-07-2020,35
14,22-07-2020,16
15,22-07-2020,18
16,22-07-2020,6
17,22-07-2020,37
18,22-07-2020,2
19,22-07-2020,0
20,22-07-2020,14
21,22-07-2020,17
22,22-07-2020,12
23,22-07-2020,17
24,22-07-2020,0
25,22-07-2020,6
26,22-07-2020,16
27,22-07-2020,5
28,22-07-2020,5
29,22-07-2020,1
30,22-07-2020,0
1,23-07-2020,3
2,23-07-2020,21
3,23-07-2020,9
4,23-07-2020,0
5,23-07-2020,361
6,23-07-2020,11
7,23-07-2020,4
8,23-07-2020,8
9,23-07-2020,1
10,23-07-2020,2
11,23-07-2020,7
12,23-07-2020,9
13,23-07-2020,33
14,23-07-2020,16
15,23-07-2020,19
16,23-07-2020,7
17,23-07-2020,37
18,23-07-2020,3
19,23-07-2020,0
20,23-07-2020,9
21,23-07-2020,17
22,23-07-2020,12
23,23-07-2020,17
24,23-07-2020,0
25,23-07-2020,6
26,23-07-2020,17
27,23-07-2020,5
28,23-07-2020,5
29,23-07-2020,1
30,23-07-2020,0
1,24-07-2020,4
2,24-07-2020,16
3,24-07-2020,9
4,24-07-2020,0
5,24-07-2020,362
6,24-07-2020,11
7,24-07-2020,6
8,24-07-2020,8
9,24-07-2020,1
10,24-07-2020,1
11,24-07-2020,7
12,24-07-2020,8
13,24-07-2020,23
14,24-07-2020,16
15,24-07-2020,18
16,24-07-2020,4
17,24-07-2020,29
18,24-07-2020,3
19,24-07-2020,0
20,24-07-2020,12
21,24-07-2020,17
22,24-07-2020,12
23,24-07-2020,17
24,24-07-2020,0
25,24-07-2020,6
26,24-07-2020,10
27,24-07-2020,5
28,24-07-2020,5
29,24-07-2020,1
30,24-07-2020,0
1,25-07-2020,4
2,25-07-2020,19
3,25-07-2020,9
4,25-07-2020,0
5,25-07-2020,339
6,25-07-2020,11
7,25-07-2020,6
8,25-07-2020,4
9,25-07-2020,1
10,25-07-2020,4
11,25-07-2020,7
12,25-07-2020,8
13,25-07-2020,37
14,25-07-2020,17
15,25-07-2020,23
16,25-07-2020,5
17,25-07-2020,29
18,25-07-2020,3
19,25-07-2020,0
20,25-07-2020,13
21,25-07-2020,17
22,25-07-2020,12
23,25-07-2020,17
24,25-07-2020,0
25,25-07-2020,6
26,25-07-2020,10
27,25-07-2020,5
28,25-07-2020,4
29,25-07-2020,1
30,25-07-2020,0
1,26-07-2020,4
2,26-07-2020,19
3,26-07-2020,9
4,26-07-2020,0
5,26-07-2020,353
6,26-07-2020,11
7,26-07-2020,6
8,26-07-2020,4
9,26-07-2020,1
10,26-07-2020,4
11,26-07-2020,7
12,26-07-2020,8
13,26-07-2020,37
14,26-07-2020,18
15,26-07-2020,20
16,26-07-2020,5
17,26-07-2020,29
18,26-07-2020,2
19,26-07-2020,0
20,26-07-2020,19
21,26-07-2020,17
22,26-07-2020,12
23,26-07-2020,17
24,26-07-2020,0
25,26-07-2020,8
26,26-07-2020,12
27,26-07-2020,5
28,26-07-2020,4
29,26-07-2020,1
30,26-07-2020,0
1,27-07-2020,4
2,27-07-2020,13
3,27-07-2020,9
4,27-07-2020,0
5,27-07-2020,329
6,27-07-2020,11
7,27-07-2020,6
8,27-07-2020,4
9,27-07-2020,2
10,27-07-2020,5
11,27-07-2020,7
12,27-07-2020,8
13,27-07-2020,36
14,27-07-2020,15
15,27-07-2020,17
16,27-07-2020,8
17,27-07-2020,29
18,27-07-2020,2
19,27-07-2020,0
20,27-07-2020,19
21,27-07-2020,17
22,27-07-2020,12
23,27-07-2020,17
24,27-07-2020,0
25,27-07-2020,8
26,27-07-2020,10
27,27-07-2020,5
28,27-07-2020,4
29,27-07-2020,1
30,27-07-2020,0
1,28-07-2020,4
2,28-07-2020,20
3,28-07-2020,9
4,28-07-2020,0
5,28-07-2020,331
6,28-07-2020,11
7,28-07-2020,6
8,28-07-2020,5
9,28-07-2020,2
10,28-07-2020,6
11,28-07-2020,7
12,28-07-2020,8
13,28-07-2020,34
14,28-07-2020,16
15,28-07-2020,24
16,28-07-2020,8
17,28-07-2020,29
18,28-07-2020,2
19,28-07-2020,0
20,28-07-2020,15
21,28-07-2020,17
22,28-07-2020,12
23,28-07-2020,17
24,28-07-2020,0
25,28-07-2020,8
26,28-07-2020,9
27,28-07-2020,5
28,28-07-2020,6
29,28-07-2020,1
30,28-07-2020,0
1,29-07-2020,4
2,29-07-2020,20
3,29-07-2020,9
4,29-07-2020,0
5,29-07-2020,352
6,29-07-2020,11
7,29-07-2020,5
8,29-07-2020,5
9,29-07-2020,4
10,29-07-2020,6
11,29-07-2020,7
12,29-07-2020,8
13,29-07-2020,40
14,29-07-2020,18
15,29-07-2020,25
16,29-07-2020,8
17,29-07-2020,22
18,29-07-2020,2
19,29-07-2020,0
20,29-07-2020,15
21,29-07-2020,16
22,29-07-2020,12
23,29-07-2020,17
24,29-07-2020,0
25,29-07-2020,8
26,29-07-2020,13
27,29-07-2020,5
28,29-07-2020,6
29,29-07-2020,1
30,29-07-2020,0
1,30-07-2020,4
2,30-07-2020,15
3,30-07-2020,9
4,30-07-2020,0
5,30-07-2020,337
6,30-07-2020,11
7,30-07-2020,5
8,30-07-2020,5
9,30-07-2020,2
10,30-07-2020,7
11,30-07-2020,7
12,30-07-2020,9
13,30-07-2020,39
14,30-07-2020,18
15,30-07-2020,21
16,30-07-2020,8
17,30-07-2020,21
18,30-07-2020,2
19,30-07-2020,0
20,30-07-2020,18
21,30-07-2020,18
22,30-07-2020,12
23,30-07-2020,17
24,30-07-2020,0
25,30-07-2020,7
26,30-07-2020,16
27,30-07-2020,5
28,30-07-2020,6
29,30-07-2020,1
30,30-07-2020,0
1,31-07-2020,4
2,31-07-2020,15
3,31-07-2020,9
4,31-07-2020,0
5,31-07-2020,336
6,31-07-2020,11
7,31-07-2020,5
8,31-07-2020,5
9,31-07-2020,2
10,31-07-2020,7
11,31-07-2020,7
12,31-07-2020,10
13,31-07-2020,36
14,31-07-2020,12
15,31-07-2020,26
16,31-07-2020,7
17,31-07-2020,21
18,31-07-2020,2
19,31-07-2020,0
20,31-07-2020,20
21,31-07-2020,19
22,31-07-2020,12
23,31-07-2020,17
24,31-07-2020,0
25,31-07-2020,7
26,31-07-2020,12
27,31-07-2020,5
28,31-07-2020,1
29,31-07-2020,1
30,31-07-2020,0
1,01-08-2020,4
2,01-08-2020,15
3,01-08-2020,9
4,01-08-2020,0
5,01-08-2020,338
6,01-08-2020,11
7,01-08-2020,5
8,01-08-2020,5
9,01-08-2020,2
10,01-08-2020,7
11,01-08-2020,7
12,01-08-2020,10
13,01-08-2020,39
14,01-08-2020,14
15,01-08-2020,13
16,01-08-2020,7
17,01-08-2020,21
18,01-08-2020,2
19,01-08-2020,0
20,01-08-2020,19
21,01-08-2020,19
22,01-08-2020,12
23,01-08-2020,17
24,01-08-2020,0
25,01-08-2020,7
26,01-08-2020,12
27,01-08-2020,5
28,01-08-2020,1
29,01-08-2020,1
30,01-08-2020,0
1,02-08-2020,4
2,02-08-2020,22
3,02-08-2020,9
4,02-08-2020,0
5,02-08-2020,339
6,02-08-2020,11
7,02-08-2020,5
8,02-08-2020,5
9,02-08-2020,2
10,02-08-2020,12
11,02-08-2020,6
12,02-08-2020,10
13,02-08-2020,40
14,02-08-2020,16
15,02-08-2020,37
16,02-08-2020,7
17,02-08-2020,21
18,02-08-2020,2
19,02-08-2020,0
20,02-08-2020,18
21,02-08-2020,19
22,02-08-2020,12
23,02-08-2020,17
24,02-08-2020,0
25,02-08-2020,7
26,02-08-2020,10
27,02-08-2020,5
28,02-08-2020,1
29,02-08-2020,1
30,02-08-2020,0
1,03-08-2020,4
2,03-08-2020,23
3,03-08-2020,9
4,03-08-2020,0
5,03-08-2020,330
6,03-08-2020,11
7,03-08-2020,5
8,03-08-2020,5
9,03-08-2020,2
10,03-08-2020,12
11,03-08-2020,6
12,03-08-2020,10
13,03-08-2020,37
14,03-08-2020,15
15,03-08-2020,41
16,03-08-2020,7
17,03-08-2020,21
18,03-08-2020,2
19,03-08-2020,0
20,03-08-2020,19
21,03-08-2020,19
22,03-08-2020,12
23,03-08-2020,17
24,03-08-2020,0
25,03-08-2020,22
26,03-08-2020,12
27,03-08-2020,5
28,03-08-2020,1
29,03-08-2020,1
30,03-08-2020,0
1,04-08-2020,4
2,04-08-2020,23
3,04-08-2020,9
4,04-08-2020,0
5,04-08-2020,322
6,04-08-2020,11
7,04-08-2020,5
8,04-08-2020,5
9,04-08-2020,2
10,04-08-2020,12
11,04-08-2020,5
12,04-08-2020,10
13,04-08-2020,40
14,04-08-2020,15
15,04-08-2020,41
16,04-08-2020,7
17,04-08-2020,27
18,04-08-2020,2
19,04-08-2020,0
20,04-08-2020,20
21,04-08-2020,19
22,04-08-2020,12
23,04-08-2020,17
24,04-08-2020,0
25,04-08-2020,7
26,04-08-2020,12
27,04-08-2020,5
28,04-08-2020,1
29,04-08-2020,1
30,04-08-2020,0
1,05-08-2020,4
2,05-08-2020,23
3,05-08-2020,9
4,05-08-2020,0
5,05-08-2020,324
6,05-08-2020,11
7,05-08-2020,5
8,05-08-2020,5
9,05-08-2020,2
10,05-08-2020,13
11,05-08-2020,5
12,05-08-2020,10
13,05-08-2020,39
14,05-08-2020,15
15,05-08-2020,39
16,05-08-2020,7
17,05-08-2020,27
18,05-08-2020,2
19,05-08-2020,0
20,05-08-2020,18
21,05-08-2020,18
22,05-08-2020,12
23,05-08-2020,17
24,05-08-2020,0
25,05-08-2020,8
26,05-08-2020,13
27,05-08-2020,5
28,05-08-2020,1
29,05-08-2020,1
30,05-08-2020,0
1,06-08-2020,4
2,06-08-2020,23
3,06-08-2020,9
4,06-08-2020,0
5,06-08-2020,324
6,06-08-2020,11
7,06-08-2020,5
8,06-08-2020,5
9,06-08-2020,2
10,06-08-2020,9
11,06-08-2020,16
12,06-08-2020,35
13,06-08-2020,40
14,06-08-2020,15
15,06-08-2020,43
16,06-08-2020,7
17,06-08-2020,32
18,06-08-2020,2
19,06-08-2020,0
20,06-08-2020,18
21,06-08-2020,16
22,06-08-2020,12
23,06-08-2020,17
24,06-08-2020,0
25,06-08-2020,7
26,06-08-2020,12
27,06-08-2020,5
28,06-08-2020,1
29,06-08-2020,1
30,06-08-2020,0
1,07-08-2020,4
2,07-08-2020,23
3,07-08-2020,9
4,07-08-2020,0
5,07-08-2020,326
6,07-08-2020,11
7,07-08-2020,5
8,07-08-2020,5
9,07-08-2020,2
10,07-08-2020,13
11,07-08-2020,16
12,07-08-2020,35
13,07-08-2020,40
14,07-08-2020,15
15,07-08-2020,47
16,07-08-2020,7
17,07-08-2020,31
18,07-08-2020,2
19,07-08-2020,0
20,07-08-2020,19
21,07-08-2020,16
22,07-08-2020,12
23,07-08-2020,17
24,07-08-2020,0
25,07-08-2020,6
26,07-08-2020,10
27,07-08-2020,5
28,07-08-2020,1
29,07-08-2020,1
30,07-08-2020,0
1,08-08-2020,4
2,08-08-2020,23
3,08-08-2020,9
4,08-08-2020,0
5,08-08-2020,328
6,08-08-2020,11
7,08-08-2020,5
8,08-08-2020,5
9,08-08-2020,2
10,08-08-2020,13
11,08-08-2020,28
12,08-08-2020,27
13,08-08-2020,45
14,08-08-2020,15
15,08-08-2020,41
16,08-08-2020,7
17,08-08-2020,31
18,08-08-2020,2
19,08-08-2020,0
20,08-08-2020,18
21,08-08-2020,16
22,08-08-2020,12
23,08-08-2020,17
24,08-08-2020,0
25,08-08-2020,5
26,08-08-2020,12
27,08-08-2020,5
28,08-08-2020,1
29,08-08-2020,1
30,08-08-2020,0
1,09-08-2020,4
2,09-08-2020,23
3,09-08-2020,9
4,09-08-2020,0
5,09-08-2020,326
6,09-08-2020,11
7,09-08-2020,5
8,09-08-2020,5
9,09-08-2020,2
10,09-08-2020,13
11,09-08-2020,28
12,09-08-2020,27
13,09-08-2020,41
14,09-08-2020,15
15,09-08-2020,42
16,09-08-2020,7
17,09-08-2020,31
18,09-08-2020,2
19,09-08-2020,0
20,09-08-2020,20
21,09-08-2020,16
22,09-08-2020,12
23,09-08-2020,17
24,09-08-2020,0
25,09-08-2020,6
26,09-08-2020,9
27,09-08-2020,5
28,09-08-2020,1
29,09-08-2020,1
30,09-08-2020,0
1,10-08-2020,4
2,10-08-2020,23
3,10-08-2020,9
4,10-08-2020,0
5,10-08-2020,324
6,10-08-2020,11
7,10-08-2020,5
8,10-08-2020,5
9,10-08-2020,2
10,10-08-2020,13
11,10-08-2020,28
12,10-08-2020,27
13,10-08-2020,44
14,10-08-2020,15
15,10-08-2020,40
16,10-08-2020,7
17,10-08-2020,31
18,10-08-2020,2
19,10-08-2020,0
20,10-08-2020,20
21,10-08-2020,16
22,10-08-2020,12
23,10-08-2020,17
24,10-08-2020,0
25,10-08-2020,8
26,10-08-2020,11
27,10-08-2020,5
28,10-08-2020,1
29,10-08-2020,1
30,10-08-2020,0
1,11-08-2020,4
2,11-08-2020,23
3,11-08-2020,9
4,11-08-2020,0
5,11-08-2020,329
6,11-08-2020,11
7,11-08-2020,5
8,11-08-2020,5
9,11-08-2020,2
10,11-08-2020,13
11,11-08-2020,28
12,11-08-2020,27
13,11-08-2020,38
14,11-08-2020,15
15,11-08-2020,41
16,11-08-2020,7
17,11-08-2020,31
18,11-08-2020,6
19,11-08-2020,0
20,11-08-2020,20
21,11-08-2020,16
22,11-08-2020,12
23,11-08-2020,17
24,11-08-2020,0
25,11-08-2020,7
26,11-08-2020,15
27,11-08-2020,5
28,11-08-2020,12
29,11-08-2020,1
30,11-08-2020,0
1,12-08-2020,4
2,12-08-2020,23
3,12-08-2020,9
4,12-08-2020,0
5,12-08-2020,336
6,12-08-2020,11
7,12-08-2020,5
8,12-08-2020,5
9,12-08-2020,2
10,12-08-2020,11
11,12-08-2020,28
12,12-08-2020,27
13,12-08-2020,33
14,12-08-2020,15
15,12-08-2020,46
16,12-08-2020,7
17,12-08-2020,31
18,12-08-2020,6
19,12-08-2020,0
20,12-08-2020,16
21,12-08-2020,15
22,12-08-2020,12
23,12-08-2020,17
24,12-08-2020,0
25,12-08-2020,9
26,12-08-2020,15
27,12-08-2020,5
28,12-08-2020,12
29,12-08-2020,1
30,12-08-2020,0
1,13-08-2020,4
2,13-08-2020,23
3,13-08-2020,9
4,13-08-2020,0
5,13-08-2020,328
6,13-08-2020,32
7,13-08-2020,5
8,13-08-2020,5
9,13-08-2020,2
10,13-08-2020,9
11,13-08-2020,28
12,13-08-2020,27
13,13-08-2020,34
14,13-08-2020,17
15,13-08-2020,49
16,13-08-2020,7
17,13-08-2020,31
18,13-08-2020,6
19,13-08-2020,0
20,13-08-2020,20
21,13-08-2020,15
22,13-08-2020,12
23,13-08-2020,16
24,13-08-2020,0
25,13-08-2020,6
26,13-08-2020,15
27,13-08-2020,5
28,13-08-2020,13
29,13-08-2020,1
30,13-08-2020,8
1,14-08-2020,4
2,14-08-2020,23
3,14-08-2020,9
4,14-08-2020,0
5,14-08-2020,330
6,14-08-2020,32
7,14-08-2020,5
8,14-08-2020,5
9,14-08-2020,2
10,14-08-2020,11
11,14-08-2020,26
12,14-08-2020,39
13,14-08-2020,36
14,14-08-2020,17
15,14-08-2020,53
16,14-08-2020,7
17,14-08-2020,31
18,14-08-2020,6
19,14-08-2020,0
20,14-08-2020,18
21,14-08-2020,15
22,14-08-2020,12
23,14-08-2020,16
24,14-08-2020,0
25,14-08-2020,8
26,14-08-2020,15
27,14-08-2020,5
28,14-08-2020,13
29,14-08-2020,1
30,14-08-2020,8
1,15-08-2020,4
2,15-08-2020,23
3,15-08-2020,9
4,15-08-2020,0
5,15-08-2020,325
6,15-08-2020,32
7,15-08-2020,5
8,15-08-2020,5
9,15-08-2020,9
10,15-08-2020,10
11,15-08-2020,14
12,15-08-2020,27
13,15-08-2020,36
14,15-08-2020,18
15,15-08-2020,41
16,15-08-2020,7
17,15-08-2020,31
18,15-08-2020,8
19,15-08-2020,0
20,15-08-2020,20
21,15-08-2020,15
22,15-08-2020,12
23,15-08-2020,16
24,15-08-2020,0
25,15-08-2020,7
26,15-08-2020,15
27,15-08-2020,5
28,15-08-2020,13
29,15-08-2020,1
30,15-08-2020,8
1,16-08-2020,4
2,16-08-2020,23
3,16-08-2020,9
4,16-08-2020,0
5,16-08-2020,326
6,16-08-2020,32
7,16-08-2020,5
8,16-08-2020,5
9,16-08-2020,9
10,16-08-2020,9
11,16-08-2020,16
12,16-08-2020,9
13,16-08-2020,36
14,16-08-2020,18
15,16-08-2020,41
16,16-08-2020,7
17,16-08-2020,31
18,16-08-2020,8
19,16-08-2020,0
20,16-08-2020,18
21,16-08-2020,13
22,16-08-2020,12
23,16-08-2020,16
24,16-08-2020,0
25,16-08-2020,7
26,16-08-2020,11
27,16-08-2020,5
28,16-08-2020,13
29,16-08-2020,1
30,16-08-2020,8
1,17-08-2020,4
2,17-08-2020,23
3,17-08-2020,9
4,17-08-2020,0
5,17-08-2020,328
6,17-08-2020,32
7,17-08-2020,5
8,17-08-2020,5
9,17-08-2020,9
10,17-08-2020,10
11,17-08-2020,16
12,17-08-2020,9
13,17-08-2020,36
14,17-08-2020,18
15,17-08-2020,52
16,17-08-2020,7
17,17-08-2020,30
18,17-08-2020,7
19,17-08-2020,0
20,17-08-2020,18
21,17-08-2020,4
22,17-08-2020,12
23,17-08-2020,16
24,17-08-2020,2
25,17-08-2020,7
26,17-08-2020,9
27,17-08-2020,5
28,17-08-2020,13
29,17-08-2020,1
30,17-08-2020,8
1,18-08-2020,4
2,18-08-2020,23
3,18-08-2020,9
4,18-08-2020,0
5,18-08-2020,329
6,18-08-2020,32
7,18-08-2020,5
8,18-08-2020,5
9,18-08-2020,9
10,18-08-2020,10
11,18-08-2020,16
12,18-08-2020,9
13,18-08-2020,36
14,18-08-2020,17
15,18-08-2020,52
16,18-08-2020,7
17,18-08-2020,30
18,18-08-2020,7
19,18-08-2020,0
20,18-08-2020,17
21,18-08-2020,4
22,18-08-2020,12
23,18-08-2020,16
24,18-08-2020,2
25,18-08-2020,7
26,18-08-2020,13
27,18-08-2020,5
28,18-08-2020,13
29,18-08-2020,1
30,18-08-2020,7
1,19-08-2020,4
2,19-08-2020,23
3,19-08-2020,9
4,19-08-2020,0
5,19-08-2020,329
6,19-08-2020,32
7,19-08-2020,5
8,19-08-2020,5
9,19-08-2020,9
10,19-08-2020,10
11,19-08-2020,16
12,19-08-2020,9
13,19-08-2020,36
14,19-08-2020,17
15,19-08-2020,52
16,19-08-2020,7
17,19-08-2020,30
18,19-08-2020,11
19,19-08-2020,0
20,19-08-2020,19
21,19-08-2020,4
22,19-08-2020,12
23,19-08-2020,16
24,19-08-2020,2
25,19-08-2020,7
26,19-08-2020,13
27,19-08-2020,5
28,19-08-2020,13
29,19-08-2020,1
30,19-08-2020,8
1,20-08-2020,4
2,20-08-2020,23
3,20-08-2020,9
4,20-08-2020,0
5,20-08-2020,334
6,20-08-2020,32
7,20-08-2020,5
8,20-08-2020,4
9,20-08-2020,9
10,20-08-2020,10
11,20-08-2020,16
12,20-08-2020,9
13,20-08-2020,36
14,20-08-2020,17
15,20-08-2020,52
16,20-08-2020,7
17,20-08-2020,30
18,20-08-2020,11
19,20-08-2020,0
20,20-08-2020,16
21,20-08-2020,4
22,20-08-2020,12
23,20-08-2020,16
24,20-08-2020,2
25,20-08-2020,7
26,20-08-2020,13
27,20-08-2020,5
28,20-08-2020,13
29,20-08-2020,1
30,20-08-2020,8
1,21-08-2020,4
2,21-08-2020,23
3,21-08-2020,9
4,21-08-2020,0
5,21-08-2020,327
6,21-08-2020,32
7,21-08-2020,5
8,21-08-2020,4
9,21-08-2020,9
10,21-08-2020,10
11,21-08-2020,16
12,21-08-2020,9
13,21-08-2020,36
14,21-08-2020,17
15,21-08-2020,52
16,21-08-2020,7
17,21-08-2020,30
18,21-08-2020,11
19,21-08-2020,0
20,21-08-2020,16
21,21-08-2020,4
22,21-08-2020,12
23,21-08-2020,16
24,21-08-2020,2
25,21-08-2020,7
26,21-08-2020,13
27,21-08-2020,5
28,21-08-2020,13
29,21-08-2020,1
30,21-08-2020,8
1,22-08-2020,4
2,22-08-2020,21
3,22-08-2020,9
4,22-08-2020,0
5,22-08-2020,335
6,22-08-2020,32
7,22-08-2020,24
8,22-08-2020,7
9,22-08-2020,9
10,22-08-2020,10
11,22-08-2020,16
12,22-08-2020,8
13,22-08-2020,36
14,22-08-2020,17
15,22-08-2020,52
16,22-08-2020,7
17,22-08-2020,30
18,22-08-2020,11
19,22-08-2020,0
20,22-08-2020,18
21,22-08-2020,4
22,22-08-2020,12
23,22-08-2020,16
24,22-08-2020,2
25,22-08-2020,7
26,22-08-2020,13
27,22-08-2020,5
28,22-08-2020,13
29,22-08-2020,1
30,22-08-2020,8
1,23-08-2020,4
2,23-08-2020,21
3,23-08-2020,9
4,23-08-2020,0
5,23-08-2020,340
6,23-08-2020,32
7,23-08-2020,24
8,23-08-2020,7
9,23-08-2020,9
10,23-08-2020,10
11,23-08-2020,16
12,23-08-2020,7
13,23-08-2020,68
14,23-08-2020,17
15,23-08-2020,82
16,23-08-2020,7
17,23-08-2020,30
18,23-08-2020,5
19,23-08-2020,0
20,23-08-2020,18
21,23-08-2020,4
22,23-08-2020,12
23,23-08-2020,16
24,23-08-2020,2
25,23-08-2020,7
26,23-08-2020,13
27,23-08-2020,5
28,23-08-2020,13
29,23-08-2020,1
30,23-08-2020,8
1,24-08-2020,4
2,24-08-2020,21
3,24-08-2020,9
4,24-08-2020,0
5,24-08-2020,327
6,24-08-2020,32
7,24-08-2020,24
8,24-08-2020,7
9,24-08-2020,9
10,24-08-2020,10
11,24-08-2020,16
12,24-08-2020,7
13,24-08-2020,68
14,24-08-2020,17
15,24-08-2020,82
16,24-08-2020,5
17,24-08-2020,30
18,24-08-2020,5
19,24-08-2020,0
20,24-08-2020,18
21,24-08-2020,4
22,24-08-2020,9
23,24-08-2020,16
24,24-08-2020,2
25,24-08-2020,7
26,24-08-2020,13
27,24-08-2020,4
28,24-08-2020,13
29,24-08-2020,1
30,24-08-2020,8
1,25-08-2020,4
2,25-08-2020,21
3,25-08-2020,9
4,25-08-2020,0
5,25-08-2020,327
6,25-08-2020,32
7,25-08-2020,12
8,25-08-2020,7
9,25-08-2020,9
10,25-08-2020,10
11,25-08-2020,16
12,25-08-2020,7
13,25-08-2020,68
14,25-08-2020,17
15,25-08-2020,82
16,25-08-2020,5
17,25-08-2020,30
18,25-08-2020,5
19,25-08-2020,0
20,25-08-2020,18
21,25-08-2020,4
22,25-08-2020,9
23,25-08-2020,16
24,25-08-2020,2
25,25-08-2020,7
26,25-08-2020,8
27,25-08-2020,4
28,25-08-2020,13
29,25-08-2020,1
30,25-08-2020,8
1,26-08-2020,4
2,26-08-2020,9
3,26-08-2020,21
4,26-08-2020,0
5,26-08-2020,327
6,26-08-2020,32
7,26-08-2020,21
8,26-08-2020,7
9,26-08-2020,9
10,26-08-2020,10
11,26-08-2020,16
12,26-08-2020,7
13,26-08-2020,68
14,26-08-2020,17
15,26-08-2020,82
16,26-08-2020,5
17,26-08-2020,30
18,26-08-2020,5
19,26-08-2020,0
20,26-08-2020,18
21,26-08-2020,4
22,26-08-2020,9
23,26-08-2020,16
24,26-08-2020,2
25,26-08-2020,7
26,26-08-2020,8
27,26-08-2020,4
28,26-08-2020,13
29,26-08-2020,1
30,26-08-2020,8
1,27-08-2020,4
2,27-08-2020,21
3,27-08-2020,9
4,27-08-2020,0
5,27-08-2020,313
6,27-08-2020,32
7,27-08-2020,21
8,27-08-2020,7
9,27-08-2020,9
10,27-08-2020,10
11,27-08-2020,16
12,27-08-2020,7
13,27-08-2020,68
14,27-08-2020,17
15,27-08-2020,82
16,27-08-2020,5
17,27-08-2020,30
18,27-08-2020,5
19,27-08-2020,0
20,27-08-2020,18
21,27-08-2020,4
22,27-08-2020,9
23,27-08-2020,16
24,27-08-2020,2
25,27-08-2020,7
26,27-08-2020,9
27,27-08-2020,4
28,27-08-2020,13
29,27-08-2020,1
30,27-08-2020,8
1,28-08-2020,4
2,28-08-2020,21
3,28-08-2020,9
4,28-08-2020,0
5,28-08-2020,312
6,28-08-2020,32
7,28-08-2020,23
8,28-08-2020,7
9,28-08-2020,9
10,28-08-2020,10
11,28-08-2020,16
12,28-08-2020,7
