,0,1,2,3,4,5,6
0,60.988265320116426,83.66499501315106,108.29202389683259,134.68929843404638,163.03752272560814,192.96338111342243,225.74165532872868
1,182.35635669617378,239.82106170735454,303.15425155085296,375.11826623981017,450.4209819898716,534.6711473304431,633.4577204606628
2,132.0602153085556,185.27805770971466,247.45254374444644,317.40290457422884,396.556740237902,485.15285801606495,583.8346675234916
3,194.19257144092578,250.8919346250366,319.30346538471156,406.872325590061,519.3446649108143,657.1697087116966,825.4665141735312
4,827.7651536425019,1116.9236021670638,1466.733645362069,1886.3860747430078,2394.8444431704525,2983.5966526164398,3650.0630376964405
5,35.493626548363586,47.55414118172623,59.96016196669378,73.98939724302699,89.24535059815535,106.51051587368438,125.09642246785926
6,37.89143705118918,52.07583135048837,67.53077990149966,84.31642627082809,101.58330284092506,120.02530809877148,139.6780614930378
7,66.12152878603148,95.86337901267947,140.2522184159413,212.0559748919146,337.54302056985625,563.4382854911196,971.6041425426697
8,64.80999491140226,85.8165749676104,108.02577369585437,132.85037710127344,160.6665414054296,193.38474941593202,234.00814805035728
9,118.88466638561584,166.84899114368952,220.87391716729704,281.8849330491245,349.3439546244292,422.5234583703732,501.77333363111603
10,110.35802548033841,145.95672415126015,181.95088453276387,218.82086410162293,259.46063056064196,304.795182769369,353.3203295484396
11,110.48725114299063,150.43239273533976,195.0798570729458,245.18631567909594,301.09091075290746,364.34531528916165,435.16767625618024
12,64.84415507900239,83.52104025228293,104.58272721914155,128.2588728565926,154.49289343307626,184.88939895567285,218.01912527593785
13,47.431339863764,61.26432751792021,75.58925530069335,89.50147293399253,106.36882235930322,125.21068069334773,145.8876325711533
14,112.61864527054883,154.2169760468474,199.71107758839727,249.6661440869667,304.0810339544993,363.78883226352076,429.8372398812847
15,57.87525451631292,79.55473160047451,104.66211684341265,131.9078357376483,162.13013599338024,194.64420030571148,228.59670893757178
16,82.87796025458393,113.2331957545785,147.64490109905023,184.1294807211659,224.9413416328613,269.3570176180808,318.4818527391952
17,43.304669178392714,59.48354441734289,78.1447127459929,98.91474476695386,121.98218560693353,147.72304069100147,175.9177572910051
18,54.31227536728697,71.61038345911943,88.8468445779159,106.67817204868729,125.71093749443608,146.68050821236815,169.2743076060785
19,58.90010226230545,78.37428213084883,99.42859778389467,127.11753532789614,162.33562870106516,204.60312088689076,253.55180806245576
20,68.71865196579267,96.44507120882176,130.24368787049895,169.99506233671377,216.31036970842635,270.54540467547025,334.67436309301877
21,316.8652026082052,414.0499236389268,506.42014215690625,595.4072831076847,689.1004132724507,789.3904495020174,896.77273312508
22,78.17202010410504,107.08768418967419,140.3581301972824,178.6214695010776,221.56175512280825,269.92689677603477,325.0456183149426
23,49.864625165745316,66.95919950935607,85.012251070565,104.22538822733168,124.19232875684436,145.23252426439817,167.9140850142264
24,137.04124795611648,181.4972221796533,230.35336971518132,285.38384485512614,346.52290191258123,413.021253922378,488.0612778183997
25,119.78466831525097,164.0885587362869,212.64970735333068,265.98659546728175,323.83111046729846,384.94303471716137,451.27822431518103
26,146.4915975423386,200.68671059215313,259.8822414163083,327.004301179642,404.64049959328867,497.2044804843616,610.3911745527696
27,72.3846443459572,90.28999214905612,108.63336223417434,128.1023950209647,149.42978006810714,173.80142622776773,199.95301989456013
28,77.00602517358155,107.22354410225084,141.32747363876814,180.5627314207673,226.54246441582603,281.224461056353,345.5761925643654
29,67.90518681457621,94.57937708046494,126.26047190877912,165.11155322471157,210.73408386932155,263.83036491391164,328.49761636945544
