"State","Date","Total Active"
"Dadra and Nagar Haveli","2022-10-19","1"
"Dadra and Nagar Haveli","2022-10-20","1"
"Dadra and Nagar Haveli","2022-10-21","1"
"Dadra and Nagar Haveli","2022-10-22","1"
"Dadra and Nagar Haveli","2022-10-23","1"
"Dadra and Nagar Haveli","2022-10-24","1"
"Dadra and Nagar Haveli","2022-10-25","1"
"Dadra and Nagar Haveli","2022-10-26","1"
"Dadra and Nagar Haveli","2022-10-27","1"
"Dadra and Nagar Haveli","2022-10-28","1"
"Dadra and Nagar Haveli","2022-10-29","1"
"Dadra and Nagar Haveli","2022-10-30","1"
"Dadra and Nagar Haveli","2022-10-31","1"
"Dadra and Nagar Haveli","2022-11-01","1"
"Dadra and Nagar Haveli","2022-11-02","1"
"Dadra and Nagar Haveli","2022-11-03","1"
"Dadra and Nagar Haveli","2022-11-04","1"
"Dadra and Nagar Haveli","2022-11-05","1"
"Dadra and Nagar Haveli","2022-11-06","1"
"Dadra and Nagar Haveli","2022-11-07","1"
"Dadra and Nagar Haveli","2022-11-08","1"
"Dadra and Nagar Haveli","2022-11-09","2"
"Dadra and Nagar Haveli","2022-11-10","2"
"Dadra and Nagar Haveli","2022-11-11","2"
"Dadra and Nagar Haveli","2022-11-12","2"
"Dadra and Nagar Haveli","2022-11-13","2"
"Dadra and Nagar Haveli","2022-11-14","2"
"Dadra and Nagar Haveli","2022-11-15","2"
"Dadra and Nagar Haveli","2022-11-16","2"
"Dadra and Nagar Haveli","2022-11-17","1"
"Dadra and Nagar Haveli","2022-11-18","1"
"Dadra and Nagar Haveli","2022-11-19","0"
"Dadra and Nagar Haveli","2022-11-20","1"
"Dadra and Nagar Haveli","2022-11-21","1"
"Dadra and Nagar Haveli","2022-11-22","1"
"Dadra and Nagar Haveli","2022-11-23","1"
"Dadra and Nagar Haveli","2022-11-24","1"
"Dadra and Nagar Haveli","2022-11-25","1"
"Dadra and Nagar Haveli","2022-11-26","1"
"Dadra and Nagar Haveli","2022-11-27","1"
"Dadra and Nagar Haveli","2022-11-28","1"
"Dadra and Nagar Haveli","2022-11-29","0"
"Dadra and Nagar Haveli","2022-11-30","0"
"Dadra and Nagar Haveli","2022-12-01","0"
"Dadra and Nagar Haveli","2022-12-02","0"
"Dadra and Nagar Haveli","2022-12-03","0"
"Dadra and Nagar Haveli","2022-12-04","0"
"Dadra and Nagar Haveli","2022-12-05","0"
"Dadra and Nagar Haveli","2022-12-06","0"
"Dadra and Nagar Haveli","2022-12-07","0"
"Dadra and Nagar Haveli","2022-12-08","0"
"Dadra and Nagar Haveli","2022-12-09","0"
"Dadra and Nagar Haveli","2022-12-10","0"
"Dadra and Nagar Haveli","2022-12-11","0"
"Dadra and Nagar Haveli","2022-12-12","0"
"Dadra and Nagar Haveli","2022-12-13","0"
"Dadra and Nagar Haveli","2022-12-14","0"
"Dadra and Nagar Haveli","2022-12-15","0"
"Dadra and Nagar Haveli","2022-12-16","0"
"Dadra and Nagar Haveli","2022-12-17","0"
"Dadra and Nagar Haveli","2022-12-18","0"
"Dadra and Nagar Haveli","2022-12-19","0"
"Dadra and Nagar Haveli","2022-12-20","0"
"Dadra and Nagar Haveli","2022-12-21","0"
"Dadra and Nagar Haveli","2022-12-22","0"
"Dadra and Nagar Haveli","2022-12-23","0"
"Dadra and Nagar Haveli","2022-12-24","0"
"Dadra and Nagar Haveli","2022-12-25","0"
"Dadra and Nagar Haveli","2022-12-26","0"
"Dadra and Nagar Haveli","2022-12-27","0"
"Dadra and Nagar Haveli","2022-12-28","0"
"Dadra and Nagar Haveli","2022-12-29","0"
"Dadra and Nagar Haveli","2022-12-31","0"
"Dadra and Nagar Haveli","2023-01-01","0"
"Dadra and Nagar Haveli","2023-01-02","0"
"Dadra and Nagar Haveli","2023-01-03","0"
"Dadra and Nagar Haveli","2023-01-04","0"
"Dadra and Nagar Haveli","2023-01-05","0"
"Dadra and Nagar Haveli","2023-01-06","0"
"Dadra and Nagar Haveli","2023-01-07","0"
"Dadra and Nagar Haveli","2023-01-08","0"
"Dadra and Nagar Haveli","2023-01-09","0"
"Dadra and Nagar Haveli","2023-01-10","0"
"Dadra and Nagar Haveli","2023-01-11","0"
"Dadra and Nagar Haveli","2023-01-12","0"
"Dadra and Nagar Haveli","2023-01-13","0"
"Dadra and Nagar Haveli","2023-01-14","0"
"Dadra and Nagar Haveli","2023-01-15","0"
"Dadra and Nagar Haveli","2023-01-16","0"
"Dadra and Nagar Haveli","2023-01-17","0"
"Dadra and Nagar Haveli","2023-01-18","0"
"Dadra and Nagar Haveli","2023-01-19","0"
"Dadra and Nagar Haveli","2023-01-20","0"
"Dadra and Nagar Haveli","2023-01-21","0"
"Dadra and Nagar Haveli","2023-01-22","0"
"Dadra and Nagar Haveli","2023-01-23","0"
"Dadra and Nagar Haveli","2023-01-24","0"
"Dadra and Nagar Haveli","2023-01-25","0"
"Dadra and Nagar Haveli","2023-01-26","0"
"Dadra and Nagar Haveli","2023-01-27","0"
"Dadra and Nagar Haveli","2023-01-28","0"
"Dadra and Nagar Haveli","2023-01-29","0"
"Dadra and Nagar Haveli","2023-01-30","0"
"Dadra and Nagar Haveli","2023-01-31","0"
"Dadra and Nagar Haveli","2023-02-01","0"
"Delhi","2020-03-10","4"
"Delhi","2020-03-11","5"
"Delhi","2020-03-12","6"
"Delhi","2020-03-13","6"
"Delhi","2020-03-14","5"
"Delhi","2020-03-15","4"
"Delhi","2020-03-16","4"
"Delhi","2020-03-17","5"
"Delhi","2020-03-18","7"
"Delhi","2020-03-19","8"
"Delhi","2020-03-20","11"
"Delhi","2020-03-21","20"
"Delhi","2020-03-22","23"
"Delhi","2020-03-23","23"
"Delhi","2020-03-24","23"
"Delhi","2020-03-25","24"
"Delhi","2020-03-26","29"
"Delhi","2020-03-27","32"
"Delhi","2020-03-28","32"
"Delhi","2020-03-29","41"
"Delhi","2020-03-30","79"
"Delhi","2020-03-31","89"
"Delhi","2020-04-01","144"
"Delhi","2020-04-02","207"
"Delhi","2020-04-03","207"
"Delhi","2020-04-04","424"
"Delhi","2020-04-05","478"
"Delhi","2020-04-06","497"
"Delhi","2020-04-07","548"
"Delhi","2020-04-08","546"
"Delhi","2020-04-09","639"
"Delhi","2020-04-10","860"
"Delhi","2020-04-11","864"
"Delhi","2020-04-12","1025"
"Delhi","2020-04-13","1103"
"Delhi","2020-04-14","1452"
"Delhi","2020-04-15","1501"
"Delhi","2020-04-16","1504"
"Delhi","2020-04-17","1551"
"Delhi","2020-04-18","1593"
"Delhi","2020-04-19","1778"
"Delhi","2020-04-20","1668"
"Delhi","2020-04-21","1603"
"Delhi","2020-04-22","1498"
"Delhi","2020-04-23","1476"
"Delhi","2020-04-24","1518"
"Delhi","2020-04-25","1604"
"Delhi","2020-04-26","1702"
"Delhi","2020-04-27","1987"
"Delhi","2020-04-28","2177"
"Delhi","2020-04-29","2182"
"Delhi","2020-04-30","2291"
"Delhi","2020-05-01","2362"
"Delhi","2020-05-02","2510"
"Delhi","2020-05-03","2802"
"Delhi","2020-05-04","3123"
"Delhi","2020-05-05","3403"
"Delhi","2020-05-06","3572"
"Delhi","2020-05-07","3925"
"Delhi","2020-05-08","3983"
"Delhi","2020-05-09","4230"
"Delhi","2020-05-10","4449"
"Delhi","2020-05-11","4781"
"Delhi","2020-05-12","5031"
"Delhi","2020-05-13","5041"
"Delhi","2020-05-14","5034"
"Delhi","2020-05-15","5310"
"Delhi","2020-05-16","5254"
"Delhi","2020-05-17","5278"
"Delhi","2020-05-18","5409"
"Delhi","2020-05-19","5401"
"Delhi","2020-05-20","5636"
"Delhi","2020-05-21","5720"
"Delhi","2020-05-22","5898"
"Delhi","2020-05-23","6214"
"Delhi","2020-05-24","6412"
"Delhi","2020-05-25","6617"
"Delhi","2020-05-26","7006"
"Delhi","2020-05-27","6954"
"Delhi","2020-05-28","7690"
"Delhi","2020-05-29","8470"
"Delhi","2020-05-30","9142"
"Delhi","2020-05-31","10058"
"Delhi","2020-06-01","10893"
"Delhi","2020-06-02","11565"
"Delhi","2020-06-03","12333"
"Delhi","2020-06-04","13497"
"Delhi","2020-06-05","14456"
"Delhi","2020-06-06","15311"
"Delhi","2020-06-07","16229"
"Delhi","2020-06-08","17125"
"Delhi","2020-06-09","17712"
"Delhi","2020-06-10","18543"
"Delhi","2020-06-11","19581"
"Delhi","2020-06-12","20871"
"Delhi","2020-06-13","22212"
"Delhi","2020-06-14","22742"
"Delhi","2020-06-15","24032"
"Delhi","2020-06-16","25002"
"Delhi","2020-06-17","26351"
"Delhi","2020-06-18","27741"
"Delhi","2020-06-19","26669"
"Delhi","2020-06-20","27512"
"Delhi","2020-06-21","23340"
"Delhi","2020-06-22","24558"
"Delhi","2020-06-23","23820"
"Delhi","2020-06-24","24988"
"Delhi","2020-06-25","26588"
"Delhi","2020-06-26","26586"
"Delhi","2020-06-27","27657"
"Delhi","2020-06-28","28329"
"Delhi","2020-06-29","27847"
"Delhi","2020-06-30","26246"
"Delhi","2020-07-01","26270"
"Delhi","2020-07-02","27007"
"Delhi","2020-07-03","26304"
"Delhi","2020-07-04","26148"
"Delhi","2020-07-05","25940"
"Delhi","2020-07-06","25038"
"Delhi","2020-07-07","25620"
"Delhi","2020-07-08","25449"
"Delhi","2020-07-09","23452"
"Delhi","2020-07-10","21567"
"Delhi","2020-07-11","21146"
"Delhi","2020-07-12","19895"
"Delhi","2020-07-13","19155"
"Delhi","2020-07-14","19017"
"Delhi","2020-07-15","18664"
"Delhi","2020-07-16","17807"
"Delhi","2020-07-17","17407"
"Delhi","2020-07-18","17235"
"Delhi","2020-07-19","16711"
"Delhi","2020-07-20","16031"
"Delhi","2020-07-21","15166"
"Delhi","2020-07-22","15288"
"Delhi","2020-07-23","14954"
"Delhi","2020-07-24","14554"
"Delhi","2020-07-25","13681"
"Delhi","2020-07-26","12657"
"Delhi","2020-07-27","11904"
"Delhi","2020-07-28","10994"
"Delhi","2020-07-29","10887"
"Delhi","2020-07-30","10770"
"Delhi","2020-07-31","10743"
"Delhi","2020-08-01","10705"
"Delhi","2020-08-02","10596"
"Delhi","2020-08-03","10356"
"Delhi","2020-08-04","10207"
"Delhi","2020-08-05","9897"
"Delhi","2020-08-06","10072"
"Delhi","2020-08-07","10348"
"Delhi","2020-08-08","10409"
"Delhi","2020-08-09","10667"
"Delhi","2020-08-10","10729"
"Delhi","2020-08-11","10346"
"Delhi","2020-08-12","10868"
"Delhi","2020-08-13","10946"
"Delhi","2020-08-14","10975"
"Delhi","2020-08-15","11366"
"Delhi","2020-08-16","11489"
"Delhi","2020-08-17","10823"
"Delhi","2020-08-18","10852"
"Delhi","2020-08-19","11068"
"Delhi","2020-08-20","11137"
"Delhi","2020-08-21","11271"
"Delhi","2020-08-22","11426"
"Delhi","2020-08-23","11594"
"Delhi","2020-08-24","11778"
"Delhi","2020-08-25","11626"
"Delhi","2020-08-26","11998"
"Delhi","2020-08-27","12520"
"Delhi","2020-08-28","13208"
"Delhi","2020-08-29","13550"
"Delhi","2020-08-30","14040"
"Delhi","2020-08-31","14793"
"Delhi","2020-09-01","14626"
"Delhi","2020-09-02","15870"
"Delhi","2020-09-03","16502"
"Delhi","2020-09-04","17692"
"Delhi","2020-09-05","18842"
"Delhi","2020-09-06","19870"
"Delhi","2020-09-07","20909"
"Delhi","2020-09-08","20543"
"Delhi","2020-09-09","22377"
"Delhi","2020-09-10","23773"
"Delhi","2020-09-11","25416"
"Delhi","2020-09-12","26907"
"Delhi","2020-09-13","28059"
"Delhi","2020-09-14","28812"
"Delhi","2020-09-15","28641"
"Delhi","2020-09-16","29787"
"Delhi","2020-09-17","30914"
"Delhi","2020-09-18","31721"
"Delhi","2020-09-19","32250"
"Delhi","2020-09-20","32064"
"Delhi","2020-09-21","32097"
"Delhi","2020-09-22","30941"
"Delhi","2020-09-23","31623"
"Delhi","2020-09-24","30836"
"Delhi","2020-09-25","31125"
"Delhi","2020-09-26","30867"
"Delhi","2020-09-27","29717"
"Delhi","2020-09-28","29228"
"Delhi","2020-09-29","27123"
"Delhi","2020-09-30","27524"
"Delhi","2020-10-01","26908"
"Delhi","2020-10-02","26738"
"Delhi","2020-10-03","26450"
"Delhi","2020-10-04","25234"
"Delhi","2020-10-05","24753"
"Delhi","2020-10-06","23080"
"Delhi","2020-10-07","22720"
"Delhi","2020-10-08","22186"
"Delhi","2020-10-09","22232"
"Delhi","2020-10-10","21955"
"Delhi","2020-10-11","22007"
"Delhi","2020-10-12","21701"
"Delhi","2020-10-13","20535"
"Delhi","2020-10-14","21490"
"Delhi","2020-10-15","21903"
"Delhi","2020-10-16","22605"
"Delhi","2020-10-17","22814"
"Delhi","2020-10-18","22884"
"Delhi","2020-10-19","23292"
"Delhi","2020-10-20","22570"
"Delhi","2020-10-21","23922"
"Delhi","2020-10-22","24117"
"Delhi","2020-10-23","25237"
"Delhi","2020-10-24","26001"
"Delhi","2020-10-25","26467"
"Delhi","2020-10-26","26744"
"Delhi","2020-10-27","25786"
"Delhi","2020-10-28","27873"
"Delhi","2020-10-29","29378"
"Delhi","2020-10-30","30952"
"Delhi","2020-10-31","32363"
"Delhi","2020-11-01","32719"
"Delhi","2020-11-02","34173"
"Delhi","2020-11-03","33308"
"Delhi","2020-11-04","36375"
"Delhi","2020-11-05","37369"
"Delhi","2020-11-06","38729"
"Delhi","2020-11-07","39722"
"Delhi","2020-11-08","40258"
"Delhi","2020-11-09","41857"
"Delhi","2020-11-10","39795"
"Delhi","2020-11-11","41385"
"Delhi","2020-11-12","42629"
"Delhi","2020-11-13","43116"
"Delhi","2020-11-14","44329"
"Delhi","2020-11-15","44456"
"Delhi","2020-11-16","39990"
"Delhi","2020-11-17","40128"
"Delhi","2020-11-18","42004"
"Delhi","2020-11-19","42458"
"Delhi","2020-11-20","43221"
"Delhi","2020-11-21","40936"
"Delhi","2020-11-22","39741"
"Delhi","2020-11-23","40212"
"Delhi","2020-11-24","37329"
"Delhi","2020-11-25","38501"
"Delhi","2020-11-26","38287"
"Delhi","2020-11-27","38734"
"Delhi","2020-11-28","38181"
"Delhi","2020-11-29","36578"
"Delhi","2020-11-30","35091"
"Delhi","2020-12-01","32885"
"Delhi","2020-12-02","31769"
"Delhi","2020-12-03","30302"
"Delhi","2020-12-04","29120"
"Delhi","2020-12-05","28252"
"Delhi","2020-12-06","26678"
"Delhi","2020-12-07","24693"
"Delhi","2020-12-08","22486"
"Delhi","2020-12-09","22310"
"Delhi","2020-12-10","20546"
"Delhi","2020-12-11","18753"
"Delhi","2020-12-12","18676"
"Delhi","2020-12-13","17373"
"Delhi","2020-12-14","16785"
"Delhi","2020-12-15","15247"
"Delhi","2020-12-16","14480"
"Delhi","2020-12-17","13261"
"Delhi","2020-12-18","12198"
"Delhi","2020-12-19","11419"
"Delhi","2020-12-20","10358"
"Delhi","2020-12-21","10148"
"Delhi","2020-12-22","9255"
"Delhi","2020-12-23","8735"
"Delhi","2020-12-24","8003"
"Delhi","2020-12-25","7909"
"Delhi","2020-12-26","7267"
"Delhi","2020-12-27","6911"
"Delhi","2020-12-28","6713"
"Delhi","2020-12-29","6297"
"Delhi","2020-12-30","6122"
"Delhi","2020-12-31","5838"
"Delhi","2021-01-01","5511"
"Delhi","2021-01-02","5358"
"Delhi","2021-01-03","5342"
"Delhi","2021-01-04","5044"
"Delhi","2021-01-05","4689"
"Delhi","2021-01-06","4562"
"Delhi","2021-01-07","4481"
"Delhi","2021-01-08","4168"
"Delhi","2021-01-09","3779"
"Delhi","2021-01-10","3683"
"Delhi","2021-01-11","3468"
"Delhi","2021-01-12","3354"
"Delhi","2021-01-13","3179"
"Delhi","2021-01-14","2991"
"Delhi","2021-01-15","2937"
"Delhi","2021-01-16","2795"
"Delhi","2021-01-17","2691"
"Delhi","2021-01-18","2544"
"Delhi","2021-01-19","2335"
"Delhi","2021-01-20","2334"
"Delhi","2021-01-21","2147"
"Delhi","2021-01-22","2120"
"Delhi","2021-01-23","2060"
"Delhi","2021-01-24","1880"
"Delhi","2021-01-25","1741"
"Delhi","2021-01-26","1694"
"Delhi","2021-01-27","1626"
"Delhi","2021-01-28","1501"
"Delhi","2021-01-29","1575"
"Delhi","2021-01-30","1551"
"Delhi","2021-01-31","1436"
"Delhi","2021-02-01","1361"
"Delhi","2021-02-02","1265"
"Delhi","2021-02-03","1217"
"Delhi","2021-02-04","1208"
"Delhi","2021-02-05","1194"
"Delhi","2021-02-06","1206"
"Delhi","2021-02-07","1174"
"Delhi","2021-02-08","1112"
"Delhi","2021-02-09","1096"
"Delhi","2021-02-10","1052"
"Delhi","2021-02-11","1177"
"Delhi","2021-02-12","1051"
"Delhi","2021-02-13","1053"
"Delhi","2021-02-14","1041"
"Delhi","2021-02-15","1031"
"Delhi","2021-02-16","1036"
"Delhi","2021-02-17","1019"
"Delhi","2021-02-18","1078"
"Delhi","2021-02-19","1053"
"Delhi","2021-02-20","1053"
"Delhi","2021-02-21","1025"
"Delhi","2021-02-22","1071"
"Delhi","2021-02-23","1041"
"Delhi","2021-02-24","1009"
"Delhi","2021-02-25","1137"
"Delhi","2021-02-26","1169"
"Delhi","2021-02-27","1231"
"Delhi","2021-02-28","1307"
"Delhi","2021-03-01","1335"
"Delhi","2021-03-02","1404"
"Delhi","2021-03-03","-9368"
"Delhi","2021-03-04","1584"
"Delhi","2021-03-05","1701"
"Delhi","2021-03-06","1779"
"Delhi","2021-03-07","1779"
"Delhi","2021-03-08","1803"
"Delhi","2021-03-09","1730"
"Delhi","2021-03-10","1812"
"Delhi","2021-03-11","1812"
"Delhi","2021-03-12","1900"
"Delhi","2021-03-13","2093"
"Delhi","2021-03-14","2207"
"Delhi","2021-03-15","2262"
"Delhi","2021-03-16","2321"
"Delhi","2021-03-17","2488"
"Delhi","2021-03-18","2702"
"Delhi","2021-03-19","2927"
"Delhi","2021-03-20","3165"
"Delhi","2021-03-21","3409"
"Delhi","2021-03-22","3618"
"Delhi","2021-03-23","3934"
"Delhi","2021-03-24","4411"
"Delhi","2021-03-25","4890"
"Delhi","2021-03-26","5497"
"Delhi","2021-03-27","6051"
"Delhi","2021-03-28","6625"
"Delhi","2021-03-29","7545"
"Delhi","2021-03-30","8029"
"Delhi","2021-03-31","7429"
"Delhi","2021-04-01","8838"
"Delhi","2021-04-02","10498"
"Delhi","2021-04-03","11994"
"Delhi","2021-04-04","12647"
"Delhi","2021-04-05","13982"
"Delhi","2021-04-06","14589"
"Delhi","2021-04-07","17332"
"Delhi","2021-04-08","19455"
"Delhi","2021-04-09","23181"
"Delhi","2021-04-10","26631"
"Delhi","2021-04-11","28773"
"Delhi","2021-04-12","34341"
"Delhi","2021-04-13","38095"
"Delhi","2021-04-14","43510"
"Delhi","2021-04-15","50736"
"Delhi","2021-04-16","54309"
"Delhi","2021-04-17","61005"
"Delhi","2021-04-18","69799"
"Delhi","2021-04-19","74941"
"Delhi","2021-04-20","76887"
"Delhi","2021-04-21","85575"
"Delhi","2021-04-22","85364"
"Delhi","2021-04-23","91618"
"Delhi","2021-04-24","92029"
"Delhi","2021-04-25","93080"
"Delhi","2021-04-26","94592"
"Delhi","2021-04-27","92358"
"Delhi","2021-04-28","98264"
"Delhi","2021-04-29","103424"
"Delhi","2021-04-30","97977"
"Delhi","2021-05-01","99361"
"Delhi","2021-05-02","96747"
"Delhi","2021-05-03","92290"
"Delhi","2021-05-04","89592"
"Delhi","2021-05-05","90419"
"Delhi","2021-05-06","91859"
"Delhi","2021-05-07","90629"
"Delhi","2021-05-08","91035"
"Delhi","2021-05-09","87907"
"Delhi","2021-05-10","86232"
"Delhi","2021-05-11","85258"
"Delhi","2021-05-12","83809"
"Delhi","2021-05-13","82725"
"Delhi","2021-05-14","77717"
"Delhi","2021-05-15","71794"
"Delhi","2021-05-16","66295"
"Delhi","2021-05-17","62783"
"Delhi","2021-05-18","56049"
"Delhi","2021-05-19","50863"
"Delhi","2021-05-20","45047"
"Delhi","2021-05-21","40214"
"Delhi","2021-05-22","35683"
"Delhi","2021-05-23","31308"
"Delhi","2021-05-24","27610"
"Delhi","2021-05-25","24578"
"Delhi","2021-05-26","21739"
"Delhi","2021-05-27","19148"
"Delhi","2021-05-28","16378"
"Delhi","2021-05-29","14581"
"Delhi","2021-05-30","13035"
"Delhi","2021-05-31","12100"
"Delhi","2021-06-01","11040"
"Delhi","2021-06-02","10178"
"Delhi","2021-06-03","9364"
"Delhi","2021-06-04","8748"
"Delhi","2021-06-05","8060"
"Delhi","2021-06-06","6731"
"Delhi","2021-06-07","5889"
"Delhi","2021-06-08","5208"
"Delhi","2021-06-09","4962"
"Delhi","2021-06-10","4511"
"Delhi","2021-06-11","4212"
"Delhi","2021-06-12","3922"
"Delhi","2021-06-13","3610"
"Delhi","2021-06-14","3466"
"Delhi","2021-06-15","3226"
"Delhi","2021-06-16","3078"
"Delhi","2021-06-17","2749"
"Delhi","2021-06-18","2554"
"Delhi","2021-06-19","2445"
"Delhi","2021-06-20","2372"
"Delhi","2021-06-21","2091"
"Delhi","2021-06-22","1996"
"Delhi","2021-06-23","1918"
"Delhi","2021-06-24","1797"
"Delhi","2021-06-25","1767"
"Delhi","2021-06-26","1680"
"Delhi","2021-06-27","1598"
"Delhi","2021-06-28","1568"
"Delhi","2021-06-29","1553"
"Delhi","2021-06-30","1531"
"Delhi","2021-07-01","1379"
"Delhi","2021-07-02","1357"
"Delhi","2021-07-03","1041"
"Delhi","2021-07-04","1016"
"Delhi","2021-07-05","992"
"Delhi","2021-07-06","912"
"Delhi","2021-07-07","833"
"Delhi","2021-07-08","858"
"Delhi","2021-07-09","847"
"Delhi","2021-07-10","798"
"Delhi","2021-07-11","792"
"Delhi","2021-07-12","743"
"Delhi","2021-07-13","693"
"Delhi","2021-07-14","683"
"Delhi","2021-07-15","688"
"Delhi","2021-07-16","671"
"Delhi","2021-07-17","657"
"Delhi","2021-07-18","621"
"Delhi","2021-07-19","592"
"Delhi","2021-07-20","567"
"Delhi","2021-07-21","569"
"Delhi","2021-07-22","566"
"Delhi","2021-07-23","585"
"Delhi","2021-07-24","573"
"Delhi","2021-07-25","587"
"Delhi","2021-07-26","579"
"Delhi","2021-07-27","537"
"Delhi","2021-07-28","570"
"Delhi","2021-07-29","573"
"Delhi","2021-07-30","554"
"Delhi","2021-07-31","580"
"Delhi","2021-08-01","581"
"Delhi","2021-08-02","582"
"Delhi","2021-08-03","538"
"Delhi","2021-08-04","519"
"Delhi","2021-08-05","513"
"Delhi","2021-08-06","518"
"Delhi","2021-08-07","516"
"Delhi","2021-08-08","565"
"Delhi","2021-08-09","536"
"Delhi","2021-08-10","498"
"Delhi","2021-08-11","504"
"Delhi","2021-08-12","494"
"Delhi","2021-08-13","502"
"Delhi","2021-08-14","468"
"Delhi","2021-08-15","478"
"Delhi","2021-08-16","513"
"Delhi","2021-08-17","467"
"Delhi","2021-08-18","471"
"Delhi","2021-08-19","427"
"Delhi","2021-08-20","448"
"Delhi","2021-08-21","459"
"Delhi","2021-08-22","430"
"Delhi","2021-08-23","398"
"Delhi","2021-08-24","374"
"Delhi","2021-08-25","411"
"Delhi","2021-08-26","389"
"Delhi","2021-08-27","413"
"Delhi","2021-08-28","412"
"Delhi","2021-08-29","393"
"Delhi","2021-08-30","392"
"Delhi","2021-08-31","375"
"Delhi","2021-09-01","349"
"Delhi","2021-09-02","343"
"Delhi","2021-09-03","344"
"Delhi","2021-09-04","362"
"Delhi","2021-09-05","354"
"Delhi","2021-09-06","351"
"Delhi","2021-09-07","367"
"Delhi","2021-09-08","386"
"Delhi","2021-09-09","414"
"Delhi","2021-09-10","415"
"Delhi","2021-09-11","399"
"Delhi","2021-09-12","412"
"Delhi","2021-09-13","390"
"Delhi","2021-09-14","377"
"Delhi","2021-09-15","400"
"Delhi","2021-09-16","404"
"Delhi","2021-09-17","404"
"Delhi","2021-09-18","409"
"Delhi","2021-09-19","404"
"Delhi","2021-09-20","387"
"Delhi","2021-09-21","379"
"Delhi","2021-09-22","400"
"Delhi","2021-09-23","411"
"Delhi","2021-09-24","433"
"Delhi","2021-09-25","391"
"Delhi","2021-09-26","379"
"Delhi","2021-09-27","371"
"Delhi","2021-09-28","366"
"Delhi","2021-09-29","373"
"Delhi","2021-09-30","392"
"Delhi","2021-10-01","400"
"Delhi","2021-10-02","409"
"Delhi","2021-10-03","383"
"Delhi","2021-10-04","386"
"Delhi","2021-10-05","398"
"Delhi","2021-10-06","349"
"Delhi","2021-10-07","354"
"Delhi","2021-10-08","383"
"Delhi","2021-10-09","399"
"Delhi","2021-10-10","377"
"Delhi","2021-10-11","347"
"Delhi","2021-10-12","369"
"Delhi","2021-10-13","365"
"Delhi","2021-10-14","338"
"Delhi","2021-10-15","337"
"Delhi","2021-10-16","327"
"Delhi","2021-10-17","326"
"Delhi","2021-10-18","320"
"Delhi","2021-10-19","298"
"Delhi","2021-10-20","322"
"Delhi","2021-10-21","310"
"Delhi","2021-10-22","311"
"Delhi","2021-10-23","340"
"Delhi","2021-10-24","334"
"Delhi","2021-10-25","320"
"Delhi","2021-10-26","307"
"Delhi","2021-10-27","323"
"Delhi","2021-10-28","348"
"Delhi","2021-10-29","345"
"Delhi","2021-10-30","334"
"Delhi","2021-10-31","349"
"Delhi","2021-11-01","348"
"Delhi","2021-11-02","317"
"Delhi","2021-11-03","309"
"Delhi","2021-11-04","320"
"Delhi","2021-11-05","303"
"Delhi","2021-11-06","328"
"Delhi","2021-11-07","351"
"Delhi","2021-11-08","365"
"Delhi","2021-11-09","342"
"Delhi","2021-11-10","349"
"Delhi","2021-11-11","388"
"Delhi","2021-11-12","367"
"Delhi","2021-11-13","371"
"Delhi","2021-11-14","361"
"Delhi","2021-11-15","349"
"Delhi","2021-11-16","337"
"Delhi","2021-11-17","357"
"Delhi","2021-11-18","346"
"Delhi","2021-11-19","362"
"Delhi","2021-11-20","325"
"Delhi","2021-11-21","325"
"Delhi","2021-11-22","309"
"Delhi","2021-11-23","297"
"Delhi","2021-11-24","296"
"Delhi","2021-11-25","311"
"Delhi","2021-11-26","309"
"Delhi","2021-11-27","301"
"Delhi","2021-11-28","290"
"Delhi","2021-11-29","288"
"Delhi","2021-11-30","285"
"Delhi","2021-12-01","287"
"Delhi","2021-12-02","286"
"Delhi","2021-12-03","307"
"Delhi","2021-12-04","332"
"Delhi","2021-12-05","322"
"Delhi","2021-12-06","370"
"Delhi","2021-12-07","344"
"Delhi","2021-12-08","376"
"Delhi","2021-12-09","404"
"Delhi","2021-12-10","386"
"Delhi","2021-12-11","370"
"Delhi","2021-12-12","385"
"Delhi","2021-12-13","397"
"Delhi","2021-12-14","393"
"Delhi","2021-12-15","407"
"Delhi","2021-12-16","428"
"Delhi","2021-12-17","475"
"Delhi","2021-12-18","466"
"Delhi","2021-12-19","484"
"Delhi","2021-12-20","540"
"Delhi","2021-12-21","531"
"Delhi","2021-12-22","557"
"Delhi","2021-12-23","624"
"Delhi","2021-12-24","684"
"Delhi","2021-12-25","782"
"Delhi","2021-12-26","934"
"Delhi","2021-12-27","1103"
"Delhi","2021-12-28","1289"
"Delhi","2021-12-29","1612"
"Delhi","2021-12-30","2191"
"Delhi","2021-12-31","3081"
"Delhi","2022-01-01","4410"
"Delhi","2022-01-02","6360"
"Delhi","2022-01-03","8397"
"Delhi","2022-01-04","10986"
"Delhi","2022-01-05","14889"
"Delhi","2022-01-06","23307"
"Delhi","2022-01-07","31498"
"Delhi","2022-01-08","39873"
"Delhi","2022-01-09","48178"
"Delhi","2022-01-10","60733"
"Delhi","2022-01-11","65806"
"Delhi","2022-01-12","74881"
"Delhi","2022-01-13","87445"
"Delhi","2022-01-14","94160"
"Delhi","2022-01-15","92273"
"Delhi","2022-01-16","93407"
"Delhi","2022-01-17","89819"
"Delhi","2022-01-18","83982"
