"State","Date","Total Active"
"Manipur","2022-05-03","14"
"Manipur","2022-05-04","7"
"Manipur","2022-05-05","7"
"Manipur","2022-05-06","8"
"Manipur","2022-05-07","8"
"Manipur","2022-05-08","7"
"Manipur","2022-05-09","6"
"Manipur","2022-05-10","7"
"Manipur","2022-05-11","7"
"Manipur","2022-05-12","7"
"Manipur","2022-05-13","9"
"Manipur","2022-05-14","8"
"Manipur","2022-05-15","8"
"Manipur","2022-05-16","4"
"Manipur","2022-05-17","3"
"Manipur","2022-05-18","3"
"Manipur","2022-05-19","3"
"Manipur","2022-05-20","3"
"Manipur","2022-05-21","0"
"Manipur","2022-05-22","0"
"Manipur","2022-05-23","0"
"Manipur","2022-05-24","0"
"Manipur","2022-05-25","1"
"Manipur","2022-05-26","1"
"Manipur","2022-05-27","2"
"Manipur","2022-05-28","6"
"Manipur","2022-05-29","6"
"Manipur","2022-05-30","6"
"Manipur","2022-05-31","6"
"Manipur","2022-06-01","8"
"Manipur","2022-06-02","9"
"Manipur","2022-06-03","10"
"Manipur","2022-06-04","5"
"Manipur","2022-06-05","5"
"Manipur","2022-06-06","5"
"Manipur","2022-06-07","5"
"Manipur","2022-06-08","3"
"Manipur","2022-06-09","2"
"Manipur","2022-06-10","1"
"Manipur","2022-06-11","1"
"Manipur","2022-06-12","1"
"Manipur","2022-06-13","2"
"Manipur","2022-06-14","2"
"Manipur","2022-06-15","2"
"Manipur","2022-06-16","3"
"Manipur","2022-06-17","2"
"Manipur","2022-06-18","2"
"Manipur","2022-06-19","2"
"Manipur","2022-06-20","2"
"Manipur","2022-06-21","3"
"Manipur","2022-06-22","4"
"Manipur","2022-06-23","6"
"Manipur","2022-06-24","7"
"Manipur","2022-06-25","7"
"Manipur","2022-06-26","10"
"Manipur","2022-06-27","11"
"Manipur","2022-06-28","14"
"Manipur","2022-06-29","16"
"Manipur","2022-06-30","18"
"Manipur","2022-07-01","20"
"Manipur","2022-07-02","24"
"Manipur","2022-07-03","31"
"Manipur","2022-07-04","43"
"Manipur","2022-07-05","49"
"Manipur","2022-07-06","62"
"Manipur","2022-07-07","79"
"Manipur","2022-07-08","97"
"Manipur","2022-07-09","118"
"Manipur","2022-07-10","130"
"Manipur","2022-07-11","130"
"Manipur","2022-07-12","172"
"Manipur","2022-07-13","216"
"Manipur","2022-07-14","268"
"Manipur","2022-07-15","320"
"Manipur","2022-07-16","385"
"Manipur","2022-07-17","450"
"Manipur","2022-07-18","492"
"Manipur","2022-07-19","537"
"Manipur","2022-07-20","576"
"Manipur","2022-07-21","624"
"Manipur","2022-07-22","627"
"Manipur","2022-07-23","644"
"Manipur","2022-07-24","596"
"Manipur","2022-07-25","640"
"Manipur","2022-07-26","605"
"Manipur","2022-07-27","608"
"Manipur","2022-07-28","615"
"Manipur","2022-07-29","590"
"Manipur","2022-07-30","615"
"Manipur","2022-07-31","582"
"Manipur","2022-08-01","541"
"Manipur","2022-08-02","501"
"Manipur","2022-08-03","456"
"Manipur","2022-08-04","431"
"Manipur","2022-08-05","403"
"Manipur","2022-08-06","297"
"Manipur","2022-08-07","276"
"Manipur","2022-08-08","255"
"Manipur","2022-08-09","244"
"Manipur","2022-08-10","233"
"Manipur","2022-08-11","243"
"Manipur","2022-08-12","226"
"Manipur","2022-08-13","224"
"Manipur","2022-08-14","183"
"Manipur","2022-08-15","164"
"Manipur","2022-08-16","156"
"Manipur","2022-08-17","149"
"Manipur","2022-08-18","156"
"Manipur","2022-08-19","112"
"Manipur","2022-08-20","111"
"Manipur","2022-08-21","96"
"Manipur","2022-08-22","100"
"Manipur","2022-08-23","102"
"Manipur","2022-08-24","87"
"Manipur","2022-08-25","84"
"Manipur","2022-08-26","90"
"Manipur","2022-08-27","86"
"Manipur","2022-08-28","83"
"Manipur","2022-08-29","64"
"Manipur","2022-08-30","56"
"Manipur","2022-08-31","59"
"Manipur","2022-09-01","67"
"Manipur","2022-09-02","67"
"Manipur","2022-09-03","64"
"Manipur","2022-09-04","56"
"Manipur","2022-09-05","61"
"Manipur","2022-09-06","62"
"Manipur","2022-09-07","54"
"Manipur","2022-09-08","50"
"Manipur","2022-09-09","37"
"Manipur","2022-09-10","35"
"Manipur","2022-09-11","27"
"Manipur","2022-09-12","20"
"Manipur","2022-09-13","23"
"Manipur","2022-09-14","25"
"Manipur","2022-09-15","28"
"Manipur","2022-09-16","33"
"Manipur","2022-09-17","31"
"Manipur","2022-09-18","25"
"Manipur","2022-09-19","30"
"Manipur","2022-09-20","32"
"Manipur","2022-09-21","28"
"Manipur","2022-09-22","24"
"Manipur","2022-09-23","26"
"Manipur","2022-09-24","29"
"Manipur","2022-09-25","27"
"Manipur","2022-09-26","22"
"Manipur","2022-09-27","16"
"Manipur","2022-09-28","16"
"Manipur","2022-09-29","11"
"Manipur","2022-09-30","11"
"Manipur","2022-10-01","11"
"Manipur","2022-10-02","7"
"Manipur","2022-10-03","8"
"Manipur","2022-10-04","9"
"Manipur","2022-10-05","11"
"Manipur","2022-10-06","16"
"Manipur","2022-10-07","16"
"Manipur","2022-10-08","15"
"Manipur","2022-10-09","15"
"Manipur","2022-10-10","12"
"Manipur","2022-10-11","11"
"Manipur","2022-10-12","16"
"Manipur","2022-10-13","12"
"Manipur","2022-10-14","13"
"Manipur","2022-10-15","11"
"Manipur","2022-10-16","14"
"Manipur","2022-10-17","16"
"Manipur","2022-10-18","18"
"Manipur","2022-10-19","24"
"Manipur","2022-10-20","22"
"Manipur","2022-10-21","28"
"Manipur","2022-10-22","32"
"Manipur","2022-10-23","29"
"Manipur","2022-10-24","26"
"Manipur","2022-10-25","28"
"Manipur","2022-10-26","21"
"Manipur","2022-10-27","21"
"Manipur","2022-10-28","22"
"Manipur","2022-10-29","12"
"Manipur","2022-10-30","19"
"Manipur","2022-10-31","17"
"Manipur","2022-11-01","19"
"Manipur","2022-11-02","16"
"Manipur","2022-11-03","15"
"Manipur","2022-11-04","15"
"Manipur","2022-11-05","17"
"Manipur","2022-11-06","16"
"Manipur","2022-11-07","7"
"Manipur","2022-11-08","5"
"Manipur","2022-11-09","8"
"Manipur","2022-11-10","10"
"Manipur","2022-11-11","11"
"Manipur","2022-11-12","12"
"Manipur","2022-11-13","13"
"Manipur","2022-11-14","10"
"Manipur","2022-11-15","12"
"Manipur","2022-11-16","11"
"Manipur","2022-11-17","10"
"Manipur","2022-11-18","10"
"Manipur","2022-11-19","0"
"Manipur","2022-11-20","8"
"Manipur","2022-11-21","9"
"Manipur","2022-11-22","10"
"Manipur","2022-11-23","11"
"Manipur","2022-11-24","10"
"Manipur","2022-11-25","10"
"Manipur","2022-11-26","12"
"Manipur","2022-11-27","12"
"Manipur","2022-11-28","7"
"Manipur","2022-11-29","8"
"Manipur","2022-11-30","6"
"Manipur","2022-12-01","6"
"Manipur","2022-12-02","6"
"Manipur","2022-12-03","5"
"Manipur","2022-12-04","5"
"Manipur","2022-12-05","5"
"Manipur","2022-12-06","4"
"Manipur","2022-12-07","1"
"Manipur","2022-12-08","1"
"Manipur","2022-12-09","2"
"Manipur","2022-12-10","2"
"Manipur","2022-12-11","1"
"Manipur","2022-12-12","1"
"Manipur","2022-12-13","1"
"Manipur","2022-12-14","1"
"Manipur","2022-12-15","3"
"Manipur","2022-12-16","0"
"Manipur","2022-12-17","2"
"Manipur","2022-12-18","2"
"Manipur","2022-12-19","2"
"Manipur","2022-12-20","2"
"Manipur","2022-12-21","2"
"Manipur","2022-12-22","0"
"Manipur","2022-12-23","0"
"Manipur","2022-12-24","0"
"Manipur","2022-12-25","0"
"Manipur","2022-12-26","0"
"Manipur","2022-12-27","0"
"Manipur","2022-12-28","0"
"Manipur","2022-12-29","0"
"Manipur","2022-12-31","0"
"Manipur","2023-01-01","0"
"Manipur","2023-01-02","1"
"Manipur","2023-01-03","1"
"Manipur","2023-01-04","2"
"Manipur","2023-01-05","2"
"Manipur","2023-01-06","2"
"Manipur","2023-01-07","2"
"Manipur","2023-01-08","2"
"Manipur","2023-01-09","1"
"Manipur","2023-01-10","1"
"Manipur","2023-01-11","0"
"Manipur","2023-01-12","0"
"Manipur","2023-01-13","0"
"Manipur","2023-01-14","0"
"Manipur","2023-01-15","0"
"Manipur","2023-01-16","0"
"Manipur","2023-01-17","0"
"Manipur","2023-01-18","0"
"Manipur","2023-01-19","0"
"Manipur","2023-01-20","0"
"Manipur","2023-01-21","0"
"Manipur","2023-01-22","0"
"Manipur","2023-01-23","0"
"Manipur","2023-01-24","0"
"Manipur","2023-01-25","0"
"Manipur","2023-01-26","0"
"Manipur","2023-01-27","0"
"Manipur","2023-01-28","0"
"Manipur","2023-01-29","0"
"Manipur","2023-01-30","0"
"Manipur","2023-01-31","0"
"Manipur","2023-02-01","0"
"Meghalaya","2020-03-10","0"
"Meghalaya","2020-03-11","0"
"Meghalaya","2020-03-12","0"
"Meghalaya","2020-03-13","0"
"Meghalaya","2020-03-14","0"
"Meghalaya","2020-03-15","0"
"Meghalaya","2020-03-16","0"
"Meghalaya","2020-03-17","0"
"Meghalaya","2020-03-18","0"
"Meghalaya","2020-03-19","0"
"Meghalaya","2020-03-20","0"
"Meghalaya","2020-03-21","0"
"Meghalaya","2020-03-22","0"
"Meghalaya","2020-03-23","0"
"Meghalaya","2020-03-24","0"
"Meghalaya","2020-03-25","0"
"Meghalaya","2020-03-26","0"
"Meghalaya","2020-03-27","0"
"Meghalaya","2020-03-28","0"
"Meghalaya","2020-03-29","0"
"Meghalaya","2020-03-30","0"
"Meghalaya","2020-03-31","0"
"Meghalaya","2020-04-01","0"
"Meghalaya","2020-04-02","0"
"Meghalaya","2020-04-03","0"
"Meghalaya","2020-04-04","0"
"Meghalaya","2020-04-05","0"
"Meghalaya","2020-04-06","0"
"Meghalaya","2020-04-07","0"
"Meghalaya","2020-04-08","0"
"Meghalaya","2020-04-09","0"
"Meghalaya","2020-04-10","0"
"Meghalaya","2020-04-11","0"
"Meghalaya","2020-04-12","0"
"Meghalaya","2020-04-13","0"
"Meghalaya","2020-04-14","1"
"Meghalaya","2020-04-15","6"
"Meghalaya","2020-04-16","6"
"Meghalaya","2020-04-17","8"
"Meghalaya","2020-04-18","10"
"Meghalaya","2020-04-19","10"
"Meghalaya","2020-04-20","10"
"Meghalaya","2020-04-21","10"
"Meghalaya","2020-04-22","11"
"Meghalaya","2020-04-23","11"
"Meghalaya","2020-04-24","11"
"Meghalaya","2020-04-25","11"
"Meghalaya","2020-04-26","11"
"Meghalaya","2020-04-27","11"
"Meghalaya","2020-04-28","11"
"Meghalaya","2020-04-29","11"
"Meghalaya","2020-04-30","11"
"Meghalaya","2020-05-01","11"
"Meghalaya","2020-05-02","11"
"Meghalaya","2020-05-03","11"
"Meghalaya","2020-05-04","11"
"Meghalaya","2020-05-05","1"
"Meghalaya","2020-05-06","1"
"Meghalaya","2020-05-07","1"
"Meghalaya","2020-05-08","1"
"Meghalaya","2020-05-09","1"
"Meghalaya","2020-05-10","2"
"Meghalaya","2020-05-11","2"
"Meghalaya","2020-05-12","2"
"Meghalaya","2020-05-13","2"
"Meghalaya","2020-05-14","2"
"Meghalaya","2020-05-15","1"
"Meghalaya","2020-05-16","1"
"Meghalaya","2020-05-17","1"
"Meghalaya","2020-05-18","1"
"Meghalaya","2020-05-19","1"
"Meghalaya","2020-05-20","0"
"Meghalaya","2020-05-21","1"
"Meghalaya","2020-05-22","1"
"Meghalaya","2020-05-23","1"
"Meghalaya","2020-05-24","1"
"Meghalaya","2020-05-25","1"
"Meghalaya","2020-05-26","1"
"Meghalaya","2020-05-27","2"
"Meghalaya","2020-05-28","7"
"Meghalaya","2020-05-29","8"
"Meghalaya","2020-05-30","14"
"Meghalaya","2020-05-31","14"
"Meghalaya","2020-06-01","14"
"Meghalaya","2020-06-02","14"
"Meghalaya","2020-06-03","14"
"Meghalaya","2020-06-04","19"
"Meghalaya","2020-06-05","19"
"Meghalaya","2020-06-06","19"
"Meghalaya","2020-06-07","19"
"Meghalaya","2020-06-08","22"
"Meghalaya","2020-06-09","22"
"Meghalaya","2020-06-10","29"
"Meghalaya","2020-06-11","30"
"Meghalaya","2020-06-12","25"
"Meghalaya","2020-06-13","21"
"Meghalaya","2020-06-14","21"
"Meghalaya","2020-06-15","18"
"Meghalaya","2020-06-16","18"
"Meghalaya","2020-06-17","18"
"Meghalaya","2020-06-18","13"
"Meghalaya","2020-06-19","13"
