Date,Condition,Count
10/02/21,Infected,141511
10/02/21,Recovered,10561608
10/02/21,Deceased,155252
11/02/21,Infected,142562
11/02/21,Recovered,10573372
11/02/21,Deceased,155360
12/02/21,Infected,135926
12/02/21,Recovered,10589230
12/02/21,Deceased,155447
13/02/21,Infected,136571
13/02/21,Recovered,10600625
13/02/21,Deceased,155550
14/02/21,Infected,137567
14/02/21,Recovered,10611731
14/02/21,Deceased,155642
15/02/21,Infected,139637
15/02/21,Recovered,10621220
15/02/21,Deceased,155732
16/02/21,Infected,136872
16/02/21,Recovered,10633025
16/02/21,Deceased,155813
17/02/21,Infected,136549
17/02/21,Recovered,10644858
17/02/21,Deceased,155913
18/02/21,Infected,137342
18/02/21,Recovered,10656845
18/02/21,Deceased,156014
19/02/21,Infected,139542
19/02/21,Recovered,10667741
19/02/21,Deceased,156111
20/02/21,Infected,143127
20/02/21,Recovered,10678048
20/02/21,Deceased,156212
21/02/21,Infected,145634
21/02/21,Recovered,10689715
21/02/21,Deceased,156302
22/02/21,Infected,150055
22/02/21,Recovered,10699410
22/02/21,Deceased,156385
23/02/21,Infected,147306
23/02/21,Recovered,10712665
23/02/21,Deceased,156463
24/02/21,Infected,146907
24/02/21,Recovered,10726702
24/02/21,Deceased,156567
25/02/21,Infected,151708
25/02/21,Recovered,10738501
25/02/21,Deceased,156705
26/02/21,Infected,155986
26/02/21,Recovered,10750680
26/02/21,Deceased,156825
27/02/21,Infected,159590
27/02/21,Recovered,10763451
27/02/21,Deceased,156938
28/02/21,Infected,164511
28/02/21,Recovered,10775169
28/02/21,Deceased,157051
01/03/21,Infected,168627
01/03/21,Recovered,10786457
01/03/21,Deceased,157157
02/03/21,Infected,168358
02/03/21,Recovered,10798921
02/03/21,Deceased,157248
03/03/21,Infected,170126
03/03/21,Recovered,10812044
03/03/21,Deceased,157346
04/03/21,Infected,173413
04/03/21,Recovered,10826075
04/03/21,Deceased,157435
05/03/21,Infected,176319
05/03/21,Recovered,10839894
05/03/21,Deceased,157548
06/03/21,Infected,180304
06/03/21,Recovered,10854128
06/03/21,Deceased,157656
07/03/21,Infected,184523
07/03/21,Recovered,10868520
07/03/21,Deceased,157756
08/03/21,Infected,188747
08/03/21,Recovered,10882798
08/03/21,Deceased,157853
09/03/21,Infected,187462
09/03/21,Recovered,10899394
09/03/21,Deceased,157930
10/03/21,Infected,184598
10/03/21,Recovered,10920046
10/03/21,Deceased,158063
11/03/21,Infected,184598
11/03/21,Recovered,10920046
11/03/21,Deceased,158063
12/03/21,Infected,189226
12/03/21,Recovered,10938146
12/03/21,Deceased,158189
13/03/21,Infected,202022
13/03/21,Recovered,10973260
13/03/21,Deceased,158446
14/03/21,Infected,210544
14/03/21,Recovered,10989897
14/03/21,Deceased,158607
15/03/21,Infected,219262
15/03/21,Recovered,11007352
15/03/21,Deceased,158725
16/03/21,Infected,223432
16/03/21,Recovered,11027543
16/03/21,Deceased,158856
17/03/21,Infected,234406
17/03/21,Recovered,11045284
17/03/21,Deceased,159044
18/03/21,Infected,252364
18/03/21,Recovered,11063025
18/03/21,Deceased,159216
19/03/21,Infected,271282
19/03/21,Recovered,11083679
19/03/21,Deceased,159370
20/03/21,Infected,288394
20/03/21,Recovered,11107332
20/03/21,Deceased,159558
21/03/21,Infected,309087
21/03/21,Recovered,11130288
21/03/21,Deceased,159755
22/03/21,Infected,334646
22/03/21,Recovered,11151468
22/03/21,Deceased,159967
23/03/21,Infected,345377
23/03/21,Recovered,11181253
23/03/21,Deceased,160166
24/03/21,Infected,368457
24/03/21,Recovered,11205160
24/03/21,Deceased,160441
25/03/21,Infected,395192
25/03/21,Recovered,11231650
25/03/21,Deceased,160692
26/03/21,Infected,421066
26/03/21,Recovered,11264637
26/03/21,Deceased,160949
27/03/21,Infected,452647
27/03/21,Recovered,11295023
27/03/21,Deceased,161240
28/03/21,Infected,486310
28/03/21,Recovered,11323762
28/03/21,Deceased,161552
29/03/21,Infected,521808
29/03/21,Recovered,11355993
29/03/21,Deceased,161843
30/03/21,Infected,540720
30/03/21,Recovered,11393021
30/03/21,Deceased,162114
31/03/21,Infected,552566
31/03/21,Recovered,11434301
31/03/21,Deceased,162468
01/04/21,Infected,584055
01/04/21,Recovered,11474683
01/04/21,Deceased,162927
02/04/21,Infected,614696
02/04/21,Recovered,11525039
02/04/21,Deceased,163396
03/04/21,Infected,658909
03/04/21,Recovered,11569241
03/04/21,Deceased,164110
04/04/21,Infected,691597
04/04/21,Recovered,11629289
04/04/21,Deceased,164623
05/04/21,Infected,741830
05/04/21,Recovered,11682136
05/04/21,Deceased,165101
06/04/21,Infected,788223
06/04/21,Recovered,11732279
06/04/21,Deceased,165547
07/04/21,Infected,843473
07/04/21,Recovered,11792135
07/04/21,Deceased,166177
08/04/21,Infected,910319
08/04/21,Recovered,11851393
08/04/21,Deceased,166862
09/04/21,Infected,979608
09/04/21,Recovered,11913292
09/04/21,Deceased,167642
10/04/21,Infected,1046631
10/04/21,Recovered,11990859
10/04/21,Deceased,168436
11/04/21,Infected,1108087
11/04/21,Recovered,12081443
11/04/21,Deceased,169275
12/04/21,Infected,1201009
12/04/21,Recovered,12156529
12/04/21,Deceased,170179
13/04/21,Infected,1264698
13/04/21,Recovered,12253697
13/04/21,Deceased,171058
14/04/21,Infected,1365704
14/04/21,Recovered,12336036
14/04/21,Deceased,172085
15/04/21,Infected,1471877
15/04/21,Recovered,12429564
15/04/21,Deceased,173123
16/04/21,Infected,1569743
16/04/21,Recovered,12547866
16/04/21,Deceased,174308
17/04/21,Infected,1679740
17/04/21,Recovered,12671220
17/04/21,Deceased,175649
18/04/21,Infected,1801316
18/04/21,Recovered,12809643
18/04/21,Deceased,177150
19/04/21,Infected,1929329
19/04/21,Recovered,12953821
19/04/21,Deceased,178769
20/04/21,Infected,2031977
20/04/21,Recovered,13108582
20/04/21,Deceased,180530
21/04/21,Infected,2157538
21/04/21,Recovered,13276039
21/04/21,Deceased,182553
22/04/21,Infected,2291428
22/04/21,Recovered,13454880
22/04/21,Deceased,184657
23/04/21,Infected,2428616
23/04/21,Recovered,13648159
23/04/21,Deceased,186920
24/04/21,Infected,2552940
24/04/21,Recovered,13867997
24/04/21,Deceased,189544
25/04/21,Infected,2682751
25/04/21,Recovered,14085110
25/04/21,Deceased,192311
26/04/21,Infected,2813658
26/04/21,Recovered,14304382
26/04/21,Deceased,195123
27/04/21,Infected,2882204
27/04/21,Recovered,14556209
27/04/21,Deceased,197894
28/04/21,Infected,2978709
28/04/21,Recovered,14817371
28/04/21,Deceased,201187
29/04/21,Infected,3084814
29/04/21,Recovered,15086878
29/04/21,Deceased,204832
30/04/21,Infected,3170228
30/04/21,Recovered,15384418
30/04/21,Deceased,208330
01/05/21,Infected,3268710
01/05/21,Recovered,15684406
01/05/21,Deceased,211853
02/05/21,Infected,3349644
02/05/21,Recovered,15992271
02/05/21,Deceased,215542
03/05/21,Infected,3413642
03/05/21,Recovered,16293003
03/05/21,Deceased,218959
04/05/21,Infected,3447133
04/05/21,Recovered,16613292
04/05/21,Deceased,222408
05/05/21,Infected,3487229
05/05/21,Recovered,16951731
05/05/21,Deceased,226188
06/05/21,Infected,3566398
06/05/21,Recovered,17280844
06/05/21,Deceased,230168
07/05/21,Infected,3645164
07/05/21,Recovered,17612351
07/05/21,Deceased,234083
08/05/21,Infected,3723446
08/05/21,Recovered,17930960
08/05/21,Deceased,238270
09/05/21,Infected,3736648
09/05/21,Recovered,18317404
09/05/21,Deceased,242362
10/05/21,Infected,3745237
10/05/21,Recovered,18671222
10/05/21,Deceased,246116
11/05/21,Infected,3715221
11/05/21,Recovered,19027304
11/05/21,Deceased,249992
12/05/21,Infected,3704099
12/05/21,Recovered,19382642
12/05/21,Deceased,254197
13/05/21,Infected,3710525
13/05/21,Recovered,19734823
13/05/21,Deceased,258317
14/05/21,Infected,3704893
14/05/21,Recovered,20079599
14/05/21,Deceased,262317
15/05/21,Infected,3673802
15/05/21,Recovered,20432898
15/05/21,Deceased,266207
16/05/21,Infected,3618458
16/05/21,Recovered,20795335
16/05/21,Deceased,270284
17/05/21,Infected,3516997
17/05/21,Recovered,21174076
17/05/21,Deceased,274390
18/05/21,Infected,3353765
18/05/21,Recovered,21596512
18/05/21,Deceased,278719
19/05/21,Infected,3226719
19/05/21,Recovered,21986363
19/05/21,Deceased,283248
20/05/21,Infected,3129878
20/05/21,Recovered,22355440
20/05/21,Deceased,287122
21/05/21,Infected,3027925
21/05/21,Recovered,22712735
21/05/21,Deceased,291331
22/05/21,Infected,2923400
22/05/21,Recovered,23070365
22/05/21,Deceased,295525
23/05/21,Infected,2805399
23/05/21,Recovered,23425467
23/05/21,Deceased,299266
24/05/21,Infected,2720716
24/05/21,Recovered,23728011
24/05/21,Deceased,303720
25/05/21,Infected,2586782
25/05/21,Recovered,24054861
25/05/21,Deceased,307231
26/05/21,Infected,2495591
26/05/21,Recovered,24350816
26/05/21,Deceased,311388
27/05/21,Infected,2419907
27/05/21,Recovered,24633951
27/05/21,Deceased,315235
28/05/21,Infected,2343152
28/05/21,Recovered,24893410
28/05/21,Deceased,318895
29/05/21,Infected,2228724
29/05/21,Recovered,25178011
29/05/21,Deceased,322512
30/05/21,Infected,2114508
30/05/21,Recovered,25454320
30/05/21,Deceased,325972
31/05/21,Infected,2026092
31/05/21,Recovered,25692342
31/05/21,Deceased,329100
01/06/21,Infected,1895520
01/06/21,Recovered,25947629
01/06/21,Deceased,331895
02/06/21,Infected,1793645
02/06/21,Recovered,26179085
02/06/21,Deceased,335102
03/06/21,Infected,1713413
03/06/21,Recovered,26390584
03/06/21,Deceased,337989
04/06/21,Infected,1635993
04/06/21,Recovered,26597655
04/06/21,Deceased,340702
05/06/21,Infected,1555248
05/06/21,Recovered,26795549
05/06/21,Deceased,344082
06/06/21,Infected,1477799
06/06/21,Recovered,26984781
06/06/21,Deceased,346759
07/06/21,Infected,1401609
07/06/21,Recovered,27159180
07/06/21,Deceased,349186
08/06/21,Infected,1303702
08/06/21,Recovered,27341462
08/06/21,Deceased,351309
09/06/21,Infected,1231415
09/06/21,Recovered,27504126
09/06/21,Deceased,353528
10/06/21,Infected,1167952
10/06/21,Recovered,27655493
10/06/21,Deceased,359676
11/06/21,Infected,1121671
11/06/21,Recovered,27790073
11/06/21,Deceased,363079
12/06/21,Infected,1080690
12/06/21,Recovered,27911384
12/06/21,Deceased,367081
13/06/21,Infected,1026159
13/06/21,Recovered,28043446
13/06/21,Deceased,370384
14/06/21,Infected,973158
14/06/21,Recovered,28162947
14/06/21,Deceased,374305
15/06/21,Infected,913378
15/06/21,Recovered,28280472
15/06/21,Deceased,377031
16/06/21,Infected,865432
16/06/21,Recovered,28388100
16/06/21,Deceased,379573
17/06/21,Infected,826740
17/06/21,Recovered,28491670
17/06/21,Deceased,381903
18/06/21,Infected,798656
18/06/21,Recovered,28580647
18/06/21,Deceased,383490
19/06/21,Infected,760019
19/06/21,Recovered,28678390
19/06/21,Deceased,385137
20/06/21,Infected,729243
20/06/21,Recovered,28766009
20/06/21,Deceased,386713
21/06/21,Infected,702887
21/06/21,Recovered,28844199
21/06/21,Deceased,388135
22/06/21,Infected,662521
22/06/21,Recovered,28926038
22/06/21,Deceased,389302
23/06/21,Infected,643194
23/06/21,Recovered,28994855
23/06/21,Deceased,390660
24/06/21,Infected,627057
24/06/21,Recovered,29063740
24/06/21,Deceased,391981
25/06/21,Infected,612868
25/06/21,Recovered,29128267
25/06/21,Deceased,393310
26/06/21,Infected,595565
26/06/21,Recovered,29193085
26/06/21,Deceased,394493
27/06/21,Infected,586403
27/06/21,Recovered,29251029
27/06/21,Deceased,395751
28/06/21,Infected,572994
28/06/21,Recovered,29309607
28/06/21,Deceased,396730
29/06/21,Infected,552659
29/06/21,Recovered,29366601
29/06/21,Deceased,397637
30/06/21,Infected,537064
30/06/21,Recovered,29427330
30/06/21,Deceased,398454
01/07/21,Infected,523257
01/07/21,Recovered,29488918
01/07/21,Deceased,399459
02/07/21,Infected,509637
02/07/21,Recovered,29548302
02/07/21,Deceased,400312
03/07/21,Infected,495533
03/07/21,Recovered,29605779
03/07/21,Deceased,401050
04/07/21,Infected,485350
04/07/21,Recovered,29658078
04/07/21,Deceased,402005
05/07/21,Infected,482071
05/07/21,Recovered,29700430
05/07/21,Deceased,402728
06/07/21,Infected,464357
06/07/21,Recovered,29752294
06/07/21,Deceased,403281
07/07/21,Infected,459920
07/07/21,Recovered,29799534
07/07/21,Deceased,404211
08/07/21,Infected,460704
08/07/21,Recovered,29843825
08/07/21,Deceased,405028
09/07/21,Infected,458727
09/07/21,Recovered,29888284
09/07/21,Deceased,405939
10/07/21,Infected,455033
10/07/21,Recovered,29933538
10/07/21,Deceased,407145
11/07/21,Infected,454118
11/07/21,Recovered,29975064
11/07/21,Deceased,408040
12/07/21,Infected,450899
12/07/21,Recovered,30014713
12/07/21,Deceased,408764
13/07/21,Infected,432778
13/07/21,Recovered,30063720
13/07/21,Deceased,410784
14/07/21,Infected,429946
14/07/21,Recovered,30104720
14/07/21,Deceased,411408
15/07/21,Infected,432041
15/07/21,Recovered,30143850
15/07/21,Deceased,411989
16/07/21,Infected,430422
16/07/21,Recovered,30183876
16/07/21,Deceased,412531
17/07/21,Infected,424025
17/07/21,Recovered,30227792
17/07/21,Deceased,413091
18/07/21,Infected,422660
18/07/21,Recovered,30269796
18/07/21,Deceased,413609
19/07/21,Infected,421665
19/07/21,Recovered,30308456
19/07/21,Deceased,414108
20/07/21,Infected,406130
20/07/21,Recovered,30353710
20/07/21,Deceased,414482
21/07/21,Infected,407170
21/07/21,Recovered,30390687
21/07/21,Deceased,418480
22/07/21,Infected,409394
22/07/21,Recovered,30429339
22/07/21,Deceased,418987
23/07/21,Infected,405513
23/07/21,Recovered,30468079
23/07/21,Deceased,419470
24/07/21,Infected,408977
24/07/21,Recovered,30503166
24/07/21,Deceased,420016
25/07/21,Infected,408212
25/07/21,Recovered,30543138
25/07/21,Deceased,420551
26/07/21,Infected,411189
26/07/21,Recovered,30579106
26/07/21,Deceased,420967
27/07/21,Infected,398100
27/07/21,Recovered,30621469
27/07/21,Deceased,421382
28/07/21,Infected,399436
28/07/21,Recovered,30663147
28/07/21,Deceased,422022
29/07/21,Infected,403840
29/07/21,Recovered,30701612
29/07/21,Deceased,422662
30/07/21,Infected,405155
30/07/21,Recovered,30743972
30/07/21,Deceased,423217
31/07/21,Infected,408920
31/07/21,Recovered,30781263
31/07/21,Deceased,423810
01/08/21,Infected,410952
01/08/21,Recovered,30820521
01/08/21,Deceased,424351
02/08/21,Infected,413718
02/08/21,Recovered,30857467
02/08/21,Deceased,424773
03/08/21,Infected,404958
03/08/21,Recovered,30896354
03/08/21,Deceased,425195
04/08/21,Infected,410353
04/08/21,Recovered,30933022
04/08/21,Deceased,425757
05/08/21,Infected,411076
05/08/21,Recovered,30974748
05/08/21,Deceased,426290
06/08/21,Infected,414159
06/08/21,Recovered,31015844
06/08/21,Deceased,426754
07/08/21,Infected,412153
07/08/21,Recovered,31055861
07/08/21,Deceased,427371
08/08/21,Infected,406822
08/08/21,Recovered,31099771
08/08/21,Deceased,427862
09/08/21,Infected,402188
09/08/21,Recovered,31139457
09/08/21,Deceased,428309
10/08/21,Infected,388508
10/08/21,Recovered,31180968
10/08/21,Deceased,428682
11/08/21,Infected,386351
11/08/21,Recovered,31220981
11/08/21,Deceased,429179
12/08/21,Infected,387987
12/08/21,Recovered,31260050
12/08/21,Deceased,429669
13/08/21,Infected,385227
13/08/21,Recovered,31302345
13/08/21,Deceased,430254
14/08/21,Infected,387673
14/08/21,Recovered,31338088
14/08/21,Deceased,430732
15/08/21,Infected,385336
15/08/21,Recovered,31376015
15/08/21,Deceased,431225
16/08/21,Infected,381947
16/08/21,Recovered,31411924
16/08/21,Deceased,431642
17/08/21,Infected,369846
17/08/21,Recovered,31448754
17/08/21,Deceased,432079
18/08/21,Infected,367415
18/08/21,Recovered,31485923
18/08/21,Deceased,432519
19/08/21,Infected,364129
19/08/21,Recovered,31525080
19/08/21,Deceased,433049
20/08/21,Infected,363605
20/08/21,Recovered,31561635
20/08/21,Deceased,433589
21/08/21,Infected,361340
21/08/21,Recovered,31597982
21/08/21,Deceased,433964
22/08/21,Infected,353398
22/08/21,Recovered,31636469
22/08/21,Deceased,434367
23/08/21,Infected,333924
23/08/21,Recovered,31680626
23/08/21,Deceased,434756
24/08/21,Infected,319551
24/08/21,Recovered,31720112
24/08/21,Deceased,435110
25/08/21,Infected,322327
25/08/21,Recovered,31754281
25/08/21,Deceased,435758
26/08/21,Infected,333725
26/08/21,Recovered,31788440
26/08/21,Deceased,436365
27/08/21,Infected,344899
27/08/21,Recovered,31821428
27/08/21,Deceased,436861
28/08/21,Infected,359775
28/08/21,Recovered,31852802
28/08/21,Deceased,437370
29/08/21,Infected,368558
29/08/21,Recovered,31888642
29/08/21,Deceased,437830
30/08/21,Infected,376324
30/08/21,Recovered,31923405
30/08/21,Deceased,438210
31/08/21,Infected,370640
31/08/21,Recovered,31959680
31/08/21,Deceased,438560
01/09/21,Infected,378181
01/09/21,Recovered,31993644
01/09/21,Deceased,439020
02/09/21,Infected,389583
02/09/21,Recovered,32028825
02/09/21,Deceased,439529
03/09/21,Infected,399778
03/09/21,Recovered,32063616
03/09/21,Deceased,439895
04/09/21,Infected,405681
04/09/21,Recovered,32100001
04/09/21,Deceased,440225
05/09/21,Infected,410048
05/09/21,Recovered,32138092
05/09/21,Deceased,440533
06/09/21,Infected,404874
06/09/21,Recovered,32181995
06/09/21,Deceased,440752
07/09/21,Infected,392864
07/09/21,Recovered,32224937
07/09/21,Deceased,441042
08/09/21,Infected,391256
08/09/21,Recovered,32264051
08/09/21,Deceased,441411
09/09/21,Infected,393614
09/09/21,Recovered,32304618
09/09/21,Deceased,441749
10/09/21,Infected,390646
10/09/21,Recovered,32342299
10/09/21,Deceased,442009
11/09/21,Infected,391516
11/09/21,Recovered,32374497
11/09/21,Deceased,442317
12/09/21,Infected,384921
12/09/21,Recovered,32409345
12/09/21,Deceased,442655
13/09/21,Infected,374269
13/09/21,Recovered,32447032
13/09/21,Deceased,442874
14/09/21,Infected,362207
14/09/21,Recovered,32484159
14/09/21,Deceased,443213
15/09/21,Infected,351087
15/09/21,Recovered,32522171
15/09/21,Deceased,443497
16/09/21,Infected,342923
16/09/21,Recovered,32560474
16/09/21,Deceased,443928
17/09/21,Infected,342923
17/09/21,Recovered,32560474
17/09/21,Deceased,443928
18/09/21,Infected,339056
18/09/21,Recovered,32598424
18/09/21,Deceased,444248
19/09/21,Infected,332158
19/09/21,Recovered,32671167
19/09/21,Deceased,444838
20/09/21,Infected,318181
20/09/21,Recovered,32715105
20/09/21,Deceased,445133
21/09/21,Infected,309575
21/09/21,Recovered,32749574
21/09/21,Deceased,445385
22/09/21,Infected,301989
22/09/21,Recovered,32783741
22/09/21,Deceased,445768
23/09/21,Infected,301640
23/09/21,Recovered,32815731
23/09/21,Deceased,446050
24/09/21,Infected,300162
24/09/21,Recovered,32848273
24/09/21,Deceased,446368
25/09/21,Infected,301442
25/09/21,Recovered,32876319
25/09/21,Deceased,446658
26/09/21,Infected,303476
26/09/21,Recovered,32902351
26/09/21,Deceased,446918
27/09/21,Infected,299620
27/09/21,Recovered,32931972
27/09/21,Deceased,447194
28/09/21,Infected,292206
28/09/21,Recovered,32958002
28/09/21,Deceased,447373
29/09/21,Infected,282520
29/09/21,Recovered,32986180
29/09/21,Deceased,447751
30/09/21,Infected,277020
30/09/21,Recovered,33014898
30/09/21,Deceased,448062
01/10/21,Infected,275224
01/10/21,Recovered,33043144
01/10/21,Deceased,448339
02/10/21,Infected,273889
02/10/21,Recovered,33068599
02/10/21,Deceased,448573
03/10/21,Infected,270557
03/10/21,Recovered,33094529
03/10/21,Deceased,448817
04/10/21,Infected,264458
04/10/21,Recovered,33121247
04/10/21,Deceased,448997
05/10/21,Infected,252902
05/10/21,Recovered,33150886
05/10/21,Deceased,449260
06/10/21,Infected,246687
06/10/21,Recovered,33175656
06/10/21,Deceased,449538
07/10/21,Infected,244198
07/10/21,Recovered,33200258
07/10/21,Deceased,449856
08/10/21,Infected,240221
08/10/21,Recovered,33225221
08/10/21,Deceased,450127
09/10/21,Infected,236643
09/10/21,Recovered,33248291
09/10/21,Deceased,450375

