DISTRICTCODE,Date,TINF,TREC,TDEC,,,,
546,09/09/2020,4885,4400,,,,546,Ajmer
547,09/09/2020,8579,7899,,,,547,Alwar
548,09/09/2020,4981,4640,,,,548,Bikaner
549,09/09/2020,890,590,,,,549,Barmer
550,09/09/2020,767,550,,,,550,Banswara
551,09/09/2020,3838,3630,,,,551,Bharatpur
552,09/09/2020,890,590,,,,552,Baran
553,09/09/2020,847,430,,,,553,Bundi
554,09/09/2020,2405,2020,,,,554,Bhilwara
555,09/09/2020,1141,930,,,,555,Churu
556,09/09/2020,1125,880,,,,556,Chittorgarh
557,09/09/2020,661,563,,,,557,Dausa
558,09/09/2020,2430,2160,,,,558,Dholpur
559,09/09/2020,1199,990,,,,559,Dungarpur
560,09/09/2020,779,570,,,,560,Ganganagar
561,09/09/2020,488,390,,,,561,Hanumangarh
562,09/09/2020,1159,1057,,,,562,Jhunjhunu
563,09/09/2020,1420,1326,,,,563,Jalore
564,09/09/2020,13779,11963,,,,564,Jodhpur
565,09/09/2020,13462,8400,,,,565,Jaipur
566,09/09/2020,510,350,,,,566,Jaisalmer
567,09/09/2020,1986,1599,,,,567,Jhalawar
568,09/09/2020,666,542,,,,568,Karauli
569,09/09/2020,6800,4010,,,,569,Kota
570,09/09/2020,2638,2350,,,,570,Nagaur
571,09/09/2020,4400,4231,,,,571,Pali
572,09/09/2020,556,333,,,,572,Pratapgarh
573,09/09/2020,1359,1155,,,,573,Rajsamand
574,09/09/2020,2891,2630,,,,574,Sikar
575,09/09/2020,633,465,,,,575,Sawai Madhopur
576,09/09/2020,1430,1289,,,,576,Sirohi
577,09/09/2020,783,630,,,,577,Tonk
578,09/09/2020,,,,,,578,Udaipur
730,09/09/2020,,,,,,,
546,19/09/2020,5860,5270,,,,,
547,19/09/2020,9580,9088,,,,,
548,19/09/2020,5538,5117,,,,,
549,19/09/2020,2567,2420,,,,,
550,19/09/2020,1019,821,,,,,
551,19/09/2020,4031,3799,,,,,
552,19/09/2020,1153,843,,,,,
553,19/09/2020,1099,744,,,,,
554,19/09/2020,2941,2530,,,,,
555,19/09/2020,1392,1188,,,,,
556,19/09/2020,1395,1199,,,,,
557,19/09/2020,767,643,,,,,
558,19/09/2020,2649,2411,,,,,
559,19/09/2020,1437,1189,,,,,
560,19/09/2020,1090,823,,,,,
561,19/09/2020,687,559,,,,,
562,19/09/2020,1347,1161,,,,,
563,19/09/2020,1639,1410,,,,,
564,19/09/2020,16485,13819,,,,,
565,19/09/2020,16873,10419,,,,,
566,19/09/2020,650,465,,,,,
567,19/09/2020,2220,1910,,,,,
568,19/09/2020,736,619,,,,,
569,19/09/2020,8292,5570,,,,,
570,19/09/2020,3082,2799,,,,,
571,19/09/2020,4838,4489,,,,,
572,19/09/2020,707,522,,,,,
573,19/09/2020,1566,1299,,,,,
574,19/09/2020,3459,3099,,,,,
575,19/09/2020,758,621,,,,,
576,19/09/2020,1646,1520,,,,,
577,19/09/2020,954,766,,,,,
578,19/09/2020,3309,2899,,,,,
730,19/09/2020,189,124,,,,,
546,20/09/2020,6009,5540,,,,,
547,20/09/2020,9751,9290,,,,,
548,20/09/2020,5632,5270,,,,,
549,20/09/2020,2582,2455,,,,,
550,20/09/2020,1054,869,,,,,
551,20/09/2020,4071,3850,,,,,
552,20/09/2020,1174,920,,,,,
553,20/09/2020,1130,810,,,,,
554,20/09/2020,3093,2680,,,,,
555,20/09/2020,1431,1260,,,,,
556,20/09/2020,1432,1299,,,,,
557,20/09/2020,798,679,,,,,
558,20/09/2020,2678,2500,,,,,
559,20/09/2020,1468,1220,,,,,
560,20/09/2020,1132,890,,,,,
561,20/09/2020,725,590,,,,,
562,20/09/2020,1383,1220,,,,,
563,20/09/2020,1654,1499,,,,,
564,20/09/2020,16996,14140,,,,,
565,20/09/2020,17455,10840,,,,,
566,20/09/2020,668,484,,,,,
567,20/09/2020,2241,2030,,,,,
568,20/09/2020,750,637,,,,,
569,20/09/2020,8428,5700,,,,,
570,20/09/2020,3143,2860,,,,,
571,20/09/2020,4989,4580,,,,,
572,20/09/2020,714,560,,,,,
573,20/09/2020,1586,1350,,,,,
574,20/09/2020,3543,3194,,,,,
575,20/09/2020,775,649,,,,,
576,20/09/2020,1673,1563,,,,,
577,20/09/2020,1007,780,,,,,
578,20/09/2020,3487,2989,,,,,
730,20/09/2020,189,124,,,,,
546,22/09/2020,6176,5724,,,,,
547,22/09/2020,9936,9515,,,,,
548,22/09/2020,5784,5371,,,,,
549,22/09/2020,2611,2510,,,,,
550,22/09/2020,1074,901,,,,,
551,22/09/2020,4152,3933,,,,,
552,22/09/2020,1193,996,,,,,
553,22/09/2020,1148,983,,,,,
554,22/09/2020,3274,2841,,,,,
555,22/09/2020,1505,1320,,,,,
556,22/09/2020,1457,1340,,,,,
557,22/09/2020,846,710,,,,,
558,22/09/2020,2703,2565,,,,,
559,22/09/2020,1547,1255,,,,,
560,22/09/2020,1189,949,,,,,
561,22/09/2020,759,632,,,,,
562,22/09/2020,1430,1279,,,,,
563,22/09/2020,1821,1529,,,,,
564,22/09/2020,17623,14290,,,,,
565,22/09/2020,18242,11199,,,,,
566,22/09/2020,693,509,,,,,
567,22/09/2020,2276,2059,,,,,
568,22/09/2020,777,654,,,,,
569,22/09/2020,8541,6120,,,,,
570,22/09/2020,3237,2970,,,,,
571,22/09/2020,5182,4733,,,,,
572,22/09/2020,731,581,,,,,
573,22/09/2020,1637,1420,,,,,
574,22/09/2020,3583,3318,,,,,
575,22/09/2020,799,680,,,,,
576,22/09/2020,1728,1599,,,,,
577,22/09/2020,1078,876,,,,,
578,22/09/2020,3694,3179,,,,,
730,22/09/2020,189,124,,,,,
546,23/09/2020,6269,5840,,,,,
547,23/09/2020,10076,9641,,,,,
548,23/09/2020,5856,5390,,,,,
549,23/09/2020,2628,2511,,,,,
550,23/09/2020,1084,912,,,,,
551,23/09/2020,4174,3943,,,,,
552,23/09/2020,1198,1020,,,,,
553,23/09/2020,1152,1030,,,,,
554,23/09/2020,3382,2949,,,,,
555,23/09/2020,1540,1344,,,,,
556,23/09/2020,1502,1349,,,,,
557,23/09/2020,873,728,,,,,
558,23/09/2020,2730,2575,,,,,
559,23/09/2020,1578,1319,,,,,
560,23/09/2020,1214,1020,,,,,
561,23/09/2020,767,644,,,,,
562,23/09/2020,1449,1297,,,,,
563,23/09/2020,1882,1544,,,,,
564,23/09/2020,17919,14399,,,,,
565,23/09/2020,18620,11410,,,,,
566,23/09/2020,707,515,,,,,
567,23/09/2020,2290,2090,,,,,
568,23/09/2020,788,659,,,,,
569,23/09/2020,8601,6350,,,,,
570,23/09/2020,3272,3030,,,,,
571,23/09/2020,5244,4755,,,,,
572,23/09/2020,735,592,,,,,
573,23/09/2020,1658,1439,,,,,
574,23/09/2020,3731,3319,,,,,
575,23/09/2020,807,689,,,,,
576,23/09/2020,1760,1610,,,,,
577,23/09/2020,1109,891,,,,,
578,23/09/2020,3807,3289,,,,,
730,23/09/2020,189,124,,,,,
546,24/09/2020,6343,6020,,,,,
547,24/09/2020,10168,9710,,,,,
548,24/09/2020,5942,5588,,,,,
549,24/09/2020,2655,2529,,,,,
550,24/09/2020,1117,920,,,,,
551,24/09/2020,4211,3960,,,,,
552,24/09/2020,1210,1033,,,,,
553,24/09/2020,1171,1099,,,,,
554,24/09/2020,3515,3029,,,,,
555,24/09/2020,1568,1355,,,,,
556,24/09/2020,1514,1355,,,,,
557,24/09/2020,895,740,,,,,
558,24/09/2020,2763,2589,,,,,
559,24/09/2020,1603,1382,,,,,
560,24/09/2020,1246,1043,,,,,
561,24/09/2020,773,650,,,,,
562,24/09/2020,1484,1310,,,,,
563,24/09/2020,1973,1599,,,,,
564,24/09/2020,18227,14670,,,,,
565,24/09/2020,19001,11808,,,,,
566,24/09/2020,718,521,,,,,
567,24/09/2020,2320,2110,,,,,
568,24/09/2020,799,665,,,,,
569,24/09/2020,8647,6359,,,,,
570,24/09/2020,3323,3039,,,,,
571,24/09/2020,5303,4829,,,,,
572,24/09/2020,746,633,,,,,
573,24/09/2020,1687,1480,,,,,
574,24/09/2020,3801,3320,,,,,
575,24/09/2020,820,692,,,,,
576,24/09/2020,1786,1620,,,,,
577,24/09/2020,1144,935,,,,,
578,24/09/2020,3910,3396,,,,,
730,24/09/2020,189,150,,,,,
546,26/09/2020,6538,6202,,,,,
547,26/09/2020,10402,9995,,,,,
548,26/09/2020,6129,5739,,,,,
549,26/09/2020,2667,2539,,,,,
550,26/09/2020,1164,979,,,,,
551,26/09/2020,4243,4028,,,,,
552,26/09/2020,1248,1076,,,,,
553,26/09/2020,1198,1126,,,,,
554,26/09/2020,3711,3302,,,,,
555,26/09/2020,1618,1434,,,,,
556,26/09/2020,1547,1426,,,,,
557,26/09/2020,962,769,,,,,
558,26/09/2020,2804,2653,,,,,
559,26/09/2020,1664,1461,,,,,
560,26/09/2020,1295,1098,,,,,
561,26/09/2020,814,694,,,,,
562,26/09/2020,1541,1333,,,,,
563,26/09/2020,2177,1619,,,,,
564,26/09/2020,18859,15121,,,,,
565,26/09/2020,19841,12383,,,,,
566,26/09/2020,765,552,,,,,
567,26/09/2020,2345,2196,,,,,
568,26/09/2020,832,710,,,,,
569,26/09/2020,8762,6520,,,,,
570,26/09/2020,3416,3149,,,,,
571,26/09/2020,5484,5100,,,,,
572,26/09/2020,759,679,,,,,
573,26/09/2020,1750,1498,,,,,
574,26/09/2020,3929,3322,,,,,
575,26/09/2020,852,725,,,,,
576,26/09/2020,1823,1659,,,,,
577,26/09/2020,1201,989,,,,,
578,26/09/2020,4098,3620,,,,,
730,26/09/2020,189,150,,,,,
546,27/09/2020,6631,6353,,,,,
547,27/09/2020,10507,10168,,,,,
548,27/09/2020,6208,5844,,,,,
549,27/09/2020,2680,2543,,,,,
550,27/09/2020,1176,1029,,,,,
551,27/09/2020,4267,4062,,,,,
552,27/09/2020,1261,1108,,,,,
553,27/09/2020,1210,1129,,,,,
554,27/09/2020,3796,3460,,,,,
555,27/09/2020,1658,1452,,,,,
556,27/09/2020,1579,1431,,,,,
557,27/09/2020,994,792,,,,,
558,27/09/2020,2830,2670,,,,,
559,27/09/2020,1713,1476,,,,,
560,27/09/2020,1334,1146,,,,,
561,27/09/2020,832,699,,,,,
562,27/09/2020,1586,1352,,,,,
563,27/09/2020,2262,1733,,,,,
564,27/09/2020,19149,15239,,,,,
565,27/09/2020,20214,12642,,,,,
566,27/09/2020,785,579,,,,,
567,27/09/2020,2356,2212,,,,,
568,27/09/2020,841,731,,,,,
569,27/09/2020,8845,6544,,,,,
570,27/09/2020,3482,3168,,,,,
571,27/09/2020,5571,5200,,,,,
572,27/09/2020,777,689,,,,,
573,27/09/2020,1786,1511,,,,,
574,27/09/2020,4034,3324,,,,,
575,27/09/2020,859,746,,,,,
576,27/09/2020,1860,1662,,,,,
577,27/09/2020,1235,992,,,,,
578,27/09/2020,4204,3734,,,,,
730,27/09/2020,189,150,,,,,
546,28/09/2020,6713,6432,,,,,
547,28/09/2020,10617,10219,,,,,
548,28/09/2020,6314,5925,,,,,
549,28/09/2020,2699,2583,,,,,
550,28/09/2020,1191,1043,,,,,
551,28/09/2020,4287,4093,,,,,
552,28/09/2020,1275,1123,,,,,
553,28/09/2020,1226,1138,,,,,
554,28/09/2020,3896,3530,,,,,
555,28/09/2020,1695,1499,,,,,
556,28/09/2020,1603,1436,,,,,
557,28/09/2020,1031,821,,,,,
558,28/09/2020,2860,2755,,,,,
559,28/09/2020,1753,1580,,,,,
560,28/09/2020,1367,1164,,,,,
561,28/09/2020,851,723,,,,,
562,28/09/2020,1624,1362,,,,,
563,28/09/2020,2336,1737,,,,,
564,28/09/2020,19510,15299,,,,,
565,28/09/2020,20658,12930,,,,,
566,28/09/2020,802,582,,,,,
567,28/09/2020,2373,2248,,,,,
568,28/09/2020,861,743,,,,,
569,28/09/2020,8905,6899,,,,,
570,28/09/2020,3535,3192,,,,,
571,28/09/2020,5698,5277,,,,,
572,28/09/2020,786,691,,,,,
573,28/09/2020,1816,1522,,,,,
574,28/09/2020,4040,3420,,,,,
575,28/09/2020,874,750,,,,,
576,28/09/2020,1898,1683,,,,,
577,28/09/2020,1256,1020,,,,,
578,28/09/2020,4284,3755,,,,,
730,28/09/2020,189,150,,,,,
546,29/09/2020,6837,6455,,,,,
547,29/09/2020,10700,10339,,,,,
548,29/09/2020,6417,6029,,,,,
549,29/09/2020,2744,2588,,,,,
550,29/09/2020,1201,1064,,,,,
551,29/09/2020,4309,4110,,,,,
552,29/09/2020,1286,1138,,,,,
553,29/09/2020,1228,1141,,,,,
554,29/09/2020,4002,3633,,,,,
555,29/09/2020,1763,1520,,,,,
556,29/09/2020,1629,1453,,,,,
557,29/09/2020,1046,837,,,,,
558,29/09/2020,2895,2757,,,,,
559,29/09/2020,1769,1602,,,,,
560,29/09/2020,1418,1182,,,,,
561,29/09/2020,879,733,,,,,
562,29/09/2020,1673,1421,,,,,
563,29/09/2020,2356,1783,,,,,
564,29/09/2020,19841,15564,,,,,
565,29/09/2020,21080,13133,,,,,
566,29/09/2020,823,604,,,,,
567,29/09/2020,2383,2264,,,,,
568,29/09/2020,881,754,,,,,
569,29/09/2020,8991,7189,,,,,
570,29/09/2020,3611,3219,,,,,
571,29/09/2020,5767,5343,,,,,
572,29/09/2020,792,695,,,,,
573,29/09/2020,1849,1546,,,,,
574,29/09/2020,4101,3483,,,,,
575,29/09/2020,900,783,,,,,
576,29/09/2020,1946,1694,,,,,
577,29/09/2020,1280,1098,,,,,
578,29/09/2020,4385,3720,,,,,
730,29/09/2020,189,150,,,,,
546,30/09/2020,6927,6558,,,,,
547,30/09/2020,10809,10475,,,,,
548,30/09/2020,6556,6099,,,,,
549,30/09/2020,2766,2598,,,,,
550,30/09/2020,1212,1098,,,,,
551,30/09/2020,4341,4127,,,,,
552,30/09/2020,1291,1185,,,,,
553,30/09/2020,1237,1142,,,,,
554,30/09/2020,4109,3769,,,,,
555,30/09/2020,1818,1589,,,,,
556,30/09/2020,1674,1459,,,,,
557,30/09/2020,1085,889,,,,,
558,30/09/2020,2920,2764,,,,,
559,30/09/2020,1828,1623,,,,,
560,30/09/2020,1476,1198,,,,,
561,30/09/2020,905,741,,,,,
562,30/09/2020,1714,1478,,,,,
563,30/09/2020,2409,1821,,,,,
564,30/09/2020,20177,15830,,,,,
565,30/09/2020,21488,13398,,,,,
566,30/09/2020,839,696,,,,,
567,30/09/2020,2399,2270,,,,,
568,30/09/2020,920,757,,,,,
569,30/09/2020,9054,7342,,,,,
570,30/09/2020,3695,3328,,,,,
571,30/09/2020,5829,5358,,,,,
572,30/09/2020,796,699,,,,,
573,30/09/2020,1875,1574,,,,,
574,30/09/2020,4128,3521,,,,,
575,30/09/2020,914,791,,,,,
576,30/09/2020,1987,1711,,,,,
577,30/09/2020,1291,1118,,,,,
578,30/09/2020,4486,3921,,,,,
730,30/09/2020,189,150,,,,,
546,01/10/2020,7016,6663,,,,,
547,01/10/2020,10897,10560,,,,,
548,01/10/2020,6712,6198,,,,,
549,01/10/2020,2785,2630,,,,,
550,01/10/2020,1223,1099,,,,,
551,01/10/2020,4371,4153,,,,,
552,01/10/2020,1305,1192,,,,,
553,01/10/2020,1239,1154,,,,,
554,01/10/2020,4302,3933,,,,,
555,01/10/2020,1842,1641,,,,,
556,01/10/2020,1712,1521,,,,,
557,01/10/2020,1842,1641,,,,,
558,01/10/2020,2941,2798,,,,,
559,01/10/2020,1871,1698,,,,,
560,01/10/2020,1526,1246,,,,,
561,01/10/2020,945,759,,,,,
562,01/10/2020,1762,1498,,,,,
563,01/10/2020,2493,1998,,,,,
564,01/10/2020,20490,15897,,,,,
565,01/10/2020,21920,13649,,,,,
566,01/10/2020,852,712,,,,,
567,01/10/2020,2413,2281,,,,,
568,01/10/2020,940,776,,,,,
569,01/10/2020,9107,7596,,,,,
570,01/10/2020,3762,3434,,,,,
571,01/10/2020,5907,5387,,,,,
572,01/10/2020,799,711,,,,,
573,01/10/2020,1904,1598,,,,,
574,01/10/2020,4173,3587,,,,,
575,01/10/2020,921,799,,,,,
576,01/10/2020,2028,3587,,,,,
577,01/10/2020,1314,1121,,,,,
578,01/10/2020,4571,3939,,,,,
730,01/10/2020,189,150,,,,,
546,02/10/2020,7111,6674,,,,,
547,02/10/2020,11095,10630,,,,,
548,02/10/2020,6895,6385,,,,,
549,02/10/2020,2833,2643,,,,,
550,02/10/2020,1234,1103,,,,,
551,02/10/2020,4391,4180,,,,,
552,02/10/2020,1312,1195,,,,,
553,02/10/2020,1248,1156,,,,,
554,02/10/2020,4410,4030,,,,,
555,02/10/2020,1902,1695,,,,,
556,02/10/2020,1748,1536,,,,,
557,02/10/2020,1116,989,,,,,
558,02/10/2020,2968,2890,,,,,
559,02/10/2020,1890,1739,,,,,
560,02/10/2020,1579,1298,,,,,
561,02/10/2020,987,783,,,,,
562,02/10/2020,1831,1520,,,,,
563,02/10/2020,2514,2002,,,,,
564,02/10/2020,20816,16099,,,,,
565,02/10/2020,22334,13958,,,,,
566,02/10/2020,877,739,,,,,
567,02/10/2020,2436,2319,,,,,
568,02/10/2020,942,782,,,,,
569,02/10/2020,9148,7780,,,,,
570,02/10/2020,3784,3512,,,,,
571,02/10/2020,5975,5429,,,,,
572,02/10/2020,805,731,,,,,
573,02/10/2020,1937,1633,,,,,
574,02/10/2020,4219,3759,,,,,
575,02/10/2020,927,819,,,,,
576,02/10/2020,2072,1802,,,,,
577,02/10/2020,1344,1130,,,,,
578,02/10/2020,4679,4010,,,,,
730,02/10/2020,189,150,,,,,
546,03/10/2020,7171,6795,,,,,
547,03/10/2020,11264,10840,,,,,
548,03/10/2020,7066,6489,,,,,
549,03/10/2020,2834,2653,,,,,
550,03/10/2020,1253,1123,,,,,
551,03/10/2020,4467,4204,,,,,
552,03/10/2020,1319,1197,,,,,
553,03/10/2020,1255,1158,,,,,
554,03/10/2020,4565,4162,,,,,
555,03/10/2020,1959,1714,,,,,
556,03/10/2020,1800,1591,,,,,
557,03/10/2020,1131,992,,,,,
558,03/10/2020,3008,2894,,,,,
559,03/10/2020,1921,1749,,,,,
560,03/10/2020,1614,1329,,,,,
561,03/10/2020,1008,799,,,,,
562,03/10/2020,1860,1548,,,,,
563,03/10/2020,21163,16327,,,,,
564,03/10/2020,2551,2141,,,,,
565,03/10/2020,22758,14184,,,,,
566,03/10/2020,890,744,,,,,
567,03/10/2020,2440,2322,,,,,
568,03/10/2020,949,790,,,,,
569,03/10/2020,9222,7812,,,,,
570,03/10/2020,3798,3589,,,,,
571,03/10/2020,6042,5588,,,,,
572,03/10/2020,823,735,,,,,
573,03/10/2020,1957,1686,,,,,
574,03/10/2020,4254,3802,,,,,
575,03/10/2020,938,821,,,,,
576,03/10/2020,2096,1824,,,,,
577,03/10/2020,1365,1143,,,,,
578,03/10/2020,4768,4198,,,,,
730,03/10/2020,189,150,,,,,
546,04/10/2020,7291,6898,,,,,
547,04/10/2020,11412,10949,,,,,
548,04/10/2020,7282,6598,,,,,
549,04/10/2020,2846,2689,,,,,
550,04/10/2020,1270,1141,,,,,
551,04/10/2020,4509,4223,,,,,
552,04/10/2020,1327,1218,,,,,
553,04/10/2020,1257,1160,,,,,
554,04/10/2020,4643,4287,,,,,
555,04/10/2020,1979,1919,,,,,
556,04/10/2020,1815,1594,,,,,
557,04/10/2020,1146,998,,,,,
558,04/10/2020,3026,2898,,,,,
559,04/10/2020,1978,1756,,,,,
560,04/10/2020,1746,1358,,,,,
561,04/10/2020,1038,825,,,,,
562,04/10/2020,1895,1587,,,,,
563,04/10/2020,2606,2299,,,,,
564,04/10/2020,21515,16598,,,,,
565,04/10/2020,23179,14439,,,,,
566,04/10/2020,911,750,,,,,
567,04/10/2020,2453,2327,,,,,
568,04/10/2020,960,795,,,,,
569,04/10/2020,9268,8189,,,,,
570,04/10/2020,3808,3592,,,,,
571,04/10/2020,6070,5664,,,,,
572,04/10/2020,828,739,,,,,
573,04/10/2020,1982,1710,,,,,
574,04/10/2020,4307,3856,,,,,
575,04/10/2020,938,823,,,,,
576,04/10/2020,2105,1850,,,,,
577,04/10/2020,1377,1167,,,,,
578,04/10/2020,4926,4310,,,,,
730,04/10/2020,189,150,,,,,
546,05/10/2020,7403,6963,,,,,
547,05/10/2020,11602,11073,,,,,
548,05/10/2020,7555,6682,,,,,
549,05/10/2020,2877,2696,,,,,
550,05/10/2020,1284,1149,,,,,
551,05/10/2020,4551,4380,,,,,
552,05/10/2020,1338,1221,,,,,
553,05/10/2020,1267,1163,,,,,
554,05/10/2020,4752,4380,,,,,
555,05/10/2020,2014,1798,,,,,
556,05/10/2020,1839,1623,,,,,
557,05/10/2020,1156,1020,,,,,
558,05/10/2020,3066,2912,,,,,
559,05/10/2020,2002,1780,,,,,
560,05/10/2020,1776,1455,,,,,
561,05/10/2020,1055,841,,,,,
562,05/10/2020,23629,14580,,,,,
563,05/10/2020,2655,2363,,,,,
564,05/10/2020,21880,16870,,,,,
565,05/10/2020,23629,14580,,,,,
566,05/10/2020,924,757,,,,,
567,05/10/2020,2465,2367,,,,,
568,05/10/2020,978,802,,,,,
569,05/10/2020,9293,8376,,,,,
570,05/10/2020,3830,3632,,,,,
571,05/10/2020,6116,5780,,,,,
572,05/10/2020,838,741,,,,,
573,05/10/2020,2009,1787,,,,,
574,05/10/2020,4320,3977,,,,,
575,05/10/2020,948,825,,,,,
576,05/10/2020,2129,1931,,,,,
577,05/10/2020,1405,1175,,,,,
578,05/10/2020,4973,4495,,,,,
730,05/10/2020,189,150,,,,,
546,06/10/2020,7403,6963,,,,,
547,06/10/2020,11602,11073,,,,,
548,06/10/2020,7555,6682,,,,,
549,06/10/2020,2877,2696,,,,,
550,06/10/2020,1284,1149,,,,,
551,06/10/2020,4551,4265,,,,,
552,06/10/2020,1338,1221,,,,,
553,06/10/2020,1267,1163,,,,,
554,06/10/2020,4752,4380,,,,,
555,06/10/2020,2014,1798,,,,,
556,06/10/2020,1839,1623,,,,,
557,06/10/2020,1156,1020,,,,,
558,06/10/2020,3066,2912,,,,,
559,06/10/2020,2002,1780,,,,,
560,06/10/2020,1776,1455,,,,,
561,06/10/2020,1055,841,,,,,
562,06/10/2020,1929,1644,,,,,
563,06/10/2020,2655,2363,,,,,
564,06/10/2020,21880,16870,,,,,
565,06/10/2020,23629,14580,,,,,
566,06/10/2020,2465,2367,,,,,
567,06/10/2020,2465,2367,,,,,
568,06/10/2020,978,802,,,,,
569,06/10/2020,9293,8376,,,,,
570,06/10/2020,3830,3632,,,,,
571,06/10/2020,6116,5780,,,,,
572,06/10/2020,838,741,,,,,
573,06/10/2020,2009,1787,,,,,
574,06/10/2020,4320,3977,,,,,
575,06/10/2020,948,825,,,,,
576,06/10/2020,2129,1931,,,,,
577,06/10/2020,1405,1175,,,,,
578,06/10/2020,4973,4495,,,,,
730,06/10/2020,189,150,,,,,
546,07/10/2020,7639,7219,,,,,
547,07/10/2020,11983,11392,,,,,
548,07/10/2020,7971,9668,,,,,
549,07/10/2020,2924,2724,,,,,
550,07/10/2020,1307,1159,,,,,
551,07/10/2020,4618,4338,,,,,
552,07/10/2020,1345,1232,,,,,
553,07/10/2020,1275,1173,,,,,
554,07/10/2020,5023,4689,,,,,
555,07/10/2020,2061,1854,,,,,
556,07/10/2020,1885,1691,,,,,
557,07/10/2020,1179,1049,,,,,
558,07/10/2020,3102,2929,,,,,
559,07/10/2020,2070,1839,,,,,
560,07/10/2020,1863,1589,,,,,
561,07/10/2020,1085,919,,,,,
562,07/10/2020,1976,1720,,,,,
563,07/10/2020,2695,2513,,,,,
564,07/10/2020,22501,17387,,,,,
565,07/10/2020,24571,15029,,,,,
566,07/10/2020,956,791,,,,,
567,07/10/2020,2491,2373,,,,,
568,07/10/2020,1005,823,,,,,
569,07/10/2020,9385,8485,,,,,
570,07/10/2020,3865,3742,,,,,
571,07/10/2020,6188,5892,,,,,
572,07/10/2020,845,745,,,,,
573,07/10/2020,2051,1844,,,,,
574,07/10/2020,4469,4189,,,,,
575,07/10/2020,971,839,,,,,
576,07/10/2020,2164,2010,,,,,
577,07/10/2020,1423,1289,,,,,
578,07/10/2020,5244,4763,,,,,
730,07/10/2020,189,150,,,,,
546,08/10/2020,7733,7362,,,,,
547,08/10/2020,12105,11512,,,,,
548,08/10/2020,8250,7187,,,,,
549,08/10/2020,2934,2749,,,,,
550,08/10/2020,1319,1162,,,,,
551,08/10/2020,4637,4359,,,,,
552,08/10/2020,1360,1235,,,,,
553,08/10/2020,1282,1182,,,,,
554,08/10/2020,5148,4795,,,,,
555,08/10/2020,2100,1863,,,,,
556,08/10/2020,1901,1702,,,,,
557,08/10/2020,1179,1089,,,,,
558,08/10/2020,3126,2998,,,,,
559,08/10/2020,2095,1898,,,,,
560,08/10/2020,1919,1676,,,,,
561,08/10/2020,1102,929,,,,,
562,08/10/2020,2011,1732,,,,,
563,08/10/2020,2716,2523,,,,,
564,08/10/2020,22888,17589,,,,,
565,08/10/2020,24994,15422,,,,,
566,08/10/2020,964,799,,,,,
567,08/10/2020,2058,2384,,,,,
568,08/10/2020,1005,835,,,,,
569,08/10/2020,9458,8560,,,,,
570,08/10/2020,3883,3750,,,,,
571,08/10/2020,6228,6002,,,,,
572,08/10/2020,846,749,,,,,
573,08/10/2020,2065,1862,,,,,
574,08/10/2020,4564,4278,,,,,
575,08/10/2020,973,847,,,,,
576,08/10/2020,2169,2101,,,,,
577,08/10/2020,1439,1295,,,,,
578,08/10/2020,5367,4894,,,,,
730,08/10/2020,189,150,,,,,
546,09/10/2020,7846,7469,,,,,
547,09/10/2020,12191,11649,,,,,
548,09/10/2020,8551,7379,,,,,
549,09/10/2020,2957,2772,,,,,
550,09/10/2020,1331,1173,,,,,
551,09/10/2020,4662,4379,,,,,
552,09/10/2020,1365,1249,,,,,
553,09/10/2020,1290,1184,,,,,
554,09/10/2020,5233,4902,,,,,
555,09/10/2020,2138,1927,,,,,
556,09/10/2020,1941,1705,,,,,
557,09/10/2020,1183,1092,,,,,
558,09/10/2020,3139,3021,,,,,
559,09/10/2020,2095,1902,,,,,
560,09/10/2020,1999,1729,,,,,
561,09/10/2020,1140,934,,,,,
562,09/10/2020,2024,1789,,,,,
563,09/10/2020,2772,2528,,,,,
564,09/10/2020,23281,17887,,,,,
565,09/10/2020,25393,15829,,,,,
566,09/10/2020,2513,2390,,,,,
567,09/10/2020,2513,2390,,,,,
568,09/10/2020,1019,841,,,,,
569,09/10/2020,9544,8699,,,,,
570,09/10/2020,3962,3751,,,,,
571,09/10/2020,6276,6012,,,,,
572,09/10/2020,848,765,,,,,
573,09/10/2020,2087,1892,,,,,
574,09/10/2020,4606,4340,,,,,
575,09/10/2020,973,855,,,,,
576,09/10/2020,2184,2105,,,,,
577,09/10/2020,1480,1329,,,,,
578,09/10/2020,5446,5189,,,,,
730,09/10/2020,189,150,,,,,
546,10/10/2020,7919,7597,,,,,
547,10/10/2020,12395,11942,,,,,
548,10/10/2020,8851,7520,,,,,
549,10/10/2020,2965,2788,,,,,
550,10/10/2020,1339,1189,,,,,
551,10/10/2020,4690,4411,,,,,
552,10/10/2020,1366,1259,,,,,
553,10/10/2020,1302,1191,,,,,
554,10/10/2020,5331,5044,,,,,
555,10/10/2020,2156,1978,,,,,
556,10/10/2020,1959,1789,,,,,
557,10/10/2020,1188,1095,,,,,
558,10/10/2020,3147,3027,,,,,
559,10/10/2020,2133,1939,,,,,
560,10/10/2020,2062,1802,,,,,
561,10/10/2020,1164,959,,,,,
562,10/10/2020,2058,1829,,,,,
563,10/10/2020,2807,2579,,,,,
564,10/10/2020,23630,17987,,,,,
565,10/10/2020,25758,16341,,,,,
566,10/10/2020,982,821,,,,,
567,10/10/2020,2525,2396,,,,,
568,10/10/2020,1031,845,,,,,
