DISTRICTCODE,Date,TINF,TREC,TDEC,,,,
325,10/10/2020,3245,1231,28,,,,
326,10/10/2020,188,146,27,,,,
298,11/10/2020,3150,1693,9,,,,
299,11/10/2020,3899,2304,29,,,,
300,11/10/2020,1393,686,4,,,,
301,11/10/2020,4634,1803,22,,,,
302,11/10/2020,1793,1222,20,,,,
303,11/10/2020,2501,1548,6,,,,
304,11/10/2020,9005,3108,81,,,,
305,11/10/2020,3205,1837,9,,,,
306,11/10/2020,3237,716,32,,,,
307,11/10/2020,13507,5299,157,,,,
308,11/10/2020,1874,1061,17,,,,
309,11/10/2020,398,153,1,,,,
310,11/10/2020,7157,3564,59,,,,
311,11/10/2020,1369,928,6,,,,
312,11/10/2020,2659,980,15,,,,
313,11/10/2020,3020,1147,18,,,,
314,11/10/2020,1905,778,11,,,,
315,11/10/2020,5128,1641,8,,,,
316,11/10/2020,2055,577,11,,,,
317,11/10/2020,3095,1468,32,,,,
318,11/10/2020,1991,435,6,,,,
319,11/10/2020,1520,1017,1,,,,
320,11/10/2020,9030,4141,85,,,,
321,11/10/2020,37436,16066,491,,,,
322,11/10/2020,9399,4501,49,,,,
323,11/10/2020,2321,1579,5,,,,
324,11/10/2020,2208,782,12,,,,
325,11/10/2020,3295,1263,29,,,,
326,11/10/2020,188,146,28,,,,
298,12/10/2020,3263,1744,9,,,,
299,12/10/2020,3962,2324,32,,,,
300,12/10/2020,1431,686,4,,,,
301,12/10/2020,4777,1847,22,,,,
302,12/10/2020,1825,1284,21,,,,
303,12/10/2020,2581,1664,6,,,,
304,12/10/2020,9136,3155,84,,,,
305,12/10/2020,3260,1878,9,,,,
306,12/10/2020,3311,720,45,,,,
307,12/10/2020,13670,5336,160,,,,
308,12/10/2020,1908,1128,17,,,,
309,12/10/2020,416,154,1,,,,
310,12/10/2020,7479,3619,59,,,,
311,12/10/2020,1409,938,6,,,,
312,12/10/2020,2750,993,16,,,,
313,12/10/2020,3113,1172,19,,,,
314,12/10/2020,1990,790,11,,,,
315,12/10/2020,5329,1678,9,,,,
316,12/10/2020,2103,585,12,,,,
317,12/10/2020,3170,1484,32,,,,
318,12/10/2020,2027,458,6,,,,
319,12/10/2020,1556,1022,1,,,,
320,12/10/2020,9259,4235,85,,,,
321,12/10/2020,37660,16162,496,,,,
322,12/10/2020,9595,4601,50,,,,
323,12/10/2020,2412,1580,5,,,,
324,12/10/2020,2293,799,12,,,,
325,12/10/2020,3373,1286,29,,,,
326,12/10/2020,189,146,28,,,,
298,13/10/2020,3343,1771,9,,,,
299,13/10/2020,4031,2348,34,,,,
300,13/10/2020,1474,688,4,,,,
301,13/10/2020,4878,1854,22,,,,
302,13/10/2020,1859,1301,21,,,,
303,13/10/2020,2636,1674,6,,,,
304,13/10/2020,9282,3222,84,,,,
305,13/10/2020,3328,1919,9,,,,
306,13/10/2020,3391,763,45,,,,
307,13/10/2020,13888,5390,162,,,,
308,13/10/2020,1938,1156,17,,,,
309,13/10/2020,443,154,1,,,,
310,13/10/2020,7674,3662,61,,,,
311,13/10/2020,1356,951,6,,,,
312,13/10/2020,2818,993,16,,,,
313,13/10/2020,3204,1190,19,,,,
314,13/10/2020,2045,809,11,,,,
315,13/10/2020,5531,1712,9,,,,
316,13/10/2020,2157,598,12,,,,
317,13/10/2020,3264,1505,32,,,,
318,13/10/2020,2056,459,6,,,,
319,13/10/2020,1565,1037,1,,,,
320,13/10/2020,9523,4320,91,,,,
321,13/10/2020,37999,16291,499,,,,
322,13/10/2020,9741,4679,52,,,,
323,13/10/2020,2431,1613,5,,,,
324,13/10/2020,2351,803,15,,,,
325,13/10/2020,3467,1308,29,,,,
326,13/10/2020,193,148,17,,,,
298,14/10/2020,3429,1795,9,,,,
299,14/10/2020,4117,2365,34,,,,
300,14/10/2020,1516,732,4,,,,
301,14/10/2020,5012,1899,22,,,,
302,14/10/2020,1892,1315,21,,,,
303,14/10/2020,2668,1739,6,,,,
304,14/10/2020,9421,3240,85,,,,
305,14/10/2020,3418,1946,9,,,,
306,14/10/2020,3473,769,46,,,,
307,14/10/2020,14003,5430,166,,,,
308,14/10/2020,1985,1212,17,,,,
309,14/10/2020,448,155,1,,,,
310,14/10/2020,7931,3728,68,,,,
311,14/10/2020,1374,946,6,,,,
312,14/10/2020,2909,1034,16,,,,
313,14/10/2020,3275,1209,23,,,,
314,14/10/2020,2131,828,11,,,,
315,14/10/2020,5803,1742,9,,,,
316,14/10/2020,2208,614,12,,,,
317,14/10/2020,4117,2365,34,,,,
318,14/10/2020,2122,459,6,,,,
319,14/10/2020,1578,1053,1,,,,
320,14/10/2020,9749,4400,94,,,,
321,14/10/2020,38255,16420,505,,,,
322,14/10/2020,9926,4712,54,,,,
323,14/10/2020,2517,1681,5,,,,
324,14/10/2020,2423,817,15,,,,
325,14/10/2020,3594,1333,30,,,,
326,14/10/2020,201,151,29,,,,
298,15/10/2020,3493,1830,10,,,,
299,15/10/2020,4218,2414,55,,,,
300,15/10/2020,1531,766,4,,,,
301,15/10/2020,5138,1927,22,,,,
302,15/10/2020,1919,1337,21,,,,
303,15/10/2020,2762,1757,6,,,,
304,15/10/2020,9573,3270,85,,,,
305,15/10/2020,3529,1972,9,,,,
306,15/10/2020,3535,795,46,,,,
307,15/10/2020,14172,5479,169,,,,
308,15/10/2020,2027,1223,17,,,,
309,15/10/2020,451,155,1,,,,
310,15/10/2020,8143,3766,70,,,,
311,15/10/2020,1438,994,7,,,,
312,15/10/2020,3019,1037,21,,,,
313,15/10/2020,3359,1233,24,,,,
314,15/10/2020,2282,840,11,,,,
315,15/10/2020,5996,1765,9,,,,
316,15/10/2020,2264,620,12,,,,
317,15/10/2020,3383,1529,37,,,,
318,15/10/2020,5149,464,6,,,,
319,15/10/2020,1618,1055,1,,,,
320,15/10/2020,10001,4511,99,,,,
321,15/10/2020,38519,16496,508,,,,
322,15/10/2020,10064,4818,54,,,,
323,15/10/2020,2567,1685,5,,,,
324,15/10/2020,2498,828,15,,,,
325,15/10/2020,3664,1364,30,,,,
326,15/10/2020,203,151,31,,,,
298,16/10/2020,3520,1868,10,,,,
299,16/10/2020,4316,2441,69,,,,
300,16/10/2020,1579,789,4,,,,
301,16/10/2020,5259,1956,22,,,,
302,16/10/2020,1932,1383,21,,,,
303,16/10/2020,2861,1770,6,,,,
304,16/10/2020,9715,3298,85,,,,
305,16/10/2020,3611,1995,9,,,,
306,16/10/2020,3624,801,46,,,,
307,16/10/2020,14304,5501,170,,,,
308,16/10/2020,3474,1549,37,,,,
309,16/10/2020,458,162,1,,,,
310,16/10/2020,8347,3804,73,,,,
311,16/10/2020,1466,1006,7,,,,
312,16/10/2020,3079,1383,21,,,,
313,16/10/2020,3410,1257,27,,,,
314,16/10/2020,2372,864,12,,,,
315,16/10/2020,6206,1796,9,,,,
316,16/10/2020,2319,628,12,,,,
317,16/10/2020,3474,1549,37,,,,
318,16/10/2020,2195,470,6,,,,
319,16/10/2020,1633,1074,1,,,,
320,16/10/2020,10242,4628,112,,,,
321,16/10/2020,38763,16589,511,,,,
322,16/10/2020,10177,4900,56,,,,
323,16/10/2020,2619,1723,5,,,,
324,16/10/2020,2558,832,15,,,,
325,16/10/2020,3700,1371,30,,,,
326,16/10/2020,203,151,31,,,,
298,17/10/2020,3588,1920,10,,,,
299,17/10/2020,4359,2486,69,,,,
300,17/10/2020,1628,815,4,,,,
301,17/10/2020,5385,1991,22,,,,
302,17/10/2020,1970,1385,21,,,,
303,17/10/2020,2910,1804,6,,,,
304,17/10/2020,9866,3334,87,,,,
305,17/10/2020,3695,2030,9,,,,
306,17/10/2020,3707,801,47,,,,
307,17/10/2020,14468,5528,174,,,,
308,17/10/2020,2084,1272,17,,,,
309,17/10/2020,463,167,1,,,,
310,17/10/2020,8583,3867,74,,,,
311,17/10/2020,1507,1035,7,,,,
312,17/10/2020,3122,1127,21,,,,
313,17/10/2020,3489,1269,27,,,,
314,17/10/2020,2486,871,12,,,,
315,17/10/2020,6369,1819,9,,,,
316,17/10/2020,2359,632,12,,,,
317,17/10/2020,3565,1567,38,,,,
318,17/10/2020,2233,471,6,,,,
319,17/10/2020,1665,1075,1,,,,
320,17/10/2020,10466,4742,114,,,,
321,17/10/2020,38945,16657,513,,,,
322,17/10/2020,10344,4943,57,,,,
323,17/10/2020,2646,1723,5,,,,
324,17/10/2020,2609,843,15,,,,
325,17/10/2020,3788,1382,30,,,,
326,17/10/2020,203,154,31,,,,
298,18/10/2020,3659,1946,10,,,,
299,18/10/2020,4435,2490,72,,,,
300,18/10/2020,1807,826,4,,,,
301,18/10/2020,5441,1996,22,,,,
302,18/10/2020,1989,1426,21,,,,
303,18/10/2020,2953,1829,6,,,,
304,18/10/2020,9958,3349,87,,,,
305,18/10/2020,3730,2072,9,,,,
306,18/10/2020,3777,809,48,,,,
307,18/10/2020,14535,5589,201,,,,
308,18/10/2020,2106,1287,17,,,,
309,18/10/2020,8701,3881,75,,,,
310,18/10/2020,491,170,1,,,,
311,18/10/2020,1561,1045,7,,,,
312,18/10/2020,3152,1127,21,,,,
313,18/10/2020,3553,1272,27,,,,
314,18/10/2020,2501,883,12,,,,
315,18/10/2020,6528,1819,9,,,,
316,18/10/2020,2397,647,12,,,,
317,18/10/2020,3621,1586,38,,,,
318,18/10/2020,2255,472,6,,,,
319,18/10/2020,1668,1102,1,,,,
320,18/10/2020,10642,4754,116,,,,
321,18/10/2020,39089,16726,518,,,,
322,18/10/2020,10463,4972,57,,,,
323,18/10/2020,2696,1723,5,,,,
324,18/10/2020,2655,848,15,,,,
325,18/10/2020,3827,1398,30,,,,
326,18/10/2020,206,155,31,,,,
298,19/10/2020,3745,1975,12,,,,
299,19/10/2020,4539,2515,74,,,,
300,19/10/2020,1853,839,4,,,,
301,19/10/2020,5535,2026,22,,,,
302,19/10/2020,2025,1443,22,,,,
303,19/10/2020,3010,1893,6,,,,
304,19/10/2020,10153,4875,119,,,,
305,19/10/2020,3813,2091,9,,,,
306,19/10/2020,3863,816,49,,,,
307,19/10/2020,14726,5617,233,,,,
308,19/10/2020,2124,1332,17,,,,
309,19/10/2020,503,175,1,,,,
310,19/10/2020,8901,3928,79,,,,
311,19/10/2020,1616,1073,7,,,,
312,19/10/2020,3186,1159,22,,,,
313,19/10/2020,3637,1302,29,,,,
314,19/10/2020,2550,883,12,,,,
315,19/10/2020,6636,1846,9,,,,
316,19/10/2020,2467,653,12,,,,
317,19/10/2020,3688,1589,38,,,,
318,19/10/2020,2321,475,6,,,,
319,19/10/2020,1676,1108,1,,,,
320,19/10/2020,10814,4875,119,,,,
321,19/10/2020,39285,16804,523,,,,
322,19/10/2020,10544,5071,60,,,,
323,19/10/2020,2738,1801,5,,,,
324,19/10/2020,2744,869,15,,,,
325,19/10/2020,3869,1419,30,,,,
326,19/10/2020,211,157,31,,,,
298,20/10/2020,3840,2006,12,,,,
299,20/10/2020,4605,2543,74,,,,
300,20/10/2020,1873,849,5,,,,
301,20/10/2020,5642,2059,22,,,,
302,20/10/2020,2048,1458,23,,,,
303,20/10/2020,3076,1920,6,,,,
304,20/10/2020,10290,3385,87,,,,
305,20/10/2020,3883,2121,9,,,,
306,20/10/2020,3945,817,51,,,,
307,20/10/2020,14846,5634,264,,,,
308,20/10/2020,2130,1361,17,,,,
309,20/10/2020,527,177,1,,,,
310,20/10/2020,9146,3955,79,,,,
311,20/10/2020,1670,1083,7,,,,
312,20/10/2020,3232,1170,22,,,,
313,20/10/2020,3711,1319,30,,,,
314,20/10/2020,2626,908,12,,,,
315,20/10/2020,6923,1860,9,,,,
316,20/10/2020,2503,657,12,,,,
317,20/10/2020,3735,1605,39,,,,
318,20/10/2020,2354,476,7,,,,
319,20/10/2020,1685,1118,1,,,,
320,20/10/2020,2130,1361,17,,,,
321,20/10/2020,39465,16855,528,,,,
322,20/10/2020,10693,5160,62,,,,
323,20/10/2020,2777,1815,5,,,,
324,20/10/2020,2812,873,18,,,,
325,20/10/2020,3934,1449,31,,,,
326,20/10/2020,212,159,31,,,,
298,21/10/2020,3911,2032,12,,,,
299,21/10/2020,3278,1175,22,,,,
300,21/10/2020,1891,857,5,,,,
301,21/10/2020,5725,2071,22,,,,
302,21/10/2020,2095,1467,23,,,,
303,21/10/2020,3103,1935,6,,,,
304,21/10/2020,10442,3434,88,,,,
305,21/10/2020,3966,2163,9,,,,
306,21/10/2020,3966,2163,9,,,,
307,21/10/2020,14981,5648,299,,,,
308,21/10/2020,2152,1369,39,,,,
309,21/10/2020,534,181,2,,,,
310,21/10/2020,9353,3992,79,,,,
311,21/10/2020,1721,1106,7,,,,
312,21/10/2020,3278,1175,22,,,,
313,21/10/2020,2666,916,12,,,,
314,21/10/2020,3278,1175,22,,,,
315,21/10/2020,7061,1883,9,,,,
316,21/10/2020,2557,670,12,,,,
317,21/10/2020,3835,1621,39,,,,
318,21/10/2020,2393,482,7,,,,
319,21/10/2020,1698,1136,1,,,,
320,21/10/2020,11343,5066,120,,,,
321,21/10/2020,39674,16906,530,,,,
322,21/10/2020,10831,5223,65,,,,
323,21/10/2020,2808,1848,5,,,,
324,21/10/2020,2319,885,18,,,,
325,21/10/2020,3972,1475,31,,,,
326,21/10/2020,212,162,32,,,,
298,22/10/2020,4009,2060,12,,,,
299,22/10/2020,4744,2596,77,,,,
300,22/10/2020,1939,867,5,,,,
301,22/10/2020,5818,2077,22,,,,
302,22/10/2020,2132,1482,23,,,,
303,22/10/2020,3139,1961,6,,,,
304,22/10/2020,10716,3466,89,,,,
305,22/10/2020,4068,2189,9,,,,
306,22/10/2020,4139,834,51,,,,
307,22/10/2020,15103,5721,333,,,,
308,22/10/2020,2188,1370,18,,,,
309,22/10/2020,550,181,2,,,,
310,22/10/2020,9477,4036,79,,,,
311,22/10/2020,1741,1117,7,,,,
312,22/10/2020,3324,1187,23,,,,
313,22/10/2020,3874,1344,30,,,,
314,22/10/2020,2723,920,12,,,,
315,22/10/2020,7269,1895,19,,,,
316,22/10/2020,2605,671,12,,,,
317,22/10/2020,3916,1640,39,,,,
318,22/10/2020,2454,487,7,,,,
319,22/10/2020,1716,1136,1,,,,
320,22/10/2020,11582,5136,120,,,,
321,22/10/2020,39914,16961,533,,,,
322,22/10/2020,10928,5271,65,,,,
323,22/10/2020,2862,1867,5,,,,
324,22/10/2020,2960,897,18,,,,
325,22/10/2020,4019,1488,31,,,,
326,22/10/2020,221,164,32,,,,
298,23/10/2020,4071,2092,14,,,,
299,23/10/2020,4829,2633,77,,,,
300,23/10/2020,1982,869,6,,,,
301,23/10/2020,5911,2180,22,,,,
302,23/10/2020,2174,1489,23,,,,
303,23/10/2020,3184,1971,6,,,,
304,23/10/2020,10830,3493,89,,,,
305,23/10/2020,4149,2214,9,,,,
306,23/10/2020,4208,845,51,,,,
307,23/10/2020,15300,5743,337,,,,
308,23/10/2020,2245,1393,18,,,,
309,23/10/2020,555,186,2,,,,
310,23/10/2020,9703,4069,79,,,,
311,23/10/2020,1787,1125,7,,,,
312,23/10/2020,3376,1192,24,,,,
313,23/10/2020,2897,1355,30,,,,
314,23/10/2020,2792,928,12,,,,
315,23/10/2020,7494,1984,28,,,,
316,23/10/2020,2663,674,22,,,,
317,23/10/2020,3993,1657,63,,,,
318,23/10/2020,2519,490,7,,,,
319,23/10/2020,1723,1149,1,,,,
320,23/10/2020,11764,5149,122,,,,
321,23/10/2020,40116,17005,535,,,,
322,23/10/2020,11048,5333,65,,,,
323,23/10/2020,2897,1885,5,,,,
324,23/10/2020,3020,905,19,,,,
325,23/10/2020,4074,1497,33,,,,
326,23/10/2020,224,165,32,,,,
298,24/10/2020,4122,2130,15,,,,
299,24/10/2020,4864,2671,77,,,,
300,24/10/2020,1989,887,6,,,,
301,24/10/2020,6013,2193,22,,,,
302,24/10/2020,2196,1496,23,,,,
303,24/10/2020,3216,1991,6,,,,
304,24/10/2020,10998,3502,89,,,,
305,24/10/2020,4212,2253,9,,,,
306,24/10/2020,4258,847,51,,,,
307,24/10/2020,15440,5781,362,,,,
308,24/10/2020,2285,1397,25,,,,
309,24/10/2020,561,186,2,,,,
310,24/10/2020,9863,4094,83,,,,
311,24/10/2020,1799,1136,10,,,,
312,24/10/2020,3418,1208,24,,,,
313,24/10/2020,4020,1363,31,,,,
314,24/10/2020,2869,933,12,,,,
315,24/10/2020,7698,2000,34,,,,
316,24/10/2020,2703,677,22,,,,
317,24/10/2020,4024,1662,63,,,,
318,24/10/2020,2550,492,7,,,,
319,24/10/2020,1730,1153,1,,,,
320,24/10/2020,11939,5216,126,,,,
321,24/10/2020,40285,17061,538,,,,
322,24/10/2020,11167,5375,65,,,,
323,24/10/2020,2931,1950,5,,,,
324,24/10/2020,3070,912,19,,,,
325,24/10/2020,4143,1512,34,,,,
326,24/10/2020,228,165,32,,,,
298,25/10/2020,4160,2158,15,,,,
299,25/10/2020,4886,2682,77,,,,
300,25/10/2020,1998,888,6,,,,
301,25/10/2020,6079,2198,22,,,,
302,25/10/2020,2212,1502,23,,,,
303,25/10/2020,3233,1993,6,,,,
304,25/10/2020,11141,3523,89,,,,
305,25/10/2020,4276,2259,9,,,,
306,25/10/2020,4336,847,52,,,,
307,25/10/2020,15529,5803,369,,,,
308,25/10/2020,2303,1398,25,,,,
309,25/10/2020,564,188,2,,,,
310,25/10/2020,9962,4131,84,,,,
311,25/10/2020,1805,1136,10,,,,
312,25/10/2020,3439,1238,24,,,,
313,25/10/2020,4067,1368,32,,,,
314,25/10/2020,2889,935,12,,,,
315,25/10/2020,7822,2005,37,,,,
316,25/10/2020,2712,680,22,,,,
317,25/10/2020,4049,1663,65,,,,
318,25/10/2020,2566,492,7,,,,
319,25/10/2020,1753,1153,1,,,,
320,25/10/2020,12026,5288,129,,,,
321,25/10/2020,40429,17083,539,,,,
322,25/10/2020,11224,5412,65,,,,
323,25/10/2020,2972,1950,5,,,,
324,25/10/2020,3107,913,25,,,,
325,25/10/2020,4188,1524,34,,,,
326,25/10/2020,232,165,32,,,,
298,26/10/2020,4224,2178,15,,,,
299,26/10/2020,4935,2735,77,,,,
300,26/10/2020,2015,894,6,,,,
301,26/10/2020,6135,2308,22,,,,
302,26/10/2020,2252,1508,25,,,,
303,26/10/2020,3273,2011,6,,,,
304,26/10/2020,11252,3569,89,,,,
305,26/10/2020,4326,2267,9,,,,
306,26/10/2020,4386,848,54,,,,
307,26/10/2020,15540,5846,380,,,,
308,26/10/2020,2325,1459,25,,,,
309,26/10/2020,567,189,2,,,,
310,26/10/2020,10134,4159,12,,,,
311,26/10/2020,1818,1150,10,,,,
312,26/10/2020,3493,1251,24,,,,
313,26/10/2020,4124,1382,33,,,,
314,26/10/2020,2964,943,12,,,,
315,26/10/2020,7928,2014,37,,,,
316,26/10/2020,2733,681,22,,,,
317,26/10/2020,4095,1691,65,,,,
318,26/10/2020,2616,496,12,,,,
319,26/10/2020,1758,1170,1,,,,
320,26/10/2020,12176,5320,130,,,,
321,26/10/2020,40528,17127,543,,,,
322,26/10/2020,11345,5439,82,,,,
323,26/10/2020,3050,1971,5,,,,
324,26/10/2020,3166,922,19,,,,
325,26/10/2020,4217,1534,40,,,,
326,26/10/2020,233,165,32,,,,
298,27/10/2020,4279,2204,15,,,,
299,27/10/2020,5018,2771,77,,,,
300,27/10/2020,2028,900,6,,,,
301,27/10/2020,6167,2317,22,,,,
302,27/10/2020,2298,1544,25,,,,
303,27/10/2020,3305,2070,6,,,,
304,27/10/2020,11325,3593,89,,,,
305,27/10/2020,4384,2291,9,,,,
306,27/10/2020,4454,855,54,,,,
307,27/10/2020,15647,5857,394,,,,
308,27/10/2020,2362,1466,25,,,,
309,27/10/2020,572,189,2,,,,
310,27/10/2020,10318,4206,86,,,,
311,27/10/2020,6167,2317,22,,,,
312,27/10/2020,3540,1252,25,,,,
313,27/10/2020,4224,1397,33,,,,
314,27/10/2020,3016,944,12,,,,
315,27/10/2020,8151,2034,37,,,,
316,27/10/2020,2773,690,22,,,,
317,27/10/2020,4145,1698,66,,,,
318,27/10/2020,2636,496,12,,,,
319,27/10/2020,1762,1186,1,,,,
320,27/10/2020,12382,5400,131,,,,
321,27/10/2020,40705,17179,544,,,,
322,27/10/2020,11494,5566,82,,,,
323,27/10/2020,3103,1997,5,,,,
324,27/10/2020,3232,925,19,,,,
325,27/10/2020,4257,1537,40,,,,
326,27/10/2020,241,165,32,,,,
298,29/10/2020,4446,2277,25,,,,
299,29/10/2020,5153,2820,79,,,,
300,29/10/2020,2057,903,6,,,,
301,29/10/2020,6260,2365,22,,,,
302,29/10/2020,2404,1575,28,,,,
303,29/10/2020,3346,2082,15,,,,
304,29/10/2020,11590,3630,89,,,,
305,29/10/2020,4479,2325,9,,,,
306,29/10/2020,4573,868,54,,,,
307,29/10/2020,15853,5878,416,,,,
308,29/10/2020,2431,1500,29,,,,
309,29/10/2020,581,190,6,,,,
310,29/10/2020,10657,4262,93,,,,
311,29/10/2020,1893,1254,11,,,,
312,29/10/2020,3654,1263,38,,,,
313,29/10/2020,4331,1415,37,,,,
314,29/10/2020,3150,963,12,,,,
315,29/10/2020,8452,2055,43,,,,
316,29/10/2020,2848,699,23,,,,
317,29/10/2020,4286,1712,66,,,,
318,29/10/2020,2730,497,12,,,,
319,29/10/2020,1767,1194,2,,,,
320,29/10/2020,12742,5546,135,,,,
321,29/10/2020,41075,17253,547,,,,
322,29/10/2020,11725,5628,93,,,,
323,29/10/2020,3195,2032,8,,,,
324,29/10/2020,3293,939,19,,,,
325,29/10/2020,4370,1553,40,,,,
326,29/10/2020,247,165,32,,,,
298,30/10/2020,4525,2312,25,,,,
299,30/10/2020,5220,2864,72,,,,
300,30/10/2020,2092,914,6,,,,
301,30/10/2020,6320,2375,22,,,,
302,30/10/2020,2434,1575,28,,,,
303,30/10/2020,3361,2085,15,,,,
304,30/10/2020,11707,3651,89,,,,
305,30/10/2020,4518,2351,9,,,,
306,30/10/2020,4606,870,66,,,,
307,30/10/2020,15915,5907,427,,,,
308,30/10/2020,2456,1520,29,,,,
309,30/10/2020,589,200,6,,,,
310,30/10/2020,10809,4281,93,,,,
311,30/10/2020,1900,1278,11,,,,
312,30/10/2020,3682,1268,40,,,,
313,30/10/2020,4351,1425,37,,,,
314,30/10/2020,3201,974,12,,,,
315,30/10/2020,8561,2067,43,,,,
316,30/10/2020,2883,707,23,,,,
317,30/10/2020,4369,1722,67,,,,
318,30/10/2020,2755,497,12,,,,
319,30/10/2020,1775,1194,2,,,,
320,30/10/2020,13027,5592,135,,,,
321,30/10/2020,41227,17296,562,,,,
322,30/10/2020,11795,5659,101,,,,
323,30/10/2020,3247,2032,8,,,,
324,30/10/2020,3308,943,19,,,,
325,30/10/2020,4422,1563,40,,,,
326,30/10/2020,251,167,32,,,,
298,31/10/2020,4613,2358,25,,,,
299,31/10/2020,5284,2881,79,,,,
300,31/10/2020,2109,919,6,,,,
301,31/10/2020,6357,2409,22,,,,
302,31/10/2020,2465,1595,28,,,,
303,31/10/2020,3386,2099,15,,,,
304,31/10/2020,11805,3662,89,,,,
305,31/10/2020,4544,2360,9,,,,
306,31/10/2020,4668,890,67,,,,
307,31/10/2020,15975,5926,429,,,,
308,31/10/2020,2515,1561,29,,,,
309,31/10/2020,604,200,6,,,,
310,31/10/2020,11034,4317,109,,,,
311,31/10/2020,1925,1291,11,,,,
312,31/10/2020,3770,1281,40,,,,
313,31/10/2020,4403,1483,39,,,,
314,31/10/2020,3271,977,12,,,,
315,31/10/2020,8799,2077,55,,,,
316,31/10/2020,2940,712,23,,,,
317,31/10/2020,4405,1734,68,,,,
318,31/10/2020,2803,500,14,,,,
319,31/10/2020,1778,1197,2,,,,
320,31/10/2020,13220,5671,144,,,,
321,31/10/2020,41365,17336,579,,,,
322,31/10/2020,11908,5736,102,,,,
323,31/10/2020,3273,2038,8,,,,
324,31/10/2020,3334,943,19,,,,
325,31/10/2020,4464,1570,40,,,,
326,31/10/2020,253,167,32,,,,
298,01/11/2020,4686,2379,26,,,,
299,01/11/2020,5319,2900,81,,,,
300,01/11/2020,2120,920,6,,,,
301,01/11/2020,6384,2414,22,,,,
302,01/11/2020,2529,1595,28,,,,
303,01/11/2020,3404,2099,15,,,,
304,01/11/2020,11913,3666,104,,,,
305,01/11/2020,4597,2368,9,,,,
306,01/11/2020,4720,911,69,,,,
307,01/11/2020,16021,5934,436,,,,
308,01/11/2020,2554,1577,31,,,,
309,01/11/2020,605,200,6,,,,
310,01/11/2020,11186,4322,109,,,,
311,01/11/2020,1933,1309,11,,,,
312,01/11/2020,3794,1286,40,,,,
313,01/11/2020,4453,1495,39,,,,
314,01/11/2020,3305,979,12,,,,
315,01/11/2020,8932,2093,55,,,,
316,01/11/2020,2964,719,23,,,,
317,01/11/2020,4426,1743,68,,,,
318,01/11/2020,2839,500,14,,,,
319,01/11/2020,1779,1197,2,,,,
320,01/11/2020,13484,5734,146,,,,
321,01/11/2020,41481,17352,595,,,,
322,01/11/2020,11960,5758,104,,,,
323,01/11/2020,3298,2039,8,,,,
324,01/11/2020,3355,943,19,,,,
325,01/11/2020,4517,1584,40,,,,
326,01/11/2020,255,167,32,,,,
298,02/11/2020,4787,2410,26,,,,
299,02/11/2020,5384,2909,81,,,,
300,02/11/2020,2130,922,6,,,,
301,02/11/2020,6437,2425,22,,,,
302,02/11/2020,2567,1614,28,,,,
303,02/11/2020,3428,2126,24,,,,
304,02/11/2020,11976,3688,116,,,,
305,02/11/2020,4633,2395,10,,,,
306,02/11/2020,4767,918,69,,,,
307,02/11/2020,16093,5987,450,,,,
308,02/11/2020,2587,1580,31,,,,
309,02/11/2020,620,200,6,,,,
310,02/11/2020,11404,4371,109,,,,
311,02/11/2020,1966,1325,11,,,,
312,02/11/2020,3861,1293,40,,,,
313,02/11/2020,4499,1506,39,,,,
314,02/11/2020,3382,979,12,,,,
315,02/11/2020,8994,2107,56,,,,
316,02/11/2020,3032,722,23,,,,
317,02/11/2020,4464,1748,68,,,,
318,02/11/2020,2875,500,16,,,,
319,02/11/2020,1784,1203,2,,,,
320,02/11/2020,13674,5755,150,,,,
321,02/11/2020,41583,17380,609,,,,
322,02/11/2020,12069,5823,105,,,,
323,02/11/2020,3329,1506,8,,,,
324,02/11/2020,3385,943,19,,,,
325,02/11/2020,4555,1587,40,,,,
326,02/11/2020,257,167,32,,,,
298,03/11/2020,4888,2430,26,,,,
299,03/11/2020,5432,2932,82,,,,
300,03/11/2020,2149,923,6,,,,
301,03/11/2020,6484,2437,41,,,,
302,03/11/2020,2591,1625,29,,,,
303,03/11/2020,3434,2134,24,,,,
304,03/11/2020,12059,3702,132,,,,
305,03/11/2020,4684,2401,10,,,,
306,03/11/2020,4811,926,69,,,,
307,03/11/2020,16233,6002,463,,,,
308,03/11/2020,2620,1604,31,,,,
309,03/11/2020,631,200,6,,,,
310,03/11/2020,11586,4410,111,,,,
311,03/11/2020,1972,1326,11,,,,
312,03/11/2020,3876,1305,40,,,,
313,03/11/2020,4535,1513,39,,,,
314,03/11/2020,3435,987,12,,,,
315,03/11/2020,9213,2216,58,,,,
316,03/11/2020,3054,722,23,,,,
317,03/11/2020,4489,1753,68,,,,
318,03/11/2020,2915,500,16,,,,
319,03/11/2020,1796,1217,2,,,,
320,03/11/2020,13864,5809,152,,,,
321,03/11/2020,41726,17400,611,,,,
322,03/11/2020,12160,5878,105,,,,
323,03/11/2020,3345,2107,8,,,,
324,03/11/2020,3404,952,19,,,,
325,03/11/2020,4591,1589,40,,,,
326,03/11/2020,260,167,32,,,,
298,04/11/2020,4938,2454,27,,,,
299,04/11/2020,5512,2744,82,,,,
300,04/11/2020,2170,923,6,,,,
301,04/11/2020,6529,2456,55,,,,
302,04/11/2020,2700,1630,31,,,,
303,04/11/2020,3466,2134,24,,,,
304,04/11/2020,12163,3717,155,,,,
