DISTRICTCODE,Date,TINF,TREC,TDEC,,,,
298,18/06/2020,42,41,0,,,298,Balod
299,18/06/2020,194,112,0,,,299,Baloda Bazar
300,18/06/2020,93,30,0,,,300,Balrampur
301,18/06/2020,5,3,0,,,301,Bastar
302,18/06/2020,41,25,0,,,302,Bemetara
303,18/06/2020,0,0,0,,,303,Bijapur
304,18/06/2020,168,134,0,,,304,Bilaspur
305,18/06/2020,2,0,0,,,305,Dantewada
306,18/06/2020,8,6,0,,,306,Dhamtari
307,18/06/2020,86,36,1,,,307,Durg
308,18/06/2020,21,9,0,,,308,Gariaband
309,18/06/2020,3,3,0,,,309,Gaurela-Pendra-Marwahi
310,18/06/2020,162,79,0,,,310,Janjgir-Champa
311,18/06/2020,96,54,0,,,311,Jashpur
312,18/06/2020,91,74,0,,,312,Kabirdham
313,18/06/2020,26,24,0,,,313,Kanker
314,18/06/2020,3,1,0,,,314,Kondagaon
315,18/06/2020,257,120,0,,,315,Korba
316,18/06/2020,55,41,0,,,316,Koriya
317,18/06/2020,77,56,0,,,317,Mahasamund
318,18/06/2020,115,103,0,,,318,Mungeli
319,18/06/2020,2,0,0,,,319,Narayanpur
320,18/06/2020,76,55,0,,,320,Raigarh
321,18/06/2020,183,89,1,,,321,Raipur
322,18/06/2020,97,64,0,,,322,Rajnandgaon
323,18/06/2020,0,0,0,,,323,Sukma
324,18/06/2020,17,17,0,,,324,Surajpur
325,18/06/2020,25,25,0,,,325,Surguja
326,18/06/2020,1,1,0,,,,
298,20/06/2020,44,41,0,,,,
299,20/06/2020,202,117,0,,,,
300,20/06/2020,100,65,0,,,,
301,20/06/2020,5,3,0,,,,
302,20/06/2020,41,27,0,,,,
303,20/06/2020,0,0,0,,,,
304,20/06/2020,171,141,0,,,,
305,20/06/2020,2,0,0,,,,
306,20/06/2020,8,6,0,,,,
307,20/06/2020,88,42,1,,,,
308,20/06/2020,2,9,0,,,,
309,20/06/2020,3,3,0,,,,
310,20/06/2020,205,87,0,,,,
311,20/06/2020,104,79,0,,,,
312,20/06/2020,91,78,0,,,,
313,20/06/2020,26,24,0,,,,
314,20/06/2020,3,1,0,,,,
315,20/06/2020,259,162,0,,,,
316,20/06/2020,54,42,0,,,,
317,20/06/2020,77,61,0,,,,
318,20/06/2020,119,103,0,,,,
319,20/06/2020,6,0,0,,,,
320,20/06/2020,83,64,0,,,,
321,20/06/2020,196,100,1,,,,
322,20/06/2020,104,70,1,,,,
323,20/06/2020,3,0,0,,,,
324,20/06/2020,42,25,0,,,,
325,20/06/2020,17,17,0,,,,
326,20/06/2020,1,1,0,,,,
298,21/06/2020,44,41,0,,,,
299,21/06/2020,219,120,0,,,,
300,21/06/2020,101,71,0,,,,
301,21/06/2020,5,3,0,,,,
302,21/06/2020,43,28,0,,,,
303,21/06/2020,0,0,0,,,,
304,21/06/2020,171,154,0,,,,
305,21/06/2020,2,0,0,,,,
306,21/06/2020,8,6,0,,,,
307,21/06/2020,96,42,1,,,,
308,21/06/2020,26,9,0,,,,
309,21/06/2020,3,3,0,,,,
310,21/06/2020,208,87,0,,,,
311,21/06/2020,120,79,0,,,,
312,21/06/2020,91,78,0,,,,
313,21/06/2020,28,24,0,,,,
314,21/06/2020,3,1,0,,,,
315,21/06/2020,298,165,0,,,,
316,21/06/2020,54,42,0,,,,
317,21/06/2020,77,64,0,,,,
318,21/06/2020,119,103,0,,,,
319,21/06/2020,6,0,0,,,,
320,21/06/2020,85,70,0,,,,
321,21/06/2020,213,104,1,,,,
322,21/06/2020,171,84,1,,,,
323,21/06/2020,3,0,0,,,,
324,21/06/2020,17,17,0,,,,
325,21/06/2020,43,25,0,,,,
326,21/06/2020,1,1,0,,,,
298,23/06/2020,44,41,0,,,,
299,23/06/2020,220,129,0,,,,
300,23/06/2020,111,72,0,,,,
301,23/06/2020,5,4,0,,,,
302,23/06/2020,45,38,0,,,,
303,23/06/2020,0,0,0,,,,
304,23/06/2020,172,165,0,,,,
305,23/06/2020,2,2,0,,,,
306,23/06/2020,8,6,0,,,,
307,23/06/2020,102,58,1,,,,
308,23/06/2020,26,15,0,,,,
309,23/06/2020,3,3,0,,,,
310,23/06/2020,215,95,0,,,,
311,23/06/2020,122,82,0,,,,
312,23/06/2020,92,80,0,,,,
313,23/06/2020,31,25,0,,,,
314,23/06/2020,3,2,0,,,,
315,23/06/2020,304,173,0,,,,
316,23/06/2020,54,42,0,,,,
317,23/06/2020,82,69,0,,,,
318,23/06/2020,121,103,0,,,,
319,23/06/2020,9,2,0,,,,
320,23/06/2020,90,71,0,,,,
321,23/06/2020,226,122,1,,,,
322,23/06/2020,195,85,2,,,,
323,23/06/2020,3,0,0,,,,
324,23/06/2020,21,17,0,,,,
325,23/06/2020,49,25,0,,,,
326,23/06/2020,1,1,0,,,,
298,24/06/2020,44,41,0,,,,
299,24/06/2020,225,133,0,,,,
300,24/06/2020,111,72,0,,,,
301,24/06/2020,0,0,0,,,,
302,24/06/2020,45,38,0,,,,
303,24/06/2020,0,0,0,,,,
304,24/06/2020,172,170,0,,,,
305,24/06/2020,2,2,0,,,,
306,24/06/2020,8,6,0,,,,
307,24/06/2020,109,60,1,,,,
308,24/06/2020,26,16,0,,,,
309,24/06/2020,3,3,0,,,,
310,24/06/2020,220,107,0,,,,
311,24/06/2020,122,82,0,,,,
312,24/06/2020,0,0,0,,,,
313,24/06/2020,45,29,0,,,,
314,24/06/2020,3,2,0,,,,
315,24/06/2020,306,201,0,,,,
316,24/06/2020,56,49,0,,,,
317,24/06/2020,82,73,0,,,,
318,24/06/2020,121,104,0,,,,
319,24/06/2020,9,2,0,,,,
320,24/06/2020,94,72,0,,,,
321,24/06/2020,236,127,1,,,,
322,24/06/2020,209,88,2,,,,
323,24/06/2020,3,0,0,,,,
324,24/06/2020,21,18,,,,,
325,24/06/2020,49,25,0,,,,
326,24/06/2020,1,1,0,,,,
298,25/06/2020,44,41,0,,,,
299,25/06/2020,225,172,0,,,,
300,25/06/2020,114,72,0,,,,
301,25/06/2020,7,4,0,,,,
302,25/06/2020,46,41,0,,,,
303,25/06/2020,1,0,0,,,,
304,25/06/2020,172,170,0,,,,
305,25/06/2020,3,2,0,,,,
306,25/06/2020,8,7,1,,,,
307,25/06/2020,109,63,1,,,,
308,25/06/2020,29,20,0,,,,
309,25/06/2020,3,3,0,,,,
310,25/06/2020,221,121,0,,,,
311,25/06/2020,125,82,0,,,,
312,25/06/2020,92,86,0,,,,
313,25/06/2020,45,25,0,,,,
314,25/06/2020,3,2,0,,,,
315,25/06/2020,306,234,0,,,,
316,25/06/2020,56,49,0,,,,
317,25/06/2020,82,74,0,,,,
318,25/06/2020,121,104,0,,,,
319,25/06/2020,9,2,0,,,,
320,25/06/2020,98,73,0,,,,
321,25/06/2020,245,150,1,,,,
322,25/06/2020,213,123,2,,,,
323,25/06/2020,5,0,0,,,,
324,25/06/2020,24,18,0,,,,
325,25/06/2020,49,25,0,,,,
326,25/06/2020,1,1,0,,,,
298,26/06/2020,44,42,0,,,,
299,26/06/2020,229,200,0,,,,
300,26/06/2020,118,94,0,,,,
301,26/06/2020,7,4,0,,,,
302,26/06/2020,46,41,0,,,,
303,26/06/2020,1,1,0,,,,
304,26/06/2020,172,170,0,,,,
305,26/06/2020,3,2,0,,,,
306,26/06/2020,8,7,0,,,,
307,26/06/2020,123,78,1,,,,
308,26/06/2020,29,20,0,,,,
309,26/06/2020,3,3,0,,,,
310,26/06/2020,221,148,0,,,,
311,26/06/2020,164,87,0,,,,
312,26/06/2020,95,86,0,,,,
313,26/06/2020,45,26,0,,,,
314,26/06/2020,3,2,0,,,,
315,26/06/2020,306,247,0,,,,
316,26/06/2020,56,51,0,,,,
317,26/06/2020,82,74,0,,,,
318,26/06/2020,121,104,0,,,,
319,26/06/2020,9,2,0,,,,
320,26/06/2020,103,73,0,,,,
321,26/06/2020,259,164,1,,,,
322,26/06/2020,218,99,2,,,,
323,26/06/2020,5,0,0,,,,
324,26/06/2020,24,18,0,,,,
325,26/06/2020,50,42,0,,,,
326,26/06/2020,1,1,0,,,,
298,27/06/2020,44,42,0,,,,
299,27/06/2020,232,200,0,,,,
300,27/06/2020,128,97,0,,,,
301,27/06/2020,7,4,0,,,,
302,27/06/2020,46,41,0,,,,
303,27/06/2020,1,0,0,,,,
304,27/06/2020,173,170,0,,,,
305,27/06/2020,3,2,0,,,,
306,27/06/2020,8,7,0,,,,
307,27/06/2020,128,82,1,,,,
308,27/06/2020,29,21,0,,,,
309,27/06/2020,3,3,0,,,,
310,27/06/2020,228,159,0,,,,
311,27/06/2020,164,87,0,,,,
312,27/06/2020,96,86,0,,,,
313,27/06/2020,45,26,0,,,,
314,27/06/2020,3,2,0,,,,
315,27/06/2020,306,249,0,,,,
316,27/06/2020,56,54,0,,,,
317,27/06/2020,85,77,0,,,,
318,27/06/2020,121,111,0,,,,
319,27/06/2020,9,2,0,,,,
320,27/06/2020,107,76,0,,,,
321,27/06/2020,261,178,1,,,,
322,27/06/2020,239,100,2,,,,
323,27/06/2020,5,0,0,,,,
324,27/06/2020,24,18,0,,,,
325,27/06/2020,50,42,0,,,,
326,27/06/2020,1,1,0,,,,
298,28/06/2020,44,42,0,,,,
299,28/06/2020,237,200,0,,,,
300,28/06/2020,129,97,0,,,,
301,28/06/2020,7,4,0,,,,
302,28/06/2020,46,41,0,,,,
303,28/06/2020,1,1,0,,,,
304,28/06/2020,182,170,0,,,,
305,28/06/2020,4,2,0,,,,
306,28/06/2020,8,7,0,,,,
307,28/06/2020,138,87,1,,,,
308,28/06/2020,35,24,0,,,,
309,28/06/2020,3,3,0,,,,
310,28/06/2020,231,172,0,,,,
311,28/06/2020,164,89,0,,,,
312,28/06/2020,104,86,0,,,,
313,28/06/2020,47,30,0,,,,
314,28/06/2020,3,3,0,,,,
315,28/06/2020,306,260,0,,,,
316,28/06/2020,56,54,0,,,,
317,28/06/2020,85,77,0,,,,
318,28/06/2020,121,120,0,,,,
319,28/06/2020,10,6,0,,,,
320,28/06/2020,119,81,0,,,,
321,28/06/2020,266,180,1,,,,
322,28/06/2020,268,163,2,,,,
323,28/06/2020,5,3,0,,,,
324,28/06/2020,24,18,0,,,,
325,28/06/2020,50,42,0,,,,
326,28/06/2020,1,1,0,,,,
298,30/06/2020,46,43,0,,,,
299,30/06/2020,246,218,0,,,,
300,30/06/2020,132,105,0,,,,
301,30/06/2020,7,6,0,,,,
302,30/06/2020,46,44,0,,,,
303,30/06/2020,1,0,0,,,,
304,30/06/2020,182,175,0,,,,
305,30/06/2020,6,4,0,,,,
306,30/06/2020,8,7,0,,,,
307,30/06/2020,169,101,1,,,,
308,30/06/2020,41,24,0,,,,
309,30/06/2020,3,3,0,,,,
310,30/06/2020,234,194,0,,,,
311,30/06/2020,189,94,0,,,,
312,30/06/2020,105,94,0,,,,
313,30/06/2020,51,49,0,,,,
314,30/06/2020,3,3,0,,,,
315,30/06/2020,309,264,0,,,,
316,30/06/2020,55,54,0,,,,
317,30/06/2020,88,78,0,,,,
318,30/06/2020,121,121,0,,,,
319,30/06/2020,11,9,0,,,,
320,30/06/2020,121,86,0,,,,
321,30/06/2020,324,196,1,,,,
322,30/06/2020,274,209,2,,,,
323,30/06/2020,5,3,0,,,,
324,30/06/2020,24,19,0,,,,
325,30/06/2020,53,46,0,,,,
326,30/06/2020,1,1,0,,,,
298,16/07/2020,68,55,0,,,,
299,16/07/2020,300,259,0,,,,
300,16/07/2020,164,147,0,,,,
301,16/07/2020,65,61,0,,,,
302,16/07/2020,100,77,0,,,,
303,16/07/2020,18,6,0,,,,
304,16/07/2020,350,250,0,,,,
305,16/07/2020,59,45,0,,,,
306,16/07/2020,24,7,0,,,,
307,16/07/2020,264,172,1,,,,
308,16/07/2020,60,48,0,,,,
309,16/07/2020,9,6,0,,,,
310,16/07/2020,317,259,1,,,,
311,16/07/2020,197,189,0,,,,
312,16/07/2020,133,110,0,,,,
313,16/07/2020,38,76,0,,,,
314,16/07/2020,14,5,0,,,,
315,16/07/2020,349,328,0,,,,
316,16/07/2020,78,63,0,,,,
317,16/07/2020,92,89,0,,,,
318,16/07/2020,132,123,0,,,,
319,16/07/2020,135,39,0,,,,
320,16/07/2020,153,141,1,,,,
321,16/07/2020,975,462,1,,,,
322,16/07/2020,414,330,2,,,,
323,16/07/2020,25,7,0,,,,
324,16/07/2020,32,29,0,,,,
325,16/07/2020,130,67,1,,,,
326,16/07/2020,5,1,0,,,,
298,17/07/2020,77,55,0,,,,
299,17/07/2020,301,259,0,,,,
300,17/07/2020,164,153,0,,,,
301,17/07/2020,65,61,0,,,,
302,17/07/2020,100,78,0,,,,
303,17/07/2020,18,6,0,,,,
304,17/07/2020,367,263,0,,,,
305,17/07/2020,61,52,0,,,,
306,17/07/2020,25,7,0,,,,
307,17/07/2020,289,175,1,,,,
308,17/07/2020,65,48,0,,,,
309,17/07/2020,9,6,0,,,,
310,17/07/2020,324,265,1,,,,
311,17/07/2020,202,190,0,,,,
312,17/07/2020,133,112,0,,,,
313,17/07/2020,92,76,0,,,,
314,17/07/2020,17,7,0,,,,
315,17/07/2020,349,328,0,,,,
316,17/07/2020,79,63,0,,,,
317,17/07/2020,94,89,0,,,,
318,17/07/2020,135,123,0,,,,
319,17/07/2020,133,49,0,,,,
320,17/07/2020,156,141,1,,,,
321,17/07/2020,1081,463,1,,,,
322,17/07/2020,434,339,2,,,,
323,17/07/2020,25,7,0,,,,
324,17/07/2020,32,29,0,,,,
325,17/07/2020,147,67,1,,,,
326,17/07/2020,5,1,0,,,,
298,18/07/2020,77,55,0,,,,
299,18/07/2020,303,259,0,,,,
300,18/07/2020,165,153,0,,,,
301,18/07/2020,76,64,0,,,,
302,18/07/2020,103,78,0,,,,
303,18/07/2020,36,6,0,,,,
304,18/07/2020,431,267,2,,,,
305,18/07/2020,64,52,0,,,,
306,18/07/2020,27,7,1,,,,
307,18/07/2020,307,175,1,,,,
308,18/07/2020,65,49,0,,,,
309,18/07/2020,9,6,0,,,,
310,18/07/2020,335,282,1,,,,
311,18/07/2020,204,190,0,,,,
312,18/07/2020,136,112,0,,,,
313,18/07/2020,137,76,0,,,,
314,18/07/2020,17,12,0,,,,
315,18/07/2020,350,328,0,,,,
316,18/07/2020,85,68,0,,,,
317,18/07/2020,98,89,1,,,,
318,18/07/2020,135,123,1,,,,
319,18/07/2020,140,73,0,,,,
320,18/07/2020,163,146,1,,,,
321,18/07/2020,1127,533,5,,,,
322,18/07/2020,437,348,2,,,,
323,18/07/2020,29,7,0,,,,
324,18/07/2020,32,29,0,,,,
325,18/07/2020,151,70,1,,,,
326,18/07/2020,7,1,0,,,,
298,19/07/2020,77,55,0,,,,
299,19/07/2020,310,264,0,,,,
300,19/07/2020,166,157,0,,,,
301,19/07/2020,101,68,0,,,,
302,19/07/2020,109,81,0,,,,
303,19/07/2020,36,10,0,,,,
304,19/07/2020,435,273,0,,,,
305,19/07/2020,69,58,0,,,,
306,19/07/2020,27,7,0,,,,
307,19/07/2020,315,179,1,,,,
308,19/07/2020,66,49,0,,,,
309,19/07/2020,9,6,0,,,,
310,19/07/2020,339,282,1,,,,
311,19/07/2020,204,190,0,,,,
312,19/07/2020,136,112,0,,,,
313,19/07/2020,144,85,0,,,,
314,19/07/2020,18,12,0,,,,
315,19/07/2020,364,334,0,,,,
316,19/07/2020,87,68,0,,,,
317,19/07/2020,98,89,0,,,,
318,19/07/2020,136,123,0,,,,
319,19/07/2020,140,99,0,,,,
320,19/07/2020,164,146,1,,,,
321,19/07/2020,1172,545,1,,,,
322,19/07/2020,440,358,2,,,,
323,19/07/2020,29,25,0,,,,
324,19/07/2020,32,29,0,,,,
325,19/07/2020,177,70,1,,,,
326,19/07/2020,7,1,0,,,,
298,20/07/2020,77,59,0,,,,
299,20/07/2020,310,290,0,,,,
300,20/07/2020,171,158,0,,,,
301,20/07/2020,101,68,0,,,,
302,20/07/2020,109,88,0,,,,
303,20/07/2020,43,10,0,,,,
304,20/07/2020,445,280,0,,,,
305,20/07/2020,92,62,0,,,,
306,20/07/2020,30,8,0,,,,
307,20/07/2020,324,194,1,,,,
308,20/07/2020,66,49,0,,,,
309,20/07/2020,9,6,0,,,,
310,20/07/2020,361,287,1,,,,
311,20/07/2020,211,190,0,,,,
312,20/07/2020,136,112,0,,,,
313,20/07/2020,144,87,0,,,,
314,20/07/2020,19,12,0,,,,
315,20/07/2020,364,334,0,,,,
316,20/07/2020,88,69,0,,,,
317,20/07/2020,101,90,0,,,,
318,20/07/2020,136,123,0,,,,
319,20/07/2020,144,99,0,,,,
320,20/07/2020,166,147,1,,,,
321,20/07/2020,1252,602,3,,,,
322,20/07/2020,453,382,2,,,,
323,20/07/2020,31,25,0,,,,
324,20/07/2020,32,31,0,,,,
325,20/07/2020,180,81,1,,,,
326,20/07/2020,7,1,0,,,,
298,21/07/2020,77,59,0,,,,
299,21/07/2020,310,294,0,,,,
300,21/07/2020,173,159,0,,,,
301,21/07/2020,102,68,0,,,,
302,21/07/2020,109,92,0,,,,
303,21/07/2020,45,10,0,,,,
304,21/07/2020,459,303,2,,,,
305,21/07/2020,95,62,0,,,,
306,21/07/2020,30,21,0,,,,
307,21/07/2020,326,200,1,,,,
308,21/07/2020,66,54,0,,,,
309,21/07/2020,14,9,0,,,,
310,21/07/2020,364,289,1,,,,
311,21/07/2020,211,192,0,,,,
312,21/07/2020,136,112,0,,,,
313,21/07/2020,148,90,0,,,,
314,21/07/2020,42,12,0,,,,
315,21/07/2020,364,334,0,,,,
316,21/07/2020,93,69,0,,,,
317,21/07/2020,101,90,1,,,,
318,21/07/2020,136,123,0,,,,
319,21/07/2020,145,101,0,,,,
320,21/07/2020,166,148,1,,,,
321,21/07/2020,1314,684,2,,,,
322,21/07/2020,453,393,2,,,,
323,21/07/2020,32,26,0,,,,
324,21/07/2020,32,31,0,,,,
325,21/07/2020,181,87,1,,,,
326,21/07/2020,7,1,0,,,,
298,22/07/2020,79,64,0,,,,
299,22/07/2020,310,296,0,,,,
300,22/07/2020,173,165,0,,,,
301,22/07/2020,108,74,0,,,,
302,22/07/2020,112,92,0,,,,
303,22/07/2020,54,10,0,,,,
304,22/07/2020,469,310,0,,,,
305,22/07/2020,95,69,0,,,,
306,22/07/2020,30,21,0,,,,
307,22/07/2020,358,217,1,,,,
308,22/07/2020,72,55,0,,,,
309,22/07/2020,14,9,0,,,,
310,22/07/2020,377,303,1,,,,
311,22/07/2020,121,192,0,,,,
312,22/07/2020,136,112,0,,,,
313,22/07/2020,163,95,0,,,,
314,22/07/2020,44,16,0,,,,
315,22/07/2020,364,335,0,,,,
316,22/07/2020,93,75,0,,,,
317,22/07/2020,104,91,0,,,,
318,22/07/2020,147,123,0,,,,
319,22/07/2020,150,101,0,,,,
320,22/07/2020,175,150,1,,,,
321,22/07/2020,1384,697,2,,,,
322,22/07/2020,455,393,2,,,,
323,22/07/2020,68,30,0,,,,
324,22/07/2020,33,31,0,,,,
325,22/07/2020,182,102,1,,,,
326,22/07/2020,7,2,0,,,,
298,23/07/2020,80,65,0,,,,
299,23/07/2020,312,298,0,,,,
300,23/07/2020,173,165,0,,,,
301,23/07/2020,118,74,0,,,,
302,23/07/2020,112,96,0,,,,
303,23/07/2020,480,336,0,,,,
304,23/07/2020,55,15,0,,,,
305,23/07/2020,96,69,0,,,,
306,23/07/2020,31,23,0,,,,
307,23/07/2020,366,237,2,,,,
308,23/07/2020,80,58,0,,,,
309,23/07/2020,14,9,0,,,,
310,23/07/2020,390,305,1,,,,
311,23/07/2020,214,192,0,,,,
312,23/07/2020,170,112,0,,,,
313,23/07/2020,184,103,0,,,,
314,23/07/2020,45,16,0,,,,
315,23/07/2020,367,341,0,,,,
316,23/07/2020,96,75,0,,,,
317,23/07/2020,109,91,0,,,,
318,23/07/2020,163,123,0,,,,
319,23/07/2020,154,119,0,,,,
320,23/07/2020,175,152,1,,,,
321,23/07/2020,1607,715,3,,,,
322,23/07/2020,478,433,2,,,,
323,23/07/2020,68,30,0,,,,
324,23/07/2020,34,31,0,,,,
325,23/07/2020,192,102,1,,,,
326,23/07/2020,7,2,0,,,,
298,24/07/2020,85,67,0,,,,
299,24/07/2020,319,298,1,,,,
300,24/07/2020,184,165,0,,,,
301,24/07/2020,136,74,0,,,,
302,24/07/2020,113,97,0,,,,
303,24/07/2020,64,15,0,,,,
304,24/07/2020,482,336,0,,,,
305,24/07/2020,98,69,0,,,,
306,24/07/2020,34,23,0,,,,
307,24/07/2020,393,272,2,,,,
308,24/07/2020,81,58,0,,,,
309,24/07/2020,14,9,0,,,,
310,24/07/2020,393,325,1,,,,
311,24/07/2020,215,190,0,,,,
312,24/07/2020,170,120,0,,,,
313,24/07/2020,198,117,0,,,,
314,24/07/2020,59,16,0,,,,
315,24/07/2020,381,341,0,,,,
316,24/07/2020,96,81,0,,,,
317,24/07/2020,110,91,0,,,,
318,24/07/2020,163,132,0,,,,
319,24/07/2020,155,131,0,,,,
320,24/07/2020,185,152,1,,,,
321,24/07/2020,1774,778,3,,,,
322,24/07/2020,506,433,2,,,,
323,24/07/2020,68,30,0,,,,
324,24/07/2020,42,31,0,,,,
325,24/07/2020,206,114,1,,,,
326,24/07/2020,7,2,0,,,,
298,25/07/2020,85,69,0,,,,
299,25/07/2020,323,299,1,,,,
300,25/07/2020,184,166,0,,,,
301,25/07/2020,147,74,0,,,,
302,25/07/2020,120,100,0,,,,
303,25/07/2020,64,15,0,,,,
304,25/07/2020,502,346,0,,,,
305,25/07/2020,99,69,0,,,,
306,25/07/2020,34,26,0,,,,
307,25/07/2020,456,283,2,,,,
308,25/07/2020,81,58,0,,,,
309,25/07/2020,14,9,0,,,,
310,25/07/2020,405,332,1,,,,
311,25/07/2020,219,190,0,,,,
312,25/07/2020,172,121,0,,,,
313,25/07/2020,211,140,0,,,,
314,25/07/2020,65,19,0,,,,
315,25/07/2020,382,341,0,,,,
316,25/07/2020,96,81,0,,,,
317,25/07/2020,110,92,0,,,,
318,25/07/2020,163,132,0,,,,
319,25/07/2020,156,138,0,,,,
320,25/07/2020,189,153,1,,,,
321,25/07/2020,1977,804,3,,,,
322,25/07/2020,510,435,2,,,,
323,25/07/2020,68,30,0,,,,
324,25/07/2020,42,31,0,,,,
325,25/07/2020,206,126,1,,,,
326,25/07/2020,7,4,0,,,,
298,26/07/2020,86,69,0,,,,
299,26/07/2020,339,299,1,,,,
300,26/07/2020,186,168,0,,,,
301,26/07/2020,147,100,0,,,,
302,26/07/2020,121,101,0,,,,
303,26/07/2020,64,15,0,,,,
304,26/07/2020,526,410,0,,,,
305,26/07/2020,100,73,0,,,,
306,26/07/2020,34,28,0,,,,
307,26/07/2020,582,290,2,,,,
308,26/07/2020,81,60,0,,,,
309,26/07/2020,14,9,0,,,,
310,26/07/2020,407,338,1,,,,
311,26/07/2020,219,191,0,,,,
312,26/07/2020,174,121,0,,,,
313,26/07/2020,68,32,0,,,,
314,26/07/2020,65,19,0,,,,
315,26/07/2020,393,341,0,,,,
316,26/07/2020,97,82,0,,,,
317,26/07/2020,111,92,0,,,,
318,26/07/2020,165,134,0,,,,
319,26/07/2020,156,138,0,,,,
320,26/07/2020,194,158,1,,,,
321,26/07/2020,2149,916,3,,,,
322,26/07/2020,537,435,2,,,,
323,26/07/2020,68,32,0,,,,
324,26/07/2020,44,34,0,,,,
325,26/07/2020,207,140,1,,,,
326,26/07/2020,7,4,0,,,,
298,27/07/2020,88,78,0,,,,
299,27/07/2020,355,304,1,,,,
300,27/07/2020,186,168,0,,,,
301,27/07/2020,170,100,0,,,,
302,27/07/2020,127,108,0,,,,
303,27/07/2020,75,15,0,,,,
304,27/07/2020,580,426,0,,,,
305,27/07/2020,110,87,0,,,,
306,27/07/2020,35,30,0,,,,
307,27/07/2020,635,304,2,,,,
308,27/07/2020,83,61,0,,,,
309,27/07/2020,14,9,0,,,,
310,27/07/2020,413,351,1,,,,
311,27/07/2020,219,191,0,,,,
312,27/07/2020,179,123,0,,,,
313,27/07/2020,219,166,0,,,,
314,27/07/2020,65,19,0,,,,
315,27/07/2020,394,344,0,,,,
316,27/07/2020,99,82,0,,,,
317,27/07/2020,116,98,0,,,,
318,27/07/2020,166,134,0,,,,
319,27/07/2020,156,138,0,,,,
320,27/07/2020,207,158,1,,,,
321,27/07/2020,2275,1003,4,,,,
322,27/07/2020,561,456,2,,,,
323,27/07/2020,77,32,0,,,,
324,27/07/2020,44,41,0,,,,
325,27/07/2020,208,142,1,,,,
326,27/07/2020,7,4,0,,,,
298,28/07/2020,89,78,0,,,,
299,28/07/2020,363,311,1,,,,
300,28/07/2020,189,168,0,,,,
301,28/07/2020,188,100,0,,,,
302,28/07/2020,127,108,0,,,,
303,28/07/2020,75,16,0,,,,
304,28/07/2020,620,443,0,,,,
305,28/07/2020,113,102,0,,,,
306,28/07/2020,35,31,0,,,,
307,28/07/2020,654,318,2,,,,
308,28/07/2020,91,62,0,,,,
309,28/07/2020,14,9,0,,,,
310,28/07/2020,414,367,1,,,,
311,28/07/2020,222,198,0,,,,
312,28/07/2020,185,138,0,,,,
313,28/07/2020,221,166,0,,,,
314,28/07/2020,65,38,0,,,,
315,28/07/2020,398,348,0,,,,
316,28/07/2020,99,89,0,,,,
317,28/07/2020,116,104,0,,,,
318,28/07/2020,170,138,0,,,,
319,28/07/2020,167,138,0,,,,
320,28/07/2020,215,159,1,,,,
321,28/07/2020,2504,1123,4,,,,
322,28/07/2020,581,458,2,,,,
323,28/07/2020,77,32,0,,,,
324,28/07/2020,44,41,1,,,,
325,28/07/2020,214,152,1,,,,
326,28/07/2020,7,4,0,,,,
298,29/07/2020,89,78,0,,,,
299,29/07/2020,377,314,1,,,,
300,29/07/2020,189,168,0,,,,
301,29/07/2020,191,104,0,,,,
302,29/07/2020,127,108,0,,,,
303,29/07/2020,75,16,0,,,,
304,29/07/2020,635,449,0,,,,
305,29/07/2020,113,104,0,,,,
306,29/07/2020,37,31,0,,,,
307,29/07/2020,668,336,3,,,,
308,29/07/2020,94,67,0,,,,
309,29/07/2020,14,10,0,,,,
310,29/07/2020,414,367,1,,,,
311,29/07/2020,222,199,0,,,,
312,29/07/2020,186,141,0,,,,
313,29/07/2020,221,166,0,,,,
314,29/07/2020,69,38,0,,,,
315,29/07/2020,399,350,0,,,,
316,29/07/2020,102,89,0,,,,
317,29/07/2020,122,105,0,,,,
318,29/07/2020,170,152,0,,,,
319,29/07/2020,167,145,0,,,,
320,29/07/2020,218,163,1,,,,
321,29/07/2020,2622,1232,4,,,,
322,29/07/2020,640,459,2,,,,
323,29/07/2020,77,32,0,,,,
324,29/07/2020,55,41,1,,,,
325,29/07/2020,215,180,1,,,,
326,29/07/2020,7,4,0,,,,
298,30/07/2020,89,78,0,,,,
299,30/07/2020,385,314,1,,,,
300,30/07/2020,191,170,0,,,,
301,30/07/2020,192,104,0,,,,
302,30/07/2020,127,111,0,,,,
303,30/07/2020,75,40,0,,,,
304,30/07/2020,643,470,0,,,,
305,30/07/2020,116,107,0,,,,
306,30/07/2020,40,31,0,,,,
307,30/07/2020,688,354,3,,,,
308,30/07/2020,95,73,0,,,,
309,30/07/2020,15,10,0,,,,
310,30/07/2020,429,374,1,,,,
311,30/07/2020,223,201,0,,,,
312,30/07/2020,187,141,0,,,,
313,30/07/2020,224,188,0,,,,
314,30/07/2020,78,43,0,,,,
315,30/07/2020,402,354,0,,,,
316,30/07/2020,104,92,0,,,,
317,30/07/2020,123,106,0,,,,
318,30/07/2020,172,162,0,,,,
319,30/07/2020,170,150,0,,,,
320,30/07/2020,214,163,1,,,,
321,30/07/2020,2752,1338,4,,,,
322,30/07/2020,681,486,2,,,,
323,30/07/2020,77,32,0,,,,
324,30/07/2020,57,41,1,,,,
325,30/07/2020,219,183,1,,,,
