DISTRICTCODE,Date,TINF,TREC,TDEC,,,,,,,,
100,26/04/2021,175125,137110,490,,,,,,,,
100,27/04/2021,179395,139110,491,,,,,,,,
101,21/04/2021,35405,28963,51,,,,,,,,
101,22/04/2021,36336,29092,51,,,,,,,,
101,23/04/2021,37204,29319,51,,,,,,,,
101,24/04/2021,38042,29415,52,,,,,,,,
101,25/04/2021,38890,29662,52,,,,,,,,
101,26/04/2021,39669,30012,52,,,,,,,,
101,27/04/2021,40528,30284,52,,,,,,,,
102,21/04/2021,73274,61621,372,,,,,,,,
102,22/04/2021,75021,62011,373,,,,,,,,
102,23/04/2021,77019,62346,378,,,,,,,,
102,24/04/2021,78774,62941,378,,,,,,,,
102,25/04/2021,80617,63297,378,,,,,,,,
102,26/04/2021,82235,63980,384,,,,,,,,
102,27/04/2021,84231,64603,384,,,,,,,,
103,21/04/2021,39414,32372,121,,,,,,,,
103,22/04/2021,40115,32956,122,,,,,,,,
103,23/04/2021,41225,33203,122,,,,,,,,
103,24/04/2021,42133,33422,122,,,,,,,,
103,25/04/2021,42904,33692,122,,,,,,,,
103,26/04/2021,43990,34115,122,,,,,,,,
103,27/04/2021,44896,34717,122,,,,,,,,
104,21/04/2021,100433,96125,366,,,,,,,,
104,22/04/2021,101421,96541,366,,,,,,,,
104,23/04/2021,102501,96699,367,,,,,,,,
104,24/04/2021,103756,97105,368,,,,,,,,
104,25/04/2021,104965,97779,370,,,,,,,,
104,26/04/2021,105706,98074,373,,,,,,,,
104,27/04/2021,107297,102573,376,,,,,,,,
105,21/04/2021,98574,87246,245,,,,,,,,
105,22/04/2021,101059,87786,251,,,,,,,,
105,23/04/2021,103045,88324,253,,,,,,,,
105,24/04/2021,105107,89018,253,,,,,,,,
105,25/04/2021,107773,89556,256,,,,,,,,
105,26/04/2021,109048,89842,258,,,,,,,,
105,27/04/2021,112018,94571,267,,,,,,,,
106,21/04/2021,151561,134144,562,,,,,,,,
106,22/04/2021,154933,135442,567,,,,,,,,
106,23/04/2021,158872,136454,572,,,,,,,,
106,24/04/2021,162639,137312,582,,,,,,,,
106,25/04/2021,166637,138411,586,,,,,,,,
106,26/04/2021,169888,139485,590,,,,,,,,
106,27/04/2021,174903,141052,593,,,,,,,,
107,21/04/2021,139094,126204,464,,,,,,,,
107,22/04/2021,141870,126582,467,,,,,,,,
107,23/04/2021,144541,127111,468,,,,,,,,
107,24/04/2021,147286,127651,469,,,,,,,,
107,25/04/2021,150409,128405,473,,,,,,,,
107,26/04/2021,152864,129230,475,,,,,,,,
107,27/04/2021,156115,129934,475,,,,,,,,
108,21/04/2021,70572,61746,189,,,,,,,,
108,22/04/2021,72090,62012,189,,,,,,,,
108,23/04/2021,73818,62233,190,,,,,,,,
108,24/04/2021,75330,62605,190,,,,,,,,
108,25/04/2021,77150,62980,190,,,,,,,,
108,26/04/2021,78492,63300,190,,,,,,,,
108,27/04/2021,80563,63781,190,,,,,,,,
109,21/04/2021,66421,60621,139,,,,,,,,
109,22/04/2021,67667,60803,139,,,,,,,,
109,23/04/2021,68838,60956,139,,,,,,,,
109,24/04/2021,69771,61234,140,,,,,,,,
109,25/04/2021,70642,61537,141,,,,,,,,
109,26/04/2021,71099,61951,142,,,,,,,,
109,27/04/2021,72262,62204,143,,,,,,,,
110,21/04/2021,120772,111182,938,,,,,,,,
110,22/04/2021,123055,111672,944,,,,,,,,
110,23/04/2021,125400,112383,945,,,,,,,,
110,24/04/2021,127783,113177,948,,,,,,,,
110,25/04/2021,129803,114038,954,,,,,,,,
110,26/04/2021,132075,114844,956,,,,,,,,
110,27/04/2021,134967,115856,965,,,,,,,,
111,21/04/2021,118939,107423,538,,,,,,,,
111,22/04/2021,121720,108002,542,,,,,,,,
111,23/04/2021,124672,108616,547,,,,,,,,
111,24/04/2021,127256,109300,548,,,,,,,,
111,25/04/2021,130127,110069,553,,,,,,,,
111,26/04/2021,132543,110930,556,,,,,,,,
111,27/04/2021,135640,112232,556,,,,,,,,
112,21/04/2021,33449,28572,97,,,,,,,,
112,22/04/2021,34063,28655,97,,,,,,,,
112,23/04/2021,34875,28874,97,,,,,,,,
112,24/04/2021,35748,29001,100,,,,,,,,
112,25/04/2021,36407,29200,100,,,,,,,,
112,26/04/2021,36907,29317,100,,,,,,,,
112,27/04/2021,37875,29550,100,,,,,,,,
99,28/04/2021,101909,87908,458,,,,,,,,
99,29/04/2021,103952,89761,458,,,,,,,,
99,30/04/2021,106176,90694,458,,,,,,,,
99,01/05/2021,108712,91020,458,,,,,,,,
99,02/05/2021,111154,91990,458,,,,,,,,
99,03/05/2021,113148,92736,458,,,,,,,,
99,04/05/2021,115867,94997,458,,,,,,,,
100,28/04/2021,184682,140122,491,,,,,,,,
100,29/04/2021,190051,141415,493,,,,,,,,
100,30/04/2021,194693,144104,500,,,,,,,,
100,01/05/2021,199695,146091,500,,,,,,,,
100,02/05/2021,203197,148370,500,,,,,,,,
100,03/05/2021,206488,151870,504,,,,,,,,
100,04/05/2021,211518,156105,508,,,,,,,,
101,28/04/2021,41779,30494,52,,,,,,,,
101,29/04/2021,42932,30843,52,,,,,,,,
101,30/04/2021,44167,31376,52,,,,,,,,
101,01/05/2021,45145,31683,52,,,,,,,,
101,02/05/2021,46181,31911,52,,,,,,,,
101,03/05/2021,46588,32247,52,,,,,,,,
101,04/05/2021,47543,33160,52,,,,,,,,
102,28/04/2021,86088,65344,390,,,,,,,,
102,29/04/2021,88087,66389,400,,,,,,,,
102,30/04/2021,90569,67502,406,,,,,,,,
102,01/05/2021,92053,68757,409,,,,,,,,
102,02/05/2021,93578,69900,413,,,,,,,,
102,03/05/2021,95047,71078,416,,,,,,,,
102,04/05/2021,97032,72568,422,,,,,,,,
103,28/04/2021,45768,35539,122,,,,,,,,
103,29/04/2021,46831,36238,122,,,,,,,,
103,30/04/2021,47644,36951,122,,,,,,,,
103,01/05/2021,48650,37044,122,,,,,,,,
103,02/05/2021,49216,37125,122,,,,,,,,
103,03/05/2021,50355,37210,122,,,,,,,,
103,04/05/2021,51028,37326,122,,,,,,,,
104,28/04/2021,108719,104314,379,,,,,,,,
104,29/04/2021,110777,105698,382,,,,,,,,
104,30/04/2021,112746,107822,384,,,,,,,,
104,01/05/2021,114394,108747,389,,,,,,,,
104,02/05/2021,115991,109799,391,,,,,,,,
104,03/05/2021,117302,110846,392,,,,,,,,
104,04/05/2021,119731,112403,393,,,,,,,,
105,28/04/2021,114935,98856,269,,,,,,,,
105,29/04/2021,118551,104993,269,,,,,,,,
105,30/04/2021,121468,106797,272,,,,,,,,
105,01/05/2021,123983,108700,272,,,,,,,,
105,02/05/2021,126798,109725,272,,,,,,,,
105,03/05/2021,128448,111550,272,,,,,,,,
105,04/05/2021,130618,115440,272,,,,,,,,
106,28/04/2021,179220,142539,596,,,,,,,,
106,29/04/2021,184210,145116,608,,,,,,,,
106,30/04/2021,189125,147129,615,,,,,,,,
106,01/05/2021,194679,149424,615,,,,,,,,
106,02/05/2021,198917,152084,632,,,,,,,,
106,03/05/2021,202836,155466,642,,,,,,,,
106,04/05/2021,207624,159400,651,,,,,,,,
107,28/04/2021,159799,130655,483,,,,,,,,
107,29/04/2021,163656,131654,489,,,,,,,,
107,30/04/2021,167601,132753,489,,,,,,,,
107,01/05/2021,170955,134375,490,,,,,,,,
107,02/05/2021,174040,136133,494,,,,,,,,
107,03/05/2021,177318,138045,495,,,,,,,,
107,04/05/2021,181641,140170,503,,,,,,,,
108,28/04/2021,82483,64298,191,,,,,,,,
108,29/04/2021,84894,65229,191,,,,,,,,
108,30/04/2021,87167,66115,191,,,,,,,,
108,01/05/2021,89666,66945,207,,,,,,,,
108,02/05/2021,91602,67888,207,,,,,,,,
108,03/05/2021,93331,68788,207,,,,,,,,
108,04/05/2021,96442,69739,207,,,,,,,,
109,28/04/2021,73464,62892,143,,,,,,,,
109,29/04/2021,74709,63503,146,,,,,,,,
109,30/04/2021,75934,63962,147,,,,,,,,
109,01/05/2021,76999,64398,147,,,,,,,,
109,02/05/2021,78081,65226,147,,,,,,,,
109,03/05/2021,78509,66241,147,,,,,,,,
109,04/05/2021,79602,66992,147,,,,,,,,
110,28/04/2021,138177,117010,972,,,,,,,,
110,29/04/2021,142117,118582,972,,,,,,,,
110,30/04/2021,145652,120184,990,,,,,,,,
110,01/05/2021,148763,121903,992,,,,,,,,
110,02/05/2021,152187,123802,1000,,,,,,,,
110,03/05/2021,154637,125758,1016,,,,,,,,
110,04/05/2021,158025,127747,1044,,,,,,,,
111,28/04/2021,139747,113384,564,,,,,,,,
111,29/04/2021,143701,114745,573,,,,,,,,
111,30/04/2021,147982,116028,577,,,,,,,,
111,01/05/2021,152052,117495,598,,,,,,,,
111,02/05/2021,155994,118737,612,,,,,,,,
111,03/05/2021,158615,120223,619,,,,,,,,
111,04/05/2021,162182,121909,619,,,,,,,,
112,28/04/2021,38607,29828,100,,,,,,,,
112,29/04/2021,39516,30133,103,,,,,,,,
112,30/04/2021,40259,30382,104,,,,,,,,
112,01/05/2021,41073,30710,104,,,,,,,,
112,02/05/2021,41842,30898,104,,,,,,,,
112,03/05/2021,42167,31049,107,,,,,,,,
112,04/05/2021,43126,31299,108,,,,,,,,
99,05/05/2021,118818,96453,458,,,,,,,,
99,06/05/2021,121858,98376,458,,,,,,,,
99,07/05/2021,124018,100121,458,,,,,,,,
99,08/05/2021,126451,100893,460,,,,,,,,
99,09/05/2021,128539,103040,462,,,,,,,,
99,10/05/2021,130447,105111,465,,,,,,,,
99,11/05/2021,132907,106819,466,,,,,,,,
100,05/05/2021,218076,158837,509,,,,,,,,
100,06/05/2021,224582,161836,511,,,,,,,,
100,07/05/2021,229943,164571,514,,,,,,,,
100,08/05/2021,235435,168623,525,,,,,,,,
100,09/05/2021,240202,172016,535,,,,,,,,
100,10/05/2021,243036,176015,540,,,,,,,,
100,11/05/2021,247550,181215,541,,,,,,,,
101,05/05/2021,48939,33486,52,,,,,,,,
101,06/05/2021,49895,33714,52,,,,,,,,
101,07/05/2021,51012,34105,52,,,,,,,,
101,08/05/2021,52065,34421,52,,,,,,,,
101,09/05/2021,53111,34530,52,,,,,,,,
101,10/05/2021,53533,34906,52,,,,,,,,
101,11/05/2021,54589,36070,52,,,,,,,,
102,05/05/2021,99119,74158,426,,,,,,,,
102,06/05/2021,101537,76241,442,,,,,,,,
102,07/05/2021,104676,77905,442,,,,,,,,
102,08/05/2021,107766,79761,454,,,,,,,,
102,09/05/2021,110063,81323,462,,,,,,,,
102,10/05/2021,111901,83126,469,,,,,,,,
102,11/05/2021,113986,85043,479,,,,,,,,
103,05/05/2021,52084,37441,122,,,,,,,,
103,06/05/2021,53242,37630,122,,,,,,,,
103,07/05/2021,54181,38334,122,,,,,,,,
103,08/05/2021,55930,38954,122,,,,,,,,
103,09/05/2021,56696,39950,122,,,,,,,,
103,10/05/2021,57615,40775,122,,,,,,,,
103,11/05/2021,58578,40885,122,,,,,,,,
104,05/05/2021,122677,115148,404,,,,,,,,
104,06/05/2021,125190,117183,404,,,,,,,,
104,07/05/2021,127612,118588,404,,,,,,,,
104,08/05/2021,130450,120000,414,,,,,,,,
104,09/05/2021,132840,122687,417,,,,,,,,
104,10/05/2021,134879,124967,421,,,,,,,,
104,11/05/2021,137767,126894,426,,,,,,,,
105,05/05/2021,134050,117493,272,,,,,,,,
105,06/05/2021,136915,120506,291,,,,,,,,
105,07/05/2021,139068,123569,291,,,,,,,,
105,08/05/2021,141463,124973,292,,,,,,,,
105,09/05/2021,143787,126420,292,,,,,,,,
105,10/05/2021,145500,128474,292,,,,,,,,
105,11/05/2021,148066,130449,292,,,,,,,,
106,05/05/2021,212804,163162,657,,,,,,,,
106,06/05/2021,218504,167158,657,,,,,,,,
106,07/05/2021,222704,170352,672,,,,,,,,
106,08/05/2021,226685,175343,672,,,,,,,,
106,09/05/2021,230490,179684,686,,,,,,,,
106,10/05/2021,233012,184679,697,,,,,,,,
106,11/05/2021,236939,189569,703,,,,,,,,
107,05/05/2021,185807,142881,506,,,,,,,,
107,06/05/2021,190212,146086,506,,,,,,,,
107,07/05/2021,194161,149310,507,,,,,,,,
107,08/05/2021,198719,152698,507,,,,,,,,
107,09/05/2021,202569,156319,508,,,,,,,,
107,10/05/2021,206012,160013,512,,,,,,,,
107,11/05/2021,210786,163890,512,,,,,,,,
108,05/05/2021,98993,70737,207,,,,,,,,
108,06/05/2021,101943,73225,207,,,,,,,,
108,07/05/2021,104911,76425,212,,,,,,,,
108,08/05/2021,108127,79912,212,,,,,,,,
108,09/05/2021,111008,83246,212,,,,,,,,
108,10/05/2021,113305,86772,224,,,,,,,,
108,11/05/2021,116264,90392,234,,,,,,,,
109,05/05/2021,80884,67557,147,,,,,,,,
109,06/05/2021,82225,68460,152,,,,,,,,
109,07/05/2021,83416,69320,152,,,,,,,,
109,08/05/2021,84596,69798,164,,,,,,,,
109,09/05/2021,85535,70731,165,,,,,,,,
109,10/05/2021,85985,71162,168,,,,,,,,
109,11/05/2021,87209,72115,168,,,,,,,,
110,05/05/2021,161752,129968,1062,,,,,,,,
110,06/05/2021,165721,132357,1076,,,,,,,,
110,07/05/2021,169671,134720,1099,,,,,,,,
110,08/05/2021,174231,137123,1099,,,,,,,,
110,09/05/2021,178471,139755,1109,,,,,,,,
110,10/05/2021,181965,142451,1118,,,,,,,,
110,11/05/2021,185665,145282,1153,,,,,,,,
111,05/05/2021,165913,123441,633,,,,,,,,
111,06/05/2021,169500,124960,639,,,,,,,,
111,07/05/2021,173238,126797,645,,,,,,,,
111,08/05/2021,177468,128483,658,,,,,,,,
111,09/05/2021,181221,130412,674,,,,,,,,
111,10/05/2021,184501,132488,681,,,,,,,,
111,11/05/2021,187783,134649,692,,,,,,,,
112,05/05/2021,44016,31599,109,,,,,,,,
112,06/05/2021,45072,31781,110,,,,,,,,
112,07/05/2021,46245,32058,111,,,,,,,,
112,08/05/2021,47441,32649,114,,,,,,,,
112,09/05/2021,48096,32836,117,,,,,,,,
112,10/05/2021,48424,33219,117,,,,,,,,
112,11/05/2021,49316,33864,117,,,,,,,,
99,12/05/2021,135508,109337,470,,,,,,,,
99,13/05/2021,138217,112333,470,,,,,,,,
99,14/05/2021,140366,115387,470,,,,,,,,
99,15/05/2021,142362,116896,470,,,,,,,,
99,16/05/2021,144123,118946,480,,,,,,,,
99,17/05/2021,145802,125893,481,,,,,,,,
99,18/05/2021,148155,126913,482,,,,,,,,
100,12/05/2021,253960,185689,558,,,,,,,,
100,13/05/2021,258986,189157,562,,,,,,,,
100,14/05/2021,262841,192498,581,,,,,,,,
100,15/05/2021,266585,195563,590,,,,,,,,
100,16/05/2021,269739,200183,595,,,,,,,,
100,17/05/2021,272054,215083,605,,,,,,,,
100,18/05/2021,275571,221419,621,,,,,,,,
101,12/05/2021,55894,37357,52,,,,,,,,
101,13/05/2021,57130,38439,52,,,,,,,,
101,14/05/2021,58414,39275,53,,,,,,,,
101,15/05/2021,59151,39966,54,,,,,,,,
101,16/05/2021,60226,40663,54,,,,,,,,
101,17/05/2021,60687,47668,54,,,,,,,,
101,18/05/2021,61517,48010,55,,,,,,,,
102,12/05/2021,116332,86950,479,,,,,,,,
102,13/05/2021,118593,89299,479,,,,,,,,
102,14/05/2021,120752,90789,495,,,,,,,,
102,15/05/2021,122404,92293,504,,,,,,,,
102,16/05/2021,124099,95293,508,,,,,,,,
102,17/05/2021,125740,101015,511,,,,,,,,
102,18/05/2021,127114,106364,511,,,,,,,,
103,12/05/2021,59547,41360,122,,,,,,,,
103,13/05/2021,60430,41642,122,,,,,,,,
103,14/05/2021,61522,42373,123,,,,,,,,
103,15/05/2021,62369,42597,123,,,,,,,,
103,16/05/2021,62929,43813,123,,,,,,,,
103,17/05/2021,63526,49716,123,,,,,,,,
103,18/05/2021,64265,52566,123,,,,,,,,
104,12/05/2021,141117,129709,426,,,,,,,,
104,13/05/2021,144848,133068,427,,,,,,,,
104,14/05/2021,147840,135702,428,,,,,,,,
104,15/05/2021,150172,137467,428,,,,,,,,
104,16/05/2021,152588,139093,428,,,,,,,,
104,17/05/2021,154534,142992,430,,,,,,,,
104,18/05/2021,157857,144810,430,,,,,,,,
105,12/05/2021,150970,132620,303,,,,,,,,
105,13/05/2021,153741,136111,303,,,,,,,,
105,14/05/2021,155784,138285,303,,,,,,,,
105,15/05/2021,157796,140475,303,,,,,,,,
105,16/05/2021,159602,142936,305,,,,,,,,
105,17/05/2021,160951,145940,305,,,,,,,,
105,18/05/2021,162806,149693,307,,,,,,,,
106,12/05/2021,241357,195109,727,,,,,,,,
106,13/05/2021,244703,199351,736,,,,,,,,
106,14/05/2021,247463,203263,744,,,,,,,,
106,15/05/2021,250429,207988,763,,,,,,,,
106,16/05/2021,252835,213167,764,,,,,,,,
106,17/05/2021,254327,218891,784,,,,,,,,
106,18/05/2021,256801,223060,799,,,,,,,,
107,12/05/2021,216174,167836,517,,,,,,,,
107,13/05/2021,221218,170744,517,,,,,,,,
107,14/05/2021,225215,174725,517,,,,,,,,
107,15/05/2021,229997,178394,525,,,,,,,,
107,16/05/2021,234421,182444,526,,,,,,,,
107,17/05/2021,237362,186494,526,,,,,,,,
107,18/05/2021,241682,190954,532,,,,,,,,
108,12/05/2021,119784,93492,234,,,,,,,,
108,13/05/2021,123007,96492,264,,,,,,,,
108,14/05/2021,125955,99416,278,,,,,,,,
108,15/05/2021,129120,102428,281,,,,,,,,
108,16/05/2021,132265,105037,290,,,,,,,,
108,17/05/2021,134136,106294,311,,,,,,,,
108,18/05/2021,137241,107727,311,,,,,,,,
109,12/05/2021,88548,73379,168,,,,,,,,
109,13/05/2021,89849,74545,182,,,,,,,,
109,14/05/2021,91053,74662,185,,,,,,,,
109,15/05/2021,92172,75638,186,,,,,,,,
109,16/05/2021,92970,75953,193,,,,,,,,
109,17/05/2021,93460,76302,193,,,,,,,,
109,18/05/2021,94609,76572,204,,,,,,,,
110,12/05/2021,189949,147620,1167,,,,,,,,
110,13/05/2021,193999,150117,1197,,,,,,,,
110,14/05/2021,198566,152919,1202,,,,,,,,
110,15/05/2021,201858,155831,1227,,,,,,,,
110,16/05/2021,204676,158820,1256,,,,,,,,
110,17/05/2021,207040,174920,1278,,,,,,,,
110,18/05/2021,210395,182839,1303,,,,,,,,
111,12/05/2021,191777,136968,712,,,,,,,,
111,13/05/2021,195364,139371,721,,,,,,,,
111,14/05/2021,198526,142050,746,,,,,,,,
111,15/05/2021,201860,144792,758,,,,,,,,
111,16/05/2021,204916,147781,772,,,,,,,,
111,17/05/2021,206961,165665,780,,,,,,,,
111,18/05/2021,209273,170563,799,,,,,,,,
112,12/05/2021,50017,34310,117,,,,,,,,
112,13/05/2021,50804,34800,117,,,,,,,,
112,14/05/2021,51286,35444,117,,,,,,,,
112,15/05/2021,51988,35902,126,,,,,,,,
112,16/05/2021,52578,36397,133,,,,,,,,
112,17/05/2021,52789,43304,133,,,,,,,,
112,18/05/2021,53420,44613,134,,,,,,,,
99,19/05/2021,150189,129498,497,,,,,,,,
99,20/05/2021,152651,131712,501,,,,,,,,
99,21/05/2021,154723,133816,502,,,,,,,,
99,22/05/2021,156901,136435,507,,,,,,,,
99,23/05/2021,158628,136821,509,,,,,,,,
99,24/05/2021,159900,137295,512,,,,,,,,
99,25/05/2021,162382,139310,512,,,,,,,,
100,19/05/2021,279853,226932,634,,,,,,,,
100,20/05/2021,283189,231350,639,,,,,,,,
100,21/05/2021,286291,234468,658,,,,,,,,
100,22/05/2021,289510,242764,668,,,,,,,,
100,23/05/2021,292333,246780,687,,,,,,,,
100,24/05/2021,294218,251173,703,,,,,,,,
100,25/05/2021,297281,255090,754,,,,,,,,
101,19/05/2021,62798,48204,55,,,,,,,,
101,20/05/2021,63644,49876,55,,,,,,,,
101,21/05/2021,64755,51376,55,,,,,,,,
101,22/05/2021,65742,52470,55,,,,,,,,
101,23/05/2021,66579,53571,55,,,,,,,,
101,24/05/2021,67090,54623,57,,,,,,,,
101,25/05/2021,67892,55889,58,,,,,,,,
102,19/05/2021,128903,110147,518,,,,,,,,
102,20/05/2021,130336,111402,518,,,,,,,,
102,21/05/2021,131746,114051,536,,,,,,,,
102,22/05/2021,132998,116304,543,,,,,,,,
102,23/05/2021,134263,118255,559,,,,,,,,
102,24/05/2021,135210,119925,562,,,,,,,,
102,25/05/2021,136422,123809,566,,,,,,,,
103,19/05/2021,64942,54259,123,,,,,,,,
103,20/05/2021,65670,55007,126,,,,,,,,
103,21/05/2021,66320,55922,126,,,,,,,,
103,22/05/2021,67022,56826,128,,,,,,,,
103,23/05/2021,67577,57773,131,,,,,,,,
103,24/05/2021,68021,58614,134,,,,,,,,
103,25/05/2021,68623,59659,134,,,,,,,,
104,19/05/2021,160886,150225,444,,,,,,,,
104,20/05/2021,163525,152242,453,,,,,,,,
104,21/05/2021,166270,157766,456,,,,,,,,
104,22/05/2021,168693,159886,471,,,,,,,,
104,23/05/2021,170786,162591,472,,,,,,,,
104,24/05/2021,172280,165319,472,,,,,,,,
104,25/05/2021,175147,167120,473,,,,,,,,
105,19/05/2021,164794,152220,311,,,,,,,,
105,20/05/2021,166620,154722,322,,,,,,,,
105,21/05/2021,168380,156208,325,,,,,,,,
105,22/05/2021,170130,158498,331,,,,,,,,
105,23/05/2021,171452,159965,363,,,,,,,,
105,24/05/2021,172542,162263,387,,,,,,,,
105,25/05/2021,174097,163809,393,,,,,,,,
106,19/05/2021,259469,227034,808,,,,,,,,
106,20/05/2021,261676,230857,829,,,,,,,,
106,21/05/2021,264058,233307,843,,,,,,,,
106,22/05/2021,266029,237235,854,,,,,,,,
106,23/05/2021,267946,241633,883,,,,,,,,
106,24/05/2021,269202,244954,906,,,,,,,,
106,25/05/2021,271057,247769,925,,,,,,,,
107,19/05/2021,245894,196008,533,,,,,,,,
107,20/05/2021,250640,201737,536,,,,,,,,
107,21/05/2021,254139,206350,541,,,,,,,,
107,22/05/2021,258071,210905,542,,,,,,,,
107,23/05/2021,262145,216407,547,,,,,,,,
107,24/05/2021,264678,221447,556,,,,,,,,
107,25/05/2021,269993,225499,566,,,,,,,,
108,19/05/2021,139950,112248,349,,,,,,,,
108,20/05/2021,142510,116949,353,,,,,,,,
108,21/05/2021,145550,120004,383,,,,,,,,
108,22/05/2021,148570,123364,435,,,,,,,,
108,23/05/2021,151270,126532,474,,,,,,,,
108,24/05/2021,153168,129688,512,,,,,,,,
108,25/05/2021,156453,132720,530,,,,,,,,
109,19/05/2021,95717,77623,205,,,,,,,,
109,20/05/2021,96708,79246,227,,,,,,,,
109,21/05/2021,97586,80906,227,,,,,,,,
109,22/05/2021,98463,82522,244,,,,,,,,
109,23/05/2021,99278,84005,247,,,,,,,,
109,24/05/2021,99611,85438,247,,,,,,,,
109,25/05/2021,100687,87289,260,,,,,,,,
110,19/05/2021,213995,189151,1310,,,,,,,,
110,20/05/2021,217964,194663,1343,,,,,,,,
110,21/05/2021,222115,199247,1388,,,,,,,,
110,22/05/2021,225415,203772,1421,,,,,,,,
110,23/05/2021,228115,208641,1445,,,,,,,,
110,24/05/2021,230685,211689,1457,,,,,,,,
110,25/05/2021,233816,214801,1500,,,,,,,,
111,19/05/2021,212161,175407,799,,,,,,,,
111,20/05/2021,214392,182739,810,,,,,,,,
111,21/05/2021,216873,189553,812,,,,,,,,
111,22/05/2021,219277,196906,824,,,,,,,,
111,23/05/2021,221783,201780,835,,,,,,,,
111,24/05/2021,223213,208281,897,,,,,,,,
111,25/05/2021,225360,210770,906,,,,,,,,
112,19/05/2021,53917,45560,137,,,,,,,,
112,20/05/2021,54434,46383,139,,,,,,,,
112,21/05/2021,54826,46943,141,,,,,,,,
112,22/05/2021,55325,47430,146,,,,,,,,
112,23/05/2021,55811,47879,150,,,,,,,,
112,24/05/2021,55969,47963,151,,,,,,,,
112,25/05/2021,56380,48535,153,,,,,,,,
99,26/05/2021,164566,143701,536,,,,,,,,
99,27/05/2021,166157,146495,601,,,,,,,,
99,28/05/2021,167797,148325,663,,,,,,,,
99,29/05/2021,169781,150105,678,,,,,,,,
99,30/05/2021,171311,152438,700,,,,,,,,
99,31/05/2021,172327,154532,702,,,,,,,,
100,26/05/2021,300725,260089,765,,,,,,,,
100,27/05/2021,303504,264369,775,,,,,,,,
100,28/05/2021,305741,266672,784,,,,,,,,
100,29/05/2021,308347,270952,819,,,,,,,,
100,30/05/2021,310324,274391,860,,,,,,,,
100,31/05/2021,311571,278394,873,,,,,,,,
101,26/05/2021,68904,57041,59,,,,,,,,
101,27/05/2021,69475,57987,59,,,,,,,,
101,28/05/2021,69976,58941,60,,,,,,,,
101,29/05/2021,70638,59560,61,,,,,,,,
101,30/05/2021,71313,60546,61,,,,,,,,
101,31/05/2021,71576,61512,62,,,,,,,,
102,26/05/2021,137726,124966,582,,,,,,,,
102,27/05/2021,138749,127221,597,,,,,,,,
102,28/05/2021,139723,129241,605,,,,,,,,
102,29/05/2021,140707,130445,619,,,,,,,,
102,30/05/2021,141698,131982,620,,,,,,,,
102,31/05/2021,142256,133500,620,,,,,,,,
103,26/05/2021,69195,60445,141,,,,,,,,
103,27/05/2021,69779,61023,145,,,,,,,,
103,28/05/2021,70313,61608,145,,,,,,,,
103,29/05/2021,70819,62443,146,,,,,,,,
103,30/05/2021,71351,63062,148,,,,,,,,
103,31/05/2021,71692,63737,149,,,,,,,,
104,26/05/2021,178033,170563,477,,,,,,,,
104,27/05/2021,180144,172597,486,,,,,,,,
104,28/05/2021,182512,174653,487,,,,,,,,
104,29/05/2021,184689,176310,490,,,,,,,,
104,30/05/2021,186530,178889,490,,,,,,,,
104,31/05/2021,187730,181326,499,,,,,,,,
105,26/05/2021,175570,165685,402,,,,,,,,
105,27/05/2021,176489,167029,410,,,,,,,,
105,28/05/2021,177617,167681,422,,,,,,,,
105,29/05/2021,178784,168635,429,,,,,,,,
105,30/05/2021,179618,169913,429,,,,,,,,
105,31/05/2021,180195,171548,435,,,,,,,,
106,26/05/2021,272874,250726,926,,,,,,,,
106,27/05/2021,274395,253042,932,,,,,,,,
106,28/05/2021,276092,254535,958,,,,,,,,
106,29/05/2021,277446,257001,958,,,,,,,,
106,30/05/2021,278752,259670,971,,,,,,,,
106,31/05/2021,279609,261880,971,,,,,,,,
107,26/05/2021,274744,230219,589,,,,,,,,
107,27/05/2021,278956,234724,596,,,,,,,,
107,28/05/2021,282894,237984,605,,,,,,,,
107,29/05/2021,286884,242273,643,,,,,,,,
107,30/05/2021,289899,246404,664,,,,,,,,
107,31/05/2021,291588,249912,665,,,,,,,,
108,26/05/2021,159491,135859,531,,,,,,,,
108,27/05/2021,162083,139003,531,,,,,,,,
108,28/05/2021,164121,141546,538,,,,,,,,
108,29/05/2021,166803,144606,556,,,,,,,,
108,30/05/2021,168773,147336,566,,,,,,,,
108,31/05/2021,170073,149920,602,,,,,,,,
109,26/05/2021,101593,88797,260,,,,,,,,
109,27/05/2021,102393,89984,260,,,,,,,,
109,28/05/2021,103121,90765,260,,,,,,,,
109,29/05/2021,103804,91250,260,,,,,,,,
109,30/05/2021,104321,92363,267,,,,,,,,
109,31/05/2021,104598,93457,293,,,,,,,,
110,26/05/2021,236645,217999,1544,,,,,,,,
110,27/05/2021,239855,221246,1568,,,,,,,,
110,28/05/2021,242400,224522,1609,,,,,,,,
110,29/05/2021,245167,227580,1659,,,,,,,,
110,30/05/2021,247590,230563,1705,,,,,,,,
110,31/05/2021,249340,233487,1750,,,,,,,,
111,26/05/2021,227569,212597,913,,,,,,,,
111,27/05/2021,229507,214128,946,,,,,,,,
111,28/05/2021,231233,216201,964,,,,,,,,
111,29/05/2021,232940,218775,980,,,,,,,,
111,30/05/2021,234974,221178,997,,,,,,,,
111,31/05/2021,236029,223615,1031,,,,,,,,
112,26/05/2021,56753,48907,156,,,,,,,,
