DISTRICTCODE,Date,TINF,TREC,TDEC,,,,,,,,
111,04/09/2020,5017,3512,15,,,,,,,,
111,05/09/2020,5186,3622,16,,,,,,,,
111,06/09/2020,5355,3767,16,,,,,,,,
111,07/09/2020,5483,3922,17,,,,,,,,
111,08/09/2020,5612,4032,18,,,,,,,,
111,09/09/2020,5935,4177,19,,,,,,,,
112,26/03/2020,1,0,0,,,,,,,,
112,30/03/2020,3,0,0,,,,,,,,
112,08/04/2020,3,2,0,,,,,,,,
112,25/04/2020,3,3,0,,,,,,,,
112,02/05/2020,4,3,0,,,,,,,,
112,05/05/2020,7,3,0,,,,,,,,
112,10/05/2020,10,3,0,,,,,,,,
112,11/05/2020,11,3,0,,,,,,,,
112,13/05/2020,13,3,0,,,,,,,,
112,14/05/2020,16,3,0,,,,,,,,
112,15/05/2020,21,3,0,,,,,,,,
112,16/05/2020,21,5,0,,,,,,,,
112,20/05/2020,21,6,0,,,,,,,,
112,21/05/2020,21,10,0,,,,,,,,
112,22/05/2020,22,10,0,,,,,,,,
112,23/05/2020,23,10,0,,,,,,,,
112,24/05/2020,23,13,1,,,,,,,,
112,25/05/2020,23,14,1,,,,,,,,
112,27/05/2020,26,15,1,,,,,,,,
112,29/05/2020,28,20,1,,,,,,,,
112,31/05/2020,31,20,1,,,,,,,,
112,01/06/2020,31,21,1,,,,,,,,
112,02/06/2020,37,21,1,,,,,,,,
112,04/06/2020,39,23,1,,,,,,,,
112,05/06/2020,42,23,1,,,,,,,,
112,08/06/2020,44,25,1,,,,,,,,
112,09/06/2020,50,26,1,,,,,,,,
112,10/06/2020,54,32,1,,,,,,,,
112,13/06/2020,55,33,1,,,,,,,,
112,14/06/2020,56,34,1,,,,,,,,
112,15/06/2020,57,34,1,,,,,,,,
112,16/06/2020,57,39,1,,,,,,,,
112,17/06/2020,60,39,1,,,,,,,,
112,18/06/2020,60,41,1,,,,,,,,
112,19/06/2020,64,41,1,,,,,,,,
112,20/06/2020,69,43,1,,,,,,,,
112,22/06/2020,74,43,1,,,,,,,,
112,23/06/2020,76,46,1,,,,,,,,
112,24/06/2020,78,46,1,,,,,,,,
112,25/06/2020,80,46,1,,,,,,,,
112,26/06/2020,85,46,1,,,,,,,,
112,27/06/2020,90,46,1,,,,,,,,
112,28/06/2020,95,47,1,,,,,,,,
112,30/06/2020,95,51,1,,,,,,,,
112,01/07/2020,98,54,1,,,,,,,,
112,02/07/2020,99,54,1,,,,,,,,
112,03/07/2020,100,64,1,,,,,,,,
112,04/07/2020,102,64,1,,,,,,,,
112,05/07/2020,108,70,1,,,,,,,,
112,06/07/2020,116,70,1,,,,,,,,
112,07/07/2020,119,74,1,,,,,,,,
112,08/07/2020,133,74,1,,,,,,,,
112,09/07/2020,140,77,1,,,,,,,,
112,10/07/2020,140,81,1,,,,,,,,
112,11/07/2020,151,81,1,,,,,,,,
112,12/07/2020,170,81,1,,,,,,,,
112,13/07/2020,184,97,1,,,,,,,,
112,14/07/2020,196,97,1,,,,,,,,
112,15/07/2020,200,98,1,,,,,,,,
112,16/07/2020,213,99,1,,,,,,,,
112,17/07/2020,241,103,1,,,,,,,,
112,18/07/2020,267,107,1,,,,,,,,
112,19/07/2020,268,107,1,,,,,,,,
112,20/07/2020,294,107,1,,,,,,,,
112,21/07/2020,311,121,1,,,,,,,,
112,22/07/2020,315,126,1,,,,,,,,
112,23/07/2020,325,131,1,,,,,,,,
112,24/07/2020,340,152,1,,,,,,,,
112,25/07/2020,357,197,1,,,,,,,,
112,26/07/2020,385,197,1,,,,,,,,
112,27/07/2020,402,246,1,,,,,,,,
112,28/07/2020,455,264,1,,,,,,,,
112,29/07/2020,498,273,1,,,,,,,,
112,30/07/2020,501,290,1,,,,,,,,
112,31/07/2020,625,309,1,,,,,,,,
112,01/08/2020,671,314,1,,,,,,,,
112,02/08/2020,690,333,1,,,,,,,,
112,03/08/2020,721,341,1,,,,,,,,
112,04/08/2020,738,350,1,,,,,,,,
112,05/08/2020,752,390,1,,,,,,,,
112,06/08/2020,798,410,1,,,,,,,,
112,07/08/2020,853,444,1,,,,,,,,
112,08/08/2020,863,499,1,,,,,,,,
112,09/08/2020,888,547,1,,,,,,,,
112,10/08/2020,921,588,2,,,,,,,,
112,11/08/2020,939,636,2,,,,,,,,
112,12/08/2020,951,651,2,,,,,,,,
112,13/08/2020,978,681,2,,,,,,,,
112,14/08/2020,1035,714,2,,,,,,,,
112,15/08/2020,1083,734,2,,,,,,,,
112,16/08/2020,1132,795,2,,,,,,,,
112,17/08/2020,1147,808,2,,,,,,,,
112,18/08/2020,1194,854,3,,,,,,,,
112,19/08/2020,1211,866,3,,,,,,,,
112,20/08/2020,1246,890,3,,,,,,,,
112,21/08/2020,1272,934,3,,,,,,,,
112,22/08/2020,1297,986,3,,,,,,,,
112,23/08/2020,1307,1025,3,,,,,,,,
112,24/08/2020,1327,1050,3,,,,,,,,
112,25/08/2020,1364,1082,4,,,,,,,,
112,26/08/2020,1394,1114,4,,,,,,,,
112,27/08/2020,1419,1158,4,,,,,,,,
112,28/08/2020,1438,1165,4,,,,,,,,
112,29/08/2020,1459,1203,5,,,,,,,,
112,30/08/2020,1472,1225,5,,,,,,,,
112,31/08/2020,1497,1253,5,,,,,,,,
112,01/09/2020,1505,1277,5,,,,,,,,
112,02/09/2020,1543,1303,5,,,,,,,,
112,03/09/2020,1561,1320,5,,,,,,,,
112,04/09/2020,1645,1348,5,,,,,,,,
112,05/09/2020,1665,1377,5,,,,,,,,
112,06/09/2020,1705,1407,5,,,,,,,,
112,07/09/2020,1709,1427,5,,,,,,,,
112,08/09/2020,1733,1452,5,,,,,,,,
112,09/09/2020,1810,1477,5,,,,,,,,
99,10/09/2020,7308,5369,17,,,,,,,,
100,10/09/2020,8312,5583,43,,,,,,,,
101,10/09/2020,2119,1679,3,,,,,,,,
102,10/09/2020,5371,3682,34,,,,,,,,
103,10/09/2020,6816,4634,36,,,,,,,,
104,10/09/2020,6146,4261,26,,,,,,,,
105,10/09/2020,5611,3662,3,,,,,,,,
106,10/09/2020,7682,5732,38,,,,,,,,
107,10/09/2020,11657,9221,33,,,,,,,,
108,10/09/2020,5782,4678,4,,,,,,,,
109,10/09/2020,4503,3320,3,,,,,,,,
110,10/09/2020,19819,15006,131,,,,,,,,
111,10/09/2020,6235,4260,20,,,,,,,,
112,10/09/2020,1905,1487,5,,,,,,,,
99,11/09/2020,7508,5568,19,,,,,,,,
100,11/09/2020,8607,5646,43,,,,,,,,
101,11/09/2020,2147,1718,3,,,,,,,,
102,11/09/2020,5627,3743,35,,,,,,,,
103,11/09/2020,6918,4762,36,,,,,,,,
104,11/09/2020,6449,4283,26,,,,,,,,
105,11/09/2020,5832,3751,3,,,,,,,,
106,11/09/2020,7943,5837,39,,,,,,,,
107,11/09/2020,12047,9332,34,,,,,,,,
108,11/09/2020,5891,4724,7,,,,,,,,
109,11/09/2020,4596,3355,3,,,,,,,,
110,11/09/2020,20313,15314,134,,,,,,,,
111,11/09/2020,6419,4365,23,,,,,,,,
112,11/09/2020,1957,1502,5,,,,,,,,
99,12/09/2020,7671,5714,19,,,,,,,,
100,12/09/2020,8795,5879,44,,,,,,,,
101,12/09/2020,2233,1746,3,,,,,,,,
102,12/09/2020,5834,3878,35,,,,,,,,
103,12/09/2020,7068,4866,36,,,,,,,,
104,12/09/2020,6714,4414,26,,,,,,,,
105,12/09/2020,5998,3889,3,,,,,,,,
106,12/09/2020,8229,6013,42,,,,,,,,
107,12/09/2020,12357,9533,35,,,,,,,,
108,12/09/2020,6075,4763,9,,,,,,,,
109,12/09/2020,4684,3409,3,,,,,,,,
110,12/09/2020,20879,15707,140,,,,,,,,
111,12/09/2020,6591,4500,25,,,,,,,,
112,12/09/2020,2011,1533,5,,,,,,,,
99,13/09/2020,7923,5760,19,,,,,,,,
100,13/09/2020,9121,6111,46,,,,,,,,
101,13/09/2020,2273,1766,3,,,,,,,,
102,13/09/2020,6068,3966,35,,,,,,,,
103,13/09/2020,7192,5044,36,,,,,,,,
104,13/09/2020,6919,4554,28,,,,,,,,
105,13/09/2020,6194,4014,3,,,,,,,,
106,13/09/2020,8628,6141,42,,,,,,,,
107,13/09/2020,12735,9735,35,,,,,,,,
108,13/09/2020,6308,4829,10,,,,,,,,
109,13/09/2020,4786,3600,3,,,,,,,,
110,13/09/2020,21291,15998,148,,,,,,,,
111,13/09/2020,6773,4615,26,,,,,,,,
112,13/09/2020,2067,1566,5,,,,,,,,
99,14/09/2020,8030,5958,19,,,,,,,,
100,14/09/2020,9376,6236,49,,,,,,,,
101,14/09/2020,2331,1791,3,,,,,,,,
102,14/09/2020,6300,4101,35,,,,,,,,
103,14/09/2020,7248,5174,37,,,,,,,,
104,14/09/2020,7061,4719,31,,,,,,,,
105,14/09/2020,6316,4135,3,,,,,,,,
106,14/09/2020,9010,6264,43,,,,,,,,
107,14/09/2020,13217,9996,38,,,,,,,,
108,14/09/2020,6483,4922,11,,,,,,,,
109,14/09/2020,4802,3703,3,,,,,,,,
110,14/09/2020,21623,16413,151,,,,,,,,
111,14/09/2020,6934,4755,26,,,,,,,,
112,14/09/2020,2087,1642,5,,,,,,,,
99,15/09/2020,8368,6192,19,,,,,,,,
100,15/09/2020,9615,6445,50,,,,,,,,
101,15/09/2020,2360,1834,3,,,,,,,,
102,15/09/2020,6513,4329,35,,,,,,,,
103,15/09/2020,7420,5432,37,,,,,,,,
104,15/09/2020,7295,4870,31,,,,,,,,
105,15/09/2020,6508,4273,3,,,,,,,,
106,15/09/2020,9270,6570,44,,,,,,,,
107,15/09/2020,13565,10299,39,,,,,,,,
108,15/09/2020,6619,5042,12,,,,,,,,
109,15/09/2020,4948,3825,3,,,,,,,,
110,15/09/2020,22279,16681,156,,,,,,,,
111,15/09/2020,7122,4875,29,,,,,,,,
112,15/09/2020,2151,1674,5,,,,,,,,
99,16/09/2020,8691,6312,19,,,,,,,,
100,16/09/2020,9934,6816,50,,,,,,,,
101,16/09/2020,2436,1855,3,,,,,,,,
102,16/09/2020,6760,4508,36,,,,,,,,
103,16/09/2020,7539,5511,37,,,,,,,,
104,16/09/2020,7595,4896,32,,,,,,,,
105,16/09/2020,6695,4404,3,,,,,,,,
106,16/09/2020,9738,6725,47,,,,,,,,
107,16/09/2020,13863,10556,41,,,,,,,,
108,16/09/2020,6839,5159,18,,,,,,,,
109,16/09/2020,5184,3982,3,,,,,,,,
110,16/09/2020,22954,17099,157,,,,,,,,
111,16/09/2020,7385,5095,29,,,,,,,,
112,16/09/2020,2250,1686,5,,,,,,,,
99,17/09/2020,9058,6508,19,,,,,,,,
100,17/09/2020,10317,7173,50,,,,,,,,
101,17/09/2020,2540,1902,3,,,,,,,,
102,17/09/2020,7020,4605,36,,,,,,,,
103,17/09/2020,7858,5635,37,,,,,,,,
104,17/09/2020,7813,5221,35,,,,,,,,
105,17/09/2020,6899,4524,3,,,,,,,,
106,17/09/2020,10283,7000,47,,,,,,,,
107,17/09/2020,14214,10770,42,,,,,,,,
108,17/09/2020,7080,5273,18,,,,,,,,
109,17/09/2020,5320,4084,3,,,,,,,,
110,17/09/2020,23774,17646,160,,,,,,,,
111,17/09/2020,7681,5235,31,,,,,,,,
112,17/09/2020,2357,1765,5,,,,,,,,
99,18/09/2020,9332,6654,19,,,,,,,,
99,19/09/2020,9680,6878,19,,,,,,,,
100,18/09/2020,10665,7394,51,,,,,,,,
100,19/09/2020,11016,7583,53,,,,,,,,
101,18/09/2020,2640,1975,3,,,,,,,,
101,19/09/2020,2687,2029,3,,,,,,,,
102,18/09/2020,7350,4774,36,,,,,,,,
102,19/09/2020,7572,4865,36,,,,,,,,
103,18/09/2020,8003,5745,38,,,,,,,,
103,19/09/2020,8194,5947,40,,,,,,,,
104,18/09/2020,8168,5566,36,,,,,,,,
104,19/09/2020,8604,5809,39,,,,,,,,
105,18/09/2020,7124,4636,3,,,,,,,,
105,19/09/2020,7387,4755,3,,,,,,,,
106,18/09/2020,10687,7348,47,,,,,,,,
106,19/09/2020,11099,7692,47,,,,,,,,
107,18/09/2020,14511,11035,45,,,,,,,,
107,19/09/2020,15045,11361,45,,,,,,,,
108,18/09/2020,7348,5391,19,,,,,,,,
108,19/09/2020,7697,5521,21,,,,,,,,
109,18/09/2020,5421,4212,3,,,,,,,,
109,19/09/2020,5642,4366,3,,,,,,,,
110,18/09/2020,24700,18134,164,,,,,,,,
110,19/09/2020,25524,18698,169,,,,,,,,
111,18/09/2020,8007,5377,32,,,,,,,,
111,19/09/2020,8358,5568,36,,,,,,,,
112,18/09/2020,2425,1844,5,,,,,,,,
112,19/09/2020,2520,1875,5,,,,,,,,
99,20/09/2020,9899,7080,19,,,,,,,,
99,21/09/2020,10011,7314,19,,,,,,,,
99,22/09/2020,10414,7545,19,,,,,,,,
99,23/09/2020,10915,7713,19,,,,,,,,
100,20/09/2020,11553,7872,54,,,,,,,,
100,21/09/2020,11852,8169,54,,,,,,,,
100,22/09/2020,12258,8419,55,,,,,,,,
100,23/09/2020,12882,8674,55,,,,,,,,
101,20/09/2020,2764,2094,3,,,,,,,,
101,21/09/2020,2846,2131,3,,,,,,,,
101,22/09/2020,2888,2173,3,,,,,,,,
101,23/09/2020,2967,2228,3,,,,,,,,
102,20/09/2020,7814,5022,36,,,,,,,,
102,21/09/2020,8128,5061,39,,,,,,,,
102,22/09/2020,8271,5275,40,,,,,,,,
102,23/09/2020,8636,5417,40,,,,,,,,
103,20/09/2020,8402,6110,41,,,,,,,,
103,21/09/2020,8512,6286,41,,,,,,,,
103,22/09/2020,8709,6507,41,,,,,,,,
103,23/09/2020,8845,6809,41,,,,,,,,
99,24/09/2020,11368,7896,26,,,,,,,,
99,25/09/2020,11919,8114,30,,,,,,,,
99,26/09/2020,12333,8449,34,,,,,,,,
99,27/09/2020,12809,8755,35,,,,,,,,
99,28/09/2020,13058,9104,37,,,,,,,,
99,29/09/2020,13582,9377,37,,,,,,,,
100,24/09/2020,13472,8922,56,,,,,,,,
100,25/09/2020,14127,9247,56,,,,,,,,
100,26/09/2020,14856,9493,59,,,,,,,,
100,27/09/2020,15780,9830,61,,,,,,,,
100,28/09/2020,16317,10050,61,,,,,,,,
100,29/09/2020,17176,10266,61,,,,,,,,
101,24/09/2020,3118,2289,3,,,,,,,,
101,25/09/2020,3232,2358,3,,,,,,,,
101,26/09/2020,3339,2422,3,,,,,,,,
101,27/09/2020,3464,2516,3,,,,,,,,
101,28/09/2020,3578,2552,3,,,,,,,,
101,29/09/2020,3635,2636,3,,,,,,,,
102,24/09/2020,9042,5848,40,,,,,,,,
102,25/09/2020,9461,6065,40,,,,,,,,
102,26/09/2020,9896,6212,40,,,,,,,,
102,27/09/2020,10228,6365,42,,,,,,,,
102,28/09/2020,10538,6489,42,,,,,,,,
102,29/09/2020,10970,6686,47,,,,,,,,
103,24/09/2020,9145,6967,41,,,,,,,,
103,25/09/2020,9413,7074,41,,,,,,,,
103,26/09/2020,9637,7151,47,,,,,,,,
103,27/09/2020,9889,7361,48,,,,,,,,
103,28/09/2020,10011,7450,52,,,,,,,,
103,29/09/2020,10464,7569,52,,,,,,,,
104,20/09/2020,8934,5960,40,,,,,,,,
104,21/09/2020,9129,6203,40,,,,,,,,
104,22/09/2020,9476,6418,42,,,,,,,,
104,23/09/2020,9979,6570,45,,,,,,,,
104,24/09/2020,10419,6765,45,,,,,,,,
104,25/09/2020,10988,6972,47,,,,,,,,
104,26/09/2020,11577,7160,47,,,,,,,,
104,27/09/2020,12267,7429,48,,,,,,,,
104,28/09/2020,12608,7611,48,,,,,,,,
104,29/09/2020,13191,7873,51,,,,,,,,
105,20/09/2020,7661,4876,8,,,,,,,,
105,21/09/2020,7817,5012,8,,,,,,,,
105,22/09/2020,7986,5126,8,,,,,,,,
105,23/09/2020,8248,5401,8,,,,,,,,
105,24/09/2020,8589,5531,8,,,,,,,,
105,25/09/2020,8911,5724,12,,,,,,,,
105,26/09/2020,9300,5887,12,,,,,,,,
105,27/09/2020,9726,6010,13,,,,,,,,
105,28/09/2020,9939,6132,16,,,,,,,,
105,29/09/2020,10275,6289,18,,,,,,,,
106,20/09/2020,11635,7932,47,,,,,,,,
106,21/09/2020,12011,8351,47,,,,,,,,
106,22/09/2020,12405,8481,47,,,,,,,,
106,23/09/2020,12909,8908,59,,,,,,,,
106,24/09/2020,13792,9216,60,,,,,,,,
106,25/09/2020,14482,9688,61,,,,,,,,
106,26/09/2020,15166,10102,61,,,,,,,,
106,27/09/2020,16122,10505,65,,,,,,,,
106,28/09/2020,17040,11150,70,,,,,,,,
106,29/09/2020,17877,11615,70,,,,,,,,
107,20/09/2020,15528,11749,48,,,,,,,,
107,21/09/2020,15877,12235,56,,,,,,,,
107,22/09/2020,16321,12703,58,,,,,,,,
107,23/09/2020,16833,13075,60,,,,,,,,
107,24/09/2020,17596,13588,60,,,,,,,,
107,25/09/2020,18380,14176,61,,,,,,,,
107,26/09/2020,19206,14662,64,,,,,,,,
107,27/09/2020,20121,15061,64,,,,,,,,
107,28/09/2020,20526,15482,67,,,,,,,,
107,29/09/2020,21566,16001,71,,,,,,,,
108,20/09/2020,7986,5666,22,,,,,,,,
108,21/09/2020,8153,5837,25,,,,,,,,
108,22/09/2020,8395,6072,26,,,,,,,,
108,23/09/2020,8673,6222,26,,,,,,,,
108,24/09/2020,9026,6336,26,,,,,,,,
108,25/09/2020,9445,6559,26,,,,,,,,
108,26/09/2020,9992,6782,26,,,,,,,,
108,27/09/2020,10480,6988,28,,,,,,,,
108,28/09/2020,10858,7188,28,,,,,,,,
108,29/09/2020,11232,7457,30,,,,,,,,
109,20/09/2020,5832,4455,3,,,,,,,,
109,21/09/2020,5848,4534,3,,,,,,,,
109,22/09/2020,6055,4651,3,,,,,,,,
109,23/09/2020,6278,4778,3,,,,,,,,
109,24/09/2020,6467,4877,3,,,,,,,,
109,25/09/2020,6658,4997,4,,,,,,,,
109,26/09/2020,6987,5146,5,,,,,,,,
109,27/09/2020,7250,5271,5,,,,,,,,
109,28/09/2020,7288,5421,5,,,,,,,,
109,29/09/2020,7559,5558,5,,,,,,,,
110,20/09/2020,26416,19176,171,,,,,,,,
110,21/09/2020,26949,19695,175,,,,,,,,
110,22/09/2020,27630,20164,186,,,,,,,,
110,23/09/2020,28482,20485,189,,,,,,,,
110,24/09/2020,29357,20781,200,,,,,,,,
110,25/09/2020,30171,21192,206,,,,,,,,
110,26/09/2020,31221,21565,208,,,,,,,,
110,27/09/2020,32074,21999,214,,,,,,,,
110,28/09/2020,32560,22505,217,,,,,,,,
110,29/09/2020,33495,22938,220,,,,,,,,
111,20/09/2020,8680,5778,38,,,,,,,,
111,21/09/2020,8863,5918,38,,,,,,,,
111,22/09/2020,9232,6158,39,,,,,,,,
111,23/09/2020,9710,6338,39,,,,,,,,
111,24/09/2020,10184,6665,40,,,,,,,,
111,25/09/2020,10791,6917,43,,,,,,,,
111,26/09/2020,11385,7157,45,,,,,,,,
111,27/09/2020,11958,7372,46,,,,,,,,
111,28/09/2020,12341,7612,46,,,,,,,,
111,29/09/2020,12825,7848,49,,,,,,,,
112,20/09/2020,2617,1928,5,,,,,,,,
112,21/09/2020,2635,1974,5,,,,,,,,
112,22/09/2020,2716,2035,5,,,,,,,,
112,23/09/2020,2775,2062,5,,,,,,,,
112,24/09/2020,2881,2167,5,,,,,,,,
112,25/09/2020,2955,2246,5,,,,,,,,
112,26/09/2020,3044,2340,5,,,,,,,,
112,27/09/2020,3216,2457,5,,,,,,,,
112,28/09/2020,3260,2520,5,,,,,,,,
112,29/09/2020,3429,2573,5,,,,,,,,
99,30/09/2020,14261,9679,40,,,,,,,,
99,01/10/2020,15065,9870,41,,,,,,,,
99,02/10/2020,15670,10212,44,,,,,,,,
99,03/10/2020,16303,10698,44,,,,,,,,
99,04/10/2020,16847,11306,48,,,,,,,,
100,30/09/2020,18232,10529,62,,,,,,,,
100,01/10/2020,19166,10755,69,,,,,,,,
100,02/10/2020,20208,10967,72,,,,,,,,
100,03/10/2020,21133,11369,72,,,,,,,,
100,04/10/2020,22085,11774,74,,,,,,,,
101,30/09/2020,3792,2657,3,,,,,,,,
101,01/10/2020,3922,2727,3,,,,,,,,
101,02/10/2020,4058,2820,3,,,,,,,,
101,03/10/2020,4164,2935,4,,,,,,,,
101,04/10/2020,4260,3015,4,,,,,,,,
102,30/09/2020,11489,6868,47,,,,,,,,
102,01/10/2020,11924,6997,47,,,,,,,,
102,02/10/2020,12549,7300,47,,,,,,,,
102,03/10/2020,12972,7504,53,,,,,,,,
102,04/10/2020,13527,7613,54,,,,,,,,
103,30/09/2020,10785,7729,53,,,,,,,,
103,01/10/2020,11256,8018,56,,,,,,,,
103,02/10/2020,11732,8176,56,,,,,,,,
103,03/10/2020,11989,8305,57,,,,,,,,
103,04/10/2020,12267,8498,57,,,,,,,,
104,30/09/2020,14003,8168,51,,,,,,,,
104,01/10/2020,14636,8381,54,,,,,,,,
104,02/10/2020,15528,8676,60,,,,,,,,
104,03/10/2020,16062,8960,60,,,,,,,,
104,04/10/2020,16928,9360,61,,,,,,,,
105,30/09/2020,10717,6417,19,,,,,,,,
105,01/10/2020,11057,6565,19,,,,,,,,
105,02/10/2020,11489,6739,23,,,,,,,,
105,03/10/2020,11831,6941,23,,,,,,,,
105,04/10/2020,12305,7259,23,,,,,,,,
106,30/09/2020,18819,12204,70,,,,,,,,
106,01/10/2020,19891,12537,70,,,,,,,,
106,02/10/2020,21037,12960,70,,,,,,,,
106,03/10/2020,21978,13238,75,,,,,,,,
106,04/10/2020,23142,13640,75,,,,,,,,
107,30/09/2020,22543,16602,73,,,,,,,,
107,01/10/2020,23511,16924,73,,,,,,,,
107,02/10/2020,24527,17875,73,,,,,,,,
107,03/10/2020,25500,18516,73,,,,,,,,
107,04/10/2020,26292,19231,79,,,,,,,,
108,30/09/2020,11863,7663,38,,,,,,,,
108,01/10/2020,12376,7776,38,,,,,,,,
108,02/10/2020,13009,7997,38,,,,,,,,
108,03/10/2020,13505,8183,38,,,,,,,,
108,04/10/2020,14001,8400,39,,,,,,,,
109,30/09/2020,7845,5762,6,,,,,,,,
109,01/10/2020,8068,5844,6,,,,,,,,
109,02/10/2020,8307,6062,6,,,,,,,,
109,03/10/2020,8603,6193,6,,,,,,,,
109,04/10/2020,8918,6360,6,,,,,,,,
110,30/09/2020,34481,23317,226,,,,,,,,
110,01/10/2020,35337,23680,235,,,,,,,,
110,02/10/2020,36433,24037,239,,,,,,,,
110,03/10/2020,37482,24943,247,,,,,,,,
110,04/10/2020,38601,25823,255,,,,,,,,
111,30/09/2020,13633,8003,49,,,,,,,,
111,01/10/2020,14246,8293,55,,,,,,,,
111,02/10/2020,15058,8563,55,,,,,,,,
111,03/10/2020,15836,8983,56,,,,,,,,
111,04/10/2020,16629,9243,56,,,,,,,,
112,30/09/2020,3643,2624,5,,,,,,,,
112,01/10/2020,3786,2683,5,,,,,,,,
112,02/10/2020,3894,2758,5,,,,,,,,
112,03/10/2020,3975,2850,5,,,,,,,,
112,04/10/2020,4084,2947,5,,,,,,,,
99,05/10/2020,17046,11693,52,,,,,,,,
99,06/10/2020,17470,11995,53,,,,,,,,
99,07/10/2020,18142,12388,54,,,,,,,,
99,08/10/2020,18459,12845,54,,,,,,,,
99,09/10/2020,19252,13193,56,,,,,,,,
100,05/10/2020,22790,12010,79,,,,,,,,
100,06/10/2020,23627,12347,79,,,,,,,,
100,07/10/2020,24828,12732,79,,,,,,,,
100,08/10/2020,25219,13439,80,,,,,,,,
100,09/10/2020,26130,13897,84,,,,,,,,
101,05/10/2020,4331,3076,4,,,,,,,,
101,06/10/2020,4387,3162,4,,,,,,,,
101,07/10/2020,4507,3251,5,,,,,,,,
101,08/10/2020,4628,3320,5,,,,,,,,
101,09/10/2020,4781,3418,5,,,,,,,,
102,05/10/2020,13866,7743,57,,,,,,,,
102,06/10/2020,14411,7994,59,,,,,,,,
102,07/10/2020,15013,9182,59,,,,,,,,
102,08/10/2020,15390,9569,59,,,,,,,,
102,09/10/2020,15946,10061,59,,,,,,,,
103,05/10/2020,12474,8663,57,,,,,,,,
103,06/10/2020,12890,8865,58,,,,,,,,
103,07/10/2020,13322,9038,58,,,,,,,,
103,08/10/2020,13558,9143,60,,,,,,,,
103,09/10/2020,13924,9592,61,,,,,,,,
104,05/10/2020,17386,9643,62,,,,,,,,
104,06/10/2020,18231,10128,67,,,,,,,,
104,07/10/2020,19083,10474,68,,,,,,,,
104,08/10/2020,19580,10733,71,,,,,,,,
104,09/10/2020,20294,12117,75,,,,,,,,
105,05/10/2020,12659,7659,25,,,,,,,,
105,06/10/2020,13086,8020,28,,,,,,,,
105,07/10/2020,13576,8473,28,,,,,,,,
105,08/10/2020,13807,8848,28,,,,,,,,
105,09/10/2020,14329,9300,29,,,,,,,,
106,05/10/2020,23783,14147,76,,,,,,,,
106,06/10/2020,24519,14775,76,,,,,,,,
106,07/10/2020,26095,15364,76,,,,,,,,
106,08/10/2020,26783,16477,84,,,,,,,,
106,09/10/2020,27988,17312,85,,,,,,,,
107,05/10/2020,26898,19988,81,,,,,,,,
107,06/10/2020,27752,20529,85,,,,,,,,
107,07/10/2020,29102,21272,90,,,,,,,,
107,08/10/2020,30126,22148,90,,,,,,,,
107,09/10/2020,31300,23057,94,,,,,,,,
108,05/10/2020,14282,8727,39,,,,,,,,
108,06/10/2020,14802,9003,39,,,,,,,,
108,07/10/2020,15452,9340,39,,,,,,,,
108,08/10/2020,15737,9747,39,,,,,,,,
108,09/10/2020,16409,10062,39,,,,,,,,
109,05/10/2020,8943,6462,6,,,,,,,,
109,06/10/2020,9273,6642,6,,,,,,,,
109,07/10/2020,9666,6864,6,,,,,,,,
109,08/10/2020,9961,7003,6,,,,,,,,
109,09/10/2020,10251,7225,6,,,,,,,,
110,05/10/2020,39301,26733,257,,,,,,,,
110,06/10/2020,40290,27583,266,,,,,,,,
110,07/10/2020,41472,28403,280,,,,,,,,
110,08/10/2020,41939,29923,290,,,,,,,,
110,09/10/2020,42951,30997,297,,,,,,,,
111,05/10/2020,17054,9528,59,,,,,,,,
111,06/10/2020,17811,9908,59,,,,,,,,
111,07/10/2020,18759,10228,59,,,,,,,,
111,08/10/2020,19144,10688,59,,,,,,,,
111,09/10/2020,19899,11548,60,,,,,,,,
112,05/10/2020,4115,3037,5,,,,,,,,
112,06/10/2020,4250,3139,5,,,,,,,,
112,07/10/2020,4388,3242,5,,,,,,,,
112,08/10/2020,4519,3371,5,,,,,,,,
112,09/10/2020,4646,3523,5,,,,,,,,
99,10/10/2020,20095,13719,56,,,,,,,,
99,11/10/2020,20714,14448,60,,,,,,,,
99,12/10/2020,21332,15042,62,,,,,,,,
99,13/10/2020,21820,15576,66,,,,,,,,
99,14/10/2020,22276,16150,68,,,,,,,,
99,15/10/2020,22797,16615,68,,,,,,,,
99,16/10/2020,23360,16796,68,,,,,,,,
100,10/10/2020,27321,14880,92,,,,,,,,
100,11/10/2020,28549,15916,92,,,,,,,,
100,12/10/2020,29029,16934,95,,,,,,,,
100,13/10/2020,30151,18057,99,,,,,,,,
100,14/10/2020,30944,18880,101,,,,,,,,
100,15/10/2020,32153,19599,102,,,,,,,,
100,16/10/2020,32759,20442,102,,,,,,,,
101,10/10/2020,4920,3475,5,,,,,,,,
101,11/10/2020,5043,3525,5,,,,,,,,
101,12/10/2020,5137,3554,6,,,,,,,,
101,13/10/2020,5216,3683,6,,,,,,,,
101,14/10/2020,5330,3838,6,,,,,,,,
101,15/10/2020,5473,3962,6,,,,,,,,
101,16/10/2020,5597,4015,7,,,,,,,,
102,10/10/2020,16673,10398,61,,,,,,,,
102,11/10/2020,17086,10745,63,,,,,,,,
102,12/10/2020,17360,10875,69,,,,,,,,
102,13/10/2020,17730,11317,70,,,,,,,,
