,0,1,2,3,4,5,6
0,63.278281082417436,86.65627274187024,112.22065908798527,139.95507022682182,170.949467976876,205.09724497370894,242.66613008245844
1,207.47949751490683,277.9856433622595,358.5112793981647,453.78291524238784,558.7113571443384,681.9129472664849,822.4307235394798
2,146.7496996284421,205.06744411211983,273.564799466796,351.5958317934401,438.603831706332,536.0643766156797,644.6938730792547
3,159.73769225174797,198.34707004461467,243.39666546673968,298.0728960585776,365.07155549421316,440.0707844165338,523.4829236911697
4,976.9030245480199,1371.6458312879179,1844.8126125118772,2418.9693114999463,3112.1645835172517,3926.197053246893,4861.327986217917
5,42.0246990224988,56.82523233122777,73.61894471191572,92.23603563045884,113.21647729888382,135.71271163307162,160.10180168173179
6,40.808713301250556,55.46278428064813,71.70913395317166,89.48816365323762,108.54858436100544,129.23616993232176,151.80734727628698
7,62.875569503416735,84.71288808725167,110.25787880414644,139.6900288609333,173.66500891024714,213.42405824346142,258.34767095067934
8,67.30021514344018,89.71648121497805,114.24495874951029,140.9809156511167,171.06722316870403,205.18145557862417,244.79736230552606
9,116.25816991012374,158.28694433969522,203.7763755903123,254.18449270928176,308.83007292212244,367.0008070645033,429.1626009901999
10,117.81691229802979,158.3890171150544,202.01950395906874,250.04707586564686,304.5827338027162,366.1028602237176,434.936869030982
11,112.24529416548273,150.1668094699552,193.03351203514686,241.02229700398587,293.9681722641143,353.2688593493408,418.2216328497829
12,80.24866483673974,109.3990219438542,143.74128232531083,183.43044400328867,230.03787648005067,284.0892742633562,345.1800841783749
13,54.4496523092514,72.56692538006388,92.87511633167196,114.90269256521374,141.0049984398981,171.72030273895902,205.82266161134018
14,127.25287841464628,176.23803188708976,229.93568351628778,289.334034992992,354.5603785956621,426.86199430466996,506.8452394273585
15,61.287173502289825,84.16405327074884,110.60112659910295,139.3025024556513,171.06139556547953,205.939190202797,243.1390553383365
16,88.48403683922453,119.75871331620988,156.90954680573637,197.1682795330089,241.8722549917705,291.9679101550459,347.0610362732942
17,41.23706718289287,55.66352493519681,72.05701343477686,90.14804153472653,109.7210327854025,131.3141603164919,155.0077727686846
18,59.79196437169441,80.25072713093002,101.7593418137456,125.13870455356695,150.64744403484121,178.94055910317599,210.44275148416932
19,71.55415999904206,96.5461362154611,125.88125732943716,160.53911116903453,201.90961413605024,250.47474126510085,305.9422717282094
20,75.20255536614974,104.64321121868151,139.3908021745258,179.17781471776885,224.76347455581407,276.33710207661,334.0486522389383
21,338.76617620502304,449.2761464051819,558.8283162483151,668.6040242054187,789.1315173534775,920.3036095310283,1064.1757286132474
22,82.47552573735696,113.32230169674955,149.2638089007028,189.60153538791812,235.35569908193398,287.1077295930773,345.48094021502203
23,52.16069384513443,70.8317553312274,91.27123962475535,113.62625381245246,137.50377756459096,163.78927558779637,192.87983978425225
24,145.22065828700522,188.15776835742332,238.35962573357858,296.06681440887485,363.79261618855094,436.42437104141646,515.0314212510586
25,128.24330882690094,175.5926934367572,227.83102380693376,285.5224968051058,349.1222271961924,418.30544335603906,493.59809140999204
26,154.80509689722706,213.0356999796227,278.4086630820061,355.24350687756953,447.1420261028234,559.4053304500461,698.101569304187
27,75.83396576592146,98.35606310486034,122.00804303611187,148.43548080959744,178.9967540107938,213.4826999940466,251.56888649101535
28,70.3710376160506,94.01193845850656,119.22374127445727,146.8640387834889,177.82629238190745,213.17287760697258,252.2718934563824
29,67.02642615423115,91.05177467414781,119.41005148188852,152.61604589912568,191.66629516700547,239.52100572922285,299.4947396647557
